name,name,oii_3726_flux,oii_3726_flux_err,oii_3729_flux,oii_3729_flux_err,neiii_3869_flux,neiii_3869_flux_err,h_delta_flux,h_delta_flux_err,h_gamma_flux,h_gamma_flux_err,oiii_4363_flux,oiii_4363_flux_err,h_beta_flux,h_beta_flux_err,oiii_4959_flux,oiii_4959_flux_err,oiii_5007_flux,oiii_5007_flux_err,hei_5876_flux,hei_5876_flux_err,oi_6300_flux,oi_6300_flux_err,nii_6548_flux,nii_6548_flux_err,h_alpha_flux,h_alpha_flux_err,nii_6584_flux,nii_6584_flux_err,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err,ariii7135_flux,ariii7135_flux_err,oii_flux,oii_flux_err,oiii_flux,oiii_flux_err,Flux_HeII_3203,Flux_HeII_3203_Err,Flux_OII_3726,Flux_OII_3726_Err,Flux_OII_3728,Flux_OII_3728_Err,Flux_NeIII_3868,Flux_NeIII_3868_Err,Flux_Hd_4101,Flux_Hd_4101_Err,Flux_Hg_4340,Flux_Hg_4340_Err,Flux_OIII_4363,Flux_OIII_4363_Err,Flux_HeII_4685,Flux_HeII_4685_Err,Flux_ArIV_4711,Flux_ArIV_4711_Err,Flux_Hb_4861,Flux_Hb_4861_Err,Flux_OIII_4958,Flux_OIII_4958_Err,Flux_OIII_5006,Flux_OIII_5006_Err,Flux_HeI_5875,Flux_HeI_5875_Err,Flux_OI_6300,Flux_OI_6300_Err,Flux_NII_6547,Flux_NII_6547_Err,Flux_Ha_6562,Flux_Ha_6562_Err,Flux_NII_6583,Flux_NII_6583_Err,Flux_SII_6716,Flux_SII_6716_Err,Flux_SII_6730,Flux_SII_6730_Err,name.1,exth,exti,extj,extk,extg,2kmag,nuvmag,extz,dedeg,e_zmag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,rmag,dgr,2hmag,imag,b_a,r90,e_2hmag,e_imag,e_rmag,absrmag,zmag,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,umag,modelu_j,modelu_k,modelu_i,fsmgr_ave,modelg_i,logmstar_84,modelg_k,modelu_r,logmstar,modelg_r,modelg_j,sfr_nuv,logmstar_16,fsmgr_med,modelu_rcorr,mhi,logmgas,emhi_sys_corr,emhi_rand_corr,confused,emhi,mhi_corr,hitelescope,limflag,grpn,grpcz,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,grpms,grprproj,den1mpc,grpmb,grp,grprproj_stack,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,ccb,resname,fg,fm16,fa,ccr,morphel,mu_delta,extnuv,meanfsmgre15,logmstare15,absrmagcorr,modelg_jcorr,modelu_icorr,modelg_kcorr,modelu_jcorr,meanfsmgr,modelu_kcorr,modelg_rcorr,modelg_icorr
ECO10489,ECO10489,0.0,-0.7805054,-295633.8,328154.5,87.63441,9.212363,56.69804,7.95891,92.14787,8.083394,5.013274,9.114233,213.6121,10.36048,111.0157,10.41881,312.5772,11.44639,17.59499,9.615591,163.1949,12.32639,423.2498,6.353811,865.1387,17.86606,1276.619,19.16454,442.5464,15.634529999999998,402.2918,15.6076,-59.60943,24.61875,17209.89,118842.0,314.4049,12.79312,0.0,0.0,2045.653,37865.55,1051.512,127266.7,168.4632,37.69581,359.6318,45.5675,449.3652,48.97413,23.82961,24.37118,0.0,0.0,0.0,0.0,744.444,70.78145,264.9502,13.95304,757.0004,39.86582,100.2723,37.60066,297.232,44.67619000000001,858.5135,18.89013,1728.535,59.75774000000001,2525.04,55.55922,783.0732,52.0349,725.6245,57.30217,ECO10489,0.0183,0.0663,0.0287,0.0117,0.1206,10.5484,0.2916,0.047,49.6597,0.0214,0.1639,163.499,0.0875,0.0319,11.5093,7.70933,13.9002,13.2633,-0.118219,10.7782,12.9134,0.8499,27.651,0.0853,0.0223,0.0204,-21.7203,12.6732,0.0276,6673.0,0.0,0.0274,0.0212,15.1631,3.43636,4.35372,2.08727,0.0964422,0.877275,10.79,3.14373,1.78633,10.67,0.576338,2.22637,5.4911930999999985,10.55,0.125893,1.2924,0,10.107,0,0,0,0,0,,0,2,6684.5,-22.2429,0.0,20.3832,12.5009,1,12.6109,10.9435,0.0453964,0.443217,11.0165,7466,0.123241,0.0,93.8877,12.5317,1.0,notinresolve,0,1,0,1.01486,L,9.90504,0.291642,0.0964422,10.67,-22.0563,1.81782,1.50843,2.66451,2.73375,0.0918525,3.5804400000000003,0.376471,0.592499
ECO06209,ECO06209,1061860.0,1611941.0,-450.8883,883.4348,34.76634,8.068927,74.74596,5.053031,136.6178,4.964901,0.7972497,4.437341,276.3834,5.647667,96.56999,4.6150910000000005,284.9465,6.351385,36.76811,3.441188,30.05832,3.053476,65.44740999999999,1.401035,906.0035,9.250061,197.4045,4.22584,202.294,5.141273,149.8985,4.275778,16.5151,3.239877,4581.555,1910542.0,282.6373,6.485322,0.0,0.0,54661.45,95531.91,388.667,98.31173,53.43266,16.290470000000006,100.3235,12.20662,184.2966,13.90156,0.0,0.0,0.0,0.0,18.70776,19.23614,381.8,15.84096,137.4355,5.641437000000002,392.6728,16.118389999999998,46.11531,8.623982,44.17609,7.561085,89.71473,3.600919,1202.633,31.37343,263.8669,10.59094,273.4908,11.56312,204.7064,12.13618,ECO06209,0.0061,0.022,0.0095,0.0039,0.04,13.0446,17.6416,0.0156,28.6276,0.0219,0.0543,196.149,0.029,0.3883,14.0831,4.22225,15.8899,15.4839,0.161648,13.1826,15.2689,0.6218,13.2474,0.3732,0.0219,0.0239,-19.457,15.0991,0.0863,6721.61,0.7917,0.0935,0.0207,17.0292,2.90977,3.76394,1.7129299999999998,0.941034,0.566126,9.59,2.61714,1.50757,9.37,0.360769,1.76296,0.64061502,9.27,0.630957,1.16792,0,9.48972,0,0,0,0,0,,0,2,6654.58,-19.7726,0.0,118.799,11.3359,1,11.4139,9.5765,0.120829,3.26317,9.8795,4671,0.120228,0.0,56.4081,11.4523,1.0,notinresolve,0,1,0,1.14766,L,9.04099,0.096673,0.941034,9.39,-19.8263,1.38671,1.28867,2.15374,2.3446700000000003,0.995756,3.1117,0.209959,0.33071100000000003
ECO09981,ECO09981,0.0,-0.7484701,0.0,-0.7484701,50.05352,9.165042,28.82846,5.877185,61.33651,4.980728,12.61111,5.716268,117.9515,4.644316000000001,130.2065,5.489018,394.2452,7.492017,6.142918,3.996917,51.43972,4.370986,85.72175,1.78793,421.894,6.303761,258.5566,5.392804,108.0669,4.697573,93.01167,4.808985,24.15268,4.663233999999999,0.0,1.058497,414.6456,7.916013,0.0,0.0,0.0,0.0,5842.813,0.0,44.03617,16.55781,35.2979,13.78996,64.40491999999999,8.298666,9.746005,15.37897,6.056771,22.29319,0.0,0.0,126.869,6.832464999999999,131.4406,3.719311,375.5447,10.6266,4.692604,18.93401,51.89956,6.7924039999999986,95.14717,2.884911,482.0265,10.8642,279.8446,8.485032,118.6067,7.3537940000000015,99.42828,6.19143,ECO09981,0.0224,0.0811,0.0351,0.0143,0.1475,11.0635,0.3568,0.0575,8.588,0.0214,0.2005,237.136,0.107,0.0532,11.8845,7.5889,14.1266,13.5961,-0.035407999999999995,11.3623,13.3262,0.8782,17.377,0.0658,0.0604,0.0223,-20.4825,13.1269,0.0264,4359.21,0.0,0.0379,0.0204,15.2452,3.01674,3.90574,1.72973,0.365131,0.694117,10.11,2.87012,1.47931,9.93,0.443697,1.98112,3.0284046,9.77,0.28183800000000003,0.998642,2205710000,9.48968,0,0,0,82370900,0,ALFALFA,0,1,4359.21,-20.4825,0.0,0.0,11.5299,1,11.6449,9.9435,0.0,0.154426,10.0685,7144,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,1,1.20481,L,9.17919,0.356754,0.365131,9.93,-20.9339,1.45881,1.13532,2.23233,2.23057,0.365519,3.00409,0.226887,0.363569
ECO10530,ECO10530,0.0,-0.7374078000000001,0.0,-0.7374078000000001,18.88796,3.864825,83.91077,3.464249,163.489,3.993773000000001,6.657424000000002,2.927057,360.3395,5.43064,97.34864,3.407356,300.3251,5.108792,43.47813,2.725504,24.38642,2.380742,100.8265,1.407539,1384.868,11.57041,304.1161,4.245456,231.1234,4.294176,163.5189,3.559447,27.25175,2.42417,0.0,1.042852,297.3864,5.137296,0.0,0.0,0.0,43.05085,1.27e+16,117000000000.0,39.58101,11.56625,157.3154,14.243620000000002,305.5708,16.82929,7.955605,11.19009,19.32586,14.54245,0.0,0.0,651.3828,19.89565,183.8816,5.783996,525.376,16.5257,71.33452,9.083556,41.24903,8.047524000000001,164.8259,4.34584,2257.182,44.09632,484.7819,12.78188,368.2402,11.22584,262.006,10.02268,ECO10530,0.0049,0.0179,0.0077,0.0031,0.0325,13.3966,0.0787,0.0127,36.7848,0.0302,0.0442,210.211,0.0236,0.4942,14.5744,3.94737,16.7598,16.1891,-0.0272293,13.7463,15.9426,0.4926,13.3322,0.2603,0.0335,0.0256,-18.19,15.728,0.0363,5202.43,0.0,0.1226,0.0231,17.9204,3.23311,4.11989,1.92968,0.200759,0.7719779999999999,9.27,2.96219,1.6621,9.11,0.5043949999999999,2.07541,0.21519245,8.93,0.125893,1.22048,0,8.91658,0,0,0,0,0,,0,1,5202.43,-18.19,0.0,0.0,11.1559,1,11.0559,9.1135,0.0,0.5880989999999999,9.3195,7487,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.08411,E,9.09816,0.0786695,0.200759,9.11,-18.5264,1.66875,1.40108,2.48158,2.57272,0.184189,3.38555,0.31650500000000004,0.497107
ECO12055,ECO12055,0.0,-0.8083816999999999,0.0,-0.8083816999999999,7.324489999999999,3.3876480000000004,37.83162,2.717316,69.12312,2.848641,2.728996,2.4963490000000004,157.8488,3.608202,35.66196,2.666306,96.49451,3.259631,15.89017,2.411198,19.35751,2.237906,58.29465,1.132887,597.0306,6.520514,175.8301,3.417043,126.4747,3.360618,86.72582,3.137563,5.513859,2.459013,0.0,1.143224,95.64408,3.47291,0.0,0.0,382.042,10011.51,527.9991,76.31657,28.076040000000006,16.38346,91.98147,11.41117,165.0561,11.90081,13.47051,15.79326,0.0,0.0,0.0,0.0,314.9662,11.82715,65.78536,3.559618,187.9582,10.17034,38.92296,9.879876,32.48489,5.3403220000000005,100.5551,3.314127,1000.33,19.59573,295.7504,9.747433,207.4503,9.430431,143.2022,7.703499000000001,ECO12055,0.0076,0.0276,0.0119,0.0049,0.0502,12.9704,0.1215,0.0196,36.2739,0.0234,0.0683,188.203,0.0364,0.0672,14.0338,5.85789,16.0008,15.5371,-0.113462,13.2001,15.2879,0.3808,13.3505,0.0625,0.0212,0.0206,-19.3038,15.0955,0.0277,6397.4,0.0,0.0971,0.0208,17.097,2.99051,3.90635,1.6801700000000002,0.933733,0.658438,9.59,2.88461,1.43339,9.37,0.411654,1.96877,1.3336835,9.25,0.630957,0.896191,0,9.50716,0,0,0,0,0,,0,1,6397.4,-19.3038,0.0,0.0,11.2599,1,11.2899,9.3705,0.0,0.613866,9.7485,8464,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.11264,L,8.50638,0.121517,0.933733,9.37,-19.9119,1.31949,0.999849,2.07857,2.05553,0.9364,2.81461,0.160152,0.263811
ECO09185,ECO09185,0.0,-0.7444189999999999,-361228.9,532645.4,61.58043000000001,5.277612,147.7032,4.349317,268.4598,5.178628,1.034217,3.632186,601.0369999999998,7.722172,284.7947,5.868854,841.6151,9.878706,78.94941,3.1474740000000003,40.80295,2.982316,130.3445,1.7251439999999998,2161.553,17.958779999999994,393.1491,5.203428,369.6385,6.02275,258.1628,4.905684,53.84081,3.1437,83600000.0,4420000000.0,848.0292,9.901493,0.0,0.0,0.0,0.0,1752673.0,30000000.0,124.7864,15.04235,259.5357,12.70517,457.6798,15.38517,0.0,0.0,8.390706,11.32443,0.0,0.0,975.4735,23.98279,465.2983,9.184665,1329.424,26.2419,115.6797,7.849428,61.88388000000001,7.041559,201.8079,4.660882,3319.425,47.89585,593.5526,13.708479999999998,569.4882,14.78396,395.6261,11.56211,ECO09185,0.0084,0.0303,0.0131,0.0053,0.0551,13.1279,0.1333,0.0215,33.6911,0.022,0.0749,146.533,0.04,0.1147,14.1818,3.66591,16.0289,15.6092,0.14996700000000002,13.5823,15.3848,0.6484,11.2122,0.1893,0.0212,0.021,-19.3084,15.2303,0.0288,6616.38,0.0,0.1117,0.0206,17.0898,2.79592,3.657880000000001,1.56897,0.803113,0.577608,9.53,2.66652,1.35512,9.31,0.363752,1.80456,1.0008447,9.19,0.630957,0.960489,0,9.51416,0,0,0,0,0,,0,1,6616.38,-19.3084,0.0,0.0,11.2349,1,11.2919,9.3245,0.0,1.1099,9.7325,6594,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.12211,L,9.07752,0.13329100000000002,0.803113,9.31,-19.7432,1.33071,1.06972,2.07941,2.11252,0.807463,2.86123,0.178679,0.287907
ECO06002,ECO06002,0.0,-0.8097771,0.0,-0.8097771,45.55334000000001,3.835593,44.12118,2.925373,92.02305,3.20716,3.800872,2.311016,214.5379,3.871484,229.275,4.072563,709.6858,7.954623,29.37837,2.227026,17.22172,1.577212,23.01517,0.6057918999999999,791.6366,7.935414,69.41906999999999,1.827206,103.6598,2.407409,67.52861999999999,2.385684,-290.3148,2773.5370000000007,0.0,1.145198,710.8697,7.964235,0.0,0.0,0.0,0.0,0.0,0.0,63.99436,9.176153,63.85036,7.600245,127.1139,10.13956,5.358876,9.774079,5.289218,4.853185,4.459007,9.932242,288.7844,18.66385,318.4951,17.69456,909.986,50.55589000000001,37.02812,5.378056,27.3831,4.626725,32.729209999999995,2.12786,1026.122,42.72994,96.26237,6.25841,137.2502,6.799753,88.54845,6.157872,ECO06002,0.0141,0.051,0.0221,0.009000000000000001,0.0927,12.7526,17.2115,0.0362,28.6735,0.14800000000000002,0.126,187.115,0.0673,0.3867,14.1167,17.5892,15.7542,15.438,-0.128113,13.8239,15.3171,0.3204,42.9776,0.3566,0.0226,0.0252,-18.643,14.8455,0.0349,4444.63,0.2425,0.467,0.0215,16.757,2.44576,3.25996,1.31219,1.8915,0.395525,9.07,2.34329,1.1595,8.87,0.242834,1.52909,0.44982523,8.77,1.41254,0.935837,0,9.61283,0,0,0,0,0,,0,1,4444.63,-18.643,0.0,0.0,11.0609,1,11.1409,8.8845,0.0,0.406877,9.6855,4553,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.13875,L,7.43257,0.224282,1.8915,8.87,-18.901,1.23658,1.02336,1.97601,2.03748,1.89623,2.77691,0.134933,0.222454
ECO04573,ECO04573,0.0,-0.7199869000000001,0.0,-0.7199869000000001,73.97825999999998,5.710936,125.3247,3.933131,226.1884,4.012165,3.392923,3.474056,501.8161,4.9792510000000005,241.7129,4.043471,726.2908,6.37971,62.70007,2.463749,48.50941,2.43852,115.1296,1.185953,1695.5870000000002,9.379316,347.2574,3.5771040000000003,325.4668,3.79742,226.8109,3.3273660000000005,41.15416,2.428743,0.0,1.018215,723.9673,6.3965510000000005,0.0,0.0,5201.7,0.0,0.0,0.0,104.9443,15.63724,233.6508,9.643439,348.4746,10.34477,0.0,0.0,24.47556,26.45748,4.761605,13.6227,714.5211,14.50623,343.968,5.918824,982.7659,16.91092,75.60611999999998,5.039207,70.8718,4.962612,160.7655,3.137855,2312.327,29.63837,472.8398,9.228986,453.1569,9.350986,313.8318,7.073564,ECO04573,0.0291,0.1053,0.0456,0.0185,0.1916,13.0351,0.4632,0.0747,2.4081,0.0254,0.2603,131.66899999999998,0.1389,0.1359,13.6732,4.37665,15.6728,15.2536,0.08461569999999999,13.0411,15.0202,0.6081,12.4436,0.4024,0.0293,0.0443,-18.5507,14.8349,0.0288,3785.94,0.0,0.1499,0.0227,16.8367,2.7716,3.59314,1.61243,0.72742,0.529976,9.21,2.5106900000000003,1.4199700000000002,9.01,0.337519,1.68915,0.28171608,8.87,0.630957,1.14983,0,9.24621,0,0,0,0,0,,0,1,3785.94,-18.5507,0.0,0.0,11.1269,1,11.1219,9.0375,0.0,0.30298,9.4595,3517,0.0,0.0,0.0,0.0,1.0,notinresolve,1,1,0,1.10958,E,9.07008,0.463226,0.72742,9.03,-18.8535,1.37731,1.27232,2.1251,2.31282,0.768551,3.06061,0.214321,0.33681300000000003
ECO10071,ECO10071,0.0,-0.7866721,0.0,-0.7866721,85.43576,6.4521370000000005,275.9206,6.233639,494.0168,7.315795,11.47013,3.792064,1042.419,10.82706,550.6990000000002,7.818906,1669.96,16.00787,140.3627,3.614558,33.04033,2.84663,235.9167,2.3396060000000003,3297.2670000000007,26.15753,711.5793,7.0567850000000005,341.45,5.463004,260.5115,4.903796,97.02376,4.029605,0.0,1.112522,1675.681,16.01667,0.0,0.0,0.0,0.0,3.73e-08,0.0,132.7152,15.7437,373.367,16.56898,628.1178,18.87931,6.7365059999999986,9.902337,26.00226,12.37941,6.2145160000000015,8.43604,1310.252,35.33572,701.5182,16.713070000000002,2004.338,47.75164,167.1033,8.376072,36.71194000000001,4.450086,295.224,6.175622,4126.913,74.08766,868.306,18.16359,417.7906,10.74296,314.0544,10.64867,ECO10071,0.0218,0.0789,0.0341,0.0139,0.1435,13.2143,0.3469,0.0559,18.1323,0.0738,0.195,235.789,0.104,0.1872,14.121,5.45547,15.6986,15.2516,0.138924,13.165,14.8672,0.9448,28.4252,0.4161,0.1301,0.105,-18.9238,15.1083,0.1422,4564.31,0.0,0.1512,0.1114,16.3224,2.26077,3.04292,1.19496,2.54918,0.315861,9.07,2.16382,1.07305,8.89,0.193949,1.38168,0.57289069,8.81,3.16228,0.86759,0,9.48709,0,0,0,0,0,,0,1,4564.31,-18.9238,0.0,0.0,11.0769,1,11.2019,8.9095,0.0,0.274978,9.5875,7197,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.13032,E,9.03438,0.346928,2.54918,8.91,-19.0436,1.18479,0.944937,1.91802,1.93719,2.40618,2.67043,0.11518699999999997,0.192533
ECO09819,ECO09819,492.6802,11.75419,550.9642,12.00761,60.67869,4.463003,84.55785,3.491597,144.7796,3.845941,7.774507000000002,2.673589,319.649,4.899271,258.5919,4.643811,773.2532,9.504258,42.73552,2.378307,23.83459,1.933489,39.17258,0.8556591999999998,1090.578,9.366053,118.1535,2.580863,157.5559,3.552389,108.845,2.830752,32.20272,2.170019,1059.913,18.27542,773.2756,9.511909,0.0,0.0,957.212,85.49840999999998,1248.167,112.4703,139.9382,16.580779999999994,182.3398,17.3507,286.7991,21.95612,3.977043,14.24005,23.83838,18.22339,0.0,0.0,596.2962,35.42632000000001,482.7737,30.47527,1379.354,87.07221,73.21992,9.331624,42.84902,6.096566,68.42515999999999,3.430645,1829.176,86.83595,201.2504,10.09013,268.316,14.656,187.2947,11.18021,ECO09819,0.0072,0.0262,0.0113,0.0046,0.0476,0.0,18.7452,0.0185,45.8195,0.0523,0.0646,164.362,0.0345,0.0,15.2809,3.67966,17.0144,16.6893,0.0227432,14.3762,16.4989,0.4387,10.1969,0.4861,0.0226,0.0236,-18.3338,16.34,0.0505,6963.3,0.0802,0.2175,0.0267,17.9731,2.6428700000000003,3.51703,1.42606,1.90357,0.459143,8.99,2.55012,1.24506,8.81,0.278145,1.67595,0.32028821,8.73,1.41254,0.988356,0,9.27768,0,0,0,0,0,,0,1,6963.3,-18.3338,0.0,0.0,11.0369,1,11.0809,8.8215,0.0,0.6590090000000001,9.4085,7020,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.16217,L,8.45036,0.115005,1.90357,8.81,-18.6582,1.34166,1.09497,2.13044,2.1758,1.90485,2.9645900000000003,0.15420699999999998,0.260824
ECO09944,ECO09944,0.0,-0.7844814,0.0,-0.7844814,14.00845,4.478146,24.85023,3.209686,56.62682,2.99083,2.57671,2.7535380000000003,119.3922,3.382722,40.21536,2.741899,131.7466,3.773498000000001,12.15764,2.29576,16.24294,2.037667,30.35592,0.811358,464.9157,5.640916000000002,91.56048,2.447241,117.1061,3.366223,79.6864,2.682434,11.55694,2.155282,0.0,1.109424,128.0521,3.821408,0.0,0.0,259.9212,51.82572,456.0163,54.42276,40.46519,15.873679999999998,61.0462,11.92073,112.8902,10.58392,0.0,0.0,7.259441000000002,11.626,10.19438,70.47511,213.5088,10.66528,76.29566,3.743569,217.9876,10.69591,26.0109,8.150843,27.12267,5.304457,49.08327,2.458035,730.0916,23.47092,144.3626,7.229513000000002,185.7455,9.211324,126.6409,6.399234,ECO09944,0.0122,0.0443,0.0192,0.0078,0.0805,14.0323,0.1947,0.0314,49.3715,0.0425,0.1095,163.793,0.0584,0.2073,14.9006,4.23087,16.7617,16.2975,0.0075016000000000015,14.341,16.0587,0.4658,10.314,0.1188,0.0236,0.0224,-18.6684,15.8771,0.0747,6708.15,0.0,0.2912,0.0211,17.8531,2.90511,3.70822,1.74802,0.33308000000000004,0.619787,9.33,2.57999,1.53513,9.21,0.406895,1.7768700000000002,0.2569808,9.01,0.28183800000000003,1.24765,0,9.32972,0,0,0,0,0,,0,1,6708.15,-18.6684,0.0,0.0,11.1889,1,11.1459,9.1965,0.0,0.490683,9.5635,7113,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.08191,L,8.63059,0.194752,0.33308000000000004,9.19,-18.9015,1.52556,1.40604,2.27696,2.48056,0.267436,3.23196,0.292648,0.451042
ECO06378,ECO06378,494.6483,233.5065,29.503490000000006,24.93996,15.03075,3.845289,12.07078,2.912607,22.89558,2.495578,2.314125,2.729575,36.85578,2.259037,34.826190000000004,2.448,92.65105,2.72711,0.5402201,2.110477,23.17146,2.046722,28.54068,0.7846234000000001,143.5525,2.79968,86.08528000000003,2.366603,54.12289000000001,2.529387,43.0943,2.375239,3.368561,2.260623,-150817.8,1573281.0,92.13297,2.9428490000000003,0.0,0.0,77.9017,14859.03,623.3276,4574.853,21.67549,14.17215,113.0874,27.00681,142.5054,18.75794,0.0,0.0,22.41606,10.58176,7.792998,9.865505,185.7263,15.46206,89.05345,4.5326,254.4384,12.95029,0.0,0.0,38.19543,6.132726,78.72561999999998,3.780656,339.6921,9.679114,231.5459,11.11958,93.82521,9.024922,77.78641999999998,7.759467,ECO06378,0.0137,0.0494,0.0214,0.0087,0.0899,12.4609,18.229,0.0351,2.1638,0.0227,0.1222,204.769,0.0652,0.0912,13.3449,15.2756,15.4382,14.9408,-0.213116,12.4448,14.5633,0.3188,44.3563,0.3954,0.0215,0.0243,-20.1141,14.2725,0.0349,6950.72,0.0338,0.1232,0.0323,16.7028,3.35405,4.293830000000002,2.0066900000000003,0.666971,0.7993560000000001,10.09,3.08649,1.71406,9.99,0.5067229999999999,2.14672,0.76745718,9.67,0.630957,1.42056,13959900000,10.2913,4812990000,280485000,1,280601000,13969000000,ALFALFA,0,2,6942.69,-20.2283,0.0,14.2242,11.5019,1,11.5519,9.9085,0.0309634,1.40281,10.1515,4797,0.0984123,0.0,75.5931,11.6807,1.0,rs1150,1,1,0,1.20403,L,8.31376,0.217403,0.666971,9.87,-20.5133,1.6416099999999998,1.6102,2.41887,2.71192,0.183922,3.48919,0.350243,0.539883
ECO03970,ECO03970,0.0,-0.7808970000000001,0.0,-0.7808970000000001,30.0601,3.5217120000000004,67.08156,2.8711740000000003,119.3837,3.003075,3.933903,2.376748,276.2987,4.02526,103.6012,2.963763,311.1407,4.540524,33.046859999999995,2.233762,34.47929,2.09648,81.29158000000002,1.098431,1035.727,8.898796,245.1942,3.313118,209.1237,3.906439,146.6729,3.349211,16.681379999999994,2.727157,0.0,1.104355,310.7475,4.579775,0.0,0.0,406.7089,1735.21,1291.018,159.2888,95.28386,17.5588,175.1692,15.10913,299.7866,18.59243,0.0,0.0,21.4481,13.38186,10.84153,14.51837,641.9367,28.89768,239.1613,10.92071,683.3179,31.20202,69.20275,8.830233,71.88731,7.353664999999999,160.1147,5.314173,1985.932,62.83316,470.9255,15.629920000000002,403.3651,16.63917,280.0222,13.60101,ECO03970,0.0161,0.0584,0.0253,0.0103,0.1062,12.713,17.7181,0.0414,3.0414,0.032,0.1444,198.642,0.0771,0.0905,13.7144,7.395060000000001,15.708,15.2791,0.00556755,13.0241,15.0619,0.4383,16.7573,0.3488,0.0258,0.0484,-19.5875,14.8831,0.045,6337.93,0.0356,0.1701,0.0208,16.6748,2.76189,3.67491,1.47836,1.93687,0.572681,9.53,2.76923,1.25544,9.37,0.349764,1.85621,1.0365612,9.29,1.41254,1.01875,3392410000,9.67664,0,0,0,213237000,0,ALFALFA,0,6,6406.19,-21.5823,0.0,189.201,12.1569,0,12.1799,10.6985,0.137272,0.712505,10.8215,792,0.16427999999999998,12.8403,135.43,12.9371,1.0,rs0984,1,1,0,1.16929,L,8.28656,0.25692600000000004,1.93687,9.35,-19.987,1.39715,1.13744,2.19916,2.24093,1.55659,3.04293,0.174974,0.293661
ECO03931,ECO03931,0.0,-0.7529224,0.0,-0.7529224,-3.387308,6.926439,71.39725,5.359666000000002,157.6519,5.734095,0.7658319,5.2559190000000005,372.6667,7.255350999999999,28.53458,4.9786150000000005,70.36403,5.298975,38.27428,4.763803,53.90391,5.298761,346.9415,3.837754,2057.324,18.90397,1046.456,11.57554,265.4703,7.260383999999998,227.1389,7.070179,6.511862000000002,5.280268,0.0,1.064793,79.16263000000002,6.74685,0.0,0.0,-9999.0,0.0,-9999.0,0.0,44.69901,4.875297,95.02592,10.55779,185.2677,10.18064,0.0,0.0,0.0,0.0,0.0,0.0,455.783,4.003024,22.692970000000006,3.406912,64.83707,9.734035,33.83214,11.82186,56.61501,10.24158,436.5238,1.7302560000000002,2690.323,8.628428,1283.894,5.088989,326.9466,12.19067,280.3527,11.37695,ECO03931,0.0051,0.0186,0.008,0.0033,0.0338,10.1979,15.626,0.0132,28.9069,0.033,0.0459,197.448,0.0245,0.1548,11.0375,18.1159,13.5913,12.9701,-0.149788,10.4572,12.6311,0.9148,43.4112,0.0791,0.0208,0.0204,-21.5757,12.4135,0.1012,5615.21,0.3959,0.1451,0.0299,14.8742,3.64516,4.5948,2.21218,0.169255,0.887642,10.77,3.27026,1.90392,10.63,0.579386,2.32063,3.6969727,10.41,0.125893,1.39735,0,9.66812,0,0,0,0,0,,0,1,5615.21,-21.5757,0.0,0.0,12.1009,1,12.1779,10.6215,0.0,1.32759,10.6635,3092,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.02798,L,8.92613,0.0817204,0.169255,10.61,-21.9598,1.87018,1.6103,2.74294,2.89765,0.14004,3.77041,0.369883,0.582832
