name,name,Unnamed: 0,col1,IAUNAME,RA,DEC,MAG,Z,ZSRC,NSAID,METS,MASS,XCEN,YCEN,OBJNO,PLATE,FIBERID,MJD,VDISP,D4000,D4000ERR,sii_6731_flux,sii_6731_flux_err,S2EW,S2EWERR,S2VMEAS,S2VMERR,S2RATIO,h_alpha_flux,h_alpha_flux_err,HAEW,HAEWERR,HAVMEAS,HAVMERR,nii_6584_flux,nii_6584_flux_err,N2EW,N2EWERR,N2VMEAS,N2VMERR,h_beta_flux,h_beta_flux_err,HBEW,HBEWERR,HBVMEAS,HBVMERR,oi_6300_flux,oi_6300_flux_err,O1EW,O1EWERR,O1VMEAS,O1VMERR,O2FLUX,O2FLUXERR,O2EW,O2EWERR,O2VMEAS,O2VMERR,oiii_5007_flux,oiii_5007_flux_err,O3EW,O3EWERR,O3VMEAS,O3VMERR,AHGEW,AHGEWERR,AHDEW,AHDEWERR,NE3EW,NE3EWERR,NE5EW,NE5EWERR,AV,S2NSAMP,RACAT,DECCAT,ZSDSSLINE,SURVEY,PROGRAMNAME,PLATEQUALITY,TILE,PLUG_RA,PLUG_DEC,name.1,exth,exti,extj,extk,extg,2kmag,nuvmag,extz,dedeg,e_zmag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,rmag,dgr,2hmag,imag,b_a,r90,e_2hmag,e_imag,e_rmag,absrmag,zmag,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,umag,modelu_j,modelu_k,modelu_i,fsmgr_ave,modelg_i,logmstar_84,modelg_k,modelu_r,logmstar,modelg_r,modelg_j,sfr_nuv,logmstar_16,fsmgr_med,modelu_rcorr,mhi,logmgas,emhi_sys_corr,emhi_rand_corr,confused,emhi,mhi_corr,hitelescope,limflag,grpn,grpcz,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,grpms,grprproj,den1mpc,grpmb,grp,grprproj_stack,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,ccb,resname,fg,fm16,fa,ccr,morphel,mu_delta,extnuv,meanfsmgre15,logmstare15,absrmagcorr,modelg_jcorr,modelu_icorr,modelg_kcorr,modelu_jcorr,meanfsmgr,modelu_kcorr,modelg_rcorr,modelg_icorr,GroupID,GroupSize,Separation
ECO07210,ECO07210,5276,76786,J100405.25+311107.6,151.02189429697975,31.18546403081333,13.291998000000001,0.020655661999999998,sdss,85701,0.026938342,130781690000.0,439.4265441894531,439.5396728515625,194900933,1949,9,53433,201.49788,1.9810584999999998,0.012191302,2794.9097131486906,713.0959405124675,4.2182064000000015,0.23507746,163.77841,2.9281042,0.7379176,2456.351235730962,642.5296193533982,3.5746949,0.19441836,184.76088000000001,5.0094995,3533.5299446987965,917.9344322489002,5.156663,0.17046055,190.32976000000002,3.4819462,858.8640684373993,344.33006550592444,0.9226469,0.099834226,168.45326,12.626495,621.3812697693174,184.4075892285114,0.88240695,0.13032758,166.72486999999995,10.154978,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1749.4672232298774,642.940063261614,2.064014,0.14494321,214.86311,7.615633,6.467878,0.26755315,2.4955041000000002,0.29102194,1.7266715,0.34297687,-9999.0,-9999.0,1.1370798,47.267956,151.02188485237002,31.18545966678885,0.020655661999999998,sdss,legacy,good,1421,151.02188,31.185459,ECO07210,0.0138,0.0501,0.0217,0.0088,0.0911,9.2804,0.2202,0.0355,31.1856,0.0214,0.1238,151.02200000000005,0.0661,0.3223,10.4414,27.505,12.731,12.0281,-0.09074589999999999,9.7125,11.6121,0.9292,108.587,0.054000000000000006,0.0266,0.0304,-22.7582,11.2669,0.0273,6153.71,0.0,0.1017,0.0226,14.1367,3.71195,4.51865,2.47083,0.025699299999999998,1.03846,11.35,3.08628,2.14297,11.27,0.7106060000000001,2.2795799999999997,1.3731046,11.21,0.011220200000000001,2.00093,0,10.1939,0,0,0,0,0,,0,5,6138.26,-22.8874,0.0,61.4385,13.2339,1,13.1479,11.3345,0.10308900000000001,0.793607,11.3675,344,0.208472,13.1682,175.356,13.3087,1.0,notinresolve,0,1,0,1.04644,L,9.55974,0.220243,0.025699299999999998,11.29,-22.9045,2.20875,2.3136400000000004,3.05245,3.5597199999999996,0.00738908,4.40342,0.649961,0.962675,,,0.5941612075990172
ECO09026,ECO09026,5277,76787,J100451.55+312053.1,151.21497407940262,31.348204295000595,16.475070000000002,0.021023901,sdss,85702,0.020005673,1257019500.0,239.3955841064453,168.3499298095703,194901333,1949,13,53433,46.71812,1.202916,0.020540548,529.5963653835589,47.521358354557194,17.058657,0.70839363,45.89418,1.5548283,0.6556826,1323.4804776164785,118.35578445288716,40.854084,0.8808074,42.515064,0.75206643,270.35198490780937,25.4919520818813,8.361433,0.39067996,48.85437,2.35996,462.75541175401355,63.42418490772475,8.899222,0.39007529999999996,29.365444,2.7426844,45.69645794679602,9.218173723684696,1.3704823999999998,0.30972350000000004,64.01529000000001,10.734511,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,643.8399692698143,82.23499292785051,13.304089000000001,0.56833744,39.694109999999995,1.6733,0.06748983,0.7870857,-0.9878336999999999,0.8226742,-0.11464581,0.8689790999999999,-9999.0,-9999.0,0.7853015999999999,14.266396499999999,151.2148318278731,31.348110802792235,0.021023901,sdss,legacy,good,1421,151.21483999999995,31.348101,ECO09026,0.0124,0.0448,0.0194,0.0079,0.0814,13.6349,0.1969,0.0317,31.3481,0.0225,0.1106,151.215,0.059000000000000004,0.4244,14.5741,4.97582,16.5571,16.1557,-0.0384102,14.0012,15.9522,0.4268,10.5091,0.3616,0.0214,0.0283,-18.6599,15.765999999999998,0.0302,6257.86,0.0,0.1903,0.0234,17.5539,2.70802,3.58475,1.46469,1.16998,0.548882,9.25,2.66894,1.25492,9.01,0.339111,1.7922099999999999,0.76779657,8.91,1.41254,0.8218,0,9.423169999999999,0,0,0,0,0,,0,1,6257.86,-18.6599,0.0,0.0,11.1179,1,11.1439,9.0265,0.0,0.8380489999999999,9.5735,6495,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.09768,L,8.23148,0.196873,1.16998,9.01,-19.1635,1.2506899999999999,0.911535,1.99458,1.93908,1.17069,2.68298,0.133404,0.22313899999999998,,,0.3793023606708645
ECO09105,ECO09105,5285,76827,J095907.50+323111.5,149.78129163206498,32.519895513980806,15.738076000000001,0.021525055,sdss,85748,0.02891534,4409602000.0,203.266845703125,199.63351440429688,194948433,1949,484,53433,75.78132,1.3420674,0.0096401535,1128.6648033238807,72.0352271780061,6.369281299999999,0.30969685,93.11628,2.0457902,0.70146275,5986.938279786666,341.812454556761,32.6159,0.51781905,94.426056,1.1492316,2228.955677394745,130.17902173736087,12.186427,0.26842853,95.54014000000001,2.0705411,2093.3350628624703,181.6205639372721,7.1571789999999975,0.2016904,92.41991,2.9093747000000003,162.3842924408223,26.643042114050303,0.86271864,0.16496615,127.54151,18.442536999999998,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,385.8717340950309,51.589096577414324,1.4322864,0.20304386,103.3764,6.7832007,2.402002,0.3660224,-1.653471,0.35574636,0.53318584,0.35523093,-9999.0,-9999.0,1.4523529,31.510519,149.7812612161426,32.519880827434385,0.021525055,sdss,legacy,good,1421,149.78128,32.519890000000004,ECO09105,0.0083,0.0302,0.0131,0.0053,0.0549,12.7059,0.1327,0.0214,32.5198,0.0216,0.0746,149.781,0.0398,0.4838,13.4487,4.2691300000000005,15.9116,15.2551,-0.047485400000000004,12.6198,14.9201,0.5416,12.9329,0.0858,0.021,0.0326,-19.6003,14.6694,0.0878,6430.0,0.0,0.0514,0.0214,17.1805,3.6966699999999997,4.58628,2.34468,0.400926,0.940525,9.87,3.18213,2.0472,9.81,0.643044,2.29252,0.29522542,9.63,0.630957,1.585,0,9.01804,0,0,0,0,0,,0,1,6430.0,-19.6003,0.0,0.0,11.4119,1,11.3649,9.7205,0.0,0.899115,9.7975,6551,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.12705,L,9.36251,0.13271,0.400926,9.71,-19.8962,1.98354,1.8218,2.86052,3.11943,0.0710455,3.99641,0.449104,0.685902,,,0.935437881296742
ECO06955,ECO06955,5312,77059,J100815.73+302239.4,152.06563378935073,30.377602908258904,15.475717000000001,0.020802358,sdss,85999,0.026632354,5868865000.0,164.07257080078125,184.24392700195312,195316258,1953,162,53358,89.74436999999998,1.4378438,0.018042447,995.620832781507,212.50667270590543,4.087643,0.3386635,104.24883,5.7450905,0.91473985,2737.964837013207,582.1163207536974,10.602134,0.3197828,100.38164499999999,1.9725439999999999,1715.65988301492,365.28748685466616,6.6793622999999975,0.24732149,103.31843,2.891343,957.3303625920305,313.97712294698664,2.0766294,0.18981364,100.34651,8.691417,219.2398696578393,63.144262347805224,0.8259383,0.18861496,120.837975,18.82088,204.60492,20.033718,8.613506,1.6037043,77.90198000000002,31.233053,468.2522249957651,162.18804735867002,1.1039544,0.2582776,82.19624,14.855293,0.2885052,0.5154151,-3.2450544999999997,0.53173465,1.5016655,0.70641536,-9999.0,-9999.0,2.1852197999999996,24.87418,152.0655792900272,30.377631076345892,0.020802358,sdss,legacy,good,1406,152.06559,30.377634999999998,ECO06955,0.0144,0.0521,0.0225,0.0092,0.0948,11.845999999999998,17.7593,0.037000000000000005,30.3777,0.0298,0.1288,152.066,0.0688,0.0926,12.822000000000001,5.27471,15.3671,14.7203,-0.0404186,12.0715,14.3878,0.745,13.1676,0.0622,0.0209,0.0205,-20.0782,14.129000000000001,0.0439,6180.64,0.2612,0.061,0.0206,16.6458,3.6333599999999997,4.6135,2.13881,0.136185,0.8894559999999999,10.17,3.36415,1.8203,10.01,0.570946,2.384,1.214459,9.81,0.125893,1.2959,0,9.21803,0,0,0,0,0,,0,3,6168.79,-21.2798,0.0,50.5444,11.7699,0,12.0049,10.3355,0.131753,0.822456,10.6635,5166,0.11796300000000001,0.0,77.0027,11.9832,1.0,notinresolve,0,1,0,1.19499,L,9.351519999999999,0.229244,0.136185,10.01,-20.46,1.9000099999999998,1.51189,2.7964599999999997,2.84497,0.14003800000000002,3.7414300000000003,0.350931,0.566923,,,1.1737057026322222
ECO09016,ECO09016,5319,77079,J100410.76+311226.1,151.04485457226494,31.207258599169045,17.026556,0.020485384,sdss,86021,0.02943979,1148842200.0,319.3827209472656,319.5689697265625,195335658,1953,356,53358,20.831093,1.2447827,0.012325276000000001,1089.1132941793967,47.32907947515564,17.741116,0.514088,52.88675300000001,0.9573744000000001,0.74344087,4895.254215481924,203.435075460334,78.364746,1.2752995,51.261223,0.63319564,1549.6623089569716,65.57393632659189,24.869081,0.45495448,50.079609999999995,1.0164022,1711.627348070603,105.93324560404044,17.450228,0.37455845,48.068886,1.0967938999999998,86.87632798178883,12.437075784026009,1.3078097,0.22277656,44.98166,6.8445907,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1834.1400852704314,108.13714033980993,19.66617,0.46153542,50.9513,1.2544011,6.6533755999999995,0.55351675,-0.071343444,0.51304203,1.7697802,0.5070710999999999,-9999.0,-9999.0,1.0121838,21.535759,151.04483948870737,31.20725101250276,0.020485384,sdss,legacy,good,1406,151.04484,31.207253,ECO09016,0.0137,0.0497,0.0215,0.0087,0.0904,14.0966,0.2187,0.0353,31.2073,0.1192,0.1229,151.045,0.0656,0.1493,14.9245,2.75645,17.0658,16.4372,0.140032,14.3905,16.1435,0.8093,9.41553,0.1556,0.0236,0.0354,-18.3267,15.8679,0.0784,6092.06,0.0,0.0915,0.0238,18.2863,3.33125,4.09123,2.1520099999999998,0.38210900000000003,0.8348409999999999,9.21,2.77406,1.9005299999999998,9.17,0.583357,2.01408,0.036867006,9.01,1.41254,1.7544799999999998,0,8.65168,0,0,0,0,0,,0,5,6138.26,-22.8874,0.0,61.4385,13.2339,0,13.1479,11.3345,0.10308900000000001,0.7425619999999999,11.3675,344,0.208472,13.1682,175.356,13.3087,1.0,notinresolve,0,1,0,1.05519,E,9.2814,0.218662,0.38210900000000003,9.11,-18.4155,1.93285,1.9934900000000002,2.6953,3.16032,0.021488099999999996,3.92277,0.527014,0.766027,,,0.466804141065743
ECO06983,ECO06983,5322,77084,J100622.67+304936.9,151.5945127821249,30.82691199747233,16.317577,0.021374399,sdss,86026,0.04096241,1129443800.0,99.07707977294922,98.358642578125,195337758,1953,377,53358,51.34458,1.2495008,0.011848788,923.3597322000011,75.81945343868685,10.370753,0.4583255,62.132137,2.1718602000000002,0.6737941999999999,2940.5005481410744,235.17832697234869,31.415981,0.62926555,58.738647,0.71403515,1063.8657184265035,86.41431257844948,11.396859,0.31372547,62.600196999999994,1.3913183,1028.1470448045716,125.53138515665881,6.486918,0.24695325,53.33006700000001,2.3916872000000002,86.64344048508573,18.693075948270582,0.8831773999999999,0.217324,8.079601,9.103734,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,383.9766229175713,52.734636024839695,2.6450524,0.28940314,70.5241,6.022164,0.072850555,0.4795332000000001,-3.3921080000000003,0.4570147,-0.3883775,0.456295,-9999.0,-9999.0,1.0975796999999998,22.24504,151.59445860723895,30.82692754679435,0.021374399,sdss,legacy,good,1406,151.59443000000005,30.826940000000004,ECO06983,0.012,0.0436,0.0188,0.0077,0.0792,12.9533,0.1916,0.0309,30.8269,0.0219,0.1077,151.594,0.0575,0.1604,13.967,2.68528,16.4018,15.847000000000001,0.0841961,13.3768,15.5719,0.8228,5.91395,0.1981,0.0252,0.024,-19.0013,15.3198,0.0355,6357.11,0.0,0.145,0.0206,17.5296,3.26735,4.23885,1.8372099999999998,0.30787800000000004,0.773375,9.65,3.17501,1.54887,9.43,0.485029,2.2035099999999996,0.84919191,9.27,0.28183800000000003,0.991619,0,8.99179,0,0,0,0,0,,0,1,6357.11,-19.0013,0.0,0.0,11.2859,1,11.2209,9.4325,0.0,0.8351870000000001,9.5745,5188,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.06244,E,9.21597,0.191628,0.30787800000000004,9.43,-19.5069,1.61215,1.15196,2.45915,2.36774,0.308804,3.21474,0.236027,0.396368,,,1.6038587973721357
ECO05455,ECO05455,5324,77095,J100746.65+315338.2,151.94447288641325,31.893949656883212,16.275467000000006,0.017694622,sdss,86039,0.020972911,738645900.0,158.00424194335938,172.5428009033203,195343058,1953,430,53358,21.365475,1.1950846000000002,0.0124055995,296.6085213805164,29.066059339332845,9.595153,0.5061779000000001,48.838024,1.6275031999999998,0.73253834,817.7315836651609,78.46224849043827,26.259117,0.63110894,44.843994,0.79769284,108.59657069308847,12.27184652074979,3.4916138999999995,0.29616332,45.16127,3.3418045,285.92013414865767,41.92102480711004,5.947932700000001,0.2582734,44.88348,2.1743886000000003,58.24315394477673,9.154009414439317,1.7957647,0.2686763,80.07216,12.06955,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,544.8185906275772,73.78524269374525,12.368758,0.43683526,46.508602,1.3167198,-1.1928328000000001,0.52592456,-5.038673999999999,0.5048786,1.8467436000000002,0.55281687,-9999.0,-9999.0,0.51324785,19.321198000000006,151.94440865566725,31.89394494882341,0.017694622,sdss,legacy,good,1406,151.94441,31.893956,ECO05455,0.0091,0.0329,0.0142,0.0058,0.0599,13.4253,0.1448,0.0233,31.8939,0.0248,0.0814,151.944,0.0434,0.2171,14.1732,5.258769999999998,16.3249,15.9995,-0.0545826,14.1372,15.7946,0.4061,11.5082,0.2498,0.051,0.0233,-18.4247,15.6884,0.0461,5263.19,0.0,0.1335,0.024,17.3299,2.58185,3.4332,1.39503,1.6046799999999999,0.445679,9.03,2.4838400000000003,1.22288,8.85,0.273525,1.63249,0.37286398,8.75,1.41254,0.95788,0,9.39637,0,0,0,0,0,,0,3,5188.7,-22.0482,0.0,99.5586,12.6109,0,12.4609,11.0025,0.0808228,0.33417399999999997,11.0375,4167,0.16858499999999998,0.0,112.264,12.6345,1.0,notinresolve,0,1,0,1.1529200000000002,L,8.20987,0.144771,1.6046799999999999,8.85,-18.7421,1.2937,1.05453,2.06008,2.1046099999999996,1.62294,2.87099,0.146971,0.24361799999999997,,,1.455685993162655
ECO00629,ECO00629,5350,77389,J102628.77+312502.3,156.61992530506797,31.41730254004672,17.643873000000006,0.02143135,sdss,86352,0.026070507000000003,126010060.0,79.40715026855469,86.4139404296875,195925940,1959,259,53440,0.0,0.9986325999999999,0.011827461000000001,439.77191259621515,18.39096863616743,24.17546,0.8303152,49.644726,1.6565584,0.7354497,2311.501799011927,89.16111585598236,124.08605,2.0851283,54.428169999999994,0.6304241,279.39826167576894,12.20247580678968,15.006285,0.49204704,50.52459,2.1188540000000002,808.2174122419326,46.777870860002096,24.224218,0.5298136,41.030533,1.2263198999999998,42.27283989694036,5.6703432269671685,2.2027304,0.35060559999999996,50.747704,9.902641000000001,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2676.8796919010424,143.68624173767256,86.70787,1.4234616000000002,47.80533,1.0161744000000001,7.0549893,0.6669447,-0.14732063,0.61734515,5.66338,0.70430887,-9999.0,-9999.0,0.21563077,16.443285,156.61991333686038,31.417312006576704,0.02143135,sdss,legacy,marginal,1408,156.61991,31.417315000000002,ECO00629,0.0141,0.0511,0.0221,0.009000000000000001,0.0929,0.0,0.2246,0.0362,31.4173,0.028999999999999998,0.1262,156.62,0.0674,0.0,0.0,1.8930900000000002,17.6701,17.4347,-0.011688200000000001,0.0,17.3315,0.6402,5.12095,0.0,0.0288,0.0214,-17.4306,17.1039,0.0485,6377.98,0.0,0.0,0.0222,18.293,2.19866,3.1383799999999997,0.902933,1.8239299999999998,0.31145300000000004,8.55,2.5469,0.742416,8.37,0.150936,1.6071799999999998,0.24505781,8.27,1.41254,0.602591,0,9.631860000000001,0,0,0,0,0,,0,1,6377.98,-17.4306,0.0,0.0,10.9089,1,10.9129,8.3745,0.0,0.6822550000000001,9.6635,612,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.5659399999999999,E,8.64374,0.22461799999999998,1.8239299999999998,8.37,-17.5671,1.4252200000000002,0.722622,2.31776,1.94455,1.8239299999999998,2.8370900000000003,0.0832615,0.203293,,,0.21480064174558194
ECO06649,ECO06649,5366,77478,J123845.51+315246.3,189.68938885580658,31.879374480078486,15.569177,0.02242208,sdss,86444,0.02259502,2660433200.0,241.5729522705078,225.9484405517578,197102872,1971,28,53472,30.332949,1.1716045,0.015739694,405.7731554304934,46.04596161016827,12.051608,0.6087581,43.535038,1.630128,0.7478153000000001,1070.3663912262919,120.45354795771374,31.16822800000001,0.73404294,39.056145,0.72734654,233.24075128482767,27.6809281458262,6.8049674,0.38360015,36.772827,2.122964,374.2539829462559,64.71437746813955,6.2501492999999995,0.31857076,27.560059999999996,2.2728484,51.45648433604768,10.5718169788477,1.3933520000000001,0.29615682,67.15946,10.40497,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,416.2074507579597,67.7609782459534,7.4063854000000005,0.45258504,34.109455,2.1753614,-3.0795155,0.6537535,-4.396056,0.6448732,2.1700084,0.7936354999999999,-9999.0,-9999.0,0.79337615,15.726188,189.68965738457337,31.87954515191739,0.02242208,sdss,legacy,good,1427,189.68951,31.879468,ECO06649,0.0092,0.0334,0.0145,0.0059,0.0608,12.7829,0.147,0.0237,31.8797,0.022000000000000002,0.0826,189.69,0.0441,0.2599,13.8478,10.7468,15.6599,15.2484,0.0649567,13.187000000000001,15.0127,0.3045,25.3202,0.1172,0.0296,0.0206,-19.7133,14.8216,0.0493,6739.26,0.0,0.2821,0.0211,16.7299,2.8295,3.6944,1.5989799999999998,0.842521,0.589787,9.73,2.6852099999999997,1.37978,9.49,0.37059000000000003,1.8203,1.4948761000000002,9.35,0.630957,0.963026,0,9.846680000000001,0,0,0,0,0,,0,5,6808.81,-22.3499,0.0,243.459,12.6129,0,12.6939,11.0075,0.143368,1.6389099999999999,11.0845,1364,0.198849,12.6999,104.71700000000001,12.6758,1.0,notinresolve,0,1,0,1.1855799999999999,L,8.10551,0.147022,0.842521,9.51,-20.1939,1.31722,1.07082,2.06086,2.1048,0.859711,2.84844,0.175451,0.28324299999999997,,,2.211137203190612
ECO01464,ECO01464,5369,77491,J123121.11+321925.0,187.83800647066747,32.32362996473907,17.540779999999998,0.022585157,sdss,86463,0.0072682532,57921156.0,119.22100830078124,127.5190658569336,197123872,1971,238,53472,0.0,0.8274594999999999,0.021191462999999997,189.76355340465088,8.340744934767102,54.741569999999996,3.5035176,45.955856,2.0293941,0.7985869000000001,1971.0668173067904,67.82766053006891,528.3596,18.39312,44.351273,0.54121405,55.83629219441915,3.8278917833041772,14.973359,1.3777887,50.627934,6.1668806,689.1842018555213,35.08701069736153,93.42053,2.8323658,42.04239000000001,0.76007986,19.58982986514758,3.232198033835855,4.953335,1.0792863000000001,40.800583,6.502999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,3608.0462346815984,171.3980304410242,482.7997,13.604612,42.08736,1.2920798,31.640486,2.0241337,14.479748,1.8076352999999998,20.157248000000006,1.9367346999999997,-9999.0,-9999.0,0.17251064,6.0765715,187.83797015393998,32.32362786745059,0.022585157,sdss,legacy,good,1427,187.83798000000002,32.323637,ECO01464,0.0064,0.0231,0.01,0.0041,0.0419,0.0,18.5034,0.0163,32.3236,0.0584,0.057,187.838,0.0304,0.0,0.0,4.30818,17.6862,17.5457,0.102089,0.0,17.4707,0.5831,11.2059,0.0,0.0307,0.0324,-17.4156,17.4499,0.055,6780.64,1.406,0.0,0.0379,18.5242,1.911,2.63417,0.9278129999999999,4.6894599999999995,0.186129,8.29,1.89248,0.8544639999999999,8.17,0.11277999999999999,1.1693200000000001,0.16246177,8.11,7.079460000000001,0.781406,0,9.314960000000001,0,0,0,0,0,,0,1,6780.64,-17.4156,0.0,0.0,10.8999,1,10.9109,8.1845,0.0,-99.0,9.3505,1352,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.74823,L,7.642889999999999,0.101381,4.6894599999999995,8.17,-17.4863,1.07132,0.8329120000000001,1.76857,1.77538,4.68604,2.47263,0.077343,0.128849,,,0.10863831902952427
ECO06008,ECO06008,5371,77508,J122939.15+325445.5,187.41316929295638,32.91263512814397,14.947484,0.022431087000000002,sdss,86481,0.029982196000000006,15874897000.0,217.4268951416016,223.35186767578125,197142672,1971,426,53472,107.84733,1.2427526000000002,0.008805542,5899.607119040807,267.43137951884927,14.332134,0.3496743,89.241104,1.3675388000000002,0.96577334,23499.738260190512,1042.2282130835358,55.335896,0.75488335,88.479614,0.8497947,12113.415531157652,541.3044336234318,28.678831,0.4071758,90.69059,1.1195188,8216.691699367311,550.8613468778344,10.256971,0.22877766,89.75081,1.8648906000000005,563.0437738974856,64.17705541753189,1.2751398,0.16547745,111.78266,14.699845999999999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1613.122073873078,152.6577108543055,2.2221808,0.21255697,117.77326000000001,11.014696,2.3239653,0.37187392,-1.9316958999999998,0.35751316,1.1850919,0.36746827,-9999.0,-9999.0,2.1969075,31.219246000000002,187.41315971408142,32.912651422670606,0.022431087000000002,sdss,legacy,good,1427,187.41317,32.912653999999996,ECO06008,0.0084,0.0304,0.0132,0.0054,0.0553,11.0648,0.1338,0.0216,32.9127,0.0249,0.0752,187.41299999999998,0.0401,0.2867,12.332,9.24395,14.9545,14.3125,-0.161865,11.7678,13.9742,0.6768,20.3532,0.151,0.0233,0.0223,-20.6565,13.7269,0.0291,6774.5,0.0,0.0982,0.021,16.2228,3.6305199999999997,4.61121,2.13694,0.12274000000000004,0.90102,10.41,3.3753,1.8161599999999998,10.25,0.58024,2.3946,2.0718031999999997,10.05,0.125893,1.30313,0,9.525319999999999,0,0,0,0,0,,0,1,6774.5,-20.6565,0.0,0.0,11.7469,1,11.7169,10.2615,0.0,1.1938,10.3255,4558,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.1703700000000001,L,8.90674,0.133818,0.12274000000000004,10.25,-21.0158,1.94616,1.5294299999999998,2.85278,2.88164,0.12023299999999999,3.78825,0.367655,0.593952,,,0.5788520842981241
ECO05682,ECO05682,5374,77533,J113528.87+383318.2,173.8703468123117,38.5550630985711,15.724368,0.022085518,sdss,86508,0.01884686,3914296000.0,199.22972106933602,227.5679016113281,197226166,1972,261,53466,83.20391,1.095234,0.010820796,1298.1352683511923,39.16110282424692,34.79802,0.68904567,68.12521,1.2504921999999998,0.70794153,5413.537927226668,159.07513755558247,141.5112,1.8249328000000002,70.06466,0.8121605,1531.6719166416187,46.074030795411915,40.091570000000004,0.5837719,66.01430500000001,1.3818882,1892.8454291002338,82.92968758394785,27.479502,0.4632651,60.21025,1.2871848,46.81790252718392,7.903171834333947,1.1146079,0.23247336,43.024654,5.7571654,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1251.908211413852,53.906219676342694,18.945118,0.44324172,71.06995400000002,1.8524098000000002,8.599717,0.54524446,2.5342078,0.5228716,1.2562761,0.51111853,-9999.0,-9999.0,0.54759943,21.41205,173.87030879372182,38.555055629410795,0.022085518,sdss,legacy,marginal,1428,173.8703,38.55505,ECO05682,0.0136,0.0491,0.0212,0.0086,0.0893,12.4983,0.2159,0.0348,38.5551,0.0389,0.1213,173.87,0.0647,0.3832,13.8271,10.366,15.6405,15.1805,-0.03911969999999999,12.8591,14.9372,0.6858,24.745,0.2735,0.0218,0.0265,-19.7689,14.8174,0.0347,6638.17,0.0,0.3166,0.0247,16.7148,2.84298,3.69815,1.61436,0.501425,0.607067,9.75,2.69086,1.39416,9.55,0.38686,1.83568,1.3229003000000001,9.41,0.28183800000000003,1.02292,0,9.66972,0,0,0,0,0,,0,1,6638.17,-19.7689,0.0,0.0,11.3389,1,11.4119,9.5575,0.0,0.4189600000000001,9.9205,4358,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.19099,L,8.202119999999999,0.21588600000000002,0.501425,9.55,-20.146,1.4121,1.1500700000000001,2.17015,2.21883,0.5042909999999999,2.97688,0.216194,0.343342,,,0.9987325296657444
