name,name,Unnamed: 0,col1,IAUNAME,RA,DEC,MAG,Z,ZSRC,NSAID,METS,MASS,XCEN,YCEN,OBJNO,PLATE,FIBERID,MJD,VDISP,D4000,D4000ERR,sii_6731_flux,sii_6731_flux_err,S2EW,S2EWERR,S2VMEAS,S2VMERR,S2RATIO,h_alpha_flux,h_alpha_flux_err,HAEW,HAEWERR,HAVMEAS,HAVMERR,nii_6584_flux,nii_6584_flux_err,N2EW,N2EWERR,N2VMEAS,N2VMERR,h_beta_flux,h_beta_flux_err,HBEW,HBEWERR,HBVMEAS,HBVMERR,oi_6300_flux,oi_6300_flux_err,O1EW,O1EWERR,O1VMEAS,O1VMERR,O2FLUX,O2FLUXERR,O2EW,O2EWERR,O2VMEAS,O2VMERR,oiii_5007_flux,oiii_5007_flux_err,O3EW,O3EWERR,O3VMEAS,O3VMERR,AHGEW,AHGEWERR,AHDEW,AHDEWERR,NE3EW,NE3EWERR,NE5EW,NE5EWERR,AV,S2NSAMP,RACAT,DECCAT,ZSDSSLINE,SURVEY,PROGRAMNAME,PLATEQUALITY,TILE,PLUG_RA,PLUG_DEC,name.1,exth,exti,extj,extk,extg,2kmag,nuvmag,extz,dedeg,e_zmag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,rmag,dgr,2hmag,imag,b_a,r90,e_2hmag,e_imag,e_rmag,absrmag,zmag,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,umag,modelu_j,modelu_k,modelu_i,fsmgr_ave,modelg_i,logmstar_84,modelg_k,modelu_r,logmstar,modelg_r,modelg_j,sfr_nuv,logmstar_16,fsmgr_med,modelu_rcorr,mhi,logmgas,emhi_sys_corr,emhi_rand_corr,confused,emhi,mhi_corr,hitelescope,limflag,grpn,grpcz,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,grpms,grprproj,den1mpc,grpmb,grp,grprproj_stack,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,ccb,resname,fg,fm16,fa,ccr,morphel,mu_delta,extnuv,meanfsmgre15,logmstare15,absrmagcorr,modelg_jcorr,modelu_icorr,modelg_kcorr,modelu_jcorr,meanfsmgr,modelu_kcorr,modelg_rcorr,modelg_icorr,GroupID,GroupSize,Separation
ECO09211,ECO09211,2479,49447,J152450.76+340346.4,231.2115269567284,34.06289351424185,16.46229,0.014902732,sdss,54995,0.020775441000000002,1075744300.0,157.3721160888672,175.39268493652344,135421714,1354,217,52814,48.214,1.1789439,0.014632791000000001,1880.0035512155252,96.11681843145784,18.929493,0.49367645,56.272686,0.7084134,0.7909111999999999,6615.451839941217,335.63450542439773,63.798363,1.0193164000000001,54.338595999999995,0.4611074000000001,1481.526372203453,78.00567364525227,14.333557,0.34768912,54.545722999999995,1.0511736,2313.0950489304955,177.4904035300707,13.987791,0.34309316,48.529907,1.6411538,207.37702766023807,22.77164733617831,1.9468307,0.23124826,48.811443,7.0178595,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2774.0734159734047,199.97603291652192,17.795256,0.4467273,53.892334,1.3669375,2.045798,0.5744923000000001,-1.9000120999999999,0.60051733,0.797974,0.62326443,-9999.0,-9999.0,1.3074024,22.168077,231.21150997615,34.06290531889027,0.014902732,sdss,legacy,marginal,1003,231.21149,34.062907,ECO09211,0.0151,0.0548,0.0237,0.0096,0.0996,13.3011,0.2408,0.0388,34.0628,0.0573,0.1353,231.21200000000002,0.0722,0.24,14.2518,3.3853800000000005,16.5282,15.8732,0.016096100000000002,13.5333,15.5724,0.7317,10.0766,0.0642,0.0397,0.0272,-18.2913,15.3989,0.0729,4608.44,0.0,0.139,0.0346,17.7731,3.4407099999999997,4.243609999999999,2.21171,0.386517,0.8715709999999999,9.25,2.90347,1.94822,9.17,0.608082,2.1005700000000003,0.047246043,9.03,0.630957,1.69052,0,8.55831,0,0,0,0,0,,0,1,4608.44,-18.2913,0.0,0.0,11.1769,1,11.0749,9.1605,0.0,0.14373699999999998,9.2445,6604,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.0536,E,9.27933,0.240814,0.386517,9.15,-18.4512,1.91735,1.92198,2.72059,3.1151,0.0389402,3.91834,0.492771,0.724232,,,1.4655576165078732
ECO07802,ECO07802,2493,49545,J101242.92+392226.2,153.1788598113076,39.373960706385496,14.977263,0.022720952000000003,sdss,55097,0.021201199,25472444000.0,319.5274963378906,319.5562744140625,135720534,1357,205,53034,106.16063,1.2436506,0.008409817,3426.4731095846637,186.66872436406297,16.916782,0.36599299999999996,118.1893,2.608146,0.9797151,8718.681314988604,477.44613633490957,40.792664,0.60401726,110.58241000000001,2.524359,5576.264540938399,305.86272783978586,26.203112,0.37343940000000003,125.05055,3.3438947,3048.4899702757357,253.80734043873468,7.2627672999999975,0.19411977,94.3607,2.1739,543.5485912107296,43.28157112650497,2.3979213,0.16714011,120.931564,6.4803777,455.11217999999997,18.131075,10.101473,0.742007,116.61941000000002,15.755426000000002,7442.584520394272,569.9391939962588,19.353351999999997,0.31725559999999997,169.07336,10.346926,2.5772338,0.35628059999999995,-2.086703,0.33954728,2.1525822,0.3575788,-9999.0,-9999.0,1.7572508999999998,32.896572,153.17886372398883,39.373954516226966,0.022720952000000003,sdss,legacy,good,974,153.17887,39.373954,ECO07802,0.0083,0.0302,0.0131,0.0053,0.0549,11.2983,0.1329,0.0214,39.3739,0.4174,0.0747,153.179,0.0398,0.10800000000000001,12.1645,18.1927,14.2702,13.6764,-0.129524,11.9742,11.2143,0.8327,59.5897,0.2615,0.3798,0.0304,-21.3011,10.5557,0.1214,6802.07,0.0,0.062,0.0241,15.54,3.26004,4.0109699999999995,2.1047,0.634401,0.793196,10.33,2.6994599999999997,1.86513,10.17,0.553623,1.9485299999999999,0.5976097,10.15,1.41254,1.72498,0,9.89517,0,0,0,0,0,,0,1,6802.07,-21.3011,0.0,0.0,11.7149,1,12.0119,10.2055,0.0,0.891777,10.3565,5730,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.06546,L,8.61496,0.13287000000000002,0.634401,10.21,-21.3936,1.83922,1.94303,2.58895,3.07613,0.033258499999999996,3.82586,0.48807,0.706118,,,0.446872653911008
ECO07670,ECO07670,2497,49552,J101024.60+395525.4,152.60260715080014,39.92376406006032,15.614147,0.021885402999999998,sdss,55104,0.019770543999999998,1879537400.0,210.9134979248047,193.67843627929688,135727634,1357,276,53034,42.64372,1.202617,0.009711415,643.3748890503608,45.89839705426952,13.955337,0.45196426,51.469153999999996,1.8630817,0.6966108,1547.2782644450579,109.94063238815338,32.554214,0.63726735,44.322994,0.5817484,331.71428041247043,25.05434882477222,6.988036599999999,0.27568406,52.059723,1.7821892,541.0063861696005,58.459970182044074,6.621449,0.21531767,36.45336500000001,2.3529334,43.65332751603635,8.965215474774155,0.8639872,0.20743655,0.0,65.26549,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,604.2273813466209,61.755491095708365,7.943067,0.30594390000000005,36.4124,2.2743175,-0.91293913,0.4126962000000001,-4.4471739999999995,0.38559740000000003,0.39411196,0.4081238,-9999.0,-9999.0,0.52392197,24.978857,152.60252302633842,39.9237444321009,0.021885402999999998,sdss,legacy,good,974,152.60252,39.923736,ECO07670,0.0066,0.0237,0.0103,0.0042,0.0432,13.4671,0.1044,0.0168,39.9236,0.039,0.0587,152.602,0.0313,0.3003,13.9734,5.40561,15.5494,15.24,-0.0375557,13.5206,15.0594,0.875,17.1843,0.184,0.0217,0.0205,-19.6521,14.9444,0.0609,6565.27,0.0,0.1912,0.0212,16.3745,2.3276,3.10137,1.22803,0.738338,0.41621800000000003,9.59,2.28955,1.07154,9.37,0.259729,1.51579,1.5085616000000002,9.21,0.630957,0.844036,0,9.90348,0,0,0,0,0,,0,1,6565.27,-19.6521,0.0,0.0,11.2619,1,11.3809,9.3735,0.0,0.783172,10.0245,5629,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.18909,L,8.836969999999997,0.104401,0.738338,9.37,-19.908,1.23545,0.938217,1.94145,1.92786,0.738105,2.63386,0.151627,0.245808,,,1.7651406980591169
ECO05488,ECO05488,2506,49585,J102257.20+425057.6,155.73836283378398,42.84931190524172,16.063337,0.014178983000000001,sdss,55139,0.019510856,651980860.0,159.3184814453125,127.23979949951172,135815094,1358,150,52994,14.350245999999999,1.0946833999999999,0.0065011624,867.0074877872506,36.05073933615051,15.323602,0.39448459999999996,43.046494,1.0103956,0.72436225,3245.844769046344,129.61036196684955,55.947419999999994,0.84215194,39.026497,0.5149179,481.3491607528804,21.594060105598416,8.305235,0.25519899999999995,42.073643,1.6271737,1134.9107584078126,67.59596676913338,11.960497,0.24134718,39.43091,0.9978101999999999,99.62790541391986,10.243266607252362,1.6244408000000001,0.18787064,42.495734999999996,4.264578,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2399.1057752436814,133.96348540336604,27.174664,0.44236362,40.144764,1.0021174000000002,0.02573637,0.32977122,-3.442444,0.32495840000000004,1.9661045,0.30304995,-9999.0,-9999.0,0.41897184,31.397276,155.7383355985119,42.8493405272602,0.014178983000000001,sdss,legacy,good,972,155.73834,42.849344,ECO05488,0.0078,0.0284,0.0123,0.005,0.0516,13.3119,0.1247,0.0201,42.8493,0.0226,0.0701,155.738,0.0374,0.2829,14.2952,3.17575,16.1138,15.7147,0.146713,13.4507,15.5227,0.7559,9.1808,0.2487,0.0324,0.021,-18.2447,15.3502,0.0283,4260.94,0.0,0.1815,0.0207,17.090999999999998,2.7014299999999998,3.56745,1.47097,0.9763879999999999,0.549709,9.07,2.6461900000000003,1.2632299999999999,8.85,0.341974,1.78017,0.48532625,8.75,0.630957,0.8488690000000001,0,9.10191,0,0,0,0,0,,0,1,4260.94,-18.2447,0.0,0.0,11.0509,1,11.0659,8.8675,0.0,0.22574899999999998,9.3015,4193,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.13677,E,9.07954,0.124704,0.9763879999999999,8.85,-18.7101,1.26965,0.9435709999999999,2.0119700000000003,1.97248,0.9770709999999999,2.71481,0.146038,0.24074,,,0.9411514749413168
ECO09618,ECO09618,2518,49681,J102536.10+410244.3,156.40045203694245,41.045630590302785,17.406101,0.022869172000000004,sdss,55246,0.020669594,225732780.0,96.2799835205078,83.37811279296875,136026733,1360,267,53033,0.0,1.1931536,0.0130857555,168.9376307820596,16.097019293655944,8.188354499999999,0.535539,39.224346000000004,2.3083427000000003,0.67963517,640.2701492933415,56.492931656073175,29.975683,0.69001985,40.839867,0.68860567,57.93420691977633,6.889343462194177,2.7144122000000004,0.2973179,41.369637,4.446432,223.8706815710985,30.134438485982628,6.652891,0.264832,20.031979,1.54417,31.695828103740737,5.6691921716915585,1.4164004,0.2689522,48.398346000000004,10.979592,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,600.4536210079746,74.24611569840751,18.996685,0.50413144,24.581476000000002,1.1779627000000001,-1.7368985000000001,0.52520055,-5.0928073,0.5082402,2.6850324,0.660273,-9999.0,-9999.0,0.32178658,19.028315,156.40041994744834,41.04564399788117,0.022869172000000004,sdss,legacy,good,976,156.40042,41.04564,ECO09618,0.0053,0.0192,0.0083,0.0034,0.0348,0.0,0.0843,0.0136,41.0457,0.0251,0.0474,156.4,0.0253,0.0,0.0,2.5068799999999998,17.4067,17.0917,0.134207,0.0,16.9449,0.6399,6.42385,0.0,0.0232,0.0225,-17.8911,16.8435,0.0624,6864.4,0.0,0.0,0.0256,18.3965,2.47668,3.27715,1.37332,1.71681,0.389898,8.75,2.29373,1.22705,8.59,0.243628,1.49325,0.17141694,8.49,1.41254,1.03249,0,9.09745,0,0,0,0,0,,0,1,6864.4,-17.8911,0.0,0.0,10.9589,1,10.9999,8.5905,0.0,0.7787189999999999,9.2245,6878,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.28007,L,8.50956,0.08426669999999999,1.71681,8.59,-18.0975,1.26509,1.12677,2.00878,2.14149,1.7315200000000002,2.88519,0.156082,0.250366,,,1.2687855084856707
ECO09733,ECO09733,2540,49841,J110629.00+433041.3,166.6195562264629,43.51111455438898,17.377209,0.021381214,sdss,55419,0.008960717,116413610.0,106.04507446289062,95.07376098632812,136429561,1364,295,53061,0.0,0.80973935,0.009301809,742.1321805582761,22.0576809270507,42.147007,1.0848662,45.640453,0.7831756,0.7783165,8490.15150007735,243.4144971351157,455.77374000000003,8.179286,42.737021999999996,0.38969606,215.00394029445712,8.28985430896075,11.55068,0.46015698,45.854122,2.549395,2968.584440586486,119.79845293254137,91.48047,1.4408427,30.088735999999997,0.96215415,107.11194506805937,6.330121628451526,5.467574,0.37052307,35.1215,3.1842155,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,17933.507453874074,689.7268958425024,580.0511,8.237627999999999,28.826277,1.6482321,33.72383,0.9613961,12.120515,0.80264884,27.576134000000003,1.1182292999999999,-9999.0,-9999.0,0.31469136,15.894639000000002,166.62085228995866,43.511491448017594,0.021381214,sdss,legacy,good,980,166.61956999999995,43.511142,ECO09733,0.0059,0.0212,0.0092,0.0037,0.0385,0.0,17.4416,0.015,43.5111,0.0918,0.0524,166.62,0.027999999999999997,0.0,15.1994,3.46159,16.442999999999998,16.4949,0.131472,0.0,16.5351,0.6605,8.07139,0.0,0.022000000000000002,0.0277,-18.3554,16.4335,0.0305,6449.89,0.3414,0.3881,0.0288,17.2092,1.54705,2.23488,0.634901,9.33659,0.056978199999999986,8.47,1.6569599999999998,0.608738,8.45,0.0308151,0.969131,0.49469353,8.43,15.8489,0.608578,0,9.92055,0,0,0,0,0,,0,2,6359.55,-18.7888,0.0,160.124,11.0839,1,11.1739,8.9555,0.09500089999999999,0.557427,9.9865,6954,0.0342185,0.0,80.0631,11.3122,1.0,notinresolve,0,1,0,1.33071,L,8.057910000000001,0.0932064,9.33659,8.45,-18.3286,0.96891,0.634691,1.65667,1.54675,9.33661,2.2345200000000003,0.030735000000000002,0.0568485,,,1.1469595813629552
ECO09960,ECO09960,2542,49843,J110551.17+425809.2,166.46325469284142,42.96924286008944,17.33773,0.021474952000000002,sdss,55421,0.01525082,99951220.0,85.45831298828125,83.59265899658203,136315753,1363,157,53053,64.53609499999999,1.0443786,0.0089,374.2529753748578,18.405411849872003,15.265004999999999,0.5757726,44.883553000000006,1.3406111,0.76640445,1816.0965513638153,82.77764268917056,71.79774499999998,1.1985350000000001,41.791737,0.680068,131.1547748254103,8.114503352628445,5.187291,0.30754074,42.88627,3.8215175,634.9987941831522,43.51789940656069,15.342401500000001,0.3729013,25.391756,1.3479248,38.486390381895156,5.856934934208703,1.4399683,0.25734472,38.485946999999996,7.177747,1573.3570000000002,28.495048999999998,37.857445,1.5465951,35.088852,1.9738633999999997,2159.4230798760245,137.0465288802049,54.086674,0.8445389000000001,32.842518,0.7407449,2.4785072999999995,0.4797439000000001,-2.0025275000000002,0.43873513,3.017675,0.48161045,-9999.0,-9999.0,0.18202326,22.802020000000002,166.4632484260265,42.96923266756578,0.021474952000000002,sdss,legacy,good,979,166.46325,42.969229999999996,ECO09960,0.0064,0.0232,0.01,0.0041,0.0422,0.0,18.3945,0.0164,42.9693,0.0281,0.0573,166.463,0.0306,0.0,15.7812,1.8817,17.3431,17.1576,0.0065155000000000005,0.0,17.0678,0.8190000000000001,4.2892800000000015,0.0,0.0327,0.0289,-17.7021,16.9529,0.0297,6470.2,0.08199999999999999,0.2654,0.0246,17.9956,1.98157,2.76255,0.91843,3.9578,0.25085100000000005,8.47,2.09497,0.812059,8.35,0.14448,1.31399,0.32937154,8.31,3.16228,0.632359,0,9.28754,0,0,0,0,0,,0,1,6470.2,-17.7021,0.0,0.0,10.9069,1,10.9609,8.3555,0.0,0.535759,9.3415,7128,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.4340899999999999,L,8.4631,0.101979,3.9578,8.35,-17.9218,1.07295,0.6850930000000001,1.7904900000000001,1.6482299999999999,3.95738,2.36576,0.05708310000000001,0.10981800000000001,,,0.7074837997523655
ECO00409,ECO00409,2567,50026,J113011.93+442716.0,172.549759553613,44.454473640996646,16.957758,0.017157007,sdss,55619,0.011989258999999999,87851304.0,161.18804931640625,159.52401733398438,136645263,1366,452,53063,44.829624,0.948298,0.013016983999999999,195.89539976758104,10.049193448328488,21.501467,1.2012931,38.612873,1.9045615000000002,0.7077351,1888.755939408403,79.44877467125443,199.31943,4.4934697,37.14515,0.44102820000000004,45.555096208817986,4.301984844825033,4.8127255,0.57637095,63.215740000000004,6.868054400000001,660.4041746183227,41.3098688003221,34.870266,0.91243875,40.970177,1.3090171999999998,28.055766645015233,4.333814013558718,2.6565702,0.49653783,38.278605999999996,7.1535782999999995,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2844.5600391371854,165.22610928250703,161.55557,3.225934,32.50613,1.6271265,8.998633,0.9336023000000001,0.88338995,0.81899506,6.441836,0.75523853,-9999.0,-9999.0,0.45705795,11.010713,172.54971148113393,44.45447099914277,0.017157007,sdss,legacy,good,982,172.54972,44.454467,ECO00409,0.0118,0.0426,0.0184,0.0075,0.0775,14.415999999999999,0.1873,0.0302,44.4546,0.043,0.1053,172.549,0.0562,0.3717,15.427999999999999,5.18559,16.8899,16.7927,0.102913,14.9622,16.7971,0.59,12.8857,0.4073,0.0311,0.0213,-17.6116,16.6574,0.0389,5184.73,0.0,0.5565,0.0286,17.5778,1.66071,2.3728599999999997,0.703581,4.57048,0.11156700000000001,8.31,1.78085,0.652567,8.21,0.0605526,1.0687,0.25015875,8.15,7.079460000000001,0.627007,0,9.60797,0,0,0,0,0,,0,1,5184.73,-17.6116,0.0,0.0,10.9009,1,10.9439,8.2145,0.0,0.12113,9.6265,401,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.63228,L,7.71483,0.187325,4.57048,8.21,-17.6152,1.0338200000000002,0.670261,1.73658,1.61276,4.57048,2.3155099999999997,0.048069,0.09132389999999999,,,2.015269712661191
ECO09784,ECO09784,2610,50199,J121001.02+443938.3,182.50435368910857,44.66071685116083,17.237883,0.022838307999999998,sdss,55810,0.0180775,483190600.0,122.99958038330078,133.98002624511722,137026090,1370,260,53090,0.0,1.0958979,0.014222238,373.1137089045262,22.570115335590536,17.863357999999995,0.6726926999999999,44.460484,1.7509297,0.72110516,1295.1443580673424,75.09733164420064,60.80840300000001,1.1849562,40.789787,0.62618196,155.39834325003935,10.576552323252805,7.302153999999999,0.38096840000000004,41.287890000000004,2.5847356,452.84767764592397,39.730565828017426,13.508564999999999,0.3910087,33.244095,1.6861683,38.76467759701693,5.862387770889411,1.7508668,0.30919397,45.997097,8.775017,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1062.188735218177,86.18780466051338,33.598106,0.7294965,33.13193,1.0073216,2.087073,0.64435816,-3.264275,0.62355655,2.5073314,0.72195023,-9999.0,-9999.0,0.3443759,17.318008,182.5042762985318,44.66066404827325,0.022838307999999998,sdss,legacy,good,986,182.50428,44.660657,ECO09784,0.008,0.0288,0.0124,0.0051,0.0524,0.0,19.2743,0.0204,44.6605,0.024,0.0712,182.50400000000002,0.038,0.0,15.8252,3.3340699999999996,17.2942,16.9201,0.000526428,0.0,16.7574,0.4556,7.9287,0.0,0.0227,0.0288,-18.0899,16.6692,0.0861,6910.34,0.0719,0.3404,0.0213,18.3403,2.61645,3.417,1.50987,1.1309,0.437841,8.89,2.34497,1.35087,8.71,0.278837,1.5444200000000001,0.14325665,8.63,0.630957,1.1803299999999999,0,9.19104,0,0,0,0,0,,0,5,6973.56,-21.0716,0.0,58.0286,11.8049,0,11.8969,10.3345,0.286465,0.825413,10.5735,477,0.11671600000000001,12.0418,64.0735,11.6058,1.0,notinresolve,0,1,0,1.21349,L,8.30899,0.126601,1.1309,8.71,-18.2639,1.32988,1.29082,2.07745,2.3126,1.18935,3.0601700000000003,0.197615,0.308102,,,1.2009531275861511
ECO05947,ECO05947,2621,50259,J121839.13+454706.9,184.6630339870721,45.78514889414718,16.399548,0.019256689,sdss,55877,0.006707318,167071870.0,103.68951416015624,119.43838500976562,137132321,1371,323,52821,17.210607999999993,0.81443065,0.008775356,912.7434931440162,25.859408684603245,42.986286,1.0218606,35.294445,0.949385,0.72992456,8704.037405766487,236.44657468615372,409.60495,6.6067834,30.348906,0.846066,281.8219574109688,9.81868740360353,13.2735615,0.45503992,41.117546000000004,4.916447,3043.3697222959745,118.61852202384465,77.47998,1.2571081,33.494102000000005,1.0229349,129.03013153769209,7.295594403448901,5.6532445,0.36169314,34.355903999999995,2.433621,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,16380.219039217756,606.1338210463971,439.53403,6.186414,30.09427,0.86456907,26.619790000000002,0.87033176,7.749516499999999,0.6962073000000001,24.59571,0.9815934000000001,-9999.0,-9999.0,0.35273933,15.833245000000002,184.6630638812996,45.7852656718157,0.019256689,sdss,legacy,marginal,987,184.66308,45.785239000000004,ECO05947,0.0068,0.0246,0.0106,0.0043,0.0448,14.2279,17.3894,0.0175,45.7853,0.0257,0.0609,184.66299999999998,0.0325,0.7541,15.7268,4.62559,16.2678,16.2335,0.0373116,14.2289,16.2605,0.4456,10.2117,0.4042,0.0286,0.0215,-18.4059,16.2043,0.0329,5840.89,0.0909,0.2727,0.0252,17.0149,1.6003399999999999,2.27088,0.691439,7.86595,0.088541,8.51,1.66798,0.653837,8.45,0.050939599999999995,0.99744,0.49697734,8.41,7.079460000000001,0.6359,0,9.99273,0,0,0,0,0,,0,1,5840.89,-18.4059,0.0,0.0,10.9219,1,11.0969,8.4545,0.0,0.27105999999999997,10.0115,4512,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.30168,L,7.83955,0.108276,7.86595,8.45,-18.3773,0.972857,0.668036,1.6367,1.5665799999999999,7.86619,2.23042,0.0421772,0.0743122,,,0.5572718737921368
ECO03614,ECO03614,2651,50342,J123234.75+454603.5,188.1448216130973,45.76767892724136,14.519531,0.019846026,sdss,55966,0.028065177,6327730000.0,235.4448089599609,185.6210021972656,137232762,1372,327,53062,113.131805,1.1506329,0.0037091295,11768.530796384974,404.05191914270523,15.366389999999999,0.3020715,80.65456999999998,1.6316822,0.9489107,50811.64357232545,1703.5208110818135,63.911373,0.79431224,81.681076,1.2382038999999998,24462.14655662458,830.4272664493675,30.878446999999998,0.39616203,82.01308,1.5841843,17766.308941372543,887.0340771685225,9.701168,0.16198225,74.20139,1.0355108,849.6379991375028,98.5983005853358,0.9862339,0.13506362,88.113686,9.691833,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,6918.296910345155,371.61289865766986,4.225691,0.15576759,103.514496,4.124582299999998,-0.5073621,0.19873951,-3.237503,0.17669219,0.7490453,0.15221189999999998,-9999.0,-9999.0,1.4482332,46.957043,188.14481290953148,45.76766561703184,0.019846026,sdss,legacy,good,988,188.14481,45.767668,ECO03614,0.011000000000000001,0.0398,0.0172,0.006999999999999999,0.0723,11.1163,0.1748,0.0282,45.7678,0.0265,0.0982,188.145,0.0524,0.0421,12.1486,3.3356199999999996,14.4404,13.8876,0.27826100000000004,11.4427,13.6139,0.8622,14.3146,0.0538,0.0208,0.0204,-20.8498,13.3825,0.0328,6054.84,0.0,0.1143,0.0206,15.4627,3.16071,4.12798,1.74825,0.32911599999999996,0.754738,10.37,3.13446,1.46364,10.17,0.470129,2.16719,5.5853566,9.99,0.28183800000000003,0.902798,0,9.834810000000001,0,0,0,0,0,,0,1,6054.84,-20.8498,0.0,0.0,11.6849,1,11.8009,10.1675,0.0,0.228856,10.3405,2899,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.15009,E,10.3448,0.174807,0.32911599999999996,10.17,-21.3602,1.57002,1.0582,2.4082,2.25363,0.329125,3.0918099999999997,0.219189,0.37458600000000003,,,0.6312172325141716
ECO06402,ECO06402,2685,50768,J134627.77+394042.0,206.61570563759102,39.67834372673483,16.291285000000002,0.01100079,sdss,56414,0.020381574,117521970.0,180.67300415039062,203.5372467041016,137709050,1377,90,53050,0.0,1.0424073,0.010699087,717.1942129787973,27.283549205904304,25.693457000000002,0.66067886,43.883545,0.82956356,0.7335705,3443.9833376170463,126.19019904067594,117.06782,1.7974063000000002,41.71712,0.45108318,274.4577983713052,12.386401208284846,9.339869,0.36647916,41.819515,1.9988074,1204.1899781877785,65.97349774321773,22.276201,0.46255106,39.06985,1.4740893,90.06356145063846,8.849238102186607,2.8239207000000004,0.31082153,41.112762,4.849533,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,4596.528734879051,234.17402643610558,88.20835,1.2660421999999998,37.404872999999995,0.97396463,4.0508112999999994,0.5526814,-1.2959622,0.51964986,5.2743483,0.5731513,-9999.0,-9999.0,0.46482724,20.501907,206.61573036387603,39.67833962962689,0.01100079,sdss,legacy,good,1047,206.61573,39.678337,ECO06402,0.0062,0.0224,0.0097,0.0039,0.0407,13.6843,0.0984,0.0159,39.6784,0.0286,0.0553,206.61599999999999,0.0295,0.1513,14.4504,4.66955,15.9767,15.6674,0.10896099999999999,13.4698,15.5158,0.7259,12.7828,0.3598,0.0382,0.0218,-17.7819,15.3879,0.0682,3381.11,0.0,0.1212,0.0207,16.8351,2.3882,3.18974,1.26376,1.30618,0.413105,8.77,2.33908,1.10617,8.57,0.25551199999999996,1.53754,0.27260201,8.45,1.41254,0.8358,0,9.12916,0,0,0,0,0,,0,1,3381.11,-17.7819,0.0,0.0,10.9529,1,10.9769,8.5715,0.0,0.47269799999999995,9.2415,4816,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.30193,E,8.62076,0.0984077,1.30618,8.57,-18.0905,1.19803,0.917774,1.9150200000000002,1.90645,1.30732,2.62344,0.127384,0.209358,,,0.8315462028926484
ECO04436,ECO04436,2706,50839,J140054.61+405918.9,210.2276559750724,40.988688967069386,14.078001,0.012434754499999999,sdss,56498,0.02049512,7711251000.0,326.7961120605469,328.239501953125,137860561,1378,605,53061,39.116066,1.2374203000000001,0.0075122409999999985,725.6539125795731,73.0605175769788,6.9919477,0.30650425,57.39578,1.1764668,0.7430071999999999,1820.2499582387495,181.83424710724003,16.814932000000002,0.36295235,54.37876,0.7466901999999999,553.927478289282,56.86834448008392,5.13146,0.20072784,52.868168000000004,1.7158958999999998,636.4510343492132,97.39901516908166,3.3340504,0.14971045,55.952797,2.7727969,86.49959947975714,17.408643245341896,0.7649520000000001,0.16269124,87.98906,14.388010999999999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,380.27601664768196,58.59672752256212,2.1197426,0.19059753,60.889526000000004,3.0735776,-2.861358,0.30340429999999996,-4.553429,0.28933990000000004,0.1335958,0.30548569999999997,-9999.0,-9999.0,1.1487085,33.5127,210.22755339985943,40.98860762193389,0.012434754499999999,sdss,legacy,good,1048,210.22756,40.988609999999994,ECO04436,0.0082,0.0296,0.0128,0.0052,0.0539,11.1041,0.1304,0.021,40.9883,0.0545,0.0733,210.227,0.0391,0.3459,11.975999999999999,24.7551,13.6673,13.3017,-0.167208,11.2406,13.0991,0.4439,47.1315,0.1653,0.0286,0.025,-20.4263,12.9936,0.0262,3827.13,0.0,0.1605,0.0204,14.5943,2.56601,3.40219,1.38121,0.986685,0.504948,9.91,2.52593,1.1906700000000001,9.69,0.314411,1.68975,3.7151697,9.57,0.630957,0.81731,0,10.2492,0,0,0,0,0,,0,2,3871.87,-20.6963,0.0,79.3087,11.4599,1,11.7329,9.8335,0.00897512,0.456542,10.4745,3431,0.10934300000000001,0.0,95.9985,12.005,1.0,notinresolve,0,1,0,1.22417,L,7.831,0.130367,0.986685,9.69,-20.8492,1.2294100000000001,0.9058209999999999,1.95385,1.9091799999999999,0.986771,2.63362,0.137547,0.226057,,,2.255385895690329
