agntosf,ambigagn,composite,defagn,defliner,defseyf,defstarform,galname,sftoagn,sftoagn1,sftoagn2
False,False,False,False,False,False,True,ECO09950,False,False,False
False,False,False,False,False,False,True,ECO09687,False,False,False
False,False,False,False,False,False,True,ECO06902,False,False,False
False,False,False,False,False,False,False,ECO09664,True,False,True
False,False,False,False,False,False,True,ECO09706,False,False,False
False,False,False,False,False,False,True,ECO11648,False,False,False
False,False,False,True,True,False,False,ECO04922,False,False,False
False,False,False,False,False,False,True,ECO09689,False,False,False
False,False,False,False,False,False,True,ECO06591,False,False,False
False,False,False,False,False,False,True,ECO11668,False,False,False
False,False,False,False,False,False,True,ECO00824,False,False,False
False,False,False,False,False,False,False,ECO05121,True,False,True
False,False,False,False,False,False,True,ECO10493,False,False,False
False,False,False,True,True,False,False,ECO04118,False,False,False
False,False,False,False,False,False,True,ECO10506,False,False,False
False,False,False,False,False,False,True,ECO04092,False,False,False
False,False,False,True,False,True,False,ECO04283,False,False,False
False,False,False,False,False,False,True,ECO10527,False,False,False
False,False,False,False,False,False,False,ECO10862,True,True,True
False,False,False,False,False,False,True,ECO10529,False,False,False
False,False,False,False,False,False,True,ECO10091,False,False,False
False,False,False,False,False,False,True,ECO04494,False,False,False
False,False,False,True,False,True,False,ECO07940,False,False,False
False,False,False,False,False,False,True,ECO11756,False,False,False
False,False,False,False,False,False,True,ECO07933,False,False,False
False,False,False,False,False,False,True,ECO05180,False,False,False
False,False,False,False,False,False,True,ECO06473,False,False,False
False,False,False,False,False,False,True,ECO10537,False,False,False
False,False,False,False,False,False,False,ECO00758,True,False,True
False,False,False,False,False,False,True,ECO06470,False,False,False
False,False,False,False,False,False,True,ECO10093,False,False,False
False,False,False,False,False,False,True,ECO04540,False,False,False
False,False,False,False,False,False,True,ECO06724,False,False,False
False,False,False,False,False,False,True,ECO04581,False,False,False
False,False,False,True,False,True,False,ECO04560,False,False,False
False,False,False,False,False,False,True,ECO12015,False,False,False
False,False,False,False,False,False,True,ECO06725,False,False,False
False,False,False,False,False,False,True,ECO10674,False,False,False
False,False,False,False,False,False,True,ECO12012,False,False,False
False,False,False,False,False,False,True,ECO06502,False,False,False
False,False,False,False,False,False,True,ECO06726,False,False,False
False,False,False,False,False,False,True,ECO04732,False,False,False
False,False,False,False,False,False,True,ECO07960,False,False,False
False,False,False,False,False,False,True,ECO00332,False,False,False
False,False,False,False,False,False,True,ECO11233,False,False,False
False,False,True,False,False,False,False,ECO04904,False,False,False
False,False,False,False,False,False,True,ECO04927,False,False,False
False,False,False,False,False,False,True,ECO11739,False,False,False
False,False,True,False,False,False,False,ECO05003,False,False,False
False,False,False,False,False,False,True,ECO12016,False,False,False
False,False,True,False,False,False,False,ECO05028,False,False,False
False,False,False,True,False,True,False,ECO09981,False,False,False
False,False,False,False,False,False,True,ECO05235,False,False,False
False,False,False,False,False,False,True,ECO10719,False,False,False
False,False,False,False,False,False,True,ECO00322,False,False,False
False,False,False,False,False,False,True,ECO10400,False,False,False
False,False,False,False,False,False,True,ECO10401,False,False,False
False,False,False,False,False,False,True,ECO05344,False,False,False
False,False,True,False,False,False,False,ECO05428,False,False,False
False,False,False,False,False,False,False,ECO10565,True,False,True
False,False,False,False,False,False,False,ECO07990,True,False,True
False,False,True,False,False,False,False,ECO08633,False,False,False
False,False,False,False,False,False,True,ECO05100,False,False,False
False,False,False,False,False,False,True,ECO09217,False,False,False
False,False,False,False,False,False,True,ECO10428,False,False,False
False,False,False,False,False,False,True,ECO11782,False,False,False
False,False,False,False,False,False,True,ECO08088,False,False,False
False,False,False,False,False,False,True,ECO02608,False,False,False
False,False,False,False,False,False,False,ECO05675,True,False,True
False,False,False,False,False,False,True,ECO11848,False,False,False
False,False,False,False,False,False,True,ECO05698,False,False,False
False,False,False,False,False,False,True,ECO08064,False,False,False
False,False,False,False,False,False,True,ECO02962,False,False,False
False,False,True,False,False,False,False,ECO03162,False,False,False
False,False,False,False,False,False,True,ECO01439,False,False,False
False,False,False,False,False,False,True,ECO08044,False,False,False
False,True,False,True,False,False,False,ECO10080,False,False,False
False,False,False,False,False,False,False,ECO05128,True,True,True
False,False,False,False,False,False,True,ECO11513,False,False,False
False,False,False,True,True,False,False,ECO05143,False,False,False
False,False,False,False,False,False,True,ECO06298,False,False,False
False,False,False,False,False,False,True,ECO06341,False,False,False
False,False,True,False,False,False,False,ECO04280,False,False,False
False,False,False,False,False,False,True,ECO11189,False,False,False
False,False,False,True,True,False,False,ECO03969,False,False,False
False,False,False,True,False,True,False,ECO12402,False,False,False
False,False,True,False,False,False,False,ECO04126,False,False,False
False,False,False,True,False,True,False,ECO04150,False,False,False
False,False,False,False,False,False,True,ECO11990,False,False,False
False,False,True,False,False,False,False,ECO07839,False,False,False
False,False,False,False,False,False,True,ECO07840,False,False,False
False,False,False,False,False,False,True,ECO06351,False,False,False
False,False,False,False,False,False,True,ECO12368,False,False,False
False,False,False,False,False,False,True,ECO11995,False,False,False
False,False,False,True,False,True,False,ECO04299,False,False,False
False,False,False,False,False,False,True,ECO07796,False,False,False
False,False,False,False,False,False,True,ECO04362,False,False,False
False,False,False,False,False,False,True,ECO04288,False,False,False
False,False,False,False,False,False,True,ECO06420,False,False,False
False,False,False,False,False,False,True,ECO10653,False,False,False
False,False,False,False,False,False,False,ECO07774,True,False,True
False,False,False,False,False,False,True,ECO04387,False,False,False
False,False,False,False,False,False,True,ECO04363,False,False,False
False,False,False,False,False,False,True,ECO07793,False,False,False
False,False,False,True,False,True,False,ECO04464,False,False,False
False,False,True,False,False,False,False,ECO04365,False,False,False
False,False,False,True,True,False,False,ECO06449,False,False,False
False,False,False,False,False,False,True,ECO04448,False,False,False
False,False,False,False,False,False,True,ECO04429,False,False,False
False,False,False,False,False,False,True,ECO11968,False,False,False
False,False,False,False,False,False,True,ECO12431,False,False,False
False,False,False,False,False,False,True,ECO04452,False,False,False
False,False,False,False,False,False,True,ECO11996,False,False,False
False,False,False,False,False,False,True,ECO11999,False,False,False
False,False,True,False,False,False,False,ECO12002,False,False,False
