name,name,name.1,name.1.1,name.1.1.1,oii_3726_flux,oii_3726_flux_err,oii_3729_flux,oii_3729_flux_err,neiii_3869_flux,neiii_3869_flux_err,h_delta_flux,h_delta_flux_err,h_gamma_flux,h_gamma_flux_err,oiii_4363_flux,oiii_4363_flux_err,h_beta_flux,h_beta_flux_err,oiii_4959_flux,oiii_4959_flux_err,oiii_5007_flux,oiii_5007_flux_err,hei_5876_flux,hei_5876_flux_err,oi_6300_flux,oi_6300_flux_err,nii_6548_flux,nii_6548_flux_err,h_alpha_flux,h_alpha_flux_err,nii_6584_flux,nii_6584_flux_err,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err,ariii7135_flux,ariii7135_flux_err,oii_flux,oii_flux_err,oiii_flux,oiii_flux_err,Flux_HeII_3203,Flux_HeII_3203_Err,Flux_OII_3726,Flux_OII_3726_Err,Flux_OII_3728,Flux_OII_3728_Err,Flux_NeIII_3868,Flux_NeIII_3868_Err,Flux_Hd_4101,Flux_Hd_4101_Err,Flux_Hg_4340,Flux_Hg_4340_Err,Flux_OIII_4363,Flux_OIII_4363_Err,Flux_HeII_4685,Flux_HeII_4685_Err,Flux_ArIV_4711,Flux_ArIV_4711_Err,Flux_Hb_4861,Flux_Hb_4861_Err,Flux_OIII_4958,Flux_OIII_4958_Err,Flux_OIII_5006,Flux_OIII_5006_Err,Flux_HeI_5875,Flux_HeI_5875_Err,Flux_OI_6300,Flux_OI_6300_Err,Flux_NII_6547,Flux_NII_6547_Err,Flux_Ha_6562,Flux_Ha_6562_Err,Flux_NII_6583,Flux_NII_6583_Err,Flux_SII_6716,Flux_SII_6716_Err,Flux_SII_6730,Flux_SII_6730_Err,name.1.1.1.1,exth,exti,extj,extk,extg,2kmag,nuvmag,extz,dedeg,e_zmag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,rmag,dgr,2hmag,imag,b_a,r90,e_2hmag,e_imag,e_rmag,absrmag,zmag,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,umag,modelu_j,modelu_k,modelu_i,fsmgr_ave,modelg_i,logmstar_84,modelg_k,modelu_r,logmstar,modelg_r,modelg_j,sfr_nuv,logmstar_16,fsmgr_med,modelu_rcorr,mhi,logmgas,emhi_sys_corr,emhi_rand_corr,confused,emhi,mhi_corr,hitelescope,limflag,grpn,grpcz,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,grpms,grprproj,den1mpc,grpmb,grp,grprproj_stack,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,ccb,resname,fg,fm16,fa,ccr,morphel,mu_delta,extnuv,meanfsmgre15,logmstare15,absrmagcorr,modelg_jcorr,modelu_icorr,modelg_kcorr,modelu_jcorr,meanfsmgr,modelu_kcorr,modelg_rcorr,modelg_icorr
ECO06366,ECO06366,ECO06366,ECO06366,ECO06366,48616.32,44670.75,-203.9815,207.1611,10.19312,3.8251470000000003,29.78145,2.7658669999999996,44.80298,2.300991,2.29783,2.191616,84.67166,2.020711,41.65574,1.8057459999999999,111.5908,2.301674,7.420397,1.44239,9.955602,1.126835,12.601569999999999,0.3747257,255.6261,2.3090029999999997,38.00925,1.130258,58.0709,1.627263,41.4819,1.379658,5.8940660000000005,1.122663,1133992.0,51500000.0,110.0894,2.400314,0.0,,150.43221608096704,79.9363339656672,203.57725882829013,75.50760686648485,11.362068366642635,6.0492514529944845,31.81062609927812,7.5347371640536975,46.737046155805885,8.932841105132368,1.8148153343110132,7.502451902793657,0.3329621633175772,28.324725183142863,0.0,,91.7549999592537,12.401039349738227,41.70266135692811,5.3559381249710905,119.10780833721756,15.029046183497215,10.401817314096538,8.534904278150798,10.22489213925564,1.6984494365459752,13.663350385915795,1.0974823111388226,262.41929988346544,18.355996516549663,40.181340805086826,3.2035326091942653,61.735309985537484,4.793176175302831,45.67188946831635,3.9011229682355184,ECO06366,0.0163,0.0591,0.0255,0.0104,0.1074,13.8788,18.4625,0.0419,1.2596,0.0496,0.146,204.15599999999998,0.0779,0.2647,14.8796,6.40991,16.7113,16.3369,0.0346909,14.3166,16.1365,0.5103,13.7519,0.4134,0.0269,0.0223,-18.6808,16.0114,0.0635,6786.04,0.0434,0.1238,0.0219,17.6775,2.59554,3.4342699999999997,1.41533,1.36985,0.47766099999999995,9.15,2.4966,1.23383,8.99,0.296158,1.65788,0.32498646,8.87,1.41254,1.09598,1556790000,9.33836,0,0,0,200159000,0,ALFALFA,0,1,6786.04,-18.6808,0.0,0.0,11.0999,1,11.1479,8.9705,0.0,1.19934,9.4915,4790,0.0,0.0,0.0,0.0,1.0,rs1117,1,1,0,1.11401,L,7.917219999999999,0.25977,1.36985,8.97,-18.8453,1.3392700000000002,1.21296,2.05582,2.22701,0.667579,2.9435700000000002,0.208227,0.325214
ECO05715,ECO05715,ECO05715,ECO05715,ECO05715,0.0,-0.7497419,0.0,-0.7497419,17.82651,4.748345,38.85091,3.5264269999999995,71.29559,3.475189,0.35711570000000004,3.147384,143.089,3.873693,66.22780999999999,3.451593,215.6182,4.908576,11.32876,2.72218,17.25975,2.311824,27.765240000000002,0.870024,491.1051,5.707435,83.74638,2.624191,93.64277,3.3569980000000004,69.05476,2.84123,10.887830000000001,2.224225,0.0,1.060295,212.9152,4.9626790000000005,0.0,,7649.128899905301,57258.38681531506,303.4509728607503,203.26962466204492,45.29133491487779,18.921631978624397,71.07092592375801,16.8172753833671,115.19812227537683,18.355172887341908,0.01753061474360215,3071.080449291076,8.789709147916822,12.520056412983315,0.0,,209.15228716177285,23.64296022310732,111.39621344162771,11.647974109695726,315.714648172833,32.41081543359225,15.457162866745314,4.440982093922798,21.582586674308,4.280090636180189,35.715001840488775,2.6762009146153254,598.1755412826706,33.67718198097164,104.7756256632625,7.80498440843161,115.92519290649768,8.432823313034326,89.19035336678243,6.872822603318447,ECO05715,0.015,0.0542,0.0234,0.0095,0.0985,13.0221,0.2383,0.0384,25.9741,0.0684,0.1339,175.535,0.0715,0.068,14.0454,8.875630000000003,15.8039,15.4591,-0.0466366,13.2134,15.2642,0.2805,18.0966,0.0995,0.0211,0.0354,-19.5505,15.0673,0.076,6803.39,0.0,0.2292,0.0206,16.7665,2.62316,3.50699,1.38321,1.67688,0.493,9.55,2.61678,1.18869,9.33,0.298479,1.73295,1.6513818999999998,9.23,1.41254,0.811434,4837560000,9.83075,0,0,0,200636000,0,ALFALFA,0,1,6803.39,-19.5505,0.0,0.0,11.2449,1,11.3549,9.3325,0.0,1.70015,9.9485,4379,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,1,1.16934,L,7.9390399999999985,0.238285,1.67688,9.33,-20.0165,1.24781,0.898157,2.01004,1.94123,1.69298,2.7034599999999998,0.118013,0.204737
ECO00299,ECO00299,ECO00299,ECO00299,ECO00299,0.0,-0.7895911,0.0,-0.7895911,33.48633,4.667435,40.51485,3.059288,65.84344,2.972412,6.862075,2.5653349999999997,151.8129,3.343993,135.2352,3.338399,411.7468,5.519673,15.99916,1.961473,19.68303,1.579556,10.53834,0.5086430000000001,490.7487,4.908333,31.786070000000002,1.534183,74.03918,2.0862220000000002,50.446329999999996,2.085665,6.7855380000000025,1.8711650000000002,0.0,1.11665,411.9971,5.523011,0.0,,400.77225493888375,67.1580249662955,371.65035273270166,58.447630636462314,57.866788227681674,12.753108828611325,59.436864521025896,9.039851493993805,94.45311182622733,9.844492685947117,9.322033488944355,5.951267664188406,0.0,,1.5507204811307516,11.805727260100696,188.74409029651596,13.291791787001653,172.18602009201263,10.67728669537444,489.4599163269426,29.742074302418075,18.687944394930565,3.920836445830627,21.53707250946153,2.6393545101009552,12.009099803776975,0.8967360334920683,539.8080982480353,18.830255896551574,35.26375753529846,2.6271774147534317,80.89684787007903,4.191300213580893,55.19839142631404,3.8671370821717614,ECO00299,0.016,0.0578,0.025,0.0102,0.1051,0.0,18.8895,0.040999999999999995,2.3331,0.0514,0.1429,171.74200000000005,0.0762,0.0,15.5516,3.1527700000000003,17.5203,17.2543,0.0244579,0.0,17.1506,0.5591,9.55986,0.0,0.0504,0.0503,-17.5227,17.0383,0.0784,6183.48,0.2378,0.3096,0.0335,18.3934,2.20622,2.9932,1.13405,3.7663599999999997,0.26705,8.43,2.1262,1.02647,8.27,0.159472,1.33922,0.13880932,8.25,3.16228,0.9228629999999999,1349950000,9.27645,0,0,0,129447000,0,ALFALFA,0,1,6183.48,-17.5227,0.0,0.0,10.9029,1,10.9289,8.3045,0.0,0.640741,9.3155,290,0.0,0.0,0.0,0.0,1.0,rs0472,1,1,0,1.54719,L,8.24049,0.254215,3.7663599999999997,8.29,-17.6292,1.1319,0.992426,1.82709,1.94113,3.5409900000000003,2.63632,0.113632,0.183195
ECO01402,ECO01402,ECO01402,ECO01402,ECO01402,282.4958,9.877397,369.0514,8.670157000000001,42.01998,3.2977550000000004,48.45955,2.421259,79.86825999999998,2.51769,1.8872229999999999,1.878813,167.2314,3.024432,137.5103,2.898846,405.6547,5.225169999999999,15.275879999999999,1.716071,16.36986,1.353343,16.98634,0.5177223,492.9296,4.713699,51.23472,1.561568,84.80595,2.2547580000000003,59.98539,1.8144529999999999,11.52622,1.381613,686.7865,15.85164,405.4554,5.2251199999999995,0.0,,399.16194993229567,85.0889787259748,345.8691750284005,71.39243301046216,58.35253112259672,12.852545223624745,59.66779191684367,10.352014812688301,90.28980127003337,13.738609285264358,0.0,,0.0,,0.0,,185.95647203184942,21.367010239883584,151.66555649876238,16.848116935307665,433.84669428290164,47.34566955015197,16.00794589418295,17.70604341916212,18.960519434459364,2.93588866117767,18.964665071231533,1.5459351934816985,531.8355100110891,34.51685674549686,55.798963652607014,4.523917564794301,92.67147247502787,6.541450302768164,67.23920580413777,5.0543658596217105,ECO01402,0.0117,0.0422,0.0182,0.0074,0.0767,0.0,0.1855,0.0299,36.7466,0.0281,0.1043,180.535,0.0556,0.0,15.3393,2.39552,17.4507,17.1953,-0.0346985,0.0,17.0916,0.8419,5.08663,0.0,0.0281,0.0226,-17.8211,16.993,0.0679,6874.82,0.0,0.2763,0.0264,18.188,2.08288,2.86655,1.00346,2.10413,0.289925,8.65,2.15302,0.885551,8.45,0.17202,1.36935,0.32513594,8.37,1.41254,0.70145,0,9.285839999999999,0,0,0,0,0,,0,1,6874.82,-17.8211,0.0,0.0,10.9219,1,10.9839,8.4645,0.0,-99.0,9.3535,1292,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.3548200000000001,L,8.230269999999999,0.18553699999999998,2.10413,8.45,-18.0218,1.1265,0.7652760000000001,1.84791,1.7451299999999998,2.10394,2.46654,0.0828171,0.146643
ECO09890,ECO09890,ECO09890,ECO09890,ECO09890,0.0,-0.7425983,0.0,-0.7425983,40.4896,5.5384910000000005,214.1699,5.34225,407.791,6.3995370000000005,4.622506,4.0965739999999995,971.4117,9.860246,117.605,4.699724,344.3384,6.424509,115.90299999999999,4.395263,73.05803,4.413304,497.2074,3.927198,4321.384,30.44400000000001,1499.692,11.84532,717.1649,9.503658999999999,505.8413,7.831327000000001,37.812870000000004,4.57939,0.0,1.050193,348.99800000000016,6.677222,0.0,,835.2318241605859,598.0049121022329,9254.045312791304,1181.924593515291,595.6257811378202,109.69152380949491,1526.2338611588914,164.81580299311932,2349.123219862071,234.46852826679748,0.0,,0.0,,0.0,,4372.230406446139,389.16538978437836,503.5568320197864,44.98802543290609,1433.691564497852,126.65820573118,393.77478073082517,36.447889649529046,216.93167548672074,25.867263704291872,1477.4134291230762,89.36717584489159,12504.578962435957,749.7872256277689,4340.383024648586,261.0799920997956,2030.1523319212606,126.10334153455996,1442.400375084808,92.5007891336135,ECO09890,0.0205,0.0742,0.0321,0.0131,0.135,11.025,0.3265,0.0526,26.2508,0.0214,0.1835,161.97,0.0979,0.4919,12.5828,5.4119699999999975,15.068,14.4458,-0.228331,11.7801,14.1278,0.449,15.2739,0.0308,0.021,0.0205,-20.5142,13.8528,0.0266,6569.32,0.0,0.0358,0.0205,16.1613,3.3834,4.38716,1.88042,0.154226,0.8395959999999999,10.35,3.34634,1.56544,10.15,0.524614,2.34258,3.295606,9.99,0.125893,1.01735,3824500000,9.875169999999999,0,0,1,187068000,0,ALFALFA,0,2,6516.11,-21.9082,0.0,94.3031,12.2319,0,12.3729,10.7515,0.0540799,0.9791,10.8445,7052,0.134447,0.0,93.6696,12.3635,1.0,notinresolve,0,1,1,1.19119,L,9.52092,0.326466,0.154226,10.15,-20.9268,1.82345,1.22194,2.7281299999999997,2.55247,0.154227,3.45715,0.288326,0.49291999999999997
ECO01470,ECO01470,ECO01470,ECO01470,ECO01470,325541.6,125720.6,-104.6582,142.7899,182.9171,6.060412,141.3539,4.23095,245.9281,4.597665,44.9041,2.9900580000000003,541.8541,6.816648,771.7795,9.032075,2323.244,18.3648,56.88729,2.298505,14.992339999999999,1.517679,9.399672,0.47643149999999995,1663.024,13.9696,28.35158,1.437026,78.66454,2.022774,56.185669999999995,2.144494,31.02488,1.9677650000000002,2312.538,8298.463,2332.931,18.47071,0.0,,323.22587617395334,53.50381767432896,816.5181572362729,68.5798221061892,266.73777242115915,19.36930027683313,191.8870548550709,11.933562173362436,305.118903571688,15.517074560383833,51.072309662997924,6.372148238133158,7.737082679351441,4.799784437114315,5.955218763892327,4.685574747793006,618.9968582793263,21.738512937146673,910.4214485909469,28.86200826140428,2592.8527933719865,80.56610158425967,60.201269944667466,4.583141581516954,16.405881016646426,2.7093886580018265,13.090357623027367,0.9991162856720854,1770.3310146788733,33.73085477805607,38.46175734269471,2.9339213237182173,89.41336410987476,4.0112061897211095,63.472811082476646,3.3328770318237217,ECO01470,0.0092,0.0333,0.0144,0.0059,0.0605,0.0,18.0109,0.0236,39.5192,0.1228,0.0823,188.833,0.0439,0.0,15.9691,3.4710199999999998,17.145,17.1057,0.0126362,0.0,17.0758,0.4094,9.48542,0.0,0.0248,0.0246,-17.7227,16.9434,0.0312,6338.71,0.2721,0.2305,0.0345,17.7611,1.6113,2.33304,0.6494770000000001,7.0894699999999995,0.0870457,8.29,1.7706099999999998,0.604137,8.23,0.041706099999999996,1.04887,0.28175443,8.17,7.079460000000001,0.6017060000000001,0,9.772730000000001,0,0,0,0,0,,0,2,6231.83,-20.0707,0.0,189.43099999999998,11.5009,0,11.5089,9.8925,0.100326,-99.0,10.1935,1357,0.0818747,0.0,118.25399999999999,12.0685,1.0,notinresolve,0,1,0,1.54988,L,7.99107,0.14639000000000002,7.0894699999999995,8.23,-17.7105,1.04552,0.646299,1.7663400000000002,1.60671,7.08909,2.32753,0.04051780000000002,0.08511160000000001
ECO03691,ECO03691,ECO03691,ECO03691,ECO03691,0.0,-0.7497590000000001,0.0,-0.7497590000000001,37.45949,3.189003,21.04191,2.675779,41.12437,2.6735919999999997,7.930335,2.6785189999999997,85.55657,2.967063,138.3825,3.482219,407.2071,5.0863190000000005,12.022780000000001,3.021881,27.58667,2.989345,90.19886,1.43961,370.1004,5.152555,272.0606,4.342192,107.4051,3.614804,90.3622,3.888054,11.626669999999999,3.491769,0.0,1.060319,404.0924,5.098202,0.0,,0.0,,1.3115685611149852e+22,3.661917988931108e+21,94.49387957907331,27.56312614614133,120.61452294504957,40.444074394337015,189.0758036118298,52.172798281415155,0.0,,420.9181470496946,343.83010476395896,0.0,,245.80339107027504,56.71623020344883,333.9824848657741,71.45338321237884,951.9194287625714,201.02723396172695,40.46272415738103,21.564319392726368,47.976867647351895,12.005601272239534,182.7962166872221,28.03622034944919,702.9976984609866,106.99273394842608,537.2116380030219,81.91991963626351,194.35213726975135,30.733330731287488,157.2638087517679,25.605522830036946,ECO03691,0.0095,0.0344,0.0149,0.0061,0.0626,10.6872,10.632,0.0244,33.7383,0.0393,0.085,139.923,0.0454,0.2619,11.7501,38.8965,13.8621,13.084000000000001,-0.0219936,11.0283,11.6188,0.512,121.84700000000001,0.0665,0.3127,0.1208,-21.6444,12.5752,0.0349,6049.12,0.9562,0.054000000000000006,0.0786,15.5216,3.69731,4.49311,2.46374,0.0203915,1.0348600000000001,10.83,3.06423,2.13732,10.77,0.708443,2.26844,0.25569812,10.69,0.011220200000000001,2.04925,0,9.900360000000001,0,0,0,0,0,,0,38,6780.77,-24.583000000000002,13.9615,282.973,14.0479,0,14.0479,12.0155,0.497384,0.5852390000000001,12.0515,357,0.45932799999999996,14.0817,338.176,14.102,1.0,notinresolve,0,1,0,1.02023,L,8.58259,0.151293,0.0203915,10.77,-21.5976,2.18628,2.3584400000000003,2.9820900000000004,3.57482,0.00581084,4.37064,0.660704,0.969894
ECO05597,ECO05597,ECO05597,ECO05597,ECO05597,207.666,15.81015,201.5818,13.60704,13.19348,7.396333999999999,65.29173,4.8622559999999995,123.7104,5.108766999999999,-2.776293,4.24376,260.4092,5.716769,65.60239,4.3601339999999995,193.8299,5.574811,28.417990000000003,3.3620870000000003,25.8105,3.020595,135.3195,1.8563610000000001,962.5475,10.57964,408.1547,5.599208,204.3682,4.764941,148.0986,4.597199,13.4952,3.272958,434.7953,26.15351,189.1128,5.784777,0.0,,451.5623182205043,270.76908392683674,751.5466017244435,269.8965312806835,103.57078959311556,50.394959984161865,181.7944524059501,28.907798951162206,283.73387536082316,37.80665939259283,0.0,,24.216762582351024,10.37610185294376,0.0,,511.82139555391433,48.03337716436228,121.5197843215027,11.046624492144476,346.5285512527568,30.969646721583292,49.564682503708156,10.136542008313429,38.801898989058884,7.0775313255664525,212.4434077228706,10.934853946331382,1463.8091912841949,71.059404799295,624.4497772204229,31.861334055998558,312.42860568919195,18.448161297415357,230.81357916839013,14.908552130126948,ECO05597,0.0057,0.0207,0.009000000000000001,0.0036,0.0377,13.0008,0.0911,0.0147,44.851000000000006,0.0434,0.0512,166.62099999999995,0.0273,0.0972,14.0911,3.18023,16.2181,15.6802,-0.0325089,13.5131,15.4142,0.7146,11.2011,0.0657,0.0259,0.0417,-19.1307,15.1918,0.0605,6336.13,0.0,0.0806,0.0253,17.3656,3.18912,4.08646,1.89592,0.338027,0.746067,9.63,2.93661,1.63185,9.45,0.48200000000000004,2.03927,0.64868291,9.27,0.28183800000000003,1.13192,0,9.17517,0,0,0,0,0,,0,1,6336.13,-19.1307,0.0,0.0,11.2979,1,11.2499,9.4505,0.0,0.569078,9.6345,4288,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.07794,E,9.48579,0.09106449999999999,0.338027,9.45,-19.5991,1.51884,1.28325,2.30357,2.38939,0.339872,3.1741200000000003,0.261374,0.41270100000000004
ECO11818,ECO11818,ECO11818,ECO11818,ECO11818,0.0,-0.7487255,-327000000.0,639000000.0,24.21076,6.1475089999999994,34.15718,4.108479,64.57059,3.769254,3.283404,3.8296989999999997,122.9725,3.7788739999999996,75.13329,3.824934,214.0956,5.081738,15.2569,2.810679,19.96179,2.4256759999999997,18.9798,0.8339435,328.0818,4.620182,57.24746,2.515364,73.68623000000002,3.0236509999999996,45.05381,2.8944520000000002,8.47298,2.545817,6.7712270000000006,466.7552,210.6253,5.092575,0.0,,122.52577534455807,39.945504114659684,237.14860698822537,51.51717189867603,27.18236697868193,10.689911868501573,20.84338888600622,6.470763478568632,49.09792687945505,8.297734263393966,0.0,,5.990831942905313,7.797534505508147,17.070497906351587,335.8177675735019,103.98512342634208,11.215438441742373,66.03401512856422,6.399665979373211,189.0530015828726,17.971830963972987,12.800476979327529,3.854904040593153,22.518177485838056,4.398003221086731,18.86792146060097,1.7390848464222899,297.3974529993383,15.550028741718357,55.529080773168104,5.100337487284191,73.0492955582626,5.804378977877773,40.40366962447896,4.336467881544697,ECO11818,0.0122,0.0441,0.0191,0.0078,0.0801,12.7726,0.1938,0.0312,42.47,0.0229,0.1089,169.285,0.0581,0.3147,13.8725,8.53843,15.2496,14.9963,0.0364704,13.1295,14.8533,0.6471,23.9892,0.1423,0.0227,0.0384,-19.8822,14.7675,0.0498,6444.38,0.0,0.106,0.0219,16.164,2.22987,3.0081700000000002,1.15638,2.56831,0.315893,9.45,2.1676900000000003,1.03368,9.29,0.193199,1.3893799999999998,1.5507615,9.21,3.16228,0.8589969999999999,0,10.068,0,0,0,0,0,,0,1,6444.38,-19.8822,0.0,0.0,11.2269,1,11.4449,9.2975,0.0,0.43981899999999996,10.1395,8306,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.22728,L,8.27785,0.193751,2.56831,9.29,-20.0865,1.16002,0.930523,1.8787900000000002,1.9099099999999998,2.57266,2.62868,0.10910399999999999,0.18062999999999999
ECO04244,ECO04244,ECO04244,ECO04244,ECO04244,0.0,-0.7425166,-129000000.0,18700000.0,22.78775,6.3829970000000005,137.5646,5.5113650000000005,279.0026,6.371897,4.0300720000000005,5.521879,746.7694,9.344338,103.6307,6.427539,283.9275,7.4720520000000015,71.90054,6.054901,145.4698,7.884189,999.6833,6.959008,4604.68,31.943579999999997,3015.276,20.98995,629.4359,11.935210000000001,624.4886,11.81435,25.076729999999998,8.355514,0.0,1.0500770000000001,348.7683,9.535558,0.0,,0.0,,66563339567.3925,6154434464.786947,2479.617658157941,705.9375938377306,3549.272259092657,377.1110051320814,5314.9418109500875,478.29642932264227,0.0,,0.0,,0.0,,9388.111394543048,709.8889694714705,1340.97799511201,112.19642532162806,3788.4720205674016,314.0429510729458,604.0785564846781,92.54718392217501,963.145567741219,112.41323988097626,6009.505099409773,311.22108730423656,26849.998588393115,1385.0792242177868,17610.525509274376,906.9652089384848,3648.018456025801,210.46932833383212,3353.260974393524,201.05033424206178,ECO04244,0.0175,0.0635,0.0275,0.0112,0.1155,10.8209,17.6098,0.045,4.7739,0.0249,0.157,205.113,0.0838,0.2763,11.7784,8.90017,14.3796,13.6658,-0.13588,11.0334,13.2814,0.7081,25.9275,0.1522,0.0226,0.0204,-21.3333,13.0076,0.0648,6827.79,0.0312,0.1442,0.0206,15.8198,3.81965,4.71467,2.45581,0.130653,1.00206,10.71,3.26092,2.13101,10.63,0.677259,2.3659,1.7423308999999998,10.49,0.125893,1.62942,3943080000,9.66812,3489100000,220823000,1,156827000,5126000000,ALFALFA,0,6,6787.3,-21.7439,0.0,76.6782,12.2519,1,12.2799,10.7545,0.0980477,2.01825,10.8285,33,0.101664,12.3796,101.287,12.3371,1.0,rs1168,1,1,1,1.05529,L,9.561069999999999,0.279364,0.130653,10.63,-21.6762,1.98616,1.8788099999999999,2.8618799999999998,3.1492400000000003,0.0656743,4.02495,0.466341,0.715734
ECO05916,ECO05916,ECO05916,ECO05916,ECO05916,0.0,-0.7498382,0.0,-0.7498382,93.74306,7.720872999999999,177.3119,5.939413,334.5952,6.659661,5.55258,3.8464160000000014,731.6181,8.71382,521.5873,7.562832000000001,1586.402,14.96599,110.8564,3.5434919999999996,44.38878,3.137424,118.8858,1.6488650000000002,2895.014,21.96989,358.587,4.9733540000000005,344.3993,5.125036,241.7979,4.554209999999999,85.27257,3.434129,0.0,1.060431,1594.1229999999994,15.085239999999999,0.0,,904882.8542226964,8978564.580512736,0.0,,355.83535947466555,55.521588574681864,597.3914618010008,61.31738184584853,910.7434009838147,78.9574177316827,0.0,,0.0,,0.0,,1561.5904118724914,102.36348854544799,1107.651605596733,69.08235243453036,3128.6516656674394,191.6612621541731,180.37467882337768,12.939238082497265,69.27949979060745,8.627819283609151,187.21016036838452,7.399801687607982,4466.148577955326,157.1925123872147,548.6253485651442,21.52647904239905,519.3388802321539,20.497308310755557,362.3853819866106,14.421891712107602,ECO05916,0.0126,0.0457,0.0198,0.008,0.0831,12.6839,17.6908,0.0324,29.482,0.0216,0.113,183.38299999999998,0.0603,0.1065,13.5603,8.69786,15.582,15.0662,0.14049,12.8742,14.8117,0.32899999999999996,26.6497,0.0442,0.0251,0.0208,-18.7242,14.5931,0.0411,3900.46,1.2409,0.0779,0.0222,16.7455,3.07836,3.9314699999999996,1.8459,0.2139530000000001,0.709148,9.45,2.79472,1.59865,9.31,0.461899,1.9416099999999998,0.31959767,9.11,0.125893,1.23488,0,9.317910000000001,0,0,0,0,0,,0,1,3900.46,-18.7242,0.0,0.0,11.2389,1,11.1569,9.3205,0.0,0.504861,9.6245,4495,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.0638299999999998,L,8.787460000000001,0.201004,0.2139530000000001,9.31,-19.037,1.57989,1.4036799999999998,2.35846,2.51147,0.21534499999999998,3.29005,0.303291,0.472092
ECO05414,ECO05414,ECO05414,ECO05414,ECO05414,0.0,-0.7851269000000001,0.0,-0.7851269000000001,4.467301,3.9597860000000003,22.9266,2.771262,34.24184,2.475245,0.8527302,2.368007,78.90337,2.396046,27.234240000000003,2.1660459999999997,78.83698000000003,2.545225,8.626582,1.918886,12.599310000000001,1.603429,34.12069,0.7006581000000001,345.0941,3.6905370000000004,102.9159,2.1133439999999997,69.7465,2.1984619999999997,44.50783,2.090967,8.043882,1.813176,0.0,1.1103370000000001,78.39797,2.758871,0.0,,1595.821818045639,235.96729047626042,430.02797479257714,641.3756309109377,27.94587939733768,52.606827493655096,71.83582600381696,15.27225508792054,112.56379453011644,18.36093413193138,0.0,,0.0,,38.24345003615896,709.9858701219533,230.87405527832348,21.38104303341188,69.175152694995,6.471420215555622,197.4830676338457,18.19574671589711,28.442033283245287,10.756883239215092,27.145889692013288,5.269943155761113,68.62956233905513,3.4245504954670305,660.2997980960051,29.705696347222425,201.7977008307466,9.980807390069259,130.4714579684968,8.262849084016228,82.95882137611191,7.046404527934987,ECO05414,0.017,0.0616,0.0266,0.0108,0.11199999999999999,12.1799,18.6642,0.0437,3.3564,0.0216,0.1522,149.245,0.0812,0.1211,13.3426,11.149000000000001,15.8509,15.2009,-0.0136681,12.6236,14.8483,0.221,22.8708,0.0698,0.025,0.0587,-19.6583,14.5576,0.0433,6266.07,0.0214,0.0602,0.0234,17.2156,3.7213800000000004,4.71914,2.23164,0.205565,0.8996700000000001,10.01,3.38717,1.90695,9.81,0.57498,2.38941,0.82623012,9.67,0.125893,1.29481,4442200000,9.39635,355836000,284718000,1,189030000,1779180000,ALFALFA,0,2,6213.47,-19.8618,0.0,93.2304,11.4899,1,11.4409,9.8705,0.022272,0.626182,10.1435,4135,0.114883,0.0,51.8994,11.4367,1.0,rs0175,1,1,0,1.14218,L,8.31896,0.270853,0.205565,9.83,-20.2154,1.7070900000000002,1.47791,2.56281,2.6995299999999998,0.284905,3.55524,0.30236799999999997,0.485472
