 	ra	dec
 	165.0798228	4.171939695
 	165.0981671	4.196620941
 	165.1527259	4.198377909
 	165.2113858	4.39154594
 	165.3010475	3.553628359
 	165.3831152	4.377392148
 	165.4757202	4.046525022
 	165.4874791	4.026387856
 	165.5285764	4.257448584
 	165.5755891	0.23312566
 	165.635435	4.061546793
 	165.7672196	3.700692889
 	165.8107886	3.724862976
 	166.0529707	4.330590424
 	166.2859569	4.822295391
 	166.312048	0.989255136
 	166.3882591	4.196376804
 	166.4169945	4.612756252
 	166.4569723	1.744534105
 	166.4582357	0.403163833
 	166.498992	4.514247092
 	166.5096435	4.429568997
 	166.5453789	4.336263794
 	166.5575473	2.616809065
 	166.5781512	4.463051862
 	166.5798883	4.636887203
 	166.6722268	4.444810318
 	166.6886389	4.86410548
 	166.8335874	4.542277543
 	167.1414465	4.831886665
 	167.2687687	4.776211821
 	167.2782423	3.927872055
 	167.4938834	0.181421627
 	167.5457806	4.97835892
 	167.6815077	4.492819827
 	167.686721	4.846660207
 	167.7347422	4.731981185
 	167.7355729	4.729481879
 	167.7815356	4.337920033
 	168.0904661	3.761367508
 	168.3163206	3.657440002
 	168.3340004	3.620406022
 	168.4334125	4.240669261
 	168.4691274	4.290769999
 	168.4717577	4.801769415
 	168.5684219	4.192332496
 	168.5751413	4.709809341
 	168.6012422	4.160341698
 	168.6231459	2.605774865
 	168.7058755	0.905622738
 	168.7657878	1.700352675
 	168.7720773	1.286830021
 	168.8010765	1.185965529
 	168.8316768	4.206875544
 	169.0162854	3.567560797
 	169.0789243	4.139184502
 	169.1433124	4.080460205
 	169.2052898	4.361473771
 	169.330966	2.881706964
 	169.3351605	2.446932399
 	169.3732793	2.504299934
 	169.3930387	2.772623595
 	169.5025853	3.810843602
 	169.544016	2.60079925
 	169.551384	3.803849727
 	169.6052952	0.195922866
 	169.6188062	1.664065978
 	169.6297802	3.383531989
 	169.6651968	3.697472558
 	169.6729705	2.622061548
 	169.6852992	2.03281035
 	169.6861674	2.90923398
 	169.7315755	0.089917006
 	169.7625531	4.444243312
 	169.7711739	1.252181862
 	169.7814538	3.231175539
 	169.790485	3.229073248
 	169.7940804	3.208336788
 	169.8169685	3.561888106
 	169.8592476	3.201671036
 	169.9829263	1.198925925
 	170.0557952	0.942706114
 	170.0734907	0.886063914
 	170.1064884	1.066964649
 	170.1643143	0.457499782
 	170.1940137	0.470624402
 	170.1999399	0.468795876
 	170.2040965	0.459300606
 	170.2053724	0.390250226
 	170.2298816	2.025676055
 	170.2488363	0.534370541
 	170.3168284	1.784609634
 	170.3617653	3.445880895
 	170.3656493	1.467739812
 	170.3870768	2.810576584
 	170.5047731	4.96032787
 	170.5338251	4.692874537
 	170.6104192	0.424736456
 	170.6632585	0.55598014
 	170.6754462	0.591794922
 	170.9050026	0.981930613
 	170.9609865	1.734258834
 	170.9907131	0.621744279
 	170.9944888	2.937071435
 	170.9984772	2.691846178
 	171.0609813	2.010184912
 	171.0652004	2.958599793
 	171.1567664	1.16868419
 	171.1760189	1.215132784
 	171.5040534	1.984265315
 	171.5342235	2.833177766
 	171.5397492	1.895599239
 	171.574848	2.579780395
 	171.6740746	1.241439662
 	171.7209795	2.180208418
 	171.7420004	2.333001841
 	171.9176338	3.58997779
 	171.9846166	3.71070433
 	171.9872406	1.299542579
 	172.0597941	2.400230359
 	172.0667516	2.633686024
 	172.0734174	2.654048548
 	172.1139707	1.082566077
 	172.128732	0.78263236
 	172.170267	4.771808693
 	172.1931382	1.617942769
 	172.206507	1.823796581
 	172.2420309	0.878980245
 	172.2499911	3.854011961
 	172.331459	3.089445138
 	172.3691276	0.113052905
 	172.3821007	1.034712288
 	172.3934445	4.347507659
 	172.3944642	1.067983439
 	172.405467	3.156244256
 	172.4498976	1.137945427
 	172.5517791	3.801092983
 	172.6566424	3.756659592
 	172.7225495	4.533750096
 	172.7363448	2.287166851
 	172.8678533	0.494547471
 	172.9212881	3.488061463
 	172.9562342	0.330953343
 	172.9807659	0.992429709
 	173.02419	3.56239236
 	173.0432713	1.207392707
 	173.0558832	0.819345115
 	173.0688215	0.512290417
 	173.0899259	0.804036711
 	173.1433009	0.801343349
 	173.2181512	1.172649931
 	173.2232263	0.568148117
 	173.3396471	0.798795103
 	173.4947421	4.345107923
 	173.5162143	2.973465959
 	173.5716746	3.84164815
 	173.6021123	1.154360765
 	173.6323387	3.634891296
 	173.7689272	1.675869463
 	173.770432	2.551439463
 	173.7810871	4.221012017
 	173.7952041	1.98678437
 	173.9038684	0.127776812
 	173.9116983	1.357617752
 	174.1138593	3.97546209
 	174.2260419	4.123688788
 	174.3821125	0.273995689
 	174.4072667	3.324542704
 	174.4098651	1.08665547
 	174.4362056	4.075058957
 	174.6185061	0.300514115
 	174.7288579	3.580987715
 	174.7305165	3.600788603
 	174.8012345	1.157923754
 	174.8618036	3.471143404
 	174.8736191	0.116622293
 	174.9100496	4.465690305
 	175.0493327	3.56785268
 	175.0499894	2.185217035
 	175.0789833	4.269714398
 	175.207209	1.758903252
 	175.2139061	4.80968748
 	175.2363914	1.461095533
 	175.2566702	1.4934047
 	175.2906759	4.625740296
 	175.3424144	0.1275775
 	175.4311387	3.781905851
 	175.4621225	2.393087208
 	175.4672662	2.582031502
 	175.5511903	0.334114581
 	175.686749	0.282299898
 	175.7245358	0.161852495
 	175.7886803	0.559068849
 	175.837405	0.02854149
 	175.8548019	0.013868062
 	175.9028083	4.929749232
 	176.3968975	3.231924019
 	176.442122	3.029794783
 	176.4882583	4.747142938
 	176.7226347	2.100688204
 	176.769613	1.814233845
 	176.8036788	2.533934072
 	176.8835323	2.787636381
 	177.0007679	4.488203625
 	177.1574845	0.024448559
 	177.2301552	4.164813842
 	177.3469932	2.692625164
 	177.4138126	3.221846433
 	177.6280255	1.983330401
 	177.883326	4.852649256
 	178.0060629	1.997886145
 	178.0467153	4.356564549
 	178.0626074	2.533174962
 	178.0979497	3.974462616
 	178.1409779	2.026940934
 	178.1808847	1.740867068
 	178.2229165	1.578375765
 	178.4902969	1.834743287
 	178.5088908	1.548482704
 	178.7138179	2.95936021
 	178.741768	4.660662261
 	178.7474683	1.858424127
 	178.8664452	4.147352662
 	179.108835	3.766668964
 	179.1905151	1.014294588
 	179.2155219	4.838332949
 	179.2360414	2.806409104
 	179.2599443	0.498463954
 	179.3478653	4.54311273
 	179.3959167	4.556220037
 	179.6811026	4.361633076
 	179.8952648	3.338147703
 	180.0749133	0.294943293
 	180.1108325	1.66880755
 	180.1528879	2.146689361
 	180.2444761	2.103763471
 	180.2708374	0.113770612
 	180.3050375	2.049967089
 	180.3212115	2.08813965
 	180.3344292	2.52394244
 	180.3452285	1.925588145
 	180.3817589	1.295842969
 	180.3972137	4.592553132
 	180.4208942	4.769993954
 	180.4561847	4.405409505
 	180.4560917	2.421478859
 	180.4622016	1.569819268
 	180.4838185	2.096023414
 	180.5225069	1.525965996
 	180.5397943	3.310654128
 	180.5733062	4.716542465
 	180.5840944	1.798078929
 	180.5956164	4.329907536
 	180.6093252	1.352703707
 	180.6196129	2.288573983
 	180.6283925	4.405292051
 	180.6362805	1.74886803
 	180.6414201	1.861136748
 	180.6514495	4.550023089
 	180.677828	1.952158391
 	180.6788241	1.526343788
 	180.703894	4.208063943
 	180.7316044	4.2341388
 	180.7370698	1.393795242
 	180.7393587	2.135334378
 	180.7407197	4.845976874
 	180.7539255	2.836488338
 	180.7583347	4.11868815
 	180.7713498	1.478243743
 	180.8050698	1.950931229
 	180.8445114	4.229839593
 	180.8466403	2.834545021
 	180.8696881	1.976502321
 	180.872888	1.229423493
 	180.8809153	4.167601925
 	180.8820054	2.008583426
 	180.8839423	3.39777321
 	180.8867429	1.80290284
 	180.893199	2.179015939
 	180.9000681	2.049975955
 	180.9009915	3.75653631
 	180.9039529	2.630509219
 	180.9066777	2.046997948
 	180.9126707	3.645907348
 	180.9127213	4.440439129
 	180.9258684	1.457552144
 	180.9341984	4.215463851
 	180.934792	1.836094936
 	180.9360066	1.695186758
 	180.9483346	2.017222734
 	180.9530796	4.222014293
 	180.9542265	3.548295694
 	180.9663254	1.836128919
 	180.9758771	1.891541258
 	180.9775614	2.181079815
 	180.9897103	1.96095167
 	180.9924373	1.482702717
 	180.9977287	1.410781046
 	181.0203712	1.971834509
 	181.0248549	1.847082006
 	181.0309321	1.58354111
 	181.0405103	1.826179822
 	181.0463108	2.321375221
 	181.0544998	1.900209175
 	181.0620891	1.866735728
 	181.0693161	1.546287037
 	181.0695953	2.002359865
 	181.072121	1.917518729
 	181.0720661	3.873180373
 	181.0760514	1.699974425
 	181.0790888	1.848433271
 	181.0832359	1.567490421
 	181.1026335	2.459341971
 	181.104885	1.64734956
 	181.1126056	1.896124257
 	181.1151162	1.748539887
 	181.1203311	1.894354032
 	181.1227227	1.940031348
 	181.1244085	2.448575683
 	181.1262273	1.684024522
 	181.1284762	2.343366314
 	181.1340671	2.453185063
 	181.1417365	1.801905155
 	181.1418677	1.738241328
 	181.1449765	1.842409467
 	181.1522419	2.047537274
 	181.1530031	1.892698693
 	181.1531012	1.919050757
 	181.1575644	2.072627968
 	181.1584499	1.787844929
 	181.1686939	2.138854984
 	181.1716828	1.996924113
 	181.1744028	1.602770322
 	181.1914896	1.803993236
 	181.1933159	2.005280509
 	181.2219359	1.9423236
 	181.2257592	1.821361342
 	181.227525	1.215505206
 	181.2328797	1.900897214
 	181.2369983	1.508310696
 	181.2391146	1.635293781
 	181.2657642	2.567160596
 	181.2852658	2.345735557
 	181.2878396	1.846044229
 	181.2893602	1.559337193
 	181.2990173	2.415823582
 	181.3248227	2.289620968
 	181.3284161	1.637642148
 	181.3338948	1.778730102
 	181.3369831	2.534341279
 	181.3397798	2.086331846
 	181.3529479	2.208586123
 	181.3646366	1.948171769
 	181.3662956	1.861491679
 	181.383178	0.039396611
 	181.4070465	1.828325583
 	181.4144066	0.408665485
 	181.4193319	1.593571763
 	181.4196328	1.575117277
 	181.4501856	1.971759469
 	181.4976163	2.498389872
 	181.4992215	1.886073272
 	181.5130436	1.555185064
 	181.5265419	2.192260781
 	181.6314449	1.616602121
 	181.6640353	1.284274485
 	181.6673589	1.334354688
 	181.8833988	1.637633887
 	181.9086173	1.574257198
 	181.9170772	0.246650694
 	182.0023044	1.362015091
 	182.0164816	0.69775762
 	182.1291956	0.752722232
 	182.1300478	1.909446694
 	182.1780164	1.456590175
 	182.2205848	0.705578349
 	182.2783412	0.473257966
 	182.2995674	1.73151719
 	182.3046584	1.836631129
 	182.3218378	1.15161295
 	182.3555498	0.308272876
 	182.3693546	0.533374937
 	182.4044482	0.53618418
 	182.4109949	0.957026377
 	182.4210479	0.657734949
 	182.4742712	0.928471218
 	182.4799639	2.068660858
 	182.5513102	0.754059808
 	182.5692752	0.626660733
 	182.6297068	0.672845608
 	182.6358901	0.677618534
 	182.64703	1.02874751
 	182.6551828	1.064907231
 	182.6818235	0.95191825
 	182.6846362	0.625964245
 	182.7095473	0.595957745
 	182.764065	0.624142719
 	182.7668698	0.972413746
 	182.7830221	0.956912066
 	182.7905871	0.785710654
 	182.7951011	2.255654062
 	182.795176	1.441804716
 	182.8325555	0.804958888
 	182.8690265	0.378623059
 	182.9042525	0.322523797
 	182.9206428	0.252672583
 	182.9445644	0.989483795
 	182.989939	1.48914757
 	182.9978143	1.349827848
 	183.03839	1.311481586
 	183.0907747	0.296517726
 	183.128552	0.894276021
 	183.1436684	0.186059035
 	183.1582038	0.893445036
 	183.1932811	0.409118008
 	183.2512417	0.043855233
 	183.2912658	1.192337018
 	183.509212	2.992726318
 	183.5331539	2.082564187
 	183.6215753	0.83016325
 	183.6371973	0.984383362
 	183.689313	0.743629102
 	183.89462	1.286448134
 	183.9686066	0.400782578
 	183.9905267	3.305955415
 	183.9940841	2.039714845
 	184.1391268	3.521544622
 	184.1772261	1.405037439
 	184.3387992	2.579734504
 	184.3722367	1.198613082
 	184.4462452	4.783080598
 	184.5694664	0.55200971
 	184.6070296	2.003872885
 	184.62521	4.306946852
 	184.6273875	0.013344986
 	184.66696	3.026993683
 	184.6986232	2.09958133
 	184.7224908	3.014398393
 	184.723018	2.99233246
 	184.7395799	2.990647872
 	184.8173618	0.648210033
 	184.8550694	0.630984999
 	184.89878	1.216695895
 	185.1116975	4.591688718
 	185.1679475	2.758132692
 	185.4785631	4.875417258
 	185.5027493	2.899361783
 	185.5372347	1.112760694
 	185.6763944	3.141904082
 	185.7066577	3.103965277
 	185.7302779	3.131643791
 	185.7324003	3.679865322
 	185.7681599	3.66590761
 	185.7963549	3.111617264
 	185.818783	4.836073422
 	185.8345196	4.895169629
 	185.8368746	4.810728967
 	185.8505173	2.679128422
 	185.8577592	4.525129813
 	185.8869605	4.483433104
 	185.8925902	4.10705002
 	185.8984343	3.768265592
 	185.911438	4.816264792
 	185.9273388	0.962249225
 	185.9611565	4.087293772
 	185.9771162	0.830597849
 	186.020446	1.189681561
 	186.0583636	3.726175948
 	186.1461662	1.892526587
 	186.2618203	1.794021739
 	186.2782969	3.791516208
 	186.430119	4.418227294
 	186.4441624	4.510365679
 	186.4609725	1.443216272
 	186.4940058	4.473975934
 	186.5600453	0.267302957
 	186.5821543	1.724365517
 	186.9818428	1.116289028
 	187.1131182	0.142543168
 	187.1187001	0.060355097
 	187.2788795	0.581199229
 	187.3400454	1.057204061
 	187.4209708	0.253477301
 	187.5028376	0.605473111
 	187.5504811	3.577400392
 	187.6530114	0.846346029
 	187.6575485	0.343984155
 	187.6978681	0.635841354
 	187.7057842	0.74515784
 	187.7167404	0.527291889
 	187.729379	3.492073943
 	187.7438192	0.651366486
 	187.7480236	0.542127238
 	187.7808491	0.46323063
 	187.7848876	0.613984586
 	187.7959032	0.606337675
 	187.8358273	3.124833485
 	187.8400678	0.239909883
 	187.8416954	0.609948835
 	187.8552702	4.020116128
 	187.874704	3.132666792
 	187.9029429	1.348447277
 	187.9194623	3.927117973
 	187.921789	0.959324155
 	187.9224297	1.306035881
 	187.9374543	0.511941979
 	187.9397935	0.452637269
 	187.9871186	3.889124541
 	188.0195531	4.127121864
 	188.1069861	0.457167441
 	188.2073435	3.300029314
 	188.3108307	3.233092507
 	188.6701526	3.323795098
 	188.6874252	0.366674344
 	188.6949961	3.010331149
 	188.7164635	1.883204923
 	188.7590108	0.037743559
 	189.3799497	3.384422492
 	189.38952	4.367893463
 	189.3965953	0.476878507
 	189.4020478	1.588947051
 	189.5120719	2.059655221
 	189.5922168	1.679215131
 	189.6197667	1.754443407
 	189.6497024	1.40242558
 	189.6531707	0.624537966
 	189.6935086	0.322619151
 	189.7005403	0.270118768
 	189.7545596	0.365738882
 	189.7591947	0.257130229
 	189.7733476	0.282971751
 	189.797371	0.717980292
 	189.8142297	0.291908007
 	189.8434177	0.460290602
 	189.9233377	0.544166449
 	189.94056	0.898340225
 	189.9687065	0.125537699
 	190.0840267	1.273449397
 	190.1552079	4.344581591
 	190.1816415	0.797960719
 	190.223405	1.008421776
 	190.2390459	0.987323616
 	190.2787757	3.610563136
 	190.284065	3.755754253
 	190.3095173	3.657479119
 	190.3398234	0.221023849
 	190.6695806	1.34589225
 	190.7172588	0.898891662
 	191.1203182	4.172364124
 	191.3181163	2.449106017
 	191.4045721	2.721963301
 	191.4905179	1.298067792
 	191.534442	4.443552827
 	191.7840051	4.136074832
 	191.8483057	0.64419064
 	191.8671104	3.038647965
 	191.8726658	0.72637268
 	191.9013681	1.665556992
 	191.9413068	3.147647318
 	192.1177887	3.440476297
 	192.1371532	3.484575028
 	192.1706575	0.832554525
 	192.2490893	1.988053606
 	192.3837281	3.632081611
 	192.3975763	3.604388345
 	192.8774808	1.1951226
 	192.9110241	1.670969109
 	193.096404	2.289090131
 	193.3820834	2.701685831
 	193.5223154	0.175297935
 	193.8855849	2.93997815
 	193.986853	1.985485249
 	194.3434726	2.370285511
 	194.3904033	3.922801931
 	194.4033321	3.445275613
 	194.4710077	3.722870673
 	194.6644778	4.393562368
 	194.7420073	1.824412015
 	194.822604	1.499423531
 	194.8235815	1.311111253
 	194.908466	4.975729371
 	194.9520297	4.999550009
 	194.955943	4.966933923
 	194.9859035	4.154850743
 	195.0196139	0.452985549
 	195.0683219	1.557640771
 	195.213868	2.924730421
 	195.2498987	2.832637229
 	195.3542695	4.469544166
 	195.4934223	3.100789827
 	195.6006633	3.375928771
 	195.717059	0.406994414
 	195.7190245	3.549035526
 	196.1172619	4.531891527
 	196.1744736	2.963755391
 	196.3064414	4.899763593
 	196.4921489	1.792582074
 	196.4943679	3.956535568
 	196.5839999	4.150140794
 	196.6399804	1.531773051
 	196.6475079	4.461600769
 	196.8286683	2.003491609
 	196.8787751	2.327043515
 	197.0491949	4.751613241
 	197.0568631	4.367612015
 	197.1141335	4.370299098
 	197.1233572	4.368009831
 	197.1385974	4.375298589
 	197.2086508	1.002288282
 	197.2121891	0.794740045
 	197.2282572	4.099190585
 	197.3321394	0.883733327
 	197.382683	0.857191059
 	197.3879061	1.673315482
 	197.3931765	1.62326391
 	197.3950401	4.950653042
 	197.4217037	2.284945077
 	197.5194865	0.949153573
 	197.5805503	2.025762283
 	197.7517364	0.875349921
 	197.8710679	3.687489343
 	197.887106	1.525730826
 	197.9060982	0.665953768
 	197.9561297	2.111196083
 	197.991705	1.957252429
 	198.0080553	0.592328828
 	198.0472207	4.77821744
 	198.0536554	2.121015797
 	198.0675503	3.783358449
 	198.176475	4.729931682
 	198.3769684	3.362056797
 	198.5881305	4.456154665
 	198.6355923	2.56471349
 	198.6373294	0.592044186
 	198.6420269	3.041329831
 	198.6675992	3.019687506
 	198.6891716	2.973683184
 	198.74805	0.962710087
 	198.7591513	3.01688133
 	198.7746629	3.04527292
 	198.8572267	0.973525259
 	198.8608142	3.01680012
 	198.8862328	3.500838341
