name,e_bv_sfd,spectofiber
ECO03054,0.01946483,0.719456
ECO09141,0.0167979,0.7417842
ECO09210,0.01564048,0.7882183
ECO05494,0.0143397,0.8231088
ECO05075,0.01980987,0.7504477
ECO13691,0.02256648,0.7624237
ECO03348,0.02410793,0.7354049
ECO05834,0.02298088,0.7642855
ECO13567,0.02880665,0.7260313
ECO07412,0.04978124,0.7936795
ECO05083,0.04857689,0.7399236
ECO07339,0.04564544,0.747066
ECO00440,0.02723881,0.9391882
ECO07400,0.02393078,0.7527343
ECO00290,0.02401097,0.7386277
ECO07361,0.01636103,0.7761816
ECO12895,0.02313207,0.777758
ECO04426,0.03433276,0.740318
ECO09443,0.01747431,0.7644025
ECO03272,0.02311102,0.7527424
ECO12902,0.01525007,0.7458146
ECO02172,0.01338715,0.7583113
ECO07076,0.01437856,0.7340014
ECO02006,0.01761999,0.7077829
ECO09779,0.01454664,0.788447
ECO08091,0.01719455,0.7293551
ECO05114,0.02541616,0.7378466
ECO07014,0.03999238,0.7353662
ECO00312,0.02650721,0.7924847
ECO10521,0.04023549,0.7467143
ECO06743,0.01934658,0.7601727
ECO01466,0.01111675,0.7898534
ECO12308,0.02295513,0.7620643
ECO09130,0.01177081,0.7411764
ECO00342,0.01830337,0.7852
ECO06090,0.01391321,0.7662439
ECO01436,0.009949579,0.7715496
ECO03898,0.01436552,0.7751343
ECO06088,0.02572812,0.7677599
ECO06138,0.03682933,0.7632141
ECO06624,0.01324342,0.7613083
ECO09953,0.02416301,0.7049111
ECO07681,0.01117481,0.7477702
ECO11607,0.009512343,0.7413222
ECO08847,0.009114524,0.7846006
ECO03775,0.01563148,0.7057298
ECO08878,0.01123731,0.7709486
ECO01499,0.009409629,0.7500591
ECO00883,0.03365875,0.9007881
ECO05030,0.05487835,0.776362
ECO11601,0.01194371,0.8479319
ECO10891,0.02159319,0.7863938
ECO12312,0.02960341,0.7754828
ECO02398,0.03278079,0.7837219
ECO12544,0.02775943,0.7630655
ECO10160,0.02576725,0.7437626
ECO07182,0.02902343,0.7664912
ECO09821,0.01222767,0.7644243
ECO11524,0.023491,0.7119944
ECO11831,0.03588896,0.7514333
ECO05172,0.03593732,0.7499362
ECO13015,0.0205267,0.7430679
ECO07926,0.02450657,0.7930843
ECO10475,0.03923521,0.7248538
ECO06311,0.03630004,0.7791227
ECO11383,0.02078995,0.7939111
ECO10669,0.02510661,0.7552552
ECO11013,0.02403883,0.7805617
ECO11035,0.02948361,0.78719
ECO06848,0.0287256,0.8150187
ECO02905,0.02830072,0.7509321
ECO03132,0.05014852,0.7606511
ECO01853,0.02536937,0.7891005
ECO12665,0.02576263,0.7915637
ECO13165,0.01797337,0.8147747
ECO00446,0.03578138,0.7261567
ECO05472,0.01391594,0.7226758
ECO10746,0.008849612,0.8494726
ECO06697,0.01270919,0.7720268
ECO06809,0.02804689,0.7179787
ECO01613,0.02838912,0.776611
ECO00910,0.1026056,0.7893293
ECO05019,0.07376279,0.7503939
ECO04734,0.0299543,0.7774577
ECO08473,0.0294583,0.8292928
ECO11150,0.0114148,0.7093123
ECO12442,0.03319382,0.8209468
ECO04780,0.03034634,0.775614
ECO10706,0.01878137,0.6856905
ECO00866,0.01051524,0.8215426
ECO03955,0.02379754,0.7341905
ECO00758,0.02675323,0.7655801
ECO09139,0.03078643,0.8324948
ECO12315,0.02178245,0.8679376
ECO02471,0.02044824,0.7566928
ECO05192,0.08531909,0.7791457
ECO08710,0.02724499,0.7986542
ECO07671,0.04907136,0.7390075
ECO00057,0.05269955,0.8520101
ECO07211,0.07597429,0.7582075
ECO05214,0.02315067,0.7473035
ECO09940,0.02147477,0.6842459
ECO11455,0.01561823,0.7338582
ECO10115,0.01897294,0.7664081
ECO10785,0.02168246,0.8550162
ECO00820,0.0334151,0.770712
ECO00561,0.02721234,0.8101618
ECO04285,0.02401266,0.7516113
ECO00050,0.02824251,0.6873365
ECO11815,0.02332413,0.8231379
ECO02893,0.04454093,0.6985111
ECO05999,0.02036798,0.7964241
ECO04019,0.03763734,0.8159519
ECO00323,0.03725383,0.7456502
ECO08520,0.02215811,0.7354968
ECO09978,0.03385932,0.7734886
ECO08889,0.01567608,0.8024783
ECO03199,0.01588552,0.7635481
ECO10605,0.01985728,0.7520199
ECO03650,0.0191359,0.79435
ECO13598,0.0191359,0.79435
ECO06067,0.01403085,0.7855033
ECO13162,0.03826831,0.7401527
ECO04197,0.03074728,0.7922459
ECO08461,0.03923757,0.7844865
ECO08559,0.02069928,0.7387089
ECO09461,0.01796933,0.7745343
ECO10373,0.01767274,0.7745621
ECO05412,0.01664009,0.7607255
ECO08819,0.02659158,0.7054268
ECO03095,0.01988283,0.7445642
ECO03518,0.01875298,0.7529865
ECO11350,0.02149455,0.8622684
ECO06089,0.009552465,0.7142066
ECO03285,0.03933995,0.9030089
ECO08404,0.03112516,0.7988742
ECO08746,0.02543126,0.7243486
ECO05985,0.02466631,0.7834004
ECO08697,0.0165042,0.7688163
ECO03717,0.01300179,0.7225261
ECO00533,0.009292765,0.758589
ECO11576,0.01020558,0.7811564
ECO11115,0.01011906,0.7249644
ECO11502,0.01269888,0.7475854
ECO00169,0.01160412,1.165475
ECO12227,0.008901869,0.7299742
ECO13178,0.009444669,0.7275763
ECO00963,0.01010278,0.7402583
ECO03808,0.01175494,0.7958135
ECO03952,0.01328374,0.8037347
ECO11130,0.01295499,0.7780731
ECO06788,0.01392368,0.8156702
ECO08586,0.03576141,0.7924923
ECO07426,0.08523224,0.7275445
ECO07081,0.09411919,1.024415
ECO07501,0.0391722,0.7652232
ECO07560,0.02519155,0.7345327
ECO10958,0.02153246,0.7772567
ECO01640,0.09809682,0.7238823
ECO10122,0.03760413,0.7228587
ECO13027,0.02492123,0.8462725
ECO05195,0.03328157,0.6883058
ECO13507,0.0386529,0.7237183
ECO07861,0.03796127,0.8178698
ECO05304,0.01435694,0.7287856
ECO06615,0.01290171,0.7750376
ECO12725,0.03850621,0.7731867
ECO07879,0.04437149,0.7592987
ECO11671,0.01321265,0.7944902
ECO10700,0.01887649,0.739279
ECO10442,0.01138439,0.7385899
ECO10444,0.01247165,0.8540073
ECO06580,0.03183536,0.7096851
ECO09198,0.01407242,0.7877427
ECO09430,0.01055293,0.8248284
ECO04917,0.02575558,0.7467494
ECO10532,0.02203353,0.803388
ECO06724,0.02123937,0.7663106
ECO07962,0.02886434,0.8329884
ECO04730,0.028435,0.7609661
ECO11295,0.03939911,0.7553965
ECO07994,0.023836,0.7724531
ECO05089,0.02679957,0.8177743
ECO06437,0.0276953,0.743857
ECO02074,0.02499517,0.7928555
ECO01638,0.03005056,0.7279709
ECO07874,0.04146458,0.805283
ECO02017,0.02256939,0.8478755
ECO11891,0.04378971,0.7737574
ECO11933,0.03939902,0.7685786
ECO03106,0.01556276,0.739704
ECO00470,0.01406058,0.640232
ECO10325,0.04071153,0.7421042
ECO07820,0.04360199,0.7115296
ECO10816,0.02068869,0.7132422
ECO02975,0.02300092,0.7536987
ECO11931,0.01426874,0.7236084
ECO03743,0.02341198,0.7199864
ECO09780,0.01853304,0.7563791
ECO10283,0.03021887,0.7849721
ECO00874,0.01047922,0.9694933
ECO09042,0.01457127,0.7911059
ECO00872,0.02354405,0.8028743
ECO12082,0.0269893,0.736486
ECO00864,0.01331066,0.8165494
ECO13356,0.0192537,0.7652009
ECO06982,0.01595989,0.7713419
ECO09124,0.01485268,0.7666269
ECO06604,0.0171796,0.7589297
ECO00004,0.03491065,0.7164407
ECO04954,0.019258,0.7364767
ECO10407,0.0234139,0.78568
ECO13405,0.03625102,0.8920503
ECO10749,0.03972301,0.70785
ECO13440,0.03111946,0.7465002
ECO11790,0.05871248,0.7340945
ECO08082,0.03106013,0.8183611
ECO04842,0.0201013,0.7658424
ECO09366,0.01426639,0.7594873
ECO05441,0.02050619,0.7703346
ECO09483,0.01146368,0.782433
ECO09585,0.01318573,0.8388726
ECO09834,0.01379398,0.7634758
ECO09851,0.01669195,0.7603998
ECO09823,0.01311586,0.8449488
ECO13486,0.01496591,0.73186
ECO11445,0.01939615,0.7994651
ECO06052,0.01529079,0.7739894
ECO10710,0.01627957,0.8016958
ECO03747,0.01950224,0.7457958
ECO09191,0.0171102,0.8260632
ECO07013,0.01222914,0.748104
ECO08943,0.02886655,0.7432115
ECO06970,0.01854914,0.7758353
ECO04185,0.02464219,0.7697164
ECO10163,0.03333005,0.7132377
ECO08777,0.04850799,0.7709081
ECO09562,0.04773711,0.8083256
ECO01314,0.02727336,0.7907364
ECO13702,0.02565714,0.756283
ECO04625,0.03910613,0.7583823
ECO13060,0.01046553,0.7667421
ECO09871,0.01586464,0.7559714
ECO05148,0.02670023,0.738626
ECO09887,0.01839992,0.8233465
ECO09893,0.01313534,0.791041
ECO06308,0.01671214,0.6943389
ECO04724,0.01472202,0.7103239
ECO13326,0.01639041,0.7878869
ECO09211,0.02596311,0.76047
ECO10455,0.02263269,0.7199669
ECO09743,0.01804827,0.8142261
ECO11440,0.02027966,0.7597736
ECO05164,0.02191846,0.7763306
ECO04273,0.006836436,0.9933807
ECO12951,0.01284889,0.7838713
ECO06352,0.01866639,0.7375733
ECO07144,0.01341894,0.7414973
ECO13409,0.02709052,0.7631258
ECO09238,0.01225453,0.7724532
ECO00001,0.03427835,0.8001477
ECO12106,0.03252855,0.7844712
ECO09218,0.0194642,0.7863824
ECO06744,0.02099994,0.7463999
ECO07187,0.03224908,0.766947
ECO10424,0.02378699,0.7318771
ECO11839,0.03213821,0.8355973
ECO00476,0.01210642,0.7160641
ECO06622,0.01769925,0.7469981
ECO05445,0.00892726,0.7437161
ECO11376,0.01996225,0.7672318
ECO11444,0.02045254,0.7391457
ECO04611,0.01101673,0.7673779
ECO04767,0.01355638,0.7298118
ECO06105,0.01268663,0.704832
ECO04798,0.0180146,0.7978892
ECO13111,0.01013258,0.8089142
ECO08593,0.01579248,0.7959256
ECO00871,0.01834523,0.6748437
ECO10128,0.01084887,0.7385547
ECO04740,0.04579739,0.7559479
ECO00892,0.0268546,0.8019997
ECO08872,0.01446351,0.7704511
ECO04862,0.02255255,0.7646304
ECO13097,0.02776484,0.7312518
ECO02387,0.025718,0.7635903
ECO08251,0.02214927,0.9380306
ECO02674,0.02362654,0.7469764
ECO07195,0.03569279,0.7631223
ECO11320,0.02199993,0.780439
ECO10148,0.04886948,0.7670281
ECO05175,0.04561535,0.7349825
ECO00277,0.02516225,0.7189434
ECO13721,0.01711978,0.7817349
ECO07271,0.04222223,0.7429499
ECO07347,0.04489071,0.7506486
ECO06650,0.01812892,0.7314474
ECO07237,0.03763428,0.7188584
ECO07176,0.1241656,0.7122706
ECO05061,0.0301488,0.8100938
ECO05771,0.01691981,0.7725202
ECO05984,0.01460358,0.7572914
ECO09825,0.0217823,0.7565106
ECO09869,0.02982957,0.7089159
ECO05151,0.02031951,0.7933369
ECO07964,0.0372731,0.7913535
ECO06304,0.03887309,0.7463476
ECO11284,0.08121566,0.8002128
ECO03124,0.03475624,0.8042911
ECO08755,0.03304062,0.7636943
ECO13152,0.02850771,0.7570584
ECO13466,0.01926973,0.7953773
ECO08130,0.02152019,0.7645566
ECO05620,0.01670701,0.7591585
ECO02926,0.03469389,0.7657773
ECO13601,0.02474399,0.7358115
ECO03051,0.0271715,0.7556005
ECO11686,0.02812566,0.7552296
ECO02701,0.03143462,0.7799693
ECO00759,0.03450992,0.7621707
ECO02739,0.01842746,0.7355942
ECO00755,0.0205064,0.8560433
ECO12721,0.01790681,0.7948096
ECO00447,0.01726007,0.7323666
ECO13267,0.01244337,0.7461331
ECO13270,0.01706375,0.7084265
ECO13593,0.01140616,0.7421572
ECO05204,0.0256731,0.7680838
ECO09939,0.007457679,0.8200451
ECO08637,0.02441977,0.7815734
ECO02202,0.05459047,0.736239
ECO02194,0.04621451,0.7174809
ECO01258,0.03260123,0.7496726
ECO05345,0.01719092,0.756035
ECO05153,0.03399025,0.7780521
ECO04260,0.012367,0.7253522
ECO08247,0.02426639,0.6786091
ECO00934,0.02277112,0.8521368
ECO05681,0.02947591,0.8351108
ECO00675,0.02750114,0.8181955
ECO04573,0.05052058,0.7199869
ECO07563,0.04526504,0.8330505
ECO13637,0.03649699,0.7653093
ECO10743,0.05332936,0.8266053
ECO10668,0.04146352,0.7898811
ECO05629,0.05243434,0.7883152
ECO06883,0.0552527,0.7690864
ECO10914,0.05775082,0.7725003
ECO10195,0.04831835,0.7242791
ECO09844,0.02889757,0.7179342
ECO10916,0.04617537,1.487501
ECO11689,0.05231708,0.7843471
ECO06128,0.0255525,0.7672744
ECO07658,0.04000356,0.766774
ECO02104,0.04000356,0.766774
ECO03892,0.02943198,0.7653013
ECO07646,0.03113347,0.7366326
ECO04262,0.02629593,0.08658897
ECO10830,0.03758354,0.7917334
ECO10268,0.02850343,0.7714055
ECO04409,0.02970727,0.7814476
ECO08362,0.03192513,0.6957629
ECO08685,0.01970694,0.8064873
ECO05622,0.0176895,0.7489591
ECO05789,0.02011845,0.8044137
ECO05813,0.01532676,0.8357844
ECO00314,0.02073062,0.7688634
ECO07086,0.02319566,0.7596875
ECO13089,0.01195101,0.7689841
ECO08937,0.009862238,0.7500815
ECO08243,0.02772627,0.7369857
ECO13482,0.02357216,0.9033147
ECO05290,0.02772935,0.787329
ECO00806,0.01578612,0.7484722
ECO11533,0.02159053,0.75164
ECO08594,0.02002944,0.761228
ECO10566,0.0393553,0.7345358
ECO01115,0.01907956,0.711942
ECO06646,0.017223,0.7785893
ECO08727,0.0102273,0.7192008
ECO08693,0.01000014,0.7885882
ECO06665,0.01126181,0.7956212
ECO11588,0.009385159,0.7825612
ECO06145,0.01035753,0.7252946
ECO03770,0.008734977,0.7665979
ECO03842,0.01043482,0.7404594
ECO07063,0.009799911,0.7988888
ECO11148,0.01393375,0.7831649
ECO08507,0.02266809,0.729943
ECO07476,0.07603598,0.7217111
ECO07482,0.05799241,0.8851205
ECO13694,0.02549262,0.7866562
ECO12888,0.02057537,0.7834427
ECO06811,0.02373968,0.8205011
ECO11869,0.03707219,0.7415804
ECO07520,0.04868313,0.7499913
ECO00435,0.04420513,0.7191476
ECO00658,0.03468243,0.7320453
ECO10771,0.02409207,0.8080984
ECO00021,0.02735025,0.8255659
ECO10103,0.02801761,0.7393597
ECO10909,0.009686946,0.7960318
ECO10701,0.02386765,0.7248733
ECO05482,0.01663791,0.8009046
ECO00003,0.03308234,0.8630631
ECO11519,0.0107469,0.7271696
ECO04770,0.0109465,0.7627088
ECO06561,0.01976122,0.8386286
ECO06577,0.01547238,0.7222912
ECO09329,0.01885806,0.7934794
ECO06903,0.0220893,0.6979204
ECO04456,0.01656429,0.7840727
ECO04603,0.02967023,0.7375575
ECO10686,0.04048275,0.7475818
ECO04928,0.04747514,0.7252738
ECO00118,0.02311168,0.7642359
ECO04884,0.03452835,0.7953689
ECO01846,0.02666179,0.729958
ECO09824,0.02526782,0.7376262
ECO12706,0.02808131,0.7169753
ECO01315,0.0365229,0.8442061
ECO12703,0.0181714,0.8210419
ECO01416,0.01756431,0.7317447
ECO05829,0.02188038,0.7835315
ECO00508,0.01460128,0.6763713
ECO11771,0.0408798,0.7125177
ECO09979,0.03341671,0.7310448
ECO07810,0.02456927,0.746407
ECO06998,0.03456692,0.7216101
ECO00140,0.04987272,0.7382917
ECO00274,0.02249023,0.7961853
ECO02183,0.02444466,0.7486544
ECO01359,0.02696466,0.7665005
ECO09293,0.0113776,0.7145194
ECO00621,0.01056901,0.8199507
ECO05276,0.01775653,0.7457822
ECO11786,0.01670516,0.6917805
ECO05282,0.02172277,0.698354
ECO00237,0.01165765,0.828857
ECO05381,0.01848605,0.797631
ECO05417,0.01677772,0.757068
ECO05339,0.02833235,0.8069292
ECO09969,0.03780361,0.8262687
ECO07965,0.0259978,0.7370746
ECO12790,0.01482709,0.7761028
ECO05476,0.01413428,0.7100966
ECO05194,0.05472539,0.7702199
ECO09167,0.01779802,0.7382005
ECO13252,0.01461727,0.781116
ECO11547,0.01184435,0.7419273
ECO06949,0.03840292,0.7286906
ECO08049,0.03467731,0.7390848
ECO01439,0.03564775,0.6900579
ECO11944,0.03807974,0.7388587
ECO03438,0.01273363,0.7680283
ECO11592,0.0308794,0.7373187
ECO10382,0.01526058,0.8046244
ECO07425,0.02569387,0.7252442
ECO03469,0.02090557,0.7509322
ECO06780,0.01728395,0.8038557
ECO07357,0.01718181,0.7503358
ECO10875,0.0312379,0.7898229
ECO09646,0.01371502,0.7863877
ECO06544,0.01589352,0.7869939
ECO12867,0.02376764,0.7745528
ECO05987,0.01167768,0.7817867
ECO10735,0.014921,0.7957135
ECO06630,0.01375427,0.7672342
ECO05365,0.01655908,0.738502
ECO09604,0.006205205,0.8324276
ECO10429,0.0122642,0.8185104
ECO10915,0.01370549,0.7907121
ECO11092,0.01542715,0.8378344
ECO05983,0.01349032,0.7689186
ECO05947,0.01184026,0.7346617
ECO10815,0.01422263,0.7982218
ECO12899,0.01079317,0.8353593
ECO12100,0.01906714,0.8314544
ECO02541,0.02356439,0.7356521
ECO11843,0.02573137,0.7704429
ECO04512,0.01396478,0.755013
ECO00630,0.0229488,0.749198
ECO11112,0.01341521,0.775992
ECO11166,0.008900549,0.7405247
ECO07008,0.01801653,0.749868
ECO12115,0.03050306,0.7591742
ECO09963,0.01398317,0.8340167
ECO11298,0.01888237,0.7886065
ECO01081,0.04486775,0.7146701
ECO05021,0.05613275,0.7667002
ECO00803,0.0166162,0.7331688
ECO07691,0.0256651,0.7204954
ECO04796,0.01801509,0.7851508
ECO08874,0.008105014,0.7615497
ECO08853,0.009623626,0.751481
ECO11765,0.01038309,0.7730004
ECO04637,0.01693017,0.7581185
ECO11874,0.01401315,0.7773896
ECO01019,0.02093682,0.7477386
ECO12533,0.0182068,0.7429113
ECO00949,0.03089318,0.7464166
ECO01864,0.02492603,0.7096226
ECO12551,0.01742852,0.7413798
ECO01695,0.01625887,0.8236392
ECO02916,0.02539438,0.7953849
ECO02405,0.01322816,0.7871034
ECO02396,0.03798157,0.75124
ECO07224,0.04024987,0.8092087
ECO07220,0.04048459,0.7179435
ECO00522,0.02687969,0.8483849
ECO00436,0.05036379,0.778593
ECO03364,0.02450583,0.7382207
ECO07340,0.02827472,0.6248121
ECO03595,0.02339558,0.7193228
ECO07251,0.02401083,0.764725
ECO05193,0.03315694,0.7826129
ECO13771,0.03961781,0.729867
ECO05361,0.1593865,0.7688856
ECO04035,0.02316398,0.8399004
ECO09773,0.01243178,0.730801
ECO10483,0.01386721,0.8140672
ECO13446,0.01080175,0.8053781
ECO09705,0.03008805,0.7290396
ECO03436,0.02986425,0.6968029
ECO10528,0.03119786,0.7414162
ECO12547,0.02809759,0.6936651
ECO11517,0.03081339,0.6727365
ECO05117,0.033876,0.7498723
ECO05176,0.02619056,0.7433001
ECO11233,0.03806353,0.7659732
ECO05688,0.03273929,0.7247398
ECO03170,0.03421893,0.7389964
ECO03371,0.04611509,0.7195168
ECO00691,0.04382991,0.7522063
ECO13240,0.05522339,0.8096723
ECO07066,0.02682878,0.7748725
ECO05818,0.02333436,0.7636437
ECO03325,0.03447657,0.7746288
ECO01811,0.03421826,0.7318192
ECO12643,0.02552954,0.7441813
ECO02703,0.02243179,0.8439324
ECO03974,0.02292227,0.750176
ECO01605,0.01406744,0.7645785
ECO09704,0.0288231,0.7789371
ECO00420,0.01204852,0.787128
ECO10918,0.01740017,0.7222226
ECO13262,0.02121973,0.800435
ECO09885,0.006641277,0.7976218
ECO07146,0.01082667,0.7148562
ECO00406,0.00923124,0.7565641
ECO05250,0.01930294,0.7582285
ECO05326,0.01341116,0.8022735
ECO07574,0.06027849,0.7607419
ECO05668,0.03089583,0.7172327
ECO13029,0.03088723,0.7757009
ECO04665,0.0291822,0.8346848
ECO08388,0.01999095,0.7852917
ECO08378,0.03441155,0.7871147
ECO11677,0.03226155,0.8187491
ECO11707,0.05185265,0.8073439
ECO04967,0.06096111,0.8056478
ECO06586,0.04394721,0.7180862
ECO06295,0.01510217,0.7362803
ECO11133,0.02154538,0.7564188
ECO05027,0.03445409,0.7493071
ECO02234,0.01291342,0.7796528
ECO00986,0.02091402,0.7908885
ECO04955,0.05342065,0.7689733
ECO00458,0.01657553,0.7113133
ECO09427,0.00817169,0.8128578
ECO05870,0.03443476,0.8124753
ECO09764,0.0197134,0.7940441
ECO12851,0.01924493,0.7564076
ECO02806,0.04151571,0.8127444
ECO06034,0.02457527,0.7339658
ECO07677,0.02755424,0.6714727
ECO04372,0.02698402,0.7207331
ECO08807,0.02362516,0.8219925
ECO05340,0.02616967,0.7492485
ECO11293,0.01701611,0.8461759
ECO08960,0.01471175,0.7674336
ECO08852,0.02283129,0.7394288
ECO08677,0.0235436,0.7628289
ECO12815,0.01659543,0.7640853
ECO03709,0.016108,0.7281688
ECO06715,0.01669656,0.7639405
ECO03675,0.01659628,0.7081056
ECO00812,0.009810415,0.7632143
ECO01921,0.008144576,0.7709571
ECO06151,0.01336067,0.8218611
ECO05316,0.02817961,0.7577956
ECO08311,0.0235213,0.7659254
ECO11408,0.02096189,0.7760168
ECO06645,0.0195035,0.8039114
ECO01885,0.01327202,0.8102544
ECO08748,0.01042906,0.7648128
ECO11481,0.007997029,0.7066454
ECO06912,0.01032528,0.7145301
ECO11570,0.01371478,0.7781159
ECO01903,0.01079581,0.7567687
ECO11575,0.01051588,0.7489961
ECO06178,0.01058384,0.7427862
ECO08585,0.01363301,0.7495628
ECO05626,0.05070694,0.7083091
ECO07512,0.04195451,0.7817206
ECO02908,0.02301951,0.7835599
ECO02952,0.01893851,0.8322131
ECO00441,0.02302299,0.7511048
ECO01610,0.0453513,0.7953062
ECO10146,0.03978039,0.7325285
ECO07485,0.04701746,0.7630991
ECO07567,0.05477078,0.7988376
ECO07561,0.02824828,0.774821
ECO04609,0.02902153,0.7757669
ECO10945,0.03952168,0.7174672
ECO07568,0.02124301,0.7752076
ECO10309,0.03898565,0.7195939
ECO06543,0.01675293,0.7095979
ECO01087,0.04101965,0.8178036
ECO13377,0.02605293,0.7382894
ECO10422,0.0152924,0.7426042
ECO01647,0.02869834,0.7327359
ECO00402,0.02753986,0.7550524
ECO12793,0.02069108,0.8390028
ECO04755,0.01838616,0.76617
ECO13102,0.02146358,0.7676712
ECO13036,0.01764392,0.7988197
ECO05028,0.03553737,0.8292581
ECO11762,0.0363301,0.7459415
ECO11391,0.02425626,0.8200345
ECO04497,0.01865236,0.7289141
ECO10034,0.01346181,0.7656159
ECO05280,0.01879061,0.6917298
ECO05230,0.01749179,0.7541925
ECO01973,0.01617002,0.7218491
ECO00038,0.03917987,0.826044
ECO06767,0.02267392,0.7667326
ECO08124,0.02596573,0.8262343
ECO00142,0.08376665,0.7507929
ECO03314,0.0250434,0.7313898
ECO00422,0.02534509,0.7146786
ECO13594,0.04427806,0.7313952
ECO10784,0.03018385,0.781152
ECO00023,0.0494035,0.7731517
ECO11833,0.01992065,0.6916563
ECO09394,0.03156958,0.7456664
ECO03015,0.02460543,0.7888914
ECO02178,0.03073132,0.880497
ECO05320,0.01486968,0.766983
ECO07850,0.036231,0.6951526
ECO07976,0.02101436,0.7155931
ECO08911,0.06432828,0.7641083
ECO09114,0.02170317,0.7580869
ECO10950,0.0151224,0.7017946
ECO00039,0.03348032,0.8262254
ECO11853,0.0328756,0.8042967
ECO07018,0.03429076,0.7513246
ECO01467,0.03698758,0.7943967
ECO09916,0.01731751,0.788987
ECO04832,0.02160252,0.70366
ECO09638,0.01440354,0.7522807
ECO04783,0.01247872,0.7504799
ECO05535,0.01397294,0.7807559
ECO00465,0.0077976,0.7149749
ECO10439,0.007886253,0.7500972
ECO12791,0.00963744,0.8132406
ECO10387,0.01755089,0.7619752
ECO12789,0.01204694,0.6985431
ECO05427,0.01248908,0.7464935
ECO07380,0.02098726,0.7502463
ECO00801,0.02029329,0.7512912
ECO04089,0.02596737,0.6717392
ECO04341,0.02976908,0.7331007
ECO07303,0.03380933,0.7607957
ECO07398,0.02147137,0.7381392
ECO13877,0.02912106,0.7823111
ECO03304,0.02627398,0.7694374
ECO03297,0.02625968,0.756696
ECO09642,0.01284052,0.7988627
ECO09611,0.01535403,0.7668622
ECO10797,0.02054234,0.7366974
ECO05901,0.02263426,0.7402241
ECO03476,0.01602659,0.7810079
ECO10908,0.0181603,0.8367476
ECO05399,0.01726532,0.7936251
ECO09960,0.01147514,0.7152075
ECO10690,0.02136001,0.8250821
ECO09777,0.01469787,0.7395528
ECO06230,0.0204288,0.7572578
ECO11398,0.01619461,0.7459011
ECO01334,0.03447717,0.8925821
ECO05137,0.02503326,0.7577592
ECO07012,0.04013074,0.7906432
ECO11761,0.03985832,0.8219759
ECO10523,0.02808628,0.7983414
ECO04667,0.007059176,0.7569569
ECO09812,0.01921016,0.7921903
ECO10894,0.01638705,0.8653343
ECO05652,0.02143373,0.7606864
ECO12297,0.02299131,0.8208618
ECO00992,0.01435844,0.7423651
ECO12723,0.01903783,0.7724972
ECO05366,0.0188398,0.7660692
ECO09961,0.01837095,0.7214085
ECO09165,0.01572868,0.8074954
ECO03626,0.0206142,0.7703958
ECO09258,0.01153941,0.7301251
ECO03641,0.01509996,0.8168263
ECO11098,0.01702516,0.7609863
ECO05783,0.02452287,0.8201991
ECO01559,0.013026,0.7649993
ECO06333,0.01263234,0.7372094
ECO09047,0.01353683,0.7490548
ECO03828,0.01573331,0.7680051
ECO01475,0.01146523,0.8437188
ECO09038,0.01302793,0.7945831
ECO07423,0.02247511,0.7530253
ECO02763,0.03882452,0.745402
ECO10164,0.0266915,0.7733498
ECO09666,0.01250303,0.7688268
ECO05864,0.01471628,0.7532536
ECO05355,0.01652102,0.771875
ECO04587,0.00781757,0.7608812
ECO09669,0.01826704,0.7401959
ECO09703,0.01700763,0.8107505
ECO06209,0.01046102,0.762327
ECO08908,0.01059805,0.7575583
ECO12989,0.01312225,0.846199
ECO04718,0.02058987,0.7322127
ECO13101,0.05174949,0.7476971
ECO00562,0.05758776,0.7886923
ECO07064,0.009560251,0.7580554
ECO08890,0.01015776,0.740222
ECO06690,0.007923126,0.7309614
ECO08842,0.009254512,0.7555422
ECO04830,0.03562168,0.7332948
ECO00898,0.04424476,0.7992975
ECO11893,0.0417941,0.7879577
ECO04978,0.05760326,0.7476114
ECO12907,0.0192345,0.8175947
ECO01488,0.01294239,0.7205046
ECO09766,0.02030522,0.7413822
ECO08325,0.02368749,0.7885319
ECO04109,0.03713536,0.7862079
ECO08118,0.03507029,0.8025754
ECO12311,0.02581417,0.8230714
ECO01681,0.01582031,0.7732343
ECO02883,0.02453219,0.7641484
ECO10357,0.06351815,0.7365829
ECO07281,0.02201321,0.6899618
ECO02410,0.02913444,0.7476915
ECO03456,0.02940784,0.7939574
ECO07344,0.02330297,0.7297436
ECO12904,0.01882403,0.7403343
ECO00845,0.02503755,0.8756568
ECO07227,0.04078292,0.8044717
ECO05763,0.01712449,0.7577505
ECO10482,0.01486452,0.7257475
ECO06316,0.03563621,0.7916099
ECO00051,0.02549279,0.8901878
ECO07937,0.02834784,0.7504771
ECO00117,0.025529,0.7837734
ECO08821,0.03247947,0.7040827
ECO13442,0.02471776,0.7486804
ECO11021,0.01944861,0.7972298
ECO00938,0.02522318,0.9070699
ECO00939,0.02313358,0.8011744
ECO05721,0.02446555,0.7785396
ECO08140,0.02974959,0.7818128
ECO12666,0.0442305,0.7466022
ECO12655,0.04598574,0.8688704
ECO03964,0.02726474,0.7477074
ECO01986,0.02047828,0.7682548
ECO04209,0.02681078,0.7448387
ECO04207,0.02681078,0.7448387
ECO13168,0.01817042,0.7827817
ECO10205,0.04551391,0.7764914
ECO07735,0.02570848,0.8080673
ECO07724,0.02643065,0.7822961
ECO12204,0.07241574,0.7865241
ECO12275,0.01203588,0.7855102
ECO01977,0.009333366,0.7107563
