name,e_bv_sfd,spectofiber
ECO00983,0.01331977,0.7232485
ECO02973,0.02746847,0.7576718
ECO00200,0.02554998,0.7435633
ECO11985,0.02480631,0.78351
ECO11972,0.02555068,0.8127834
ECO11384,0.02804695,0.8122358
ECO10107,0.02955496,0.7261099
ECO10880,0.03222857,0.8340162
ECO10886,0.04746657,0.7595245
ECO12004,0.02387054,0.7903693
ECO04478,0.02743521,0.7516485
ECO11199,0.02417084,0.7257466
ECO00890,0.02494134,0.8039692
ECO02042,0.03431928,0.7545688
ECO09740,0.01509357,0.7441065
ECO09673,0.02018054,0.7838951
ECO12799,0.02235259,0.8376257
ECO09674,0.02458012,0.7960144
ECO12785,0.01730809,0.7126207
ECO13549,0.0278488,0.7475324
ECO12896,0.01772744,0.8111024
ECO03738,0.02521491,0.8304543
ECO12369,0.02564917,0.7916664
ECO13011,0.02891731,0.8354456
ECO07739,0.0240564,0.8177563
ECO10926,0.02574267,0.7555646
ECO07893,0.02615672,0.7752287
ECO13028,0.02495661,0.7470649
ECO03748,0.02201718,0.6847507
ECO07796,0.02608532,0.8007984
ECO04365,0.02527151,0.7607346
ECO06441,0.02582193,0.8058308
ECO04469,0.03216941,0.7587119
ECO12431,0.02353898,0.7800112
ECO04570,0.02645115,0.730345
ECO07801,0.02921167,0.8285062
ECO06754,0.02985628,0.7551569
ECO03520,0.02001621,0.7475842
ECO04325,0.02009973,0.7517475
ECO10012,0.01956216,0.7513301
ECO00654,0.02320483,0.6903803
ECO01952,0.02600261,0.8458164
ECO03429,0.02591329,0.7499093
ECO08959,0.02489793,0.7280977
ECO08523,0.04274715,0.708372
ECO12023,0.03048964,0.796681
ECO03797,0.03291003,0.7826877
ECO10486,0.02046039,0.8294414
ECO10647,0.0255085,0.7949837
ECO07998,0.02291573,0.7681655
ECO11173,0.02390477,0.8692327
ECO08042,0.01838152,0.7751339
ECO08063,0.02283229,0.7657325
ECO01390,0.02287439,0.7824707
ECO05420,0.0119019,0.799893
ECO01375,0.01957167,0.7551427
ECO00588,0.01782754,0.9093556
ECO09534,0.03274549,0.7194931
ECO06027,0.01519287,0.7165103
ECO09268,0.01239501,0.7577467
ECO03410,0.02669409,0.7787634
ECO01388,0.01918766,0.8598551
ECO09404,0.01415169,0.8359227
ECO12039,0.02057317,0.7846892
ECO11537,0.02069305,0.7660053
ECO05539,0.01731093,0.7831497
ECO06894,0.01139577,0.821318
ECO01972,0.01301006,0.7570791
ECO09426,0.02133207,0.7581392
ECO09480,0.01669568,0.8170511
ECO09492,0.01841233,0.7835013
ECO00620,0.01454353,0.7722698
ECO09319,0.02577323,0.7622774
ECO00550,0.02697396,0.7648289
ECO08776,0.02093801,0.810431
ECO04214,0.02534673,0.760731
ECO07694,0.03112055,0.721392
ECO07668,0.0305006,0.7165181
ECO04200,0.03348796,0.7173637
ECO12390,0.02974643,0.7283755
ECO11975,0.02916248,0.710785
ECO11883,0.01427127,0.7925727
ECO11315,0.03762339,0.7059713
ECO07690,0.0330238,0.7277904
ECO04322,0.02523699,0.7730224
ECO07927,0.0287766,0.7824036
ECO01992,0.03064641,0.7564313
ECO12874,0.02891895,0.6158891
ECO12741,0.03118402,0.6346694
ECO01301,0.05829397,0.8436724
ECO07553,0.04001055,0.7367868
ECO12374,0.01976141,0.7146031
ECO02434,0.01692227,0.7569589
ECO02413,0.02819173,0.7440927
ECO01800,0.02070964,0.7497268
ECO02439,0.02069842,0.7659352
ECO02450,0.02174551,0.7328439
ECO04639,0.03538285,0.7327731
ECO01702,0.01888414,0.7912601
ECO00941,0.0226624,0.7554213
ECO13135,0.02051127,0.7706035
ECO08176,0.02388409,0.7773618
ECO08206,0.02471712,0.7242287
ECO02945,0.01885316,0.7249185
ECO03136,0.0458642,0.7833089
ECO03129,0.04752632,0.7755376
ECO02840,0.03153602,0.7111528
ECO10588,0.03290766,0.7422178
ECO02864,0.03208516,0.8410569
ECO02843,0.03437672,0.7628523
ECO03997,0.02800529,0.7633227
ECO02494,0.02412541,0.8146204
ECO04383,0.03292492,0.7550291
ECO02514,0.02248523,0.7813432
ECO02054,0.03776072,0.7728365
ECO12590,0.02034111,0.7243662
ECO11876,0.02075271,0.8085182
ECO08065,0.02972826,0.8158026
ECO02321,0.02243363,0.7865142
ECO08184,0.01941262,0.7824163
ECO02994,0.02039926,0.7461478
ECO08193,0.02746117,0.7777256
ECO01746,0.02380517,0.8102368
ECO02561,0.02814551,0.7937812
ECO02626,0.04356218,0.8689425
ECO05782,0.0372474,0.8522177
ECO06730,0.02925958,0.7534531
ECO09228,0.02714905,0.8061689
ECO12634,0.01947944,0.7825034
ECO12600,0.03616904,0.6894304
ECO00685,0.0312674,0.7641001
ECO04381,0.02347423,0.7629457
ECO04948,0.04796558,0.7592145
ECO04981,0.03963406,0.8177517
ECO00742,0.02675265,0.8269514
ECO11660,0.02568734,0.7537677
ECO05798,0.02408246,0.7988841
ECO08365,0.0316481,0.7771432
ECO11420,0.02546141,0.7684838
ECO03579,0.02560601,0.731123
ECO08636,0.01707107,0.7010607
ECO08764,0.01750848,0.732578
ECO00474,0.009879048,0.785753
ECO08684,0.01026803,0.7811609
ECO08647,0.009972828,0.808041
ECO10998,0.04050614,0.7148747
ECO06661,0.008836891,0.7153251
ECO06169,0.00785258,0.7375433
ECO11702,0.03116496,0.7262124
ECO10990,0.02874347,0.7600316
ECO08509,0.02253599,0.6948564
ECO05881,0.02476319,0.7117946
ECO01849,0.03939468,0.7118253
ECO12456,0.01698551,0.67351
ECO13173,0.01348188,0.7097217
ECO00973,0.01446589,0.7918834
ECO08284,0.02417137,0.7565866
ECO05431,0.02687582,0.7285692
ECO13470,0.02092366,0.746843
ECO11136,0.01991091,0.7636573
ECO01683,0.01547999,0.807402
ECO00708,0.01664843,0.842179
ECO01706,0.01738623,0.7490777
ECO02291,0.01789307,0.8672286
ECO02300,0.02123892,0.794201
ECO11651,0.02373432,0.7759777
ECO08273,0.02151987,0.7917338
ECO08304,0.02500543,0.7645771
ECO02270,0.02860229,0.7864552
ECO12493,0.02768287,0.7836755
ECO01890,0.03447304,0.7986037
ECO02317,0.01531651,0.7748148
ECO00716,0.02752475,0.7320314
ECO01988,0.01653092,0.7357947
ECO02319,0.02714122,0.7791145
ECO02037,0.0290959,0.7155391
ECO04870,0.03084718,0.7434849
ECO12499,0.04014112,0.822799
ECO09118,0.01162593,0.8196927
ECO09107,0.01329894,0.7887185
ECO06774,0.01900434,0.7753317
ECO01337,0.01984885,0.6891325
ECO09069,0.01343393,0.7409704
ECO06279,0.01464031,0.8481699
ECO09321,0.0180359,0.7983389
ECO09077,0.02033138,0.7704905
ECO12134,0.01842141,0.7811222
ECO02020,0.01470061,0.8371974
ECO01204,0.01984832,0.7837128
ECO09036,0.01783445,0.7830682
ECO12163,0.0420701,0.770887
ECO09999,0.02530508,0.7426302
ECO11484,0.03572217,0.7895145
ECO00224,0.03005597,0.7869082
ECO07712,0.01172539,0.7184181
ECO11955,0.02516234,0.7951567
ECO00305,0.06252984,0.7883121
ECO12697,0.020171,0.7744963
ECO12011,0.0248463,0.7650954
ECO04473,0.02766859,0.7610605
ECO07800,0.02475991,0.8133516
ECO01620,0.02645065,0.7663386
ECO13237,0.04234162,0.7285753
ECO11977,0.02670665,0.726614
ECO11973,0.03742213,0.8619654
ECO05964,0.01919094,0.752786
ECO12343,0.03795054,0.7581728
ECO11213,0.03219812,0.7798896
ECO06438,0.01725491,0.7898157
ECO00804,0.01950644,0.7533765
ECO12372,0.0476642,0.7603031
ECO13532,0.01197941,0.7878885
ECO01399,0.01960395,0.8819829
ECO01445,0.02425696,0.8149028
ECO12356,0.02345782,0.7390234
ECO12376,0.02419586,0.8667905
ECO03995,0.03606942,0.7318904
ECO10653,0.02539876,0.7643199
ECO02019,0.02301871,0.7469995
ECO00179,0.0254884,0.7433283
ECO05944,0.02983467,0.7842886
ECO07815,0.01849493,0.7392072
ECO07888,0.02269552,0.7644225
ECO09730,0.01426409,0.7420254
ECO04042,0.01734776,0.7340673
ECO04614,0.009733749,0.8308344
ECO00098,0.02477221,0.6978655
ECO13227,0.03333807,0.7448172
ECO12430,0.02175544,0.7501273
ECO06466,0.02726484,0.8058618
ECO12420,0.01221325,0.7824278
ECO06434,0.02306361,0.7206697
ECO09059,0.01947341,0.7323822
ECO10725,0.02396375,0.7512952
ECO07995,0.04670461,0.7248393
ECO00119,0.03036293,0.769706
ECO01392,0.05003823,0.7932502
ECO03431,0.03214096,0.7778074
ECO01430,0.03412225,0.8236663
ECO08074,0.03555446,1.296969
ECO01457,0.04119771,0.8259758
ECO04009,0.02582833,0.8106223
ECO08025,0.02598121,0.8251716
ECO08058,0.02509828,0.8378016
ECO04332,0.02460131,0.77066
ECO00598,0.01058216,0.7534586
ECO12056,0.01307441,0.7949694
ECO12057,0.009911443,0.7169473
ECO03689,0.0157929,0.7742186
ECO06095,0.01733843,0.7279833
ECO12041,0.02041716,0.7074605
ECO05981,0.01374814,0.7114739
ECO09247,0.009764311,0.7576171
ECO09997,0.01556996,0.7402543
ECO09575,0.02053939,0.7567751
ECO01280,0.01330529,0.7629419
ECO11091,0.01283735,0.7399538
ECO01593,0.0140684,0.8430449
ECO05555,0.02193058,0.7705549
ECO11081,0.01605685,0.7224938
ECO09381,0.01993484,0.654838
ECO05583,0.0167573,0.7204391
ECO12064,0.01046274,0.7371577
ECO05895,0.01973187,0.7421989
ECO13295,0.01738267,0.8043622
ECO12990,0.02412907,0.6824002
ECO10495,0.02789674,0.7540545
ECO11881,0.01423376,0.8412592
ECO07322,0.04043677,0.7709182
ECO07436,0.03268464,0.7339489
ECO07610,0.03049922,0.7571408
ECO04176,0.02604572,0.7502141
ECO07143,0.03139617,0.7110393
ECO13579,0.03055248,0.6806862
ECO04182,0.03059901,0.7371057
ECO10229,0.03342737,0.7781423
ECO05414,0.02959883,0.7851269
ECO07089,0.03439457,0.7697565
ECO10233,0.03240382,0.7959943
ECO10113,0.05388088,0.7554501
ECO02423,0.01768497,0.7566535
ECO02431,0.01774142,0.839408
ECO01684,0.01489913,0.7874278
ECO00113,0.01739201,0.8559675
ECO12552,0.01947433,0.7345345
ECO10606,0.02929605,0.7508354
ECO01859,0.0249906,0.734386
ECO01873,0.01707038,0.7386671
ECO00211,0.01125937,0.7498825
ECO00212,0.01087576,0.7835925
ECO07053,0.02564722,0.728251
ECO03057,0.02060157,0.7674813
ECO02827,0.02926971,0.7931545
ECO00944,0.02627833,0.7621018
ECO02853,0.0250647,0.7836416
ECO13556,0.05103301,0.8392088
ECO01796,0.02683562,0.7686545
ECO02874,0.03087256,0.7622118
ECO00701,0.02203368,0.8132029
ECO02123,0.02290606,0.8129812
ECO11627,0.02376168,0.778581
ECO03010,0.02357159,0.775839
ECO05740,0.03063949,0.8062798
ECO12662,0.02201058,0.7701449
ECO02001,0.01868656,0.7285869
ECO02616,0.02720881,0.7916684
ECO12609,0.03424594,0.808193
ECO12621,0.03782435,0.7888148
ECO04557,0.03194631,0.733911
ECO02595,0.02617327,0.7374288
ECO07094,0.01579094,0.7290598
ECO01352,0.01842086,0.8140061
ECO05649,0.01616451,0.7237901
ECO10140,0.02216452,0.7962327
ECO08643,0.009899946,0.7558092
ECO08614,0.009528372,0.7536997
ECO11571,0.01059648,0.7159214
ECO11280,0.01308975,1.30547
ECO00520,0.01219436,0.75271
ECO11422,0.009955381,0.8614981
ECO00815,0.0116085,0.7665376
ECO12930,0.0109613,0.7408631
ECO03826,0.009854924,0.7403923
ECO08735,0.009206874,0.7504444
ECO00133,0.01138157,0.7182086
ECO03816,0.01138157,0.7182086
ECO01214,0.009660133,0.7235202
ECO06164,0.009660133,0.7235202
ECO01927,0.009040461,0.7312344
ECO02921,0.02228787,0.7359958
ECO01335,0.01877924,0.8133309
ECO03243,0.01989681,0.6990011
ECO12716,0.02457902,0.7370919
ECO03367,0.0267809,0.7541824
ECO08513,0.02175629,0.723043
ECO01850,0.03387054,0.7009519
ECO02203,0.03722839,0.744394
ECO01822,0.02692526,0.7623648
ECO02209,0.02322659,0.760368
ECO05960,0.02322533,0.7394876
ECO01950,0.01531149,0.7914229
ECO08161,0.03285016,0.7454113
ECO07310,0.03432098,0.8124667
ECO10980,0.02399064,0.6971883
ECO00650,0.02175139,0.7246245
ECO13461,0.01456637,0.7749773
ECO12477,0.02205943,0.7968314
ECO11343,0.03085811,0.8434231
ECO01697,0.01565095,0.7479858
ECO02877,0.02418567,0.8580999
ECO08282,0.02931729,0.8123546
ECO12478,0.02699529,0.8001497
ECO12486,0.03158418,0.7855802
ECO01875,0.03217448,0.7321597
ECO04935,0.03705822,0.7474869
ECO02059,0.03450093,0.7959608
ECO02358,0.03984251,0.8295416
ECO03347,0.02300817,0.7614565
ECO09168,0.01234094,0.7294725
ECO01561,0.01014858,0.8005112
ECO09104,0.01542287,0.7450147
ECO00991,0.01775715,0.8375418
ECO00868,0.01753897,0.7366749
ECO00060,0.01906033,0.7907901
ECO05471,0.02980299,0.6547026
ECO01333,0.02395805,0.7336406
ECO05993,0.02905526,0.7420169
ECO10691,0.02285754,0.742688
ECO03273,0.01850815,0.7947763
ECO02748,0.02867018,0.7158411
ECO00226,0.04422366,0.6946712
ECO05887,0.03789819,0.7407981
ECO02147,0.03789819,0.7407981
ECO06489,0.03157348,0.7668737
ECO00149,0.02247496,0.7570816
ECO01105,0.02572596,0.7367342
ECO07774,0.02860385,0.808784
ECO11437,0.02779149,0.7662268
ECO11693,0.02975221,0.7679749
ECO07033,0.0303114,0.8450559
ECO04850,0.03495992,0.7642719
ECO04266,0.02786288,0.6896671
ECO09715,0.01572994,0.8103939
ECO12332,0.01954163,0.7891687
ECO04045,0.03590031,0.745526
ECO09528,0.01204705,0.7751923
ECO06535,0.01074546,0.8077828
ECO03390,0.01391189,0.7897129
ECO13528,0.01708128,0.8066404
ECO01460,0.01735895,0.7556718
ECO06244,0.02758428,0.8085935
ECO06261,0.02490429,0.8047605
ECO01985,0.03452946,0.7173116
ECO04475,0.02698493,0.7851605
ECO03497,0.02179315,0.7019205
ECO01442,0.02510271,0.7594395
ECO07882,0.02642719,0.8751623
ECO04828,0.03156004,0.7493188
ECO01433,0.02092072,0.75923
ECO12526,0.02057319,0.6955963
ECO01589,0.01394772,0.7204221
ECO01423,0.02819829,0.817086
ECO05096,0.02913806,0.7822431
ECO07952,0.02559968,0.7556838
ECO11611,0.02581776,0.7519103
ECO05295,0.02143598,0.7220381
ECO04585,0.02246893,0.7279778
ECO05100,0.04906265,0.737683
ECO08033,0.03437819,0.7828106
ECO03227,0.05589847,0.8077961
ECO00029,0.02113898,0.7546084
ECO11513,0.0264845,0.7316447
ECO08056,0.02463672,0.7937086
ECO01575,0.02401865,0.8104494
ECO12042,0.02201768,0.7351605
ECO01249,0.01820039,0.812512
ECO07085,0.01801069,0.7646471
ECO01458,0.02047129,0.758126
ECO06017,0.01557133,0.739112
ECO09555,0.02104744,0.7478361
ECO12054,0.01175541,0.7169276
ECO07127,0.01112289,0.7788669
ECO12943,0.01497219,0.8129607
ECO12760,0.01597195,0.7489883
ECO00591,0.0122483,0.7818435
ECO11701,0.0213248,0.7579189
ECO08662,0.03089249,0.773682
ECO01350,0.01600777,0.7201301
ECO04079,0.01364558,0.7402326
ECO01421,0.0218745,0.7455696
ECO10261,0.02603312,0.7268811
ECO10497,0.03173576,0.7756753
ECO01991,0.03676368,0.735225
ECO12018,0.0107771,0.7646791
ECO00265,0.008983307,1.468648
ECO06395,0.02810021,0.7263001
ECO03173,0.02096465,0.8013189
ECO04158,0.03338167,0.7158891
ECO10849,0.02687651,0.7809884
ECO07604,0.02349813,0.7416958
ECO05349,0.03426387,0.7313523
ECO07524,0.03138642,0.7448824
ECO08810,0.02678404,0.7602795
ECO02429,0.0149318,0.7843088
ECO00722,0.0150218,0.8014272
ECO02463,0.01701993,0.757952
ECO13148,0.02148783,0.7459093
ECO02476,0.0147528,0.718212
ECO00700,0.02285258,0.8753119
ECO02804,0.02169989,0.8240888
ECO03035,0.02261887,0.7937123
ECO13143,0.03489134,0.7774789
ECO02797,0.0239894,0.7327361
ECO03146,0.04834631,0.7287291
ECO02833,0.03302156,0.8533008
ECO02504,0.0539542,0.7848316
ECO01772,0.02171897,0.7500143
ECO02871,0.03199284,0.7481131
ECO01842,0.02423707,0.8572674
ECO03326,0.03722361,0.7576246
ECO03323,0.03228655,0.7496716
ECO05955,0.02844224,0.713317
ECO02051,0.03687824,0.8344904
ECO04709,0.01944804,0.7238273
ECO04896,0.03735376,0.7126417
ECO02548,0.01967301,0.8184391
ECO00731,0.02272112,0.8034658
ECO13130,0.02450443,0.8305024
ECO02555,0.02050845,0.8079497
ECO02566,0.0221646,0.7678842
ECO05731,0.02288869,0.774886
ECO02547,0.02136547,0.7805905
ECO01769,0.02634357,0.7822326
ECO02098,0.02634357,0.7822326
ECO01987,0.02127665,0.8065457
ECO04333,0.02550763,0.710707
ECO04607,0.02051114,0.7569474
ECO08139,0.02051886,0.6248677
ECO11508,0.02754777,0.7368137
ECO08682,0.01664774,0.7461789
ECO03632,0.01616641,0.7530334
ECO08695,0.01006575,0.7866036
ECO12923,0.008538528,0.7406478
ECO08689,0.01028601,0.8312863
ECO01904,0.01000866,0.7707003
ECO00102,0.01832949,0.7299463
ECO09639,0.03599405,0.7401296
ECO09858,0.03366699,0.7395396
ECO01880,0.01394167,0.7459733
ECO06835,0.008173274,0.7519701
ECO08767,0.01012578,0.7297015
ECO01914,0.01233436,0.8023047
ECO00964,0.009583567,0.6939523
ECO07132,0.007916557,0.7221981
ECO00836,0.03913902,0.8431582
ECO00925,0.02284113,0.7161266
ECO13122,0.01845032,0.7345929
ECO00111,0.01664544,0.9772465
ECO07122,0.02571636,0.7487234
ECO08508,0.02280325,0.734059
ECO06758,0.01909272,0.7444974
ECO10196,0.0288413,0.7653286
ECO12521,0.01760812,0.7563294
ECO13123,0.02227701,0.757386
ECO12103,0.0220382,0.8296024
ECO02275,0.02360433,0.8569025
ECO07026,0.02251914,0.834851
ECO10582,0.0242296,0.7464366
ECO05774,0.02690049,0.798692
ECO13537,0.0239449,0.7223722
ECO12469,0.02448116,0.7558352
ECO05876,0.03572901,0.831627
ECO02337,0.04429189,0.7298594
ECO00712,0.01320174,0.774496
ECO00976,0.01782202,0.8426563
ECO02066,0.03617915,0.7860151
ECO12520,0.0237088,0.6997789
ECO06557,0.02996594,0.8066869
ECO04867,0.03736575,0.7534995
ECO07789,0.02609252,0.8290914
ECO11222,0.02996562,0.7530664
ECO07764,0.02872738,0.7449202
ECO06457,0.02475598,0.7758787
ECO07798,0.02928536,0.796401
ECO07711,0.03058705,0.7804808
ECO09636,0.01535533,0.7949204
ECO05863,0.01359287,0.6879792
ECO11387,0.0399976,0.7659165
ECO04346,0.01470827,0.8220836
ECO10465,0.01326267,0.7783709
ECO12387,0.02915455,0.8194592
ECO12355,0.01377513,0.7901304
ECO03755,0.03946793,0.7980928
ECO13561,0.03584896,0.7279118
ECO12380,0.02693974,0.8070783
ECO11177,0.02445952,0.7901964
ECO00010,0.02343364,0.796049
ECO10347,0.02333457,0.7181415
ECO12720,0.02003215,0.7045263
ECO00392,0.007970309,0.7855133
ECO06407,0.006543525,0.7715036
ECO09550,0.007497447,0.8066836
ECO04723,0.01492448,0.7568436
ECO06461,0.02321139,0.8063974
ECO12427,0.01729698,0.7191561
ECO06755,0.01907562,0.7526016
ECO05877,0.01757572,0.7664635
ECO05540,0.01685545,0.7603464
ECO09408,0.01591897,0.7672258
ECO11257,0.006126998,0.8982468
ECO05560,0.02207251,0.7578487
ECO12682,0.02263499,0.766633
ECO05245,0.02625498,0.7431774
ECO03222,0.06442075,0.8429327
ECO07996,0.02706658,0.7459311
ECO00123,0.02428907,0.7484203
ECO08906,0.02889424,0.802121
ECO08966,0.02638539,0.7503115
ECO09568,0.02098802,0.7228983
ECO01554,0.00768223,0.8443077
ECO10005,0.01628826,0.783757
ECO00599,0.03051616,0.8664188
ECO03422,0.02022153,0.7729262
ECO10008,0.01545834,0.7745957
ECO09316,0.01062073,0.8092678
ECO09352,0.02057955,0.7303989
ECO01533,0.01504762,0.7684668
ECO05223,0.03499121,0.7956622
ECO04167,0.02770732,0.7254887
ECO07545,0.02770732,0.7254887
ECO04195,0.02370006,0.7524486
ECO06360,0.02671641,0.7539042
ECO07238,0.03908698,0.7374721
ECO10848,0.03167995,0.7464576
ECO04255,0.03077595,0.6529896
ECO10297,0.05426678,0.7395504
ECO07734,0.03067246,0.7485867
ECO09947,0.02460244,0.7508726
ECO02998,0.03217342,0.7573159
ECO07595,0.04786855,0.810732
ECO10112,0.0439453,0.7948087
ECO06182,0.04737796,0.7164115
ECO10230,0.02216049,0.7188535
ECO01266,0.03033335,0.7414778
ECO07617,0.05736417,0.7420019
ECO12822,0.06098703,0.7387372
ECO03265,0.01985273,0.7151217
ECO11842,0.01503347,0.7949394
ECO12364,0.01932354,0.7609605
ECO02468,0.01670102,0.7318815
ECO12562,0.021997,0.7377791
ECO03728,0.01478591,0.732746
ECO13126,0.01994231,0.7439673
ECO02810,0.0258223,0.8475482
ECO01758,0.04865675,0.8785886
ECO08207,0.03607322,0.7371143
ECO05868,0.02945003,0.8266681
ECO01790,0.03777463,0.7552181
ECO00702,0.03511081,0.7711627
ECO00725,0.02617162,0.8234584
ECO04555,0.02419871,0.5788504
ECO00996,0.02256478,0.762325
ECO04647,0.01958586,0.7593817
ECO04915,0.03565215,0.7955379
ECO00120,0.0323853,0.8428228
ECO00585,0.02297529,0.7440943
ECO08186,0.02173742,0.7838053
ECO08182,0.02675253,0.7400095
ECO02601,0.03505688,0.8446068
ECO02627,0.03901554,0.8130316
ECO01999,0.01697394,0.8568975
ECO08253,0.02693861,0.7526696
ECO02596,0.03078106,0.7806606
ECO05859,0.03615202,0.7688323
ECO12606,0.03232982,0.7703826
ECO04576,0.01535536,0.7903695
ECO04597,0.02115129,0.7947685
ECO04756,0.02417392,0.746648
ECO02023,0.03672953,0.8051651
ECO02585,0.02748027,0.724954
ECO08625,0.02267363,0.749697
ECO11097,0.01567278,0.7615223
ECO12272,0.01293182,0.7571269
ECO06098,0.01311443,0.7101287
ECO08679,0.01003318,0.7609049
ECO11452,0.01155215,0.7188082
ECO07131,0.01019189,0.7663802
ECO03762,0.01032546,0.7683291
ECO06183,0.008009309,0.7219542
ECO06924,0.0127691,0.7909974
ECO09972,0.01086114,0.7538385
ECO06913,0.008282833,0.7854552
ECO11482,0.008314611,0.7317399
ECO08285,0.02307908,0.7823017
ECO11708,0.03499068,0.7694404
ECO11897,0.01599777,0.7246059
ECO08497,0.01593887,0.7640012
ECO13170,0.02053128,0.7783329
ECO01869,0.01305968,0.7719387
ECO03906,0.01658812,0.7543893
ECO10992,0.02934318,0.7054971
ECO08013,0.02300901,0.7909453
ECO08121,0.03222324,0.8418619
ECO08128,0.03416743,0.7474029
ECO05426,0.03031,0.7709186
ECO05655,0.02120133,0.737763
ECO08292,0.02393375,0.8269625
ECO05855,0.03205378,0.7047035
ECO12488,0.03153984,0.7721866
ECO12485,0.02388451,0.7857147
ECO02345,0.03216265,0.7251211
ECO02361,0.01844891,0.7632456
ECO08400,0.03907414,0.7942567
ECO03462,0.02857107,0.7294581
ECO05898,0.04195384,0.7627374
ECO05812,0.01861518,0.80716
ECO01654,0.02733381,0.83135
ECO01660,0.03524262,0.8065301
ECO06790,0.02654289,0.7698438
ECO11995,0.02430911,0.7182357
ECO11203,0.02768057,0.7844764
ECO07760,0.03160881,0.7773045
ECO00154,0.02880569,0.8897924
ECO10104,0.0262537,0.7483407
ECO04590,0.02542519,0.7355263
ECO10671,0.0255264,0.7822915
ECO01003,0.05150544,0.7561015
ECO05110,0.02442315,0.7158321
ECO09653,0.01449117,0.6684415
ECO03102,0.01592683,0.7785404
ECO03554,0.02522072,0.8385639
ECO00019,0.02272085,0.7709675
ECO03676,0.0211098,0.7927451
ECO09501,0.009597216,0.7206957
ECO10531,0.009741142,0.7721778
ECO09659,0.0205652,0.8025859
ECO00492,0.02099128,0.8398729
ECO03754,0.03427121,0.7364389
ECO01940,0.03367952,0.7249215
ECO13192,0.03817946,0.7153875
ECO04288,0.02444108,0.7417625
ECO07889,0.02769119,0.6705495
ECO07827,0.02060463,0.6616418
ECO13460,0.01033086,0.773399
ECO04418,0.009160224,0.7433593
ECO11261,0.02558411,0.8396776
ECO11439,0.02523745,0.829992
ECO04622,0.02631936,0.7366599
ECO09569,0.01154962,0.7498207
ECO05531,0.01490006,0.7589722
ECO01016,0.01616396,0.7269673
ECO05285,0.01983425,0.7455559
ECO08993,0.02056595,0.7523727
ECO05294,0.02276189,0.746748
ECO05353,0.01876484,0.753105
ECO00161,0.04998844,0.8134023
ECO11773,0.04743952,0.8096732
ECO08084,0.04786501,0.8106236
ECO01437,0.0341156,0.7875179
ECO08073,0.03221378,0.7936186
ECO03865,0.02340584,0.7758633
ECO10082,0.02298884,0.7827474
ECO07151,0.0243237,0.8328776
ECO04320,0.02882261,0.7739098
ECO07541,0.02502562,0.7414056
ECO07674,0.03065924,0.7544231
ECO07672,0.0286928,0.6848668
ECO01379,0.02419068,0.7413999
ECO12889,0.01999347,0.7635102
ECO09346,0.01462439,0.8005292
ECO06186,0.01367892,0.8113679
ECO03230,0.01540195,0.778891
ECO09363,0.02160877,0.8202705
ECO12036,0.01703888,0.7315131
ECO12030,0.02074261,0.7448508
ECO08687,0.03416018,0.7750454
ECO00849,0.03331809,0.6860358
ECO04192,0.03223429,0.7200842
ECO04505,0.0107804,0.799044
ECO04674,0.01678427,0.8156249
ECO01624,0.01414027,0.7358632
ECO00913,0.0683155,0.8493667
ECO04292,0.02377221,0.7130617
ECO07521,0.02466622,0.7429354
ECO11775,0.02051038,0.7085735
ECO11984,0.03231258,0.7391787
ECO05065,0.03271431,0.787318
ECO07272,0.0304824,0.6659911
ECO07284,0.02684575,0.7075341
ECO07528,0.03075582,0.7157591
ECO10231,0.04170852,0.7764568
ECO02552,0.02099533,0.7498
ECO02412,0.01487253,0.7390616
ECO11569,0.01487253,0.7390616
ECO11433,0.02394367,0.8099706
ECO10604,0.02118499,0.7820679
ECO01913,0.01189079,0.7692664
ECO01679,0.02366892,0.7862787
ECO12450,0.01910654,0.7937762
ECO03001,0.02193911,0.7699453
ECO03033,0.02347141,0.8181477
ECO03034,0.02347141,0.8181477
ECO05716,0.02152164,0.8345158
ECO07114,0.02400238,0.7918452
ECO02351,0.02699848,0.7660986
ECO02869,0.03048155,0.7469759
ECO02882,0.0349263,0.780396
ECO02160,0.02813058,0.764114
ECO04091,0.02240355,0.797237
ECO13195,0.0256274,0.8028734
ECO02483,0.03019574,0.7318091
ECO12580,0.02441842,0.7878637
ECO06431,0.02515257,0.7896001
ECO11783,0.03869052,0.7964265
ECO02525,0.02646247,0.8143085
ECO07045,0.02196677,0.781239
ECO02543,0.0270614,0.8186059
ECO01747,0.028642,0.830762
ECO01749,0.04534306,0.7791921
ECO02628,0.03995274,0.8267325
ECO05041,0.05853387,0.7535042
ECO12586,0.04383408,0.7129784
ECO02633,0.02648014,0.743549
ECO10068,0.02805133,0.7848141
ECO00687,0.02535917,0.7952058
ECO12616,0.02586757,0.793366
ECO02636,0.02364486,0.7467206
ECO04602,0.0237407,0.7533897
ECO12637,0.01937205,0.842802
ECO04846,0.03125232,0.8217165
ECO04908,0.03944545,0.7111301
ECO12646,0.02507093,0.7723246
ECO00746,0.02473705,0.7508667
ECO02578,0.02234801,0.7522688
ECO12615,0.02780345,0.8147516
ECO02593,0.03718016,0.805343
ECO02668,0.03733891,0.7298514
ECO05875,0.03240218,0.7532248
ECO05842,0.02874496,0.7212851
ECO10612,0.02836504,0.8053709
ECO03401,0.02334643,0.7291692
ECO08624,0.01396866,0.7195526
