agntosf,ambigagn,composite,defagn,defliner,defseyf,defstarform,galname,sftoagn
False,False,True,False,False,False,False,ECO03600,False
False,False,False,False,False,False,True,ECO03601,False
False,False,False,False,False,False,True,ECO03602,False
False,False,False,False,False,False,True,ECO03603,False
False,False,False,False,False,False,True,ECO03604,False
False,False,False,False,False,False,True,ECO03605,False
False,False,False,False,False,False,True,ECO03606,False
False,False,False,True,True,False,False,ECO03609,False
False,False,True,False,False,False,False,ECO03610,False
False,False,False,False,False,False,True,ECO03611,False
False,False,False,False,False,False,True,ECO03612,False
False,False,False,False,False,False,True,ECO03613,False
False,False,False,False,False,False,True,ECO03614,False
False,False,False,False,False,False,True,ECO03615,False
False,False,True,False,False,False,False,ECO03618,False
False,False,False,False,False,False,True,ECO03620,False
False,False,False,False,False,False,True,ECO03621,False
False,False,False,False,False,False,True,ECO03622,False
False,False,False,False,False,False,True,ECO03623,False
False,False,False,False,False,False,True,ECO03624,False
False,False,False,False,False,False,True,ECO03626,False
False,False,False,True,True,False,False,ECO03627,False
False,False,False,False,False,False,True,ECO03629,False
False,False,False,False,False,False,True,ECO03630,False
False,False,False,False,False,False,True,ECO03631,False
False,False,False,False,False,False,True,ECO03635,False
False,True,False,True,False,False,False,ECO03637,False
False,False,True,False,False,False,False,ECO03639,False
False,False,False,False,False,False,True,ECO03641,False
False,False,False,False,False,False,True,ECO03645,False
False,False,False,False,False,False,True,ECO03646,False
False,False,False,False,False,False,True,ECO03647,False
False,False,True,False,False,False,False,ECO03649,False
False,False,False,False,False,False,True,ECO03650,False
False,False,False,False,False,False,True,ECO03652,False
False,False,False,False,False,False,True,ECO03654,False
False,False,False,False,False,False,True,ECO03655,False
False,False,False,False,False,False,True,ECO03656,False
False,False,False,False,False,False,False,ECO03659,True
False,False,False,False,False,False,True,ECO03660,False
False,False,False,False,False,False,True,ECO03661,False
False,False,False,False,False,False,True,ECO03665,False
False,False,False,False,False,False,True,ECO03666,False
False,False,False,False,False,False,True,ECO03668,False
False,False,False,False,False,False,True,ECO03675,False
False,False,True,False,False,False,False,ECO03677,False
False,False,False,False,False,False,True,ECO03678,False
False,False,True,False,False,False,False,ECO03679,False
False,False,False,False,False,False,True,ECO03681,False
False,False,True,False,False,False,False,ECO03682,False
False,False,False,False,False,False,True,ECO03687,False
False,False,True,False,False,False,False,ECO03688,False
False,False,False,True,True,False,False,ECO03689,False
False,False,False,True,False,True,False,ECO03691,False
False,False,False,False,False,False,True,ECO03694,False
False,False,False,False,False,False,True,ECO03695,False
False,False,False,False,False,False,True,ECO03696,False
False,False,False,False,False,False,True,ECO03697,False
False,False,False,False,False,False,True,ECO03702,False
False,False,True,False,False,False,False,ECO03705,False
False,False,True,False,False,False,False,ECO03706,False
False,False,False,False,False,False,True,ECO03707,False
False,False,False,True,True,False,False,ECO03708,False
False,True,False,True,False,False,False,ECO03709,False
False,False,False,True,True,False,False,ECO03714,False
False,False,False,False,False,False,True,ECO03715,False
False,False,False,False,False,False,True,ECO03716,False
False,False,True,False,False,False,False,ECO03720,False
False,False,False,False,False,False,True,ECO03723,False
False,False,False,False,False,False,True,ECO03728,False
False,False,True,False,False,False,False,ECO03729,False
False,False,False,True,True,False,False,ECO03730,False
False,False,False,False,False,False,True,ECO03731,False
False,False,False,True,True,False,False,ECO03732,False
False,False,True,False,False,False,False,ECO03733,False
False,False,True,False,False,False,False,ECO03734,False
False,False,False,False,False,False,True,ECO03737,False
False,False,False,False,False,False,True,ECO03738,False
False,False,False,False,False,False,True,ECO03739,False
False,False,False,False,False,False,True,ECO03740,False
False,False,True,False,False,False,False,ECO03741,False
False,False,True,False,False,False,False,ECO03744,False
False,False,False,True,True,False,False,ECO03745,False
False,False,True,False,False,False,False,ECO03747,False
False,False,False,False,False,False,True,ECO03748,False
False,False,True,False,False,False,False,ECO03749,False
False,True,False,True,False,False,False,ECO03750,False
False,False,False,False,False,False,True,ECO03755,False
False,False,False,True,False,True,False,ECO03756,False
False,False,False,False,False,False,True,ECO03764,False
False,False,True,False,False,False,False,ECO03766,False
False,False,False,False,False,False,True,ECO03767,False
False,False,False,False,False,False,True,ECO03769,False
False,False,False,True,True,False,False,ECO03771,False
False,False,False,True,False,True,False,ECO03774,False
False,False,False,True,True,False,False,ECO03775,False
False,False,False,False,False,False,True,ECO03779,False
False,False,False,True,True,False,False,ECO03780,False
False,False,False,False,False,False,True,ECO03789,False
False,False,False,True,False,True,False,ECO03790,False
False,False,False,False,False,False,True,ECO03791,False
False,False,False,False,False,False,True,ECO03794,False
False,False,True,False,False,False,False,ECO03798,False
False,False,False,False,False,False,True,ECO03802,False
False,False,False,True,True,False,False,ECO03803,False
False,False,False,False,False,False,True,ECO03806,False
False,False,False,False,False,False,True,ECO03809,False
False,False,False,False,False,False,True,ECO03811,False
False,False,True,False,False,False,False,ECO03827,False
False,False,True,False,False,False,False,ECO03828,False
False,False,False,False,False,False,True,ECO03831,False
False,False,True,False,False,False,False,ECO03838,False
False,False,True,False,False,False,False,ECO03843,False
False,False,False,False,False,False,True,ECO03845,False
False,False,False,True,True,False,False,ECO03847,False
False,False,False,True,True,False,False,ECO03852,False
False,False,False,False,False,False,True,ECO03855,False
False,False,False,False,False,False,True,ECO03856,False
False,False,False,False,False,False,True,ECO03862,False
False,False,False,True,False,True,False,ECO03864,False
False,False,False,False,False,False,True,ECO03865,False
False,False,False,True,True,False,False,ECO03873,False
False,False,True,False,False,False,False,ECO03874,False
False,False,True,False,False,False,False,ECO03875,False
False,False,False,False,False,False,True,ECO03879,False
False,False,False,False,False,False,True,ECO03880,False
False,False,False,False,False,False,True,ECO03882,False
False,False,False,False,False,False,True,ECO03883,False
False,False,False,False,False,False,True,ECO03888,False
False,False,False,False,False,False,True,ECO03891,False
False,False,True,False,False,False,False,ECO03892,False
False,False,False,False,False,False,True,ECO03893,False
False,False,False,False,False,False,True,ECO03895,False
False,False,False,True,True,False,False,ECO03896,False
False,False,False,False,False,False,True,ECO03897,False
False,False,False,False,False,False,True,ECO03898,False
False,False,False,False,False,False,True,ECO03900,False
False,False,False,False,False,False,True,ECO03901,False
False,False,False,False,False,False,True,ECO03902,False
False,False,True,False,False,False,False,ECO03904,False
False,False,False,False,False,False,True,ECO03905,False
False,False,False,True,True,False,False,ECO03906,False
False,False,False,True,True,False,False,ECO03908,False
False,False,False,False,False,False,True,ECO03909,False
False,False,False,False,False,False,True,ECO03910,False
False,False,False,False,False,False,True,ECO03911,False
False,False,False,True,True,False,False,ECO03912,False
False,False,True,False,False,False,False,ECO03915,False
False,False,False,False,False,False,True,ECO03916,False
False,False,False,True,True,False,False,ECO03917,False
False,False,False,True,True,False,False,ECO03918,False
False,True,False,True,False,False,False,ECO03919,False
False,False,False,False,False,False,True,ECO03921,False
False,False,True,False,False,False,False,ECO03923,False
False,False,False,False,False,False,True,ECO03926,False
False,False,False,False,False,False,True,ECO03930,False
False,False,False,False,False,False,True,ECO03931,False
False,False,False,False,False,False,True,ECO03932,False
False,False,False,True,False,True,False,ECO03933,False
False,False,False,False,False,False,True,ECO03934,False
False,False,False,False,False,False,True,ECO03935,False
False,False,False,False,False,False,True,ECO03936,False
False,False,False,False,False,False,True,ECO03937,False
False,False,False,False,False,False,True,ECO03938,False
False,False,False,False,False,False,True,ECO03939,False
False,False,False,False,False,False,True,ECO03941,False
False,False,False,False,False,False,False,ECO03942,True
False,False,False,False,False,False,True,ECO03944,False
False,False,True,False,False,False,False,ECO03946,False
False,True,False,True,False,False,False,ECO03947,False
True,False,False,False,False,False,False,ECO03949,False
False,False,False,True,True,False,False,ECO03950,False
False,False,True,False,False,False,False,ECO03951,False
False,False,False,False,False,False,True,ECO03953,False
False,False,False,False,False,False,True,ECO03954,False
False,False,False,False,False,False,True,ECO03955,False
False,False,False,True,True,False,False,ECO03956,False
False,False,False,False,False,False,True,ECO03957,False
False,False,False,False,False,False,True,ECO03959,False
False,False,False,False,False,False,True,ECO03960,False
False,False,False,False,False,False,True,ECO03961,False
False,False,False,False,False,False,True,ECO03962,False
False,False,False,True,True,False,False,ECO03963,False
False,False,False,False,False,False,True,ECO03965,False
False,False,False,False,False,False,True,ECO03966,False
False,False,False,False,False,False,True,ECO03968,False
False,False,False,True,True,False,False,ECO03969,False
False,False,False,False,False,False,True,ECO03970,False
False,False,False,False,False,False,True,ECO03975,False
False,False,False,True,True,False,False,ECO03976,False
False,False,False,False,False,False,True,ECO03977,False
False,False,False,False,False,False,True,ECO03978,False
False,False,False,True,True,False,False,ECO03981,False
False,False,False,False,False,False,True,ECO03982,False
False,False,False,False,False,False,True,ECO03983,False
False,False,True,False,False,False,False,ECO03984,False
False,False,False,False,False,False,True,ECO03985,False
False,False,False,False,False,False,True,ECO03986,False
False,True,False,True,False,False,False,ECO03987,False
False,False,False,True,True,False,False,ECO03988,False
False,False,True,False,False,False,False,ECO03989,False
False,False,False,False,False,False,True,ECO03991,False
False,False,False,True,True,False,False,ECO03994,False
False,False,True,False,False,False,False,ECO03997,False
False,False,False,False,False,False,True,ECO03998,False
False,False,False,False,False,False,True,ECO04002,False
False,False,True,False,False,False,False,ECO04003,False
False,False,False,True,True,False,False,ECO04004,False
False,False,False,False,False,False,True,ECO04007,False
False,False,False,False,False,False,True,ECO04008,False
False,False,False,False,False,False,True,ECO04009,False
False,False,False,True,True,False,False,ECO04011,False
False,False,False,False,False,False,True,ECO04012,False
False,False,True,False,False,False,False,ECO04014,False
False,False,False,False,False,False,True,ECO04016,False
False,False,False,True,True,False,False,ECO04018,False
False,False,True,False,False,False,False,ECO04019,False
False,False,False,False,False,False,True,ECO04021,False
False,False,True,False,False,False,False,ECO04023,False
False,False,False,True,True,False,False,ECO04026,False
False,False,False,False,False,False,True,ECO04027,False
False,False,True,False,False,False,False,ECO04030,False
False,False,True,False,False,False,False,ECO04031,False
False,False,False,False,False,False,True,ECO04033,False
False,False,True,False,False,False,False,ECO04035,False
False,False,False,False,False,False,True,ECO04039,False
False,False,True,False,False,False,False,ECO04040,False
False,False,True,False,False,False,False,ECO04041,False
False,False,False,False,False,False,True,ECO04042,False
False,False,True,False,False,False,False,ECO04043,False
False,False,False,False,False,False,True,ECO04044,False
False,False,False,False,False,False,True,ECO04051,False
False,False,False,False,False,False,True,ECO04052,False
False,False,False,False,False,False,True,ECO04053,False
False,False,False,False,False,False,True,ECO04054,False
False,False,False,False,False,False,True,ECO04055,False
False,False,False,False,False,False,True,ECO04056,False
False,False,False,False,False,False,True,ECO04058,False
False,False,False,True,True,False,False,ECO04061,False
False,False,True,False,False,False,False,ECO04063,False
False,False,False,False,False,False,True,ECO04064,False
False,False,False,False,False,False,True,ECO04067,False
False,False,False,False,False,False,True,ECO04068,False
False,False,False,False,False,False,False,ECO04070,True
False,False,False,False,False,False,True,ECO04071,False
False,False,True,False,False,False,False,ECO04072,False
False,False,False,False,False,False,True,ECO04073,False
False,False,True,False,False,False,False,ECO04074,False
False,False,True,False,False,False,False,ECO04075,False
False,False,True,False,False,False,False,ECO04076,False
False,False,False,False,False,False,True,ECO04080,False
False,True,False,True,False,False,False,ECO04083,False
False,False,True,False,False,False,False,ECO04084,False
False,False,False,False,False,False,True,ECO04086,False
False,False,True,False,False,False,False,ECO04087,False
False,False,False,False,False,False,True,ECO04089,False
False,False,False,False,False,False,True,ECO04090,False
False,False,False,False,False,False,True,ECO04091,False
False,False,False,False,False,False,True,ECO04092,False
False,False,False,False,False,False,True,ECO04093,False
False,False,False,False,False,False,True,ECO04096,False
False,False,False,True,True,False,False,ECO04097,False
False,False,False,False,False,False,True,ECO04100,False
False,False,False,True,True,False,False,ECO04102,False
False,False,False,False,False,False,True,ECO04104,False
False,True,False,True,False,False,False,ECO04106,False
False,False,True,False,False,False,False,ECO04107,False
False,False,False,False,False,False,True,ECO04108,False
False,True,False,True,False,False,False,ECO04109,False
False,False,False,False,False,False,True,ECO04110,False
False,False,False,False,False,False,True,ECO04111,False
False,False,False,False,False,False,True,ECO04115,False
False,False,False,True,True,False,False,ECO04117,False
False,False,False,True,True,False,False,ECO04118,False
True,False,False,False,False,False,False,ECO04124,False
True,False,False,False,False,False,False,ECO04125,False
False,False,True,False,False,False,False,ECO04126,False
False,True,False,True,False,False,False,ECO04130,False
False,False,False,False,False,False,True,ECO04132,False
False,False,False,False,False,False,True,ECO04133,False
False,False,False,False,False,False,True,ECO04137,False
False,False,False,False,False,False,True,ECO04142,False
False,False,False,True,True,False,False,ECO04143,False
False,True,False,True,False,False,False,ECO04145,False
False,False,False,False,False,False,True,ECO04146,False
False,False,False,False,False,False,True,ECO04147,False
False,False,False,True,False,True,False,ECO04150,False
False,False,False,True,True,False,False,ECO04151,False
False,False,True,False,False,False,False,ECO04152,False
False,False,False,False,False,False,True,ECO04153,False
False,False,False,False,False,False,True,ECO04158,False
False,False,False,False,False,False,True,ECO04159,False
False,False,False,False,False,False,True,ECO04160,False
False,True,False,True,False,False,False,ECO04163,False
False,False,False,False,False,False,True,ECO04168,False
False,False,False,False,False,False,True,ECO04169,False
False,False,True,False,False,False,False,ECO04170,False
False,False,False,False,False,False,True,ECO04172,False
False,False,False,True,False,True,False,ECO04175,False
False,False,False,False,False,False,True,ECO04176,False
False,False,True,False,False,False,False,ECO04179,False
False,False,True,False,False,False,False,ECO04180,False
False,False,False,False,False,False,True,ECO04181,False
False,False,False,True,True,False,False,ECO04182,False
False,False,False,False,False,False,True,ECO04183,False
False,False,False,True,True,False,False,ECO04184,False
False,False,False,True,False,True,False,ECO04185,False
False,False,False,False,False,False,True,ECO04186,False
False,False,False,False,False,False,True,ECO04187,False
False,True,False,True,False,False,False,ECO04189,False
False,False,False,True,False,True,False,ECO04190,False
True,False,False,False,False,False,False,ECO04191,False
False,False,False,False,False,False,True,ECO04192,False
False,False,False,False,False,False,True,ECO04193,False
False,False,False,True,True,False,False,ECO04195,False
False,False,False,False,False,False,True,ECO04197,False
False,False,False,False,False,False,True,ECO04200,False
False,False,False,True,True,False,False,ECO04201,False
False,False,False,False,False,False,True,ECO04202,False
False,False,True,False,False,False,False,ECO04203,False
False,False,True,False,False,False,False,ECO04204,False
False,False,True,False,False,False,False,ECO04205,False
False,False,False,False,False,False,True,ECO04206,False
False,False,False,False,False,False,True,ECO04208,False
False,False,False,False,False,False,False,ECO04210,True
False,False,False,True,False,True,False,ECO04211,False
False,False,False,False,False,False,True,ECO04212,False
False,True,False,True,False,False,False,ECO04213,False
False,False,False,False,False,False,True,ECO04214,False
False,False,False,False,False,False,True,ECO04216,False
False,False,True,False,False,False,False,ECO04217,False
False,False,False,False,False,False,True,ECO04219,False
False,False,False,False,False,False,True,ECO04223,False
False,False,False,True,False,True,False,ECO04224,False
False,False,True,False,False,False,False,ECO04229,False
False,False,False,False,False,False,True,ECO04232,False
False,False,False,False,False,False,True,ECO04234,False
False,False,False,True,False,True,False,ECO04236,False
False,False,False,False,False,False,True,ECO04239,False
False,False,False,False,False,False,True,ECO04241,False
False,False,True,False,False,False,False,ECO04244,False
False,False,False,False,False,False,True,ECO04245,False
False,False,False,False,False,False,True,ECO04247,False
False,False,False,True,True,False,False,ECO04248,False
False,False,False,False,False,False,True,ECO04253,False
False,False,False,False,False,False,True,ECO04255,False
False,False,False,False,False,False,True,ECO04256,False
False,False,False,False,False,False,True,ECO04258,False
False,False,False,False,False,False,True,ECO04259,False
False,False,True,False,False,False,False,ECO04260,False
False,False,False,True,True,False,False,ECO04261,False
False,False,True,False,False,False,False,ECO04262,False
False,False,False,False,False,False,True,ECO04263,False
False,False,False,False,False,False,True,ECO04264,False
False,False,False,True,True,False,False,ECO04269,False
False,False,False,False,False,False,True,ECO04270,False
False,False,False,False,False,False,True,ECO04272,False
False,False,False,True,True,False,False,ECO04273,False
False,False,False,False,False,False,True,ECO04275,False
False,False,False,False,False,False,True,ECO04278,False
False,False,False,False,False,False,True,ECO04279,False
False,False,False,False,False,False,True,ECO04281,False
False,False,False,False,False,False,True,ECO04282,False
False,False,False,False,False,False,True,ECO04284,False
False,False,False,True,False,True,False,ECO04285,False
False,False,True,False,False,False,False,ECO04286,False
False,False,False,False,False,False,True,ECO04287,False
False,False,False,False,False,False,True,ECO04288,False
False,False,False,False,False,False,True,ECO04289,False
False,False,True,False,False,False,False,ECO04290,False
False,False,True,False,False,False,False,ECO04293,False
False,False,False,True,True,False,False,ECO04294,False
False,False,False,False,False,False,True,ECO04295,False
False,False,True,False,False,False,False,ECO04296,False
False,False,False,False,False,False,True,ECO04297,False
False,False,False,False,False,False,True,ECO04298,False
False,False,False,True,True,False,False,ECO04302,False
False,False,False,False,False,False,True,ECO04304,False
False,False,False,True,True,False,False,ECO04307,False
False,False,False,True,True,False,False,ECO04308,False
False,False,True,False,False,False,False,ECO04309,False
False,False,True,False,False,False,False,ECO04312,False
False,False,False,False,False,False,True,ECO04313,False
False,False,False,True,True,False,False,ECO04314,False
False,False,True,False,False,False,False,ECO04315,False
False,False,False,False,False,False,True,ECO04317,False
False,False,False,False,False,False,True,ECO04321,False
False,False,False,False,False,False,True,ECO04322,False
False,False,False,False,False,False,True,ECO04323,False
False,False,False,False,False,False,True,ECO04325,False
False,False,True,False,False,False,False,ECO04328,False
False,False,False,False,False,False,True,ECO04329,False
True,False,False,False,False,False,False,ECO04330,False
False,False,False,False,False,False,True,ECO04334,False
False,False,True,False,False,False,False,ECO04336,False
False,False,False,False,False,False,True,ECO04337,False
False,False,False,False,False,False,True,ECO04341,False
False,False,False,False,False,False,True,ECO04342,False
False,False,True,False,False,False,False,ECO04344,False
False,False,True,False,False,False,False,ECO04345,False
False,False,False,False,False,False,True,ECO04349,False
False,False,False,False,False,False,True,ECO04350,False
False,False,False,False,False,False,True,ECO04355,False
False,False,True,False,False,False,False,ECO04358,False
False,False,False,False,False,False,True,ECO04360,False
False,False,False,False,False,False,True,ECO04361,False
False,False,False,False,False,False,True,ECO04362,False
False,False,False,False,False,False,True,ECO04363,False
False,False,True,False,False,False,False,ECO04365,False
False,False,False,False,False,False,True,ECO04366,False
False,False,True,False,False,False,False,ECO04368,False
False,False,False,False,False,False,True,ECO04373,False
True,False,False,False,False,False,False,ECO04376,False
True,False,False,False,False,False,False,ECO04377,False
True,False,False,False,False,False,False,ECO04378,False
False,False,False,False,False,False,True,ECO04380,False
False,False,True,False,False,False,False,ECO04381,False
False,False,False,False,False,False,True,ECO04382,False
False,False,False,False,False,False,True,ECO04383,False
False,False,False,False,False,False,True,ECO04384,False
True,False,False,False,False,False,False,ECO04385,False
False,False,True,False,False,False,False,ECO04386,False
False,False,False,False,False,False,True,ECO04387,False
False,False,False,False,False,False,True,ECO04389,False
False,False,False,False,False,False,True,ECO04390,False
False,False,False,False,False,False,True,ECO04391,False
False,True,False,True,False,False,False,ECO04392,False
False,False,True,False,False,False,False,ECO04393,False
False,False,False,False,False,False,True,ECO04398,False
False,False,False,False,False,False,True,ECO04401,False
False,False,False,False,False,False,True,ECO04402,False
False,False,False,False,False,False,True,ECO04403,False
False,False,False,False,False,False,True,ECO04404,False
False,False,False,True,True,False,False,ECO04405,False
False,False,False,False,False,False,True,ECO04407,False
False,False,False,True,True,False,False,ECO04408,False
False,False,False,False,False,False,True,ECO04409,False
False,False,False,False,False,False,True,ECO04410,False
False,False,False,False,False,False,True,ECO04412,False
False,False,True,False,False,False,False,ECO04416,False
False,False,True,False,False,False,False,ECO04417,False
False,False,False,False,False,False,True,ECO04418,False
False,False,False,False,False,False,True,ECO04419,False
False,True,False,True,False,False,False,ECO04424,False
False,False,False,False,False,False,True,ECO04425,False
False,False,False,False,False,False,True,ECO04426,False
False,False,False,False,False,False,True,ECO04428,False
False,False,False,False,False,False,True,ECO04429,False
False,False,False,False,False,False,True,ECO04430,False
False,False,False,False,False,False,True,ECO04432,False
False,False,False,False,False,False,True,ECO04433,False
False,False,False,False,False,False,True,ECO04436,False
False,False,False,False,False,False,True,ECO04437,False
False,False,False,False,False,False,True,ECO04439,False
False,False,False,False,False,False,True,ECO04440,False
False,False,False,True,True,False,False,ECO04442,False
False,False,False,False,False,False,True,ECO04443,False
False,True,False,True,False,False,False,ECO04447,False
False,False,False,False,False,False,True,ECO04448,False
False,True,False,True,False,False,False,ECO04449,False
False,False,False,False,False,False,True,ECO04450,False
False,False,False,False,False,False,True,ECO04452,False
False,False,False,False,False,False,True,ECO04453,False
False,False,False,False,False,False,True,ECO04456,False
False,False,False,False,False,False,True,ECO04457,False
False,False,False,True,True,False,False,ECO04458,False
False,False,False,False,False,False,True,ECO04460,False
False,False,False,False,False,False,True,ECO04461,False
False,False,False,True,False,True,False,ECO04464,False
False,False,True,False,False,False,False,ECO04466,False
False,False,True,False,False,False,False,ECO04467,False
False,False,False,False,False,False,True,ECO04469,False
False,True,False,True,False,False,False,ECO04470,False
False,False,False,False,False,False,True,ECO04474,False
False,False,False,False,False,False,True,ECO04475,False
False,True,False,True,False,False,False,ECO04476,False
False,False,False,True,True,False,False,ECO04477,False
False,False,True,False,False,False,False,ECO04478,False
False,False,False,False,False,False,True,ECO04484,False
False,False,False,False,False,False,True,ECO04485,False
False,False,False,False,False,False,True,ECO04488,False
False,False,False,False,False,False,True,ECO04489,False
False,False,True,False,False,False,False,ECO04490,False
False,False,False,True,True,False,False,ECO04492,False
False,False,False,True,False,True,False,ECO04493,False
False,False,False,False,False,False,True,ECO04494,False
False,False,False,True,True,False,False,ECO04495,False
False,False,False,False,False,False,True,ECO04497,False
False,False,False,False,False,False,True,ECO04498,False
False,False,False,False,False,False,True,ECO04500,False
False,False,False,False,False,False,True,ECO04501,False
False,False,True,False,False,False,False,ECO04502,False
False,False,False,True,False,True,False,ECO04503,False
False,False,False,False,False,False,True,ECO04504,False
False,False,False,False,False,False,True,ECO04505,False
False,False,False,False,False,False,True,ECO04506,False
False,False,False,True,False,True,False,ECO04507,False
False,False,False,False,False,False,True,ECO04508,False
False,False,False,False,False,False,True,ECO04510,False
False,False,False,False,False,False,True,ECO04512,False
False,False,False,False,False,False,True,ECO04516,False
False,False,False,False,False,False,True,ECO04518,False
False,False,False,False,False,False,True,ECO04519,False
False,False,False,False,False,False,True,ECO04520,False
False,False,False,False,False,False,True,ECO04521,False
False,False,False,False,False,False,True,ECO04522,False
False,False,False,False,False,False,True,ECO04525,False
False,False,False,False,False,False,True,ECO04527,False
False,False,True,False,False,False,False,ECO04531,False
False,False,False,False,False,False,True,ECO04535,False
False,False,False,False,False,False,True,ECO04536,False
False,True,False,True,False,False,False,ECO04537,False
False,False,True,False,False,False,False,ECO04538,False
False,False,False,False,False,False,True,ECO04540,False
False,False,False,True,True,False,False,ECO04543,False
False,False,False,False,False,False,True,ECO04544,False
False,False,True,False,False,False,False,ECO04546,False
False,False,False,False,False,False,True,ECO04549,False
False,False,False,False,False,False,True,ECO04550,False
False,False,False,False,False,False,True,ECO04551,False
False,False,False,False,False,False,True,ECO04553,False
False,False,False,False,False,False,True,ECO04556,False
False,False,False,False,False,False,True,ECO04557,False
False,False,True,False,False,False,False,ECO04559,False
False,False,False,True,False,True,False,ECO04560,False
False,False,True,False,False,False,False,ECO04562,False
False,False,False,False,False,False,True,ECO04563,False
True,False,False,False,False,False,False,ECO04564,False
False,False,False,True,True,False,False,ECO04565,False
False,False,False,False,False,False,True,ECO04568,False
False,False,False,True,True,False,False,ECO04570,False
True,False,False,False,False,False,False,ECO04571,False
False,False,False,False,False,False,True,ECO04572,False
False,False,False,False,False,False,True,ECO04573,False
False,False,False,False,False,False,True,ECO04576,False
False,False,False,True,True,False,False,ECO04577,False
False,False,False,False,False,False,True,ECO04581,False
False,False,False,True,True,False,False,ECO04582,False
False,False,False,False,False,False,True,ECO04583,False
False,False,False,False,False,False,True,ECO04584,False
False,False,False,True,True,False,False,ECO04585,False
False,False,False,False,False,False,True,ECO04587,False
False,False,False,True,True,False,False,ECO04588,False
False,False,False,False,False,False,True,ECO04591,False
False,False,False,False,False,False,True,ECO04593,False
False,False,True,False,False,False,False,ECO04597,False
False,False,False,False,False,False,True,ECO04598,False
False,False,False,True,False,True,False,ECO04599,False
False,False,False,False,False,False,True,ECO04600,False
False,False,False,False,False,False,True,ECO04601,False
False,False,True,False,False,False,False,ECO04602,False
False,False,True,False,False,False,False,ECO04603,False
False,False,False,False,False,False,True,ECO04604,False
False,False,False,False,False,False,True,ECO04605,False
False,False,False,False,False,False,True,ECO04609,False
False,False,False,False,False,False,True,ECO04610,False
False,False,False,False,False,False,True,ECO04611,False
False,False,True,False,False,False,False,ECO04613,False
False,False,False,False,False,False,True,ECO04614,False
False,False,False,True,True,False,False,ECO04615,False
False,False,False,False,False,False,True,ECO04616,False
False,False,False,False,False,False,True,ECO04618,False
False,False,False,False,False,False,True,ECO04619,False
False,False,False,True,False,True,False,ECO04620,False
False,False,False,False,False,False,True,ECO04621,False
False,False,False,False,False,False,True,ECO04625,False
False,False,False,False,False,False,True,ECO04626,False
False,False,True,False,False,False,False,ECO04630,False
False,False,True,False,False,False,False,ECO04633,False
False,False,False,False,False,False,True,ECO04635,False
False,False,False,False,False,False,True,ECO04639,False
False,False,True,False,False,False,False,ECO04641,False
False,False,False,False,False,False,True,ECO04642,False
False,False,False,True,True,False,False,ECO04644,False
False,False,False,False,False,False,True,ECO04650,False
False,False,False,True,True,False,False,ECO04651,False
False,False,True,False,False,False,False,ECO04652,False
False,False,False,False,False,False,True,ECO04653,False
False,False,False,False,False,False,True,ECO04654,False
False,False,False,False,False,False,True,ECO04655,False
False,False,False,False,False,False,True,ECO04656,False
False,False,False,False,False,False,True,ECO04659,False
False,False,False,False,False,False,True,ECO04660,False
False,False,True,False,False,False,False,ECO04661,False
False,False,False,False,False,False,True,ECO04663,False
False,False,False,False,False,False,True,ECO04665,False
False,False,False,False,False,False,True,ECO04668,False
False,False,False,False,False,False,True,ECO04674,False
False,False,False,True,False,True,False,ECO04675,False
False,False,False,False,False,False,True,ECO04677,False
False,False,True,False,False,False,False,ECO04678,False
False,False,False,False,False,False,True,ECO04682,False
False,False,False,False,False,False,True,ECO04684,False
False,False,False,False,False,False,True,ECO04687,False
False,False,False,False,False,False,True,ECO04688,False
False,False,False,False,False,False,True,ECO04689,False
False,False,False,False,False,False,True,ECO04691,False
False,False,False,False,False,False,True,ECO04692,False
False,False,False,False,False,False,True,ECO04693,False
False,False,False,True,True,False,False,ECO04695,False
False,False,False,False,False,False,True,ECO04698,False
False,False,False,False,False,False,True,ECO04699,False
False,False,True,False,False,False,False,ECO04700,False
False,False,False,False,False,False,True,ECO04701,False
False,False,False,False,False,False,True,ECO04702,False
False,False,False,False,False,False,True,ECO04706,False
False,False,False,False,False,False,True,ECO04707,False
False,False,True,False,False,False,False,ECO04710,False
False,False,False,False,False,False,True,ECO04711,False
False,False,False,False,False,False,True,ECO04712,False
False,False,False,False,False,False,True,ECO04713,False
False,False,True,False,False,False,False,ECO04714,False
False,False,False,False,False,False,True,ECO04715,False
False,False,True,False,False,False,False,ECO04716,False
False,False,False,True,True,False,False,ECO04717,False
False,False,False,False,False,False,True,ECO04721,False
False,False,False,False,False,False,True,ECO04722,False
False,False,False,False,False,False,True,ECO04723,False
False,False,False,False,False,False,True,ECO04725,False
False,False,False,True,True,False,False,ECO04727,False
False,False,True,False,False,False,False,ECO04729,False
False,False,False,False,False,False,True,ECO04731,False
False,False,False,False,False,False,True,ECO04732,False
False,False,False,False,False,False,True,ECO04733,False
False,False,True,False,False,False,False,ECO04734,False
False,False,False,True,True,False,False,ECO04735,False
False,False,False,False,False,False,True,ECO04736,False
False,False,False,False,False,False,True,ECO04737,False
False,False,False,False,False,False,True,ECO04738,False
False,False,True,False,False,False,False,ECO04741,False
False,False,False,False,False,False,True,ECO04743,False
False,False,False,False,False,False,True,ECO04744,False
False,False,True,False,False,False,False,ECO04745,False
False,False,False,False,False,False,True,ECO04748,False
