agntosf,ambigagn,composite,defagn,defliner,defseyf,defstarform,galname,sftoagn
False,False,False,False,False,False,True,ECO07975,False
False,False,False,False,False,False,True,ECO07976,False
False,False,False,False,False,False,True,ECO07977,False
False,False,False,False,False,False,True,ECO07981,False
False,False,False,False,False,False,True,ECO07983,False
False,False,False,False,False,False,True,ECO07984,False
False,False,False,False,False,False,True,ECO07985,False
False,False,False,False,False,False,True,ECO07986,False
False,False,False,False,False,False,False,ECO07987,True
False,False,False,False,False,False,True,ECO07988,False
False,False,False,True,False,True,False,ECO07989,False
False,False,False,False,False,False,True,ECO07990,False
False,False,False,False,False,False,True,ECO07991,False
False,False,False,False,False,False,True,ECO07993,False
False,False,False,False,False,False,True,ECO07994,False
False,False,True,False,False,False,False,ECO07996,False
False,False,False,False,False,False,True,ECO07998,False
False,False,False,False,False,False,True,ECO08000,False
False,False,False,False,False,False,True,ECO08001,False
False,False,True,False,False,False,False,ECO08002,False
False,False,False,False,False,False,True,ECO08003,False
False,False,False,False,False,False,True,ECO08004,False
False,False,False,False,False,False,True,ECO08006,False
False,False,False,False,False,False,True,ECO08007,False
False,False,False,False,False,False,True,ECO08008,False
False,False,False,False,False,False,True,ECO08010,False
False,False,False,False,False,False,True,ECO08011,False
False,False,False,False,False,False,True,ECO08012,False
False,False,False,False,False,False,True,ECO08013,False
False,False,False,False,False,False,True,ECO08014,False
False,False,False,False,False,False,False,ECO08016,True
False,False,False,False,False,False,True,ECO08018,False
False,False,False,False,False,False,False,ECO08020,True
False,False,False,False,False,False,True,ECO08022,False
False,False,False,True,True,False,False,ECO08023,False
False,False,False,False,False,False,True,ECO08024,False
False,False,False,False,False,False,True,ECO08025,False
False,False,False,False,False,False,True,ECO08026,False
False,False,False,False,False,False,True,ECO08027,False
False,False,False,False,False,False,True,ECO08029,False
False,False,False,False,False,False,True,ECO08033,False
False,False,False,False,False,False,True,ECO08035,False
False,False,False,False,False,False,True,ECO08037,False
False,False,False,False,False,False,True,ECO08039,False
False,False,False,False,False,False,True,ECO08040,False
False,False,False,False,False,False,True,ECO08044,False
False,False,False,False,False,False,True,ECO08047,False
False,False,False,False,False,False,True,ECO08048,False
False,False,False,True,True,False,False,ECO08049,False
False,False,False,False,False,False,True,ECO08051,False
False,False,False,False,False,False,True,ECO08053,False
False,False,False,False,False,False,True,ECO08055,False
False,False,False,False,False,False,True,ECO08056,False
False,False,False,False,False,False,True,ECO08057,False
False,False,False,True,True,False,False,ECO08059,False
False,False,False,False,False,False,True,ECO08060,False
False,False,False,False,False,False,False,ECO08061,True
False,False,True,False,False,False,False,ECO08062,False
False,False,False,False,False,False,True,ECO08063,False
False,False,False,False,False,False,True,ECO08064,False
False,False,False,False,False,False,True,ECO08065,False
False,False,False,False,False,False,True,ECO08066,False
False,False,False,False,False,False,True,ECO08069,False
False,False,False,False,False,False,True,ECO08070,False
False,False,False,False,False,False,True,ECO08071,False
False,False,False,False,False,False,True,ECO08073,False
False,False,False,False,False,False,True,ECO08074,False
False,False,False,False,False,False,True,ECO08075,False
False,False,False,False,False,False,True,ECO08076,False
False,False,False,False,False,False,False,ECO08079,True
False,False,False,False,False,False,True,ECO08080,False
False,False,False,False,False,False,True,ECO08081,False
False,False,False,False,False,False,True,ECO08082,False
False,False,False,False,False,False,True,ECO08083,False
False,False,False,False,False,False,True,ECO08084,False
False,False,False,False,False,False,True,ECO08086,False
False,False,False,False,False,False,True,ECO08088,False
False,False,False,False,False,False,True,ECO08089,False
False,False,True,False,False,False,False,ECO08091,False
False,False,False,False,False,False,True,ECO08092,False
False,False,False,False,False,False,True,ECO08095,False
False,False,False,False,False,False,True,ECO08096,False
False,False,False,False,False,False,True,ECO08097,False
False,False,False,False,False,False,True,ECO08098,False
False,False,True,False,False,False,False,ECO08099,False
False,False,False,False,False,False,False,ECO08100,True
False,False,False,False,False,False,True,ECO08101,False
False,False,False,False,False,False,True,ECO08102,False
False,False,False,False,False,False,True,ECO08104,False
False,False,False,False,False,False,True,ECO08106,False
False,False,False,False,False,False,True,ECO08107,False
False,False,False,False,False,False,True,ECO08108,False
False,False,False,False,False,False,True,ECO08110,False
False,False,False,False,False,False,True,ECO08111,False
False,False,False,False,False,False,True,ECO08114,False
False,False,False,False,False,False,True,ECO08117,False
False,False,False,False,False,False,True,ECO08121,False
False,False,False,False,False,False,True,ECO08122,False
False,False,False,False,False,False,True,ECO08123,False
False,False,False,False,False,False,True,ECO08124,False
False,False,False,False,False,False,True,ECO08125,False
False,False,False,False,False,False,True,ECO08127,False
False,False,False,False,False,False,True,ECO08129,False
False,False,False,False,False,False,True,ECO08130,False
False,False,False,False,False,False,True,ECO08132,False
False,False,False,False,False,False,False,ECO08134,True
False,False,False,False,False,False,True,ECO08135,False
False,False,False,False,False,False,True,ECO08136,False
False,False,False,True,False,True,False,ECO08137,False
False,False,False,False,False,False,True,ECO08138,False
False,False,False,False,False,False,True,ECO08139,False
False,False,False,False,False,False,True,ECO08140,False
False,False,False,False,False,False,True,ECO08141,False
False,False,False,False,False,False,True,ECO08142,False
False,False,False,False,False,False,True,ECO08144,False
False,True,False,True,False,False,False,ECO08145,False
False,False,False,False,False,False,True,ECO08146,False
False,False,False,False,False,False,True,ECO08147,False
False,False,False,False,False,False,True,ECO08148,False
False,False,False,False,False,False,True,ECO08149,False
False,False,False,False,False,False,True,ECO08150,False
False,False,False,False,False,False,True,ECO08157,False
False,False,False,False,False,False,True,ECO08158,False
False,False,False,False,False,False,True,ECO08160,False
False,False,False,False,False,False,True,ECO08162,False
False,False,False,False,False,False,True,ECO08163,False
False,False,False,False,False,False,False,ECO08166,True
False,False,True,False,False,False,False,ECO08168,False
False,False,False,False,False,False,True,ECO08170,False
False,False,False,False,False,False,True,ECO08171,False
False,False,False,False,False,False,True,ECO08173,False
False,False,False,False,False,False,True,ECO08177,False
False,False,False,False,False,False,True,ECO08179,False
False,False,False,False,False,False,True,ECO08183,False
False,False,False,False,False,False,True,ECO08184,False
False,False,True,False,False,False,False,ECO08187,False
False,False,True,False,False,False,False,ECO08189,False
False,False,False,False,False,False,True,ECO08191,False
False,False,False,False,False,False,True,ECO08192,False
False,False,False,False,False,False,True,ECO08197,False
False,False,True,False,False,False,False,ECO08198,False
False,False,False,False,False,False,True,ECO08200,False
False,False,False,False,False,False,True,ECO08201,False
False,False,True,False,False,False,False,ECO08202,False
False,False,False,False,False,False,True,ECO08208,False
False,False,False,False,False,False,True,ECO08210,False
False,False,False,False,False,False,True,ECO08211,False
False,False,True,False,False,False,False,ECO08212,False
False,False,False,False,False,False,True,ECO08213,False
False,False,False,False,False,False,True,ECO08216,False
False,False,False,False,False,False,True,ECO08217,False
False,False,False,False,False,False,True,ECO08220,False
False,False,False,False,False,False,True,ECO08221,False
False,False,False,False,False,False,True,ECO08223,False
False,False,False,False,False,False,True,ECO08224,False
False,False,False,False,False,False,True,ECO08225,False
False,False,False,False,False,False,False,ECO08227,True
False,False,False,False,False,False,True,ECO08228,False
False,False,False,False,False,False,True,ECO08229,False
False,False,False,False,False,False,True,ECO08230,False
False,False,False,False,False,False,True,ECO08231,False
False,False,False,False,False,False,True,ECO08232,False
False,False,False,True,True,False,False,ECO08235,False
False,False,False,False,False,False,True,ECO08236,False
False,False,False,False,False,False,True,ECO08238,False
False,False,False,False,False,False,True,ECO08239,False
True,False,False,False,False,False,False,ECO08240,False
False,False,False,False,False,False,True,ECO08243,False
False,False,False,False,False,False,True,ECO08244,False
False,False,False,False,False,False,True,ECO08245,False
False,False,False,False,False,False,True,ECO08246,False
False,False,False,False,False,False,True,ECO08247,False
False,False,False,False,False,False,True,ECO08248,False
False,False,True,False,False,False,False,ECO08249,False
False,False,False,False,False,False,True,ECO08250,False
False,False,False,False,False,False,True,ECO08251,False
False,False,False,False,False,False,True,ECO08252,False
False,False,True,False,False,False,False,ECO08253,False
False,False,False,False,False,False,True,ECO08255,False
False,False,False,False,False,False,True,ECO08256,False
False,True,False,True,False,False,False,ECO08257,False
False,False,False,False,False,False,True,ECO08258,False
False,False,False,False,False,False,True,ECO08260,False
False,False,False,False,False,False,True,ECO08261,False
False,False,False,False,False,False,True,ECO08262,False
False,False,False,False,False,False,True,ECO08263,False
False,False,False,False,False,False,True,ECO08264,False
False,False,False,True,False,True,False,ECO08266,False
False,False,False,False,False,False,True,ECO08271,False
False,False,False,False,False,False,True,ECO08272,False
False,False,True,False,False,False,False,ECO08274,False
False,False,False,False,False,False,True,ECO08275,False
False,False,True,False,False,False,False,ECO08276,False
False,False,False,False,False,False,True,ECO08277,False
False,False,False,True,True,False,False,ECO08278,False
False,False,False,False,False,False,True,ECO08279,False
False,False,False,False,False,False,True,ECO08280,False
False,False,False,False,False,False,True,ECO08281,False
False,False,True,False,False,False,False,ECO08283,False
False,False,False,False,False,False,True,ECO08284,False
False,False,False,True,True,False,False,ECO08285,False
False,False,False,False,False,False,True,ECO08287,False
False,False,False,False,False,False,False,ECO08290,True
False,False,True,False,False,False,False,ECO08291,False
False,False,False,False,False,False,True,ECO08292,False
False,False,False,False,False,False,True,ECO08296,False
False,False,False,False,False,False,True,ECO08297,False
False,False,False,False,False,False,True,ECO08298,False
False,False,False,False,False,False,True,ECO08299,False
False,False,False,False,False,False,True,ECO08300,False
False,False,False,False,False,False,True,ECO08301,False
False,False,False,False,False,False,True,ECO08303,False
False,False,False,False,False,False,True,ECO08305,False
False,False,False,False,False,False,True,ECO08306,False
False,False,False,False,False,False,True,ECO08308,False
False,False,True,False,False,False,False,ECO08309,False
False,False,False,False,False,False,True,ECO08312,False
False,False,False,False,False,False,True,ECO08314,False
False,False,False,False,False,False,True,ECO08315,False
False,False,False,False,False,False,True,ECO08316,False
False,False,True,False,False,False,False,ECO08317,False
False,False,False,False,False,False,True,ECO08318,False
False,False,False,False,False,False,True,ECO08319,False
False,False,False,True,True,False,False,ECO08320,False
False,False,False,False,False,False,True,ECO08323,False
False,False,False,False,False,False,True,ECO08324,False
False,False,False,False,False,False,True,ECO08325,False
False,False,False,False,False,False,True,ECO08326,False
False,False,False,False,False,False,True,ECO08327,False
False,False,False,False,False,False,True,ECO08328,False
False,False,False,False,False,False,True,ECO08329,False
False,False,False,False,False,False,False,ECO08330,True
False,False,False,False,False,False,True,ECO08331,False
False,False,False,False,False,False,True,ECO08334,False
False,False,False,False,False,False,True,ECO08339,False
False,False,False,False,False,False,True,ECO08342,False
False,False,False,False,False,False,True,ECO08343,False
False,False,True,False,False,False,False,ECO08344,False
False,False,False,False,False,False,True,ECO08345,False
False,False,False,False,False,False,True,ECO08347,False
False,False,False,False,False,False,True,ECO08348,False
False,False,False,False,False,False,True,ECO08350,False
False,False,False,False,False,False,True,ECO08351,False
False,False,True,False,False,False,False,ECO08352,False
False,False,False,False,False,False,False,ECO08353,True
False,False,False,False,False,False,True,ECO08354,False
False,False,False,False,False,False,False,ECO08355,True
False,False,False,False,False,False,True,ECO08356,False
False,False,False,False,False,False,True,ECO08357,False
False,False,False,False,False,False,True,ECO08358,False
False,False,False,False,False,False,True,ECO08359,False
False,False,False,False,False,False,True,ECO08360,False
False,False,False,False,False,False,True,ECO08361,False
False,False,False,False,False,False,False,ECO08362,True
False,False,False,False,False,False,True,ECO08363,False
False,False,False,False,False,False,True,ECO08364,False
False,False,False,False,False,False,True,ECO08365,False
False,False,False,False,False,False,True,ECO08366,False
False,False,False,False,False,False,True,ECO08367,False
False,False,False,True,False,True,False,ECO08368,False
False,False,False,False,False,False,True,ECO08369,False
False,False,False,False,False,False,True,ECO08372,False
False,False,False,False,False,False,True,ECO08374,False
False,False,False,False,False,False,True,ECO08375,False
False,False,False,False,False,False,True,ECO08376,False
False,False,False,False,False,False,True,ECO08377,False
False,False,False,False,False,False,True,ECO08378,False
False,False,False,False,False,False,True,ECO08379,False
False,True,False,True,False,False,False,ECO08381,False
False,False,False,False,False,False,True,ECO08382,False
False,False,False,False,False,False,True,ECO08383,False
False,False,False,False,False,False,True,ECO08384,False
False,False,False,False,False,False,True,ECO08385,False
False,False,False,False,False,False,True,ECO08386,False
False,False,True,False,False,False,False,ECO08387,False
False,False,False,False,False,False,True,ECO08388,False
False,False,False,False,False,False,True,ECO08390,False
False,False,True,False,False,False,False,ECO08391,False
False,False,False,False,False,False,True,ECO08393,False
False,False,False,False,False,False,True,ECO08394,False
False,False,True,False,False,False,False,ECO08395,False
False,False,False,False,False,False,False,ECO08397,True
False,False,False,True,True,False,False,ECO08398,False
False,False,False,False,False,False,True,ECO08401,False
False,False,False,False,False,False,True,ECO08404,False
False,False,False,False,False,False,True,ECO08405,False
False,False,False,False,False,False,True,ECO08406,False
False,False,False,False,False,False,True,ECO08407,False
False,False,False,False,False,False,True,ECO08408,False
False,False,False,False,False,False,True,ECO08409,False
False,False,False,False,False,False,False,ECO08410,True
False,False,False,True,True,False,False,ECO08411,False
False,False,False,False,False,False,True,ECO08414,False
False,False,False,False,False,False,True,ECO08416,False
False,False,False,False,False,False,True,ECO08421,False
False,False,False,True,False,True,False,ECO08423,False
False,False,False,False,False,False,True,ECO08424,False
False,False,False,False,False,False,True,ECO08425,False
False,False,False,False,False,False,True,ECO08426,False
False,False,False,False,False,False,True,ECO08427,False
False,False,True,False,False,False,False,ECO08428,False
False,False,False,False,False,False,True,ECO08430,False
False,False,False,False,False,False,True,ECO08431,False
False,False,False,False,False,False,True,ECO08432,False
False,False,False,False,False,False,True,ECO08433,False
False,False,False,False,False,False,True,ECO08434,False
False,False,False,False,False,False,False,ECO08436,True
False,False,False,False,False,False,False,ECO08437,True
False,False,False,False,False,False,True,ECO08438,False
False,False,False,False,False,False,True,ECO08439,False
False,False,False,False,False,False,True,ECO08440,False
False,False,False,False,False,False,True,ECO08441,False
False,False,False,False,False,False,True,ECO08442,False
False,False,False,True,False,True,False,ECO08444,False
False,False,False,False,False,False,True,ECO08446,False
False,False,False,False,False,False,True,ECO08447,False
False,False,False,False,False,False,True,ECO08448,False
False,False,False,False,False,False,True,ECO08450,False
False,False,False,False,False,False,True,ECO08451,False
False,False,False,False,False,False,True,ECO08452,False
False,False,False,True,False,True,False,ECO08456,False
False,False,False,False,False,False,True,ECO08457,False
False,False,False,False,False,False,True,ECO08460,False
False,False,False,False,False,False,True,ECO08465,False
False,False,False,False,False,False,True,ECO08467,False
False,False,False,False,False,False,True,ECO08468,False
False,False,False,False,False,False,True,ECO08469,False
False,False,False,False,False,False,True,ECO08470,False
False,False,False,False,False,False,True,ECO08472,False
False,False,False,False,False,False,True,ECO08473,False
False,False,False,False,False,False,True,ECO08474,False
False,False,False,False,False,False,True,ECO08476,False
False,False,False,False,False,False,True,ECO08477,False
False,False,False,False,False,False,True,ECO08479,False
False,False,True,False,False,False,False,ECO08480,False
False,False,True,False,False,False,False,ECO08481,False
False,False,True,False,False,False,False,ECO08482,False
False,False,False,False,False,False,True,ECO08484,False
False,False,False,False,False,False,True,ECO08486,False
False,False,False,False,False,False,True,ECO08487,False
False,False,False,False,False,False,True,ECO08488,False
False,False,False,False,False,False,False,ECO08491,True
False,False,False,False,False,False,True,ECO08493,False
False,False,False,False,False,False,True,ECO08495,False
False,False,False,False,False,False,True,ECO08496,False
False,False,False,False,False,False,True,ECO08497,False
False,False,False,False,False,False,True,ECO08498,False
False,False,False,False,False,False,True,ECO08499,False
False,False,True,False,False,False,False,ECO08500,False
False,False,False,False,False,False,True,ECO08501,False
False,False,False,False,False,False,True,ECO08502,False
False,False,False,False,False,False,False,ECO08505,True
False,False,False,False,False,False,True,ECO08506,False
False,False,False,False,False,False,True,ECO08512,False
False,False,False,False,False,False,True,ECO08519,False
False,False,False,False,False,False,True,ECO08521,False
False,False,False,True,True,False,False,ECO08523,False
False,False,True,False,False,False,False,ECO08524,False
False,False,False,False,False,False,True,ECO08528,False
False,False,False,False,False,False,True,ECO08530,False
False,False,False,False,False,False,True,ECO08531,False
False,False,False,False,False,False,True,ECO08532,False
False,False,False,False,False,False,False,ECO08533,True
False,False,False,False,False,False,True,ECO08534,False
False,False,False,False,False,False,True,ECO08535,False
False,False,False,False,False,False,True,ECO08536,False
False,False,False,False,False,False,True,ECO08537,False
False,False,False,False,False,False,True,ECO08542,False
False,False,False,False,False,False,True,ECO08543,False
False,False,False,False,False,False,True,ECO08545,False
False,False,False,False,False,False,True,ECO08548,False
False,False,False,False,False,False,True,ECO08549,False
False,False,False,False,False,False,True,ECO08550,False
False,False,False,False,False,False,True,ECO08552,False
False,False,False,False,False,False,True,ECO08557,False
False,False,False,False,False,False,True,ECO08558,False
False,False,False,False,False,False,False,ECO08559,True
False,False,False,False,False,False,True,ECO08560,False
False,False,True,False,False,False,False,ECO08561,False
False,False,False,False,False,False,True,ECO08562,False
False,False,False,False,False,False,True,ECO08564,False
False,False,False,False,False,False,True,ECO08565,False
False,False,False,False,False,False,False,ECO08566,True
False,False,False,False,False,False,True,ECO08568,False
False,False,False,False,False,False,True,ECO08570,False
False,False,True,False,False,False,False,ECO08572,False
False,False,False,False,False,False,True,ECO08573,False
False,False,False,False,False,False,True,ECO08574,False
False,False,False,False,False,False,True,ECO08575,False
False,False,False,False,False,False,True,ECO08577,False
False,False,True,False,False,False,False,ECO08578,False
False,False,False,False,False,False,True,ECO08579,False
False,False,True,False,False,False,False,ECO08580,False
False,False,False,False,False,False,False,ECO08581,True
False,False,False,False,False,False,True,ECO08582,False
False,False,False,False,False,False,True,ECO08584,False
False,False,True,False,False,False,False,ECO08585,False
False,False,False,False,False,False,True,ECO08587,False
False,False,False,False,False,False,True,ECO08589,False
False,False,False,False,False,False,True,ECO08590,False
False,False,False,False,False,False,False,ECO08591,True
False,False,False,False,False,False,False,ECO08592,True
False,False,False,False,False,False,True,ECO08594,False
False,False,False,False,False,False,True,ECO08596,False
False,False,False,False,False,False,True,ECO08598,False
False,False,False,True,True,False,False,ECO08599,False
False,False,False,False,False,False,False,ECO08601,True
False,False,False,False,False,False,True,ECO08604,False
False,False,False,False,False,False,True,ECO08605,False
False,False,False,False,False,False,True,ECO08607,False
False,False,False,False,False,False,True,ECO08608,False
False,False,False,False,False,False,True,ECO08612,False
False,False,False,False,False,False,True,ECO08613,False
False,False,False,False,False,False,False,ECO08615,True
False,False,False,False,False,False,True,ECO08617,False
False,False,False,False,False,False,True,ECO08622,False
False,False,False,False,False,False,True,ECO08623,False
False,False,False,False,False,False,True,ECO08626,False
False,False,False,False,False,False,False,ECO08627,True
False,False,False,False,False,False,True,ECO08629,False
False,False,True,False,False,False,False,ECO08630,False
False,False,False,False,False,False,True,ECO08631,False
False,False,True,False,False,False,False,ECO08632,False
False,False,True,False,False,False,False,ECO08633,False
False,False,False,False,False,False,True,ECO08634,False
False,False,False,False,False,False,True,ECO08635,False
False,False,True,False,False,False,False,ECO08637,False
False,False,False,False,False,False,True,ECO08638,False
False,False,False,False,False,False,True,ECO08640,False
False,False,False,False,False,False,True,ECO08648,False
False,False,False,False,False,False,True,ECO08649,False
False,False,False,False,False,False,True,ECO08650,False
False,False,False,False,False,False,True,ECO08653,False
False,False,False,False,False,False,True,ECO08654,False
False,False,False,False,False,False,True,ECO08655,False
False,False,False,False,False,False,True,ECO08659,False
False,False,True,False,False,False,False,ECO08661,False
False,False,False,False,False,False,True,ECO08663,False
False,False,False,True,True,False,False,ECO08666,False
False,False,False,False,False,False,False,ECO08667,True
False,False,False,False,False,False,False,ECO08668,True
False,False,False,False,False,False,True,ECO08669,False
False,False,False,False,False,False,True,ECO08671,False
False,False,False,False,False,False,True,ECO08674,False
False,False,False,True,False,True,False,ECO08675,False
False,False,False,False,False,False,True,ECO08676,False
False,False,False,True,False,True,False,ECO08678,False
False,False,False,False,False,False,True,ECO08682,False
False,False,False,False,False,False,True,ECO08683,False
False,False,False,False,False,False,True,ECO08684,False
False,False,False,False,False,False,True,ECO08685,False
False,False,False,False,False,False,True,ECO08686,False
False,False,False,False,False,False,True,ECO08688,False
False,False,False,False,False,False,True,ECO08689,False
False,False,True,False,False,False,False,ECO08690,False
False,False,False,False,False,False,True,ECO08693,False
False,False,True,False,False,False,False,ECO08695,False
False,False,False,False,False,False,True,ECO08697,False
False,False,False,False,False,False,True,ECO08698,False
False,False,False,False,False,False,True,ECO08699,False
False,False,False,False,False,False,True,ECO08703,False
False,False,False,False,False,False,True,ECO08705,False
False,False,False,False,False,False,True,ECO08710,False
False,False,True,False,False,False,False,ECO08711,False
False,False,False,False,False,False,True,ECO08715,False
False,False,False,False,False,False,True,ECO08716,False
False,False,False,False,False,False,True,ECO08719,False
False,False,False,False,False,False,True,ECO08721,False
False,False,False,False,False,False,False,ECO08723,True
False,False,False,False,False,False,False,ECO08725,True
False,False,False,False,False,False,True,ECO08728,False
False,False,True,False,False,False,False,ECO08729,False
False,False,False,False,False,False,False,ECO08731,True
False,False,True,False,False,False,False,ECO08732,False
False,False,False,False,False,False,True,ECO08733,False
False,False,False,False,False,False,True,ECO08736,False
False,False,False,False,False,False,True,ECO08739,False
False,False,False,False,False,False,True,ECO08743,False
False,False,True,False,False,False,False,ECO08744,False
False,False,False,False,False,False,True,ECO08745,False
False,False,False,False,False,False,True,ECO08746,False
False,False,True,False,False,False,False,ECO08749,False
False,False,False,False,False,False,True,ECO08757,False
False,False,False,False,False,False,True,ECO08760,False
False,False,False,False,False,False,True,ECO08761,False
False,False,True,False,False,False,False,ECO08764,False
False,False,False,False,False,False,True,ECO08765,False
False,False,True,False,False,False,False,ECO08766,False
False,False,False,False,False,False,True,ECO08769,False
False,False,False,False,False,False,True,ECO08770,False
False,False,False,False,False,False,True,ECO08776,False
False,False,False,False,False,False,True,ECO08777,False
False,False,False,False,False,False,True,ECO08779,False
False,False,False,False,False,False,True,ECO08780,False
False,False,False,False,False,False,True,ECO08786,False
False,False,False,False,False,False,True,ECO08787,False
False,False,False,False,False,False,True,ECO08788,False
False,False,True,False,False,False,False,ECO08789,False
False,False,False,False,False,False,True,ECO08790,False
False,False,False,False,False,False,True,ECO08797,False
False,False,False,False,False,False,True,ECO08799,False
False,False,False,False,False,False,True,ECO08801,False
False,False,False,False,False,False,True,ECO08802,False
False,False,False,False,False,False,True,ECO08803,False
False,False,False,False,False,False,True,ECO08804,False
False,False,False,False,False,False,True,ECO08805,False
False,False,False,False,False,False,True,ECO08807,False
False,False,False,False,False,False,True,ECO08813,False
False,False,False,False,False,False,False,ECO08814,True
False,False,False,False,False,False,False,ECO08815,True
False,False,False,False,False,False,False,ECO08816,True
False,False,False,False,False,False,True,ECO08817,False
False,False,False,False,False,False,True,ECO08820,False
False,False,False,False,False,False,True,ECO08821,False
False,False,False,False,False,False,False,ECO08822,True
False,False,False,False,False,False,True,ECO08824,False
False,False,True,False,False,False,False,ECO08829,False
False,False,False,False,False,False,True,ECO08831,False
False,False,False,False,False,False,True,ECO08832,False
False,False,False,False,False,False,True,ECO08833,False
False,False,False,False,False,False,True,ECO08841,False
False,False,False,False,False,False,True,ECO08843,False
False,False,False,False,False,False,True,ECO08844,False
False,False,False,False,False,False,False,ECO08847,True
False,False,False,True,False,True,False,ECO08851,False
False,False,True,False,False,False,False,ECO08852,False
False,False,False,False,False,False,True,ECO08854,False
False,False,False,False,False,False,True,ECO08855,False
False,False,False,False,False,False,True,ECO08856,False
False,False,False,False,False,False,True,ECO08857,False
False,False,False,False,False,False,True,ECO08858,False
False,False,False,False,False,False,True,ECO08859,False
False,False,False,False,False,False,False,ECO08860,True
False,False,True,False,False,False,False,ECO08862,False
False,False,False,True,False,True,False,ECO08863,False
False,False,False,False,False,False,True,ECO08866,False
False,False,True,False,False,False,False,ECO08868,False
False,False,False,False,False,False,True,ECO08877,False
False,False,False,False,False,False,True,ECO08878,False
False,False,False,True,False,True,False,ECO08881,False
False,False,False,False,False,False,True,ECO08883,False
False,False,False,False,False,False,False,ECO08884,True
False,False,False,False,False,False,True,ECO08885,False
False,False,False,False,False,False,True,ECO08886,False
False,False,False,False,False,False,True,ECO08887,False
False,False,False,False,False,False,True,ECO08888,False
False,False,False,False,False,False,False,ECO08889,True
False,False,False,False,False,False,True,ECO08891,False
False,False,False,False,False,False,True,ECO08893,False
False,False,False,False,False,False,True,ECO08894,False
False,False,False,False,False,False,False,ECO08895,True
False,False,False,False,False,False,True,ECO08897,False
False,False,False,False,False,False,True,ECO08898,False
False,False,False,False,False,False,True,ECO08899,False
False,False,False,False,False,False,True,ECO08900,False
False,False,False,False,False,False,False,ECO08901,True
False,False,False,False,False,False,True,ECO08902,False
False,False,False,False,False,False,True,ECO08903,False
False,False,False,False,False,False,True,ECO08904,False
False,False,False,False,False,False,False,ECO08905,True
False,False,False,False,False,False,True,ECO08907,False
False,False,False,False,False,False,True,ECO08909,False
False,False,False,False,False,False,True,ECO08911,False
False,False,False,False,False,False,True,ECO08912,False
False,False,False,False,False,False,True,ECO08916,False
False,False,False,False,False,False,True,ECO08917,False
False,False,False,False,False,False,True,ECO08920,False
False,False,False,False,False,False,True,ECO08921,False
False,False,False,False,False,False,True,ECO08922,False
False,False,False,False,False,False,False,ECO08924,True
False,False,False,False,False,False,True,ECO08926,False
False,False,False,False,False,False,False,ECO08927,True
False,False,False,False,False,False,False,ECO08928,True
False,False,False,False,False,False,True,ECO08930,False
False,False,False,False,False,False,True,ECO08933,False
False,False,False,False,False,False,True,ECO08934,False
False,False,False,False,False,False,True,ECO08935,False
False,False,False,False,False,False,True,ECO08937,False
False,False,False,False,False,False,True,ECO08938,False
False,False,False,False,False,False,True,ECO08942,False
False,False,False,False,False,False,False,ECO08947,True
False,False,False,False,False,False,False,ECO08948,True
False,False,False,False,False,False,True,ECO08951,False
False,False,False,False,False,False,True,ECO08952,False
False,False,False,False,False,False,False,ECO08954,True
False,False,False,False,False,False,True,ECO08955,False
False,False,False,False,False,False,True,ECO08956,False
False,False,False,False,False,False,True,ECO08957,False
False,False,False,False,False,False,True,ECO08958,False
False,False,False,False,False,False,True,ECO08960,False
False,False,False,False,False,False,True,ECO08961,False
False,False,False,False,False,False,True,ECO08963,False
False,True,False,True,False,False,False,ECO08964,False
False,False,False,False,False,False,True,ECO08965,False
False,False,False,False,False,False,True,ECO08968,False
False,False,False,False,False,False,True,ECO08969,False
False,False,False,False,False,False,True,ECO08971,False
False,False,False,False,False,False,True,ECO08974,False
False,False,False,False,False,False,True,ECO08976,False
False,False,False,False,False,False,True,ECO08977,False
False,False,False,False,False,False,True,ECO08978,False
False,False,False,False,False,False,True,ECO08979,False
False,False,False,False,False,False,True,ECO08980,False
False,False,False,False,False,False,True,ECO08981,False
False,False,False,False,False,False,True,ECO08982,False
False,False,False,False,False,False,True,ECO08983,False
False,False,False,False,False,False,True,ECO08985,False
False,False,False,True,False,True,False,ECO08986,False
False,False,False,False,False,False,True,ECO08989,False
False,False,False,False,False,False,False,ECO08990,True
False,False,False,False,False,False,True,ECO08991,False
False,False,False,False,False,False,True,ECO08992,False
False,False,False,False,False,False,True,ECO08995,False
False,False,False,False,False,False,True,ECO08996,False
False,False,False,False,False,False,True,ECO08997,False
False,False,False,False,False,False,True,ECO08998,False
False,False,False,False,False,False,True,ECO09001,False
False,False,False,False,False,False,True,ECO09004,False
False,False,False,False,False,False,True,ECO09005,False
False,False,False,False,False,False,True,ECO09006,False
False,False,False,False,False,False,True,ECO09007,False
False,False,False,False,False,False,True,ECO09012,False
False,False,False,False,False,False,True,ECO09014,False
False,False,False,False,False,False,True,ECO09016,False
False,False,False,False,False,False,False,ECO09020,True
False,False,False,False,False,False,True,ECO09021,False
False,False,False,False,False,False,True,ECO09022,False
False,False,False,False,False,False,True,ECO09024,False
False,False,False,False,False,False,True,ECO09025,False
False,False,False,False,False,False,True,ECO09026,False
False,False,False,False,False,False,False,ECO09027,True
False,False,False,False,False,False,True,ECO09031,False
False,False,False,False,False,False,True,ECO09032,False
False,False,False,False,False,False,True,ECO09035,False
