	#x	Wavelength	A_lambda/E(B-V)
432	2.327746741	4296	3.640535508
433	2.326122354	4299	3.637436087
434	2.324500232	4302	3.634340989
435	2.322880372	4305	3.631250204
436	2.321262767	4308	3.628163724
437	2.319647414	4311	3.62508154
438	2.318034307	4314	3.622003643
439	2.316423442	4317	3.618930023
440	2.314814815	4320	3.615860672
441	2.31320842	4323	3.612795582
442	2.311604253	4326	3.609734742
443	2.31000231	4329	3.606678145
444	2.308402585	4332	3.603625781
445	2.306805075	4335	3.600577642
446	2.305209774	4338	3.597533719
447	2.303616678	4341	3.594494004
448	2.302025783	4344	3.591458486
449	2.300437083	4347	3.588427159
450	2.298850575	4350	3.585400013
451	2.297266253	4353	3.582377039
452	2.295684114	4356	3.579358229
453	2.294104152	4359	3.576343574
454	2.292526364	4362	3.573333066
455	2.290950745	4365	3.570326696
456	2.289377289	4368	3.567324456
457	2.287805994	4371	3.564326337
458	2.286236854	4374	3.561332331
459	2.284669865	4377	3.558342429
460	2.283105023	4380	3.555356622
461	2.281542323	4383	3.552374903
462	2.27998176	4386	3.549397263
463	2.278423331	4389	3.546423693
464	2.276867031	4392	3.543454186
465	2.275312856	4395	3.540488733
466	2.2737608	4398	3.537527325
467	2.272210861	4401	3.534569955
468	2.270663034	4404	3.531616613
469	2.269117313	4407	3.528667293
470	2.267573696	4410	3.525721985
471	2.266032178	4413	3.522780682
472	2.264492754	4416	3.519843375
473	2.26295542	4419	3.516910057
474	2.261420172	4422	3.513980718
475	2.259887006	4425	3.511055352
476	2.258355917	4428	3.508133949
477	2.256826901	4431	3.505216502
478	2.255299955	4434	3.502303003
479	2.253775073	4437	3.499393444
480	2.252252252	4440	3.496487817
481	2.250731488	4443	3.493586113
482	2.249212776	4446	3.490688326
483	2.247696111	4449	3.487794446
484	2.246181491	4452	3.484904467
485	2.244668911	4455	3.48201838
486	2.243158367	4458	3.479136177
487	2.241649854	4461	3.476257851
488	2.240143369	4464	3.473383393
489	2.238638908	4467	3.470512796
490	2.237136465	4470	3.467646053
491	2.235636038	4473	3.464783155
492	2.234137623	4476	3.461924094
493	2.232641215	4479	3.459068864
494	2.231146809	4482	3.456217456
495	2.229654404	4485	3.453369862
496	2.228163993	4488	3.450526076
497	2.226675573	4491	3.447686088
498	2.225189141	4494	3.444849893
499	2.223704692	4497	3.442017481
500	2.222222222	4500	3.439188846
501	2.220741728	4503	3.43636398
502	2.219263205	4506	3.433542876
503	2.217786649	4509	3.430725525
504	2.216312057	4512	3.427911921
505	2.214839424	4515	3.425102056
506	2.213368747	4518	3.422295922
507	2.211900022	4521	3.419493513
508	2.210433245	4524	3.41669482
509	2.208968412	4527	3.413899837
510	2.207505519	4530	3.411108556
511	2.206044562	4533	3.408320969
512	2.204585538	4536	3.40553707
513	2.203128442	4539	3.40275685
514	2.201673272	4542	3.399980303
515	2.200220022	4545	3.397207422
516	2.19876869	4548	3.394438199
517	2.19731927	4551	3.391672626
518	2.195871761	4554	3.388910698
519	2.194426158	4557	3.386152406
520	2.192982456	4560	3.383397743
521	2.191540653	4563	3.380646702
522	2.190100745	4566	3.377899277
523	2.188662727	4569	3.375155459
524	2.187226597	4572	3.372415242
525	2.18579235	4575	3.369678619
526	2.184359983	4578	3.366945583
527	2.182929491	4581	3.364216126
528	2.181500873	4584	3.361490242
529	2.180074123	4587	3.358767923
530	2.178649237	4590	3.356049163
531	2.177226214	4593	3.353333955
532	2.175805048	4596	3.350622291
533	2.174385736	4599	3.347914165
534	2.172968275	4602	3.345209569
535	2.17155266	4605	3.342508498
536	2.170138889	4608	3.339810944
537	2.168726957	4611	3.3371169
538	2.167316862	4614	3.334426359
539	2.165908599	4617	3.331739314
540	2.164502165	4620	3.32905576
541	2.163097556	4623	3.326375688
542	2.161694769	4626	3.323699092
543	2.1602938	4629	3.321025965
544	2.158894646	4632	3.318356302
545	2.157497303	4635	3.315690094
546	2.156101768	4638	3.313027335
547	2.154708037	4641	3.310368019
548	2.153316107	4644	3.307712138
549	2.151925974	4647	3.305059687
550	2.150537634	4650	3.302410658
551	2.149151085	4653	3.299765045
552	2.147766323	4656	3.297122841
553	2.146383344	4659	3.29448404
554	2.145002145	4662	3.291848636
555	2.143622722	4665	3.28921662
556	2.142245073	4668	3.286587988
557	2.140869193	4671	3.283962733
558	2.139495079	4674	3.281340847
559	2.138122728	4677	3.278722325
560	2.136752137	4680	3.27610716
561	2.135383301	4683	3.273495346
562	2.134016219	4686	3.270886876
563	2.132650885	4689	3.268281743
564	2.131287298	4692	3.265679942
565	2.129925453	4695	3.263081466
566	2.128565347	4698	3.260486309
567	2.127206977	4701	3.257894464
568	2.12585034	4704	3.255305925
569	2.124495432	4707	3.252720685
570	2.123142251	4710	3.250138739
571	2.121790791	4713	3.24756008
572	2.120441052	4716	3.244984701
573	2.119093028	4719	3.242412597
574	2.117746717	4722	3.239843761
575	2.116402116	4725	3.237278187
576	2.115059222	4728	3.234715869
577	2.11371803	4731	3.232156801
578	2.112378538	4734	3.229600976
579	2.111040743	4737	3.227048388
580	2.109704641	4740	3.224499032
581	2.10837023	4743	3.2219529
582	2.107037505	4746	3.219409988
583	2.105706465	4749	3.216870288
584	2.104377104	4752	3.214333794
585	2.103049422	4755	3.211800502
586	2.101723413	4758	3.209270404
587	2.100399076	4761	3.206743494
588	2.099076406	4764	3.204219767
589	2.097755402	4767	3.201699217
590	2.096436059	4770	3.199181837
591	2.095118374	4773	3.196667621
592	2.093802345	4776	3.194156564
593	2.092487968	4779	3.19164866
594	2.09117524	4782	3.189143902
595	2.089864159	4785	3.186642286
596	2.08855472	4788	3.184143804
597	2.087246921	4791	3.181648451
598	2.085940759	4794	3.179156221
599	2.084636231	4797	3.176667108
600	2.083333333	4800	3.174181107
601	2.082032063	4803	3.171698211
602	2.080732418	4806	3.169218415
603	2.079434394	4809	3.166741713
604	2.078137988	4812	3.164268099
605	2.076843198	4815	3.161797567
606	2.075550021	4818	3.159330112
607	2.074258453	4821	3.156865728
608	2.072968491	4824	3.15440441
609	2.071680133	4827	3.15194615
610	2.070393375	4830	3.149490945
611	2.069108214	4833	3.147038787
612	2.067824648	4836	3.144589672
613	2.066542674	4839	3.142143593
614	2.065262288	4842	3.139700546
615	2.063983488	4845	3.137260524
616	2.062706271	4848	3.134823522
617	2.061430633	4851	3.132389534
618	2.060156572	4854	3.129958554
619	2.058884085	4857	3.127530578
620	2.057613169	4860	3.125105599
621	2.056343821	4863	3.122683613
622	2.055076038	4866	3.120264612
623	2.053809817	4869	3.117848593
624	2.052545156	4872	3.115435549
625	2.051282051	4875	3.113025474
626	2.0500205	4878	3.110618365
627	2.0487605	4881	3.108214214
628	2.047502048	4884	3.105813017
629	2.04624514	4887	3.103414767
630	2.044989775	4890	3.101019461
631	2.043735949	4893	3.098627091
632	2.04248366	4896	3.096237654
633	2.041232905	4899	3.093851143
634	2.03998368	4902	3.091467553
635	2.038735984	4905	3.089086878
636	2.037489813	4908	3.086709114
637	2.036245164	4911	3.084334255
638	2.035002035	4914	3.081962296
639	2.033760423	4917	3.079593231
640	2.032520325	4920	3.077227056
641	2.031281739	4923	3.074863764
642	2.030044661	4926	3.07250335
643	2.028809089	4929	3.07014581
644	2.02757502	4932	3.067791138
645	2.026342452	4935	3.065439329
646	2.025111381	4938	3.063090377
647	2.023881805	4941	3.060744278
648	2.022653722	4944	3.058401026
649	2.021427128	4947	3.056060616
650	2.02020202	4950	3.053723043
651	2.018978397	4953	3.051388302
652	2.017756255	4956	3.049056387
653	2.016535592	4959	3.046727294
654	2.015316405	4962	3.044401017
655	2.014098691	4965	3.042077551
656	2.012882448	4968	3.039756891
657	2.011667673	4971	3.037439032
658	2.010454363	4974	3.03512397
659	2.009242516	4977	3.032811698
660	2.008032129	4980	3.030502212
661	2.006823199	4983	3.028195507
662	2.005615724	4986	3.025891577
663	2.004409701	4989	3.023590419
664	2.003205128	4992	3.021292026
665	2.002002002	4995	3.018996394
666	2.00080032	4998	3.016703518
667	1.99960008	5001	3.014413393
668	1.998401279	5004	3.012126014
669	1.997203915	5007	3.009841376
670	1.996007984	5010	3.007559474
671	1.994813485	5013	3.005280303
672	1.993620415	5016	3.003003859
673	1.992428771	5019	3.000730135
674	1.99123855	5022	2.998459129
675	1.990049751	5025	2.996190834
676	1.988862371	5028	2.993925246
677	1.987676406	5031	2.991662359
678	1.986491855	5034	2.98940217
679	1.985308716	5037	2.987144673
680	1.984126984	5040	2.984889864
681	1.982946659	5043	2.982637738
682	1.981767737	5046	2.980388289
683	1.980590216	5049	2.978141513
684	1.979414093	5052	2.975897406
685	1.978239367	5055	2.973655963
686	1.977066034	5058	2.971417178
687	1.975894092	5061	2.969181047
688	1.974723539	5064	2.966947566
689	1.973554371	5067	2.96471673
690	1.972386588	5070	2.962488534
691	1.971220185	5073	2.960262973
692	1.970055162	5076	2.958040043
693	1.968891514	5079	2.955819738
694	1.96772924	5082	2.953602055
695	1.966568338	5085	2.951386989
696	1.965408805	5088	2.949174535
697	1.964250638	5091	2.946964689
698	1.963093836	5094	2.944757445
699	1.961938395	5097	2.9425528
700	1.960784314	5100	2.940350748
701	1.959631589	5103	2.938151286
702	1.958480219	5106	2.935954408
703	1.957330202	5109	2.93376011
704	1.956181534	5112	2.931568387
705	1.955034213	5115	2.929379236
706	1.953888238	5118	2.927192651
707	1.952743605	5121	2.925008628
708	1.951600312	5124	2.922827162
709	1.950458358	5127	2.920648249
710	1.949317739	5130	2.918471884
711	1.948178453	5133	2.916298064
712	1.947040498	5136	2.914126783
713	1.945903872	5139	2.911958037
714	1.944768573	5142	2.909791822
715	1.943634597	5145	2.907628133
716	1.942501943	5148	2.905466965
717	1.941370608	5151	2.903308315
718	1.94024059	5154	2.901152178
719	1.939111887	5157	2.89899855
720	1.937984496	5160	2.896847426
721	1.936858416	5163	2.894698802
722	1.935733643	5166	2.892552673
723	1.934610176	5169	2.890409035
724	1.933488012	5172	2.888267884
725	1.93236715	5175	2.886129216
726	1.931247586	5178	2.883993026
727	1.930129319	5181	2.88185931
728	1.929012346	5184	2.879728063
729	1.927896665	5187	2.877599281
730	1.926782274	5190	2.875472961
731	1.92566917	5193	2.873349097
732	1.924557352	5196	2.871227686
733	1.923446817	5199	2.869108723
734	1.922337562	5202	2.866992205
735	1.921229587	5205	2.864878125
736	1.920122888	5208	2.862766482
737	1.919017463	5211	2.86065727
738	1.91791331	5214	2.858550485
739	1.916810427	5217	2.856446123
740	1.915708812	5220	2.85434418
741	1.914608463	5223	2.852244651
742	1.913509376	5226	2.850147533
743	1.912411551	5229	2.848052821
744	1.911314985	5232	2.845960512
745	1.910219675	5235	2.8438706
746	1.90912562	5238	2.841783083
747	1.908032818	5241	2.839697955
748	1.906941266	5244	2.837615213
749	1.905850962	5247	2.835534853
750	1.904761905	5250	2.83345687
751	1.903674091	5253	2.831381261
752	1.902587519	5256	2.829308021
753	1.901502187	5259	2.827237147
754	1.900418092	5262	2.825168633
755	1.899335233	5265	2.823102477
756	1.898253607	5268	2.821038675
757	1.897173212	5271	2.818977221
758	1.896094046	5274	2.816918113
759	1.895016108	5277	2.814861346
760	1.893939394	5280	2.812806916
761	1.892863903	5283	2.81075482
762	1.891789633	5286	2.808705053
763	1.890716582	5289	2.806657611
764	1.889644747	5292	2.80461249
765	1.888574127	5295	2.802569687
766	1.887504719	5298	2.800529198
767	1.886436521	5301	2.798491018
768	1.885369532	5304	2.796455143
769	1.88430375	5307	2.79442157
770	1.883239171	5310	2.792390296
771	1.882175795	5313	2.790361315
772	1.881113619	5316	2.788334624
773	1.880052641	5319	2.786310219
774	1.87899286	5322	2.784288097
775	1.877934272	5325	2.782268253
776	1.876876877	5328	2.780250683
777	1.875820672	5331	2.778235385
778	1.874765654	5334	2.776222353
779	1.873711823	5337	2.774211584
780	1.872659176	5340	2.772203075
781	1.871607711	5343	2.770196821
782	1.870557426	5346	2.768192819
783	1.869508319	5349	2.766191065
784	1.868460389	5352	2.764191555
785	1.867413632	5355	2.762194285
786	1.866368048	5358	2.760199252
787	1.865323634	5361	2.758206451
788	1.864280388	5364	2.75621588
789	1.863238308	5367	2.754227534
790	1.862197393	5370	2.75224141
791	1.86115764	5373	2.750257503
792	1.860119048	5376	2.748275811
793	1.859081614	5379	2.746296329
794	1.858045336	5382	2.744319054
795	1.857010214	5385	2.742343982
796	1.855976244	5388	2.74037111
797	1.854943424	5391	2.738400433
798	1.853911754	5394	2.736431949
799	1.85288123	5397	2.734465652
800	1.851851852	5400	2.732501541
801	1.850823617	5403	2.730539611
802	1.849796522	5406	2.728579858
803	1.848770568	5409	2.726622279
804	1.84774575	5412	2.72466687
805	1.846722068	5415	2.722713628
806	1.84569952	5418	2.720762549
807	1.844678104	5421	2.71881363
808	1.843657817	5424	2.716866866
809	1.842638659	5427	2.714922255
810	1.841620626	5430	2.712979792
811	1.840603718	5433	2.711039475
812	1.839587932	5436	2.709101299
813	1.838573267	5439	2.707165261
814	1.837559721	5442	2.705231358
815	1.836547291	5445	2.703299586
816	1.835535977	5448	2.701369942
817	1.834525775	5451	2.699442421
818	1.833516685	5454	2.697517021
819	1.832508704	5457	2.695593738
820	1.831501832	5460	2.693672568
821	1.830496064	5463	2.691753508
822	1.829491401	5466	2.689836555
823	1.828487841	5469	2.687921705
824	1.82748538	5472	2.686008955
825	1.826484018	5475	2.684098301
826	1.825483753	5478	2.682189739
827	1.824484583	5481	2.680283267
828	1.823486506	5484	2.678378881
829	1.822489521	5487	2.676476577
830	1.821493625	5490	2.674576352
831	1.820498817	5493	2.672678203
832	1.819505095	5496	2.670782126
833	1.818512457	5499	2.668888117
834	1.817520901	5502	2.666996175
835	1.816530427	5505	2.665106294
836	1.815541031	5508	2.663218472
837	1.814552713	5511	2.661332705
838	1.81356547	5514	2.65944899
839	1.8125793	5517	2.657567324
840	1.811594203	5520	2.655687703
841	1.810610176	5523	2.653810125
842	1.809627217	5526	2.651934584
843	1.808645325	5529	2.650061079
844	1.807664497	5532	2.648189606
845	1.806684734	5535	2.646320162
846	1.805706031	5538	2.644452743
847	1.804728388	5541	2.642587347
848	1.803751804	5544	2.640723969
849	1.802776275	5547	2.638862606
850	1.801801802	5550	2.637003256
851	1.800828381	5553	2.635145915
852	1.799856012	5556	2.63329058
853	1.798884691	5559	2.631437247
854	1.797914419	5562	2.629585914
855	1.796945193	5565	2.627736577
856	1.795977011	5568	2.625889232
857	1.795009873	5571	2.624043877
858	1.794043775	5574	2.622200508
859	1.793078716	5577	2.620359123
860	1.792114695	5580	2.618519718
861	1.791151711	5583	2.616682289
862	1.79018976	5586	2.614846834
863	1.789228842	5589	2.613013349
864	1.788268956	5592	2.611181832
865	1.787310098	5595	2.609352279
866	1.786352269	5598	2.607524686
867	1.785395465	5601	2.605699052
868	1.784439686	5604	2.603875372
869	1.78348493	5607	2.602053644
870	1.782531194	5610	2.600233863
871	1.781578479	5613	2.598416029
872	1.780626781	5616	2.596600136
873	1.779676099	5619	2.594786182
874	1.778726432	5622	2.592974165
875	1.777777778	5625	2.59116408
876	1.776830135	5628	2.589355925
877	1.775883502	5631	2.587549696
878	1.774937877	5634	2.585745391
879	1.773993259	5637	2.583943007
880	1.773049645	5640	2.58214254
881	1.772107035	5643	2.580343987
882	1.771165427	5646	2.578547346
883	1.770224819	5649	2.576752613
884	1.769285209	5652	2.574959785
885	1.768346596	5655	2.573168859
886	1.767408978	5658	2.571379833
887	1.766472355	5661	2.569592703
888	1.765536723	5664	2.567807466
889	1.764602082	5667	2.566024119
890	1.76366843	5670	2.564242659
891	1.762735766	5673	2.562463083
892	1.761804087	5676	2.560685389
893	1.760873393	5679	2.558909572
894	1.759943682	5682	2.557135631
895	1.759014952	5685	2.555363562
896	1.758087201	5688	2.553593362
897	1.757160429	5691	2.551825029
898	1.756234633	5694	2.550058559
899	1.755309812	5697	2.54829395
900	1.754385965	5700	2.546531197
901	1.75346309	5703	2.5447703
902	1.752541185	5706	2.543011254
903	1.751620249	5709	2.541254057
904	1.75070028	5712	2.539498705
905	1.749781277	5715	2.537745197
906	1.748863239	5718	2.535993528
907	1.747946163	5721	2.534243697
908	1.747030049	5724	2.5324957
909	1.746114894	5727	2.530749534
910	1.745200698	5730	2.529005197
911	1.744287459	5733	2.527262685
912	1.743375174	5736	2.525521995
913	1.742463844	5739	2.523783126
914	1.741553466	5742	2.522046074
915	1.740644038	5745	2.520310836
916	1.73973556	5748	2.518577409
917	1.73882803	5751	2.516845791
918	1.737921446	5754	2.515115978
919	1.737015807	5757	2.513387968
920	1.736111111	5760	2.511661758
921	1.735207357	5763	2.509937345
922	1.734304544	5766	2.508214727
923	1.733402669	5769	2.5064939
924	1.732501733	5772	2.504774863
925	1.731601732	5775	2.503057611
926	1.730702665	5778	2.501342142
927	1.729804532	5781	2.499628454
928	1.728907331	5784	2.497916543
929	1.728011059	5787	2.496206408
930	1.727115717	5790	2.494498044
931	1.726221302	5793	2.49279145
932	1.725327812	5796	2.491086623
933	1.724435247	5799	2.48938356
934	1.723543606	5802	2.487682257
935	1.722652885	5805	2.485982714
936	1.721763085	5808	2.484284925
937	1.720874204	5811	2.48258889
938	1.71998624	5814	2.480894606
939	1.719099192	5817	2.479202068
940	1.718213058	5820	2.477511276
941	1.717327838	5823	2.475822226
942	1.716443529	5826	2.474134915
943	1.71556013	5829	2.472449342
944	1.714677641	5832	2.470765502
945	1.713796058	5835	2.469083394
946	1.712915382	5838	2.467403014
947	1.71203561	5841	2.465724361
948	1.711156742	5844	2.464047431
949	1.710278775	5847	2.462372222
950	1.709401709	5850	2.460698731
951	1.708525542	5853	2.459026956
952	1.707650273	5856	2.457356893
953	1.7067759	5859	2.455688541
954	1.705902422	5862	2.454021897
955	1.705029838	5865	2.452356957
956	1.704158146	5868	2.45069372
957	1.703287345	5871	2.449032182
958	1.702417433	5874	2.447372342
959	1.701548409	5877	2.445714197
960	1.700680272	5880	2.444057743
961	1.699813021	5883	2.442402979
962	1.698946653	5886	2.440749901
963	1.698081168	5889	2.439098508
964	1.697216565	5892	2.437448796
965	1.696352841	5895	2.435800764
966	1.695489997	5898	2.434154408
967	1.694628029	5901	2.432509726
968	1.693766938	5904	2.430866716
969	1.692906721	5907	2.429225374
970	1.692047377	5910	2.427585699
971	1.691188906	5913	2.425947687
972	1.690331305	5916	2.424311337
973	1.689474573	5919	2.422676645
974	1.68861871	5922	2.42104361
975	1.687763713	5925	2.419412229
976	1.686909582	5928	2.417782498
977	1.686056314	5931	2.416154416
978	1.68520391	5934	2.414527981
979	1.684352367	5937	2.412903189
980	1.683501684	5940	2.411280039
981	1.682651859	5943	2.409658527
982	1.681802893	5946	2.408038651
983	1.680954782	5949	2.406420409
984	1.680107527	5952	2.404803799
985	1.679261125	5955	2.403188817
986	1.678415576	5958	2.401575461
987	1.677570877	5961	2.39996373
988	1.676727029	5964	2.39835362
989	1.675884029	5967	2.396745129
990	1.675041876	5970	2.395138255
991	1.674200569	5973	2.393532994
992	1.673360107	5976	2.391929346
993	1.672520488	5979	2.390327306
994	1.671681712	5982	2.388726874
995	1.670843776	5985	2.387128046
996	1.67000668	5988	2.38553082
997	1.669170422	5991	2.383935194
998	1.668335002	5994	2.382341165
999	1.667500417	5997	2.38074873
1000	1.666666667	6000	2.379157888
1001	1.66583375	6003	2.377568637
1002	1.665001665	6006	2.375980972
1003	1.664170411	6009	2.374394894
1004	1.663339987	6012	2.372810398
1005	1.662510391	6015	2.371227482
1006	1.661681622	6018	2.369646145
1007	1.660853679	6021	2.368066384
1008	1.66002656	6024	2.366488196
1009	1.659200265	6027	2.364911579
1010	1.658374793	6030	2.363336531
1011	1.657550141	6033	2.361763049
1012	1.656726309	6036	2.360191132
1013	1.655903295	6039	2.358620776
1014	1.655081099	6042	2.35705198
1015	1.654259719	6045	2.35548474
1016	1.653439153	6048	2.353919056
1017	1.652619402	6051	2.352354924
1018	1.651800463	6054	2.350792342
1019	1.650982334	6057	2.349231309
1020	1.650165017	6060	2.34767182
1021	1.649348507	6063	2.346113875
1022	1.648532806	6066	2.344557471
1023	1.647717911	6069	2.343002606
1024	1.646903821	6072	2.341449277
1025	1.646090535	6075	2.339897483
1026	1.645278052	6078	2.33834722
1027	1.644466371	6081	2.336798486
1028	1.64365549	6084	2.335251281
1029	1.642845408	6087	2.3337056
1030	1.642036125	6090	2.332161442
1031	1.641227638	6093	2.330618805
1032	1.640419948	6096	2.329077686
1033	1.639613051	6099	2.327538083
1034	1.638806949	6102	2.325999994
1035	1.638001638	6105	2.324463416
1036	1.637197119	6108	2.322928348
1037	1.636393389	6111	2.321394788
1038	1.635590448	6114	2.319862732
1039	1.634788295	6117	2.318332179
1040	1.633986928	6120	2.316803126
1041	1.633186347	6123	2.315275572
1042	1.632386549	6126	2.313749514
1043	1.631587535	6129	2.31222495
1044	1.630789302	6132	2.310701877
1045	1.62999185	6135	2.309180295
1046	1.629195178	6138	2.307660199
1047	1.628399284	6141	2.306141589
1048	1.627604167	6144	2.304624462
1049	1.626809826	6147	2.303108815
1050	1.62601626	6150	2.301594648
1051	1.625223468	6153	2.300081956
1052	1.624431449	6156	2.29857074
1053	1.623640201	6159	2.297060995
1054	1.622849724	6162	2.29555272
1055	1.622060016	6165	2.294045914
1056	1.621271077	6168	2.292540573
1057	1.620482904	6171	2.291036695
1058	1.619695497	6174	2.28953428
1059	1.618908855	6177	2.288033323
1060	1.618122977	6180	2.286533824
1061	1.617337862	6183	2.28503578
1062	1.616553508	6186	2.283539189
1063	1.615769914	6189	2.282044049
1064	1.61498708	6192	2.280550357
1065	1.614205004	6195	2.279058113
1066	1.613423685	6198	2.277567313
1067	1.612643122	6201	2.276077955
1068	1.611863314	6204	2.274590038
1069	1.61108426	6207	2.273103559
1070	1.610305958	6210	2.271618516
1071	1.609528408	6213	2.270134907
1072	1.608751609	6216	2.268652731
1073	1.607975559	6219	2.267171984
1074	1.607200257	6222	2.265692665
1075	1.606425703	6225	2.264214772
1076	1.605651895	6228	2.262738303
1077	1.604878832	6231	2.261263256
1078	1.604106513	6234	2.259789628
1079	1.603334937	6237	2.258317418
1080	1.602564103	6240	2.256846624
1081	1.601794009	6243	2.255377243
1082	1.601024656	6246	2.253909274
1083	1.600256041	6249	2.252442714
1084	1.599488164	6252	2.250977561
1085	1.598721023	6255	2.249513814
1086	1.597954618	6258	2.248051471
1087	1.597188947	6261	2.246590529
1088	1.59642401	6264	2.245130986
1089	1.595659805	6267	2.24367284
1090	1.594896332	6270	2.24221609
1091	1.594133588	6273	2.240760733
1092	1.593371574	6276	2.239306768
1093	1.592610288	6279	2.237854192
1094	1.591849729	6282	2.236403003
1095	1.591089897	6285	2.2349532
1096	1.590330789	6288	2.23350478
1097	1.589572405	6291	2.232057741
1098	1.588814744	6294	2.230612082
1099	1.588057805	6297	2.2291678
1100	1.587301587	6300	2.227724894
1101	1.586546089	6303	2.226283362
1102	1.58579131	6306	2.224843201
1103	1.585037248	6309	2.22340441
1104	1.584283904	6312	2.221966986
1105	1.583531275	6315	2.220530928
1106	1.582779361	6318	2.219096234
1107	1.58202816	6321	2.217662901
1108	1.581277672	6324	2.216230929
1109	1.580527896	6327	2.214800315
1110	1.579778831	6330	2.213371056
1111	1.579030475	6333	2.211943152
1112	1.578282828	6336	2.2105166
1113	1.577535889	6339	2.209091398
1114	1.576789656	6342	2.207667544
1115	1.576044129	6345	2.206245037
1116	1.575299307	6348	2.204823875
1117	1.574555188	6351	2.203404055
1118	1.573811772	6354	2.201985575
1119	1.573069058	6357	2.200568435
1120	1.572327044	6360	2.199152631
1121	1.57158573	6363	2.197738163
1122	1.570845115	6366	2.196325028
1123	1.570105197	6369	2.194913224
1124	1.569365976	6372	2.193502749
1125	1.568627451	6375	2.192093602
1126	1.567889621	6378	2.19068578
1127	1.567152484	6381	2.189279282
1128	1.56641604	6384	2.187874107
1129	1.565680288	6387	2.186470251
1130	1.564945227	6390	2.185067713
1131	1.564210856	6393	2.183666492
1132	1.563477173	6396	2.182266585
1133	1.562744179	6399	2.180867991
1134	1.562011871	6402	2.179470707
1135	1.56128025	6405	2.178074732
1136	1.560549313	6408	2.176680065
1137	1.559819061	6411	2.175286703
1138	1.559089492	6414	2.173894644
1139	1.558360605	6417	2.172503887
1140	1.557632399	6420	2.171114429
1141	1.556904873	6423	2.16972627
1142	1.556178027	6426	2.168339407
1143	1.555451859	6429	2.166953838
1144	1.554726368	6432	2.165569561
1145	1.554001554	6435	2.164186575
1146	1.553277415	6438	2.162804878
1147	1.552553951	6441	2.161424469
1148	1.551831161	6444	2.160045344
1149	1.551109043	6447	2.158667503
1150	1.550387597	6450	2.157290944
1151	1.549666822	6453	2.155915664
1152	1.548946716	6456	2.154541663
1153	1.54822728	6459	2.153168938
1154	1.547508511	6462	2.151797488
1155	1.54679041	6465	2.15042731
1156	1.546072975	6468	2.149058404
1157	1.545356205	6471	2.147690767
1158	1.544640099	6474	2.146324397
1159	1.543924656	6477	2.144959293
1160	1.543209877	6480	2.143595453
1161	1.542495758	6483	2.142232876
1162	1.5417823	6486	2.140871558
1163	1.541069502	6489	2.1395115
1164	1.540357363	6492	2.138152698
1165	1.539645881	6495	2.136795152
1166	1.538935057	6498	2.135438859
1167	1.538224888	6501	2.134083818
1168	1.537515375	6504	2.132730027
1169	1.536806516	6507	2.131377485
1170	1.53609831	6510	2.130026189
1171	1.535390757	6513	2.128676137
1172	1.534683855	6516	2.127327329
1173	1.533977604	6519	2.125979763
1174	1.533272002	6522	2.124633436
1175	1.53256705	6525	2.123288347
1176	1.531862745	6528	2.121944494
1177	1.531159087	6531	2.120601876
1178	1.530456076	6534	2.119260491
1179	1.52975371	6537	2.117920337
1180	1.529051988	6540	2.116581413
1181	1.528350909	6543	2.115243716
1182	1.527650474	6546	2.113907245
1183	1.526950679	6549	2.112571999
1184	1.526251526	6552	2.111237976
1185	1.525553013	6555	2.109905174
1186	1.524855139	6558	2.108573591
1187	1.524157903	6561	2.107243226
1188	1.523461304	6564	2.105914077
1189	1.522765342	6567	2.104586142
1190	1.522070015	6570	2.10325942
1191	1.521375323	6573	2.101933909
1192	1.520681265	6576	2.100609608
1193	1.51998784	6579	2.099286514
1194	1.519295047	6582	2.097964626
1195	1.518602885	6585	2.096643943
1196	1.517911354	6588	2.095324463
1197	1.517220452	6591	2.094006183
1198	1.516530179	6594	2.092689104
1199	1.515840534	6597	2.091373222
1200	1.515151515	6600	2.090058536
1201	1.514463123	6603	2.088745045
1202	1.513775356	6606	2.087432747
1203	1.513088213	6609	2.086121641
1204	1.512401694	6612	2.084811724
1205	1.511715797	6615	2.083502995
1206	1.511030523	6618	2.082195453
1207	1.510345869	6621	2.080889096
1208	1.509661836	6624	2.079583922
1209	1.508978422	6627	2.07827993
1210	1.508295626	6630	2.076977118
1211	1.507613448	6633	2.075675484
1212	1.506931887	6636	2.074375027
1213	1.506250941	6639	2.073075746
1214	1.505570611	6642	2.071777638
1215	1.504890895	6645	2.070480702
1216	1.504211793	6648	2.069184937
1217	1.503533303	6651	2.067890341
1218	1.502855425	6654	2.066596912
1219	1.502178158	6657	2.065304649
1220	1.501501502	6660	2.06401355
1221	1.500825454	6663	2.062723613
1222	1.500150015	6666	2.061434838
1223	1.499475184	6669	2.060147222
1224	1.498800959	6672	2.058860764
1225	1.498127341	6675	2.057575463
1226	1.497454328	6678	2.056291316
1227	1.496781919	6681	2.055008323
1228	1.496110114	6684	2.053726481
1229	1.495438911	6687	2.05244579
1230	1.494768311	6690	2.051166247
1231	1.494098312	6693	2.049887851
1232	1.493428913	6696	2.0486106
1233	1.492760113	6699	2.047334494
1234	1.492091913	6702	2.04605953
1235	1.49142431	6705	2.044785707
1236	1.490757305	6708	2.043513023
1237	1.490090896	6711	2.042241478
1238	1.489425082	6714	2.040971068
1239	1.488759863	6717	2.039701793
