name,econame,mw3w,mw4w,sfr_nuv,sfr_nuv_wisew,sfr_nuv_err,sfr_nuv_wisew_err
"SJUSHR5267","ECO07489",12.8890,9.99906,0.2726281536461138,0.2726281536461138,0.03020728105087206,0.03020728105087206
"SJUSHR5268","ECO07490",0.00000,0.00000,0.3146093517509008,0.3146093517509008,0.2180776447010221,0.2180776447010221
"SJUSHR5269","ECO07491",0.00000,0.00000,0.6184896903631609,0.6184896903631609,0.4290030675789740,0.4290030675789740
"SJUSHR527","ECO07492",0.00000,0.00000,0.08121611260516806,0.08121611260516806,0.000000000000000,0.000000000000000
"SJUSHR5270","ECO07493",0.00000,0.00000,1.065102059728438,1.065102059728438,0.3339304995156902,0.3339304995156902
"SJUSHR5271","ECO07494",0.00000,0.00000,1.010417331994997,1.010417331994997,0.7118373348383826,0.7118373348383826
"SJUSHR5272","ECO07495",0.00000,0.00000,0.05325267522477908,0.05325267522477908,0.03695237528336989,0.03695237528336989
"SJUSHR5273","ECO07496",0.00000,0.00000,0.4791252722727178,0.4791252722727178,0.06478141385161977,0.06478141385161977
"SJUSHR5274","ECO07497",0.00000,0.00000,0.06380007260187932,0.06380007260187932,0.04029309427340128,0.04029309427340128
"SJUSHR5275","ECO07498",0.00000,0.00000,0.06462444082543371,0.06462444082543371,0.04533734014881587,0.04533734014881587
"SJUSHR5276","ECO07499",0.00000,0.00000,0.8929266792298576,0.8929266792298576,0.09013669949910150,0.09013669949910150
"SJUSHR5277","ECO07500",0.00000,0.00000,0.8885406022720569,0.8885406022720569,0.3041901338042081,0.3041901338042081
"SJUSHR5278","ECO07501",0.00000,0.00000,0.1496238956459892,0.1496238956459892,0.1038387625004809,0.1038387625004809
"SJUSHR5279","ECO07502",0.00000,0.00000,0.7853582742449756,0.7853582742449756,0.2737846038606364,0.2737846038606364
"SJUSHR528","ECO07503",0.00000,0.00000,3.874290710279862,3.874290710279862,1.544738961795742,1.544738961795742
"SJUSHR5280","ECO07504",0.00000,0.00000,0.05554092404032089,0.05554092404032089,0.000000000000000,0.000000000000000
"SJUSHR5281","ECO07505",0.00000,0.00000,0.2116923536281143,0.2116923536281143,0.1191106470296859,0.1191106470296859
"SJUSHR5282","ECO07506",11.5673,10.9124,0.2898884457084653,0.2898884457084653,0.02734048090702223,-NaN
"SJUSHR5283","ECO07507",0.00000,0.00000,1.106212773665397,1.106212773665397,0.3939926716800470,0.3939926716800470
"SJUSHR5284","ECO07508",0.00000,0.00000,0.8442561227933744,0.8442561227933744,0.000000000000000,0.000000000000000
"SJUSHR5285","ECO07509",0.00000,0.00000,0.4284884839094991,0.4284884839094991,0.03046714568776954,0.03046714568776954
"SJUSHR5286","ECO07510",9.03539,8.11355,0.01658225479520837,0.01658225479520837,0.01363708979377561,0.01363708979377561
"SJUSHR5287","ECO07511",0.00000,0.00000,0.1413426805916601,0.1413426805916601,0.01681942418919392,0.01681942418919392
"SJUSHR5288","ECO07512",11.7692,8.38876,0.2620655261269996,0.2620655261269996,0.01711320810781235,0.01711320810781235
"SJUSHR5289","ECO07513",0.00000,0.00000,0.3527074413973173,0.3527074413973173,0.04567465002416102,0.04567465002416102
"SJUSHR529","ECO07514",0.00000,0.00000,0.1131748870702784,0.1131748870702784,0.03891198103259369,0.03891198103259369
"SJUSHR5290","ECO07515",8.69560,7.16190,0.2401466829512428,0.4713503295923144,0.04029955607559972,0.04284496009145033
"SJUSHR5291","ECO07516",0.00000,0.00000,0.9100072485702368,0.9100072485702368,0.2072737306680818,0.2072737306680818
"SJUSHR5292","ECO07517",10.0479,6.99998,0.06161818749356342,0.2544568670093378,0.01317790664401187,0.02525696592753432
