37.890219	0.75662517
353.10547	-0.84693846
358.09449	-0.62866731
135.21256	1.1612322
146.2255	2.4653143
147.56018	4.199071599999999
169.37328	2.5042999
171.74200000000005	2.3330017999999995
183.25124	0.043855233
191.53444	4.4435528
201.14852	1.5768742
201.64021	2.1750543
203.76899	3.6607434
204.62096	2.528471
205.74218	3.2541462
232.788	45.0334
213.148	30.8093
169.285	42.47
201.21400000000003	36.2756
214.21400000000003	32.8028
188.81	7.1375
219.939	23.3966
204.689	-0.4168
197.11	29.7544
146.55100000000004	34.776
159.036	40.0572
232.404	5.9727
182.506	29.365
192.495	32.3887
216.62	43.471
162.046	14.0541
152.63	41.8354
149.69899999999996	34.7864
131.215	1.1556
177.551	6.9989
211.365	12.2318
172.231	20.6246
233.787	28.6999
147.238	33.0433
185.564	22.5077
198.794	15.546
173.358	24.8733
210.49	36.1687
230.664	22.9937
206.719	15.9693
216.322	25.2914
199.596	7.9764
190.549	39.9764
163.058	26.0096
209.144	10.1912
187.057	13.5707
144.779	33.8965
173.09099999999995	8.8472
207.349	34.3682
165.639	-0.29100000000000004
192.71400000000003	40.5438
182.303	38.1141
233.751	46.8145
140.399	43.2573
228.17	14.9986
218.533	34.3262
165.199	21.5909
195.803	19.9779
221.014	29.2151
147.093	9.2503
197.406	26.159
148.822	24.9279
178.326	20.1074
204.08900000000003	-0.4606
146.415	36.1945
194.46	28.1704
166.62	43.5111
193.753	34.8815
212.128	12.819
145.786	13.3994
192.104	28.3069
197.475	17.1649
178.65099999999995	23.8632
198.673	22.4725
222.642	24.8216
130.188	30.4786
137.213	3.4483
191.824	47.1617
149.75	25.1032
194.645	24.3935
190.296	20.996
197.983	-0.8366
217.326	31.3675
210.592	9.971
188.468	39.2629
169.334	27.8721
173.32	49.2849
181.594	31.9414
140.08	25.2735
206.325	19.5576
151.19799999999995	8.356
143.463	10.9313
199.976	31.2349
175.71200000000005	8.8528
222.415	23.5609
204.624	30.9864
179.99400000000003	17.8956
214.61900000000003	26.496
176.71	17.814
149.384	21.8819
