name,bptagn,nontrad,unclassified,composite,sf
ECO03532,False,False,False,False,True
ECO03534,True,False,True,False,False
ECO03535,False,False,False,False,True
ECO03537,True,False,False,False,True
ECO03538,False,False,False,False,True
ECO03539,False,False,False,False,True
ECO03543,False,False,False,False,True
ECO03545,False,False,False,False,True
ECO03553,False,False,False,False,True
ECO03554,False,False,False,False,True
ECO03561,False,False,False,False,True
ECO03563,False,False,False,False,True
ECO03564,False,False,False,False,True
ECO03565,False,False,False,False,True
ECO03578,False,False,False,True,True
ECO03581,False,False,False,False,True
ECO03582,False,False,False,True,True
ECO03592,False,False,False,False,True
ECO03594,False,False,False,False,True
ECO03595,False,False,False,False,True
ECO03599,False,False,False,False,True
ECO03601,False,False,False,False,True
ECO03603,False,False,False,False,True
ECO03604,False,False,False,False,True
ECO03605,False,False,False,True,True
ECO03606,False,False,False,False,True
ECO03610,False,False,False,True,True
ECO03612,False,False,False,False,True
ECO03614,False,False,False,True,True
ECO03615,False,False,False,False,True
ECO03618,False,False,False,True,True
ECO03621,False,False,False,False,True
ECO03622,False,False,False,False,True
ECO03623,False,False,False,False,True
ECO03624,False,False,False,False,True
ECO03626,False,False,False,False,True
ECO03629,False,False,False,False,True
ECO03630,False,False,False,True,True
ECO03631,False,False,False,False,True
ECO03635,False,False,False,False,True
ECO03639,False,False,False,True,True
ECO03645,False,False,False,True,True
ECO03646,False,False,False,False,True
ECO03647,False,False,False,False,True
ECO03649,False,False,False,True,True
ECO03652,False,False,False,False,True
ECO03654,False,False,False,False,True
ECO03656,False,False,False,False,True
ECO03660,False,False,False,True,True
ECO03675,False,False,False,False,True
ECO03678,True,False,False,False,True
ECO03679,False,False,False,True,True
ECO03681,False,False,False,False,True
ECO03691,True,False,False,False,True
ECO03694,False,False,False,True,True
ECO03695,False,False,False,True,True
ECO03696,False,False,False,True,True
ECO03703,False,False,False,False,True
ECO03705,True,False,True,True,False
ECO03706,False,False,False,True,True
ECO03707,False,False,False,False,True
ECO03714,True,False,False,False,True
ECO03715,False,False,False,False,True
ECO03716,False,False,False,False,True
ECO03723,False,False,False,False,True
ECO03726,False,False,False,False,True
ECO03728,False,False,False,False,True
ECO03731,False,False,False,False,True
ECO03737,False,False,False,True,True
ECO03738,False,False,False,True,True
ECO03740,False,False,False,False,True
ECO03741,False,False,False,True,True
ECO03747,True,False,True,True,False
ECO03758,False,False,False,False,True
ECO03764,False,False,False,False,True
ECO03769,False,False,False,False,True
ECO03774,True,False,False,False,True
ECO03791,False,False,False,False,True
ECO03794,False,False,False,True,True
ECO03806,False,False,False,False,True
ECO03809,False,False,False,False,True
ECO03811,False,False,False,False,True
ECO03828,False,False,False,True,True
ECO03845,False,False,False,False,True
ECO03865,False,False,False,False,True
ECO03882,False,False,False,False,True
ECO03888,False,False,False,False,True
ECO03891,False,False,False,False,True
ECO03894,False,False,False,False,True
ECO03897,False,False,False,False,True
ECO03898,False,False,False,False,True
ECO03900,True,False,False,False,True
ECO03901,True,False,False,False,True
ECO03905,False,False,False,False,True
ECO03910,False,False,False,False,True
ECO03917,True,False,False,False,True
ECO03918,True,False,True,False,False
ECO03921,False,False,False,False,True
ECO03926,False,False,False,False,True
ECO03931,False,False,False,False,True
ECO03933,True,False,False,False,True
ECO03934,False,False,False,False,True
ECO03935,False,False,False,False,True
ECO03936,False,False,False,False,True
ECO03937,False,False,False,True,True
ECO03938,False,False,False,False,True
ECO03939,False,False,False,False,True
ECO03944,False,False,False,False,True
ECO03946,False,False,False,True,True
ECO03953,False,False,False,False,True
ECO03954,False,False,False,False,True
ECO03955,False,False,False,False,True
ECO03959,False,False,False,False,True
ECO03960,False,False,False,False,True
ECO03961,False,False,False,False,True
ECO03962,False,False,False,False,True
ECO03965,False,False,False,False,True
ECO03968,False,False,False,False,True
ECO03970,False,False,False,False,True
ECO03971,False,False,False,False,True
ECO03975,False,False,False,False,True
ECO03978,False,False,False,True,True
ECO03983,False,False,False,False,True
ECO03985,False,False,False,True,True
ECO03986,False,False,False,False,True
ECO03989,False,False,False,True,True
ECO03991,False,False,False,False,True
ECO03997,False,False,False,True,True
ECO03998,False,False,False,False,True
ECO04002,False,False,False,False,True
ECO04007,False,False,False,False,True
ECO04008,False,False,False,True,True
ECO04009,False,False,False,False,True
ECO04012,False,False,False,True,True
ECO04016,False,False,False,False,True
ECO04019,False,False,True,True,False
ECO04021,False,False,False,False,True
ECO04031,False,False,False,True,True
ECO04033,False,False,False,False,True
ECO04035,False,False,False,True,True
ECO04036,False,False,False,False,True
ECO04042,False,False,False,False,True
ECO04044,False,False,False,False,True
ECO04051,False,False,False,False,True
ECO04055,False,False,False,False,True
ECO04056,False,False,False,False,True
ECO04058,False,False,False,False,True
ECO04064,False,False,False,False,True
ECO04068,False,False,False,True,True
ECO04070,False,True,True,True,False
ECO04071,False,False,False,False,True
ECO04073,False,False,False,True,True
ECO04074,False,False,False,True,True
ECO04076,False,False,False,True,True
ECO04080,False,False,False,False,True
ECO04084,False,False,False,True,True
ECO04085,False,False,False,False,True
ECO04086,False,False,False,False,True
ECO04088,False,False,False,False,True
ECO04090,True,False,True,False,False
ECO04092,False,False,False,False,True
ECO04096,False,False,False,False,True
ECO04100,True,False,True,False,False
ECO04109,True,False,True,True,False
ECO04111,False,False,False,False,True
ECO04115,False,False,False,False,True
ECO04118,True,False,False,False,True
ECO04126,False,False,False,True,True
ECO04132,True,False,True,False,False
ECO04133,False,False,False,False,True
ECO04137,False,False,False,True,True
ECO04142,False,False,False,False,True
ECO04145,True,False,False,False,True
ECO04146,False,False,False,False,True
ECO04152,False,False,False,True,True
ECO04159,True,False,False,False,True
ECO04160,False,False,False,False,True
ECO04169,False,False,False,True,True
ECO04173,False,False,False,False,True
ECO04175,True,False,True,False,False
ECO04176,False,False,False,False,True
ECO04179,True,False,True,True,False
ECO04181,True,False,False,False,True
ECO04185,True,False,False,False,True
ECO04186,False,False,False,False,True
ECO04190,True,False,True,False,False
ECO04191,False,False,False,True,True
ECO04192,False,False,False,False,True
ECO04193,False,False,False,False,True
ECO04195,True,False,True,True,False
ECO04197,False,False,False,False,True
ECO04200,False,False,False,False,True
ECO04202,False,False,False,True,True
ECO04203,False,False,False,True,True
ECO04206,False,False,False,True,True
ECO04214,False,False,False,False,True
ECO04215,False,False,True,True,False
ECO04216,False,False,False,False,True
ECO04217,False,False,False,True,True
ECO04219,False,False,False,False,True
ECO04229,False,False,False,True,True
ECO04232,False,False,False,False,True
ECO04234,False,False,False,True,True
ECO04235,False,False,False,False,True
ECO04239,False,False,False,False,True
ECO04241,False,False,False,False,True
ECO04244,False,False,False,True,True
ECO04245,False,False,False,False,True
ECO04253,False,False,False,False,True
ECO04255,False,False,False,True,True
ECO04256,False,False,False,False,True
ECO04258,False,False,False,False,True
ECO04259,False,False,False,False,True
ECO04262,False,False,False,True,True
ECO04263,False,False,False,False,True
ECO04264,False,False,False,False,True
ECO04270,False,False,False,False,True
ECO04272,False,False,False,False,True
ECO04275,False,False,False,False,True
ECO04277,False,False,False,False,True
ECO04278,False,False,False,False,True
ECO04279,True,False,False,False,True
ECO04281,False,False,False,True,True
ECO04282,False,False,False,False,True
ECO04284,False,False,False,False,True
ECO04285,True,False,False,False,True
ECO04286,False,False,True,True,False
ECO04287,False,False,False,True,True
ECO04288,False,False,False,False,True
ECO04289,False,False,False,True,True
ECO04290,True,False,True,True,False
ECO04296,False,False,True,True,False
ECO04298,False,False,False,False,True
ECO04309,False,False,False,True,True
ECO04314,True,False,False,False,True
ECO04315,False,False,False,True,True
ECO04317,False,False,False,False,True
ECO04320,False,False,False,False,True
ECO04322,False,False,False,False,True
ECO04323,False,False,False,False,True
ECO04325,False,False,False,False,True
ECO04334,False,False,False,True,True
ECO04337,False,False,False,False,True
ECO04341,False,False,False,False,True
ECO04342,False,False,False,False,True
ECO04344,False,False,True,True,False
ECO04347,False,False,False,False,True
ECO04349,False,False,False,False,True
ECO04350,False,False,False,True,True
ECO04358,False,False,False,True,True
ECO04362,False,False,False,False,True
ECO04363,True,False,False,False,True
ECO04365,False,False,False,True,True
ECO04366,False,False,False,False,True
ECO04373,False,False,False,False,True
ECO04377,False,False,True,True,False
ECO04382,False,False,False,False,True
ECO04383,False,False,False,False,True
ECO04384,False,False,False,False,True
ECO04386,False,False,False,True,True
ECO04387,False,False,False,False,True
ECO04389,False,False,False,False,True
ECO04391,False,False,False,False,True
ECO04398,False,False,False,False,True
ECO04404,False,False,False,True,True
ECO04409,False,False,False,False,True
ECO04410,False,False,False,False,True
ECO04412,False,False,False,False,True
ECO04417,False,False,False,True,True
ECO04425,False,False,False,False,True
ECO04426,False,False,False,False,True
ECO04429,False,False,False,False,True
ECO04430,False,False,False,False,True
ECO04432,False,False,False,False,True
ECO04433,False,False,False,False,True
ECO04436,False,False,False,False,True
ECO04437,False,False,False,False,True
ECO04439,False,False,False,False,True
ECO04443,False,False,False,False,True
ECO04448,False,False,False,False,True
ECO04450,False,False,False,False,True
ECO04452,False,False,False,False,True
ECO04453,False,False,False,False,True
ECO04456,True,False,False,False,True
ECO04457,False,False,False,True,True
ECO04460,False,False,False,False,True
ECO04461,False,False,False,False,True
ECO04464,True,False,True,False,False
ECO04466,True,False,True,True,False
ECO04469,False,False,False,False,True
ECO04474,False,False,False,False,True
ECO04476,True,False,False,False,True
ECO04477,True,False,True,False,False
ECO04484,False,False,False,False,True
ECO04485,False,False,False,False,True
ECO04488,False,False,False,False,True
ECO04493,True,False,False,False,True
ECO04494,False,False,False,False,True
ECO04501,False,False,False,False,True
ECO04504,False,False,False,False,True
ECO04505,False,False,False,False,True
ECO04506,False,False,False,False,True
ECO04508,False,False,False,False,True
ECO04511,False,False,False,False,True
ECO04512,False,False,False,False,True
ECO04519,False,False,False,True,True
ECO04521,False,False,False,False,True
ECO04522,False,False,False,False,True
ECO04527,False,False,False,True,True
ECO04531,False,False,False,True,True
ECO04535,False,False,False,False,True
ECO04536,False,False,False,False,True
ECO04538,False,False,False,False,True
ECO04540,False,False,False,False,True
ECO04544,False,False,False,False,True
ECO04549,True,False,False,False,True
ECO04553,False,False,False,True,True
ECO04556,False,False,False,False,True
ECO04557,True,False,False,False,True
ECO04560,True,False,False,False,True
ECO04562,False,False,False,True,True
ECO04563,False,False,False,False,True
ECO04565,True,False,False,False,True
ECO04568,False,False,False,False,True
ECO04572,False,False,False,False,True
ECO04573,False,False,False,False,True
ECO04576,False,False,False,True,True
ECO04581,False,False,False,False,True
ECO04587,False,False,False,False,True
ECO04593,False,False,False,True,True
ECO04597,False,False,False,True,True
ECO04598,False,False,False,False,True
ECO04601,False,False,False,False,True
ECO04602,False,False,False,True,True
ECO04604,False,False,False,False,True
ECO04605,False,False,False,False,True
ECO04609,False,False,False,False,True
ECO04610,False,False,False,False,True
ECO04611,False,False,False,False,True
ECO04614,False,False,False,False,True
ECO04616,False,False,False,False,True
ECO04618,False,False,False,True,True
ECO04619,False,False,False,False,True
ECO04621,False,False,False,True,True
ECO04635,False,False,False,False,True
ECO04641,False,False,False,True,True
ECO04650,False,False,False,False,True
ECO04652,False,False,False,True,True
ECO04653,False,False,False,False,True
ECO04654,False,False,False,False,True
ECO04655,False,False,False,True,True
ECO04656,False,False,False,False,True
ECO04659,False,False,False,False,True
ECO04660,False,False,False,False,True
ECO04661,False,False,False,True,True
ECO04663,True,False,False,False,True
ECO04665,False,False,False,True,True
ECO04668,False,False,False,False,True
ECO04674,False,False,False,False,True
ECO04675,True,False,False,False,True
ECO04678,False,False,False,True,True
ECO04680,False,False,False,False,True
ECO04682,False,False,False,False,True
ECO04684,False,False,False,True,True
ECO04687,False,False,False,False,True
ECO04688,False,False,False,False,True
ECO04689,False,False,False,False,True
ECO04690,False,False,False,False,True
ECO04691,False,False,False,True,True
ECO04692,False,False,False,False,True
ECO04693,False,False,False,False,True
ECO04698,False,False,False,False,True
ECO04700,False,False,False,False,True
ECO04702,False,False,False,False,True
ECO04706,False,False,False,False,True
ECO04707,False,False,False,False,True
ECO04711,False,False,False,True,True
ECO04712,False,False,False,False,True
ECO04713,False,False,False,False,True
ECO04715,False,False,False,False,True
ECO04716,False,False,False,True,True
ECO04721,False,False,False,True,True
ECO04722,False,False,False,False,True
ECO04723,False,False,False,False,True
ECO04725,False,False,False,False,True
ECO04729,False,False,True,True,False
ECO04731,False,False,False,False,True
ECO04732,False,False,False,False,True
ECO04733,False,False,False,False,True
ECO04734,False,False,False,True,True
ECO04736,False,False,False,False,True
ECO04737,False,False,False,False,True
ECO04738,False,False,False,False,True
ECO04743,False,False,False,False,True
ECO04744,True,False,False,False,True
ECO04748,False,False,False,False,True
ECO04749,False,False,False,False,True
ECO04752,False,False,False,False,True
ECO04755,True,False,False,False,True
ECO04756,False,False,False,False,True
ECO04757,False,False,False,False,True
ECO04768,True,False,False,False,True
ECO04771,False,False,False,False,True
ECO04772,False,False,False,False,True
ECO04775,False,False,False,False,True
ECO04776,True,False,False,False,True
ECO04777,False,False,False,False,True
ECO04778,False,False,False,False,True
ECO04781,False,False,False,False,True
ECO04784,False,False,False,False,True
ECO04785,False,False,False,False,True
ECO04788,False,False,False,False,True
ECO04789,False,False,False,False,True
ECO04793,True,False,False,False,True
ECO04795,False,False,False,False,True
ECO04797,False,False,False,False,True
ECO04798,False,False,False,False,True
ECO04800,True,False,False,False,True
ECO04803,False,False,False,True,True
ECO04804,False,False,False,False,True
ECO04806,False,False,False,False,True
ECO04808,False,False,False,True,True
ECO04809,False,False,False,True,True
ECO04813,False,False,False,False,True
ECO04816,False,False,True,True,False
ECO04817,False,False,False,True,True
ECO04818,False,False,False,False,True
ECO04820,False,False,False,False,True
ECO04829,False,False,False,True,True
ECO04833,False,False,False,False,True
ECO04836,False,False,False,False,True
ECO04838,False,False,False,False,True
ECO04839,False,False,False,False,True
ECO04846,False,False,False,False,True
ECO04848,False,False,False,False,True
ECO04851,False,False,False,False,True
ECO04852,False,False,False,False,True
ECO04853,False,False,False,False,True
ECO04854,False,False,False,False,True
ECO04858,False,False,False,False,True
ECO04860,False,False,True,True,False
ECO04863,False,False,False,False,True
ECO04867,False,False,False,False,True
ECO04868,False,False,False,False,True
ECO04869,False,False,False,True,True
ECO04871,False,False,False,False,True
ECO04872,False,False,False,True,True
ECO04873,False,False,False,False,True
ECO04877,False,False,False,False,True
ECO04880,False,False,False,False,True
ECO04881,False,False,True,True,False
ECO04883,True,False,False,False,True
ECO04884,False,False,False,False,True
ECO04885,False,False,False,False,True
ECO04888,False,False,False,True,True
ECO04889,True,False,False,False,True
ECO04890,False,False,False,False,True
ECO04892,False,False,False,False,True
ECO04893,False,False,False,False,True
ECO04898,False,False,False,True,True
ECO04900,False,False,False,False,True
ECO04902,False,False,False,False,True
ECO04903,False,False,False,True,True
ECO04904,False,False,False,True,True
ECO04907,False,False,False,True,True
ECO04910,False,False,False,False,True
ECO04911,False,False,False,True,True
ECO04915,True,False,False,False,True
ECO04916,False,False,False,True,True
ECO04917,False,False,False,False,True
ECO04918,False,False,False,False,True
ECO04922,True,False,False,False,True
ECO04923,False,False,False,False,True
ECO04924,False,False,False,False,True
ECO04925,False,False,False,False,True
ECO04926,False,False,False,False,True
ECO04927,False,False,False,True,True
ECO04928,False,False,False,False,True
ECO04930,False,False,False,False,True
ECO04931,False,False,True,True,False
ECO04932,False,False,False,True,True
ECO04933,False,False,False,True,True
ECO04936,False,False,False,False,True
ECO04939,False,False,False,True,True
ECO04942,False,False,False,False,True
ECO04943,False,False,False,True,True
ECO04944,False,False,False,False,True
ECO04945,False,False,False,False,True
ECO04947,False,False,False,False,True
ECO04950,False,False,False,False,True
ECO04951,False,False,False,False,True
ECO04966,False,False,False,False,True
ECO04967,False,False,False,False,True
ECO04971,False,False,False,False,True
ECO04974,False,False,False,False,True
ECO04981,False,False,False,False,True
ECO04982,False,False,False,False,True
ECO04984,False,False,False,False,True
ECO04985,False,False,False,False,True
ECO04986,False,False,False,False,True
ECO04987,False,False,False,False,True
ECO04990,False,False,False,False,True
ECO04993,False,False,False,True,True
ECO04995,False,False,False,True,True
ECO04996,False,False,False,False,True
ECO04997,False,False,False,True,True
ECO05001,False,False,False,True,True
ECO05003,False,False,False,True,True
ECO05004,False,False,False,True,True
ECO05006,False,False,False,True,True
ECO05010,False,True,False,False,True
ECO05013,False,False,False,False,True
ECO05014,False,False,True,True,False
ECO05016,False,False,False,False,True
ECO05020,False,False,False,False,True
ECO05024,False,False,False,False,True
ECO05028,False,False,False,True,True
ECO05031,False,False,False,False,True
ECO05035,False,False,False,False,True
ECO05036,False,False,False,False,True
ECO05038,False,False,False,False,True
ECO05039,False,False,False,False,True
ECO05040,False,False,False,False,True
ECO05041,False,False,False,False,True
ECO05042,True,False,False,False,True
ECO05045,False,False,False,False,True
ECO05047,False,False,False,False,True
ECO05053,False,False,False,False,True
ECO05054,False,False,False,True,True
ECO05057,False,False,False,False,True
ECO05060,False,False,False,False,True
ECO05061,False,False,False,False,True
ECO05066,False,False,False,False,True
ECO05068,False,False,False,False,True
ECO05069,False,True,False,False,True
ECO05070,False,False,False,False,True
ECO05075,False,False,False,False,True
ECO05080,False,False,False,False,True
ECO05086,False,False,False,True,True
ECO05090,False,False,False,False,True
ECO05091,False,False,False,False,True
ECO05093,False,False,False,False,True
ECO05099,False,False,False,True,True
ECO05100,False,False,False,False,True
ECO05101,False,False,False,False,True
ECO05103,False,False,False,False,True
ECO05104,False,False,False,False,True
ECO05106,False,True,False,False,True
ECO05108,False,False,False,False,True
ECO05114,False,False,False,False,True
ECO05115,False,False,False,False,True
ECO05118,False,False,False,False,True
ECO05120,False,False,False,False,True
ECO05121,False,False,False,False,True
ECO05122,False,False,False,False,True
ECO05128,True,True,True,False,False
ECO05130,False,False,False,False,True
ECO05134,False,False,False,False,True
ECO05138,False,False,False,False,True
ECO05143,True,False,False,False,True
ECO05144,False,False,False,False,True
ECO05149,False,False,False,False,True
ECO05150,False,False,False,False,True
ECO05151,False,False,False,False,True
ECO05153,True,False,False,False,True
ECO05158,False,False,False,False,True
ECO05163,False,False,False,False,True
ECO05166,False,False,False,False,True
ECO05171,False,False,False,True,True
ECO05173,False,False,False,False,True
ECO05177,False,False,False,False,True
ECO05179,False,False,False,False,True
ECO05180,False,False,False,False,True
ECO05187,False,False,False,False,True
ECO05189,False,False,False,False,True
ECO05191,False,False,False,False,True
ECO05193,False,True,False,False,True
ECO05194,False,False,False,False,True
ECO05195,False,False,False,False,True
ECO05199,False,False,False,False,True
ECO05200,False,False,False,False,True
ECO05207,True,False,False,False,True
ECO05209,False,False,False,False,True
ECO05211,False,False,False,False,True
ECO05212,False,False,False,False,True
ECO05214,False,False,False,False,True
ECO05215,False,False,False,False,True
ECO05217,False,False,False,False,True
ECO05218,False,False,False,True,True
ECO05220,False,False,False,False,True
ECO05224,False,False,False,False,True
ECO05225,False,False,False,False,True
ECO05228,False,False,False,True,True
ECO05231,False,False,False,False,True
ECO05232,False,False,False,False,True
ECO05235,False,False,False,False,True
ECO05240,False,False,False,True,True
ECO05242,False,False,False,False,True
ECO05243,False,False,False,False,True
ECO05249,False,False,False,False,True
ECO05253,False,False,False,True,True
ECO05257,False,False,False,False,True
ECO05258,False,False,True,True,False
ECO05265,False,False,False,False,True
ECO05271,False,True,False,False,True
ECO05272,False,False,False,False,True
ECO05275,False,False,False,True,True
ECO05277,False,False,False,False,True
ECO05279,False,False,False,False,True
ECO05280,False,False,False,False,True
ECO05283,False,False,False,False,True
ECO05284,False,False,False,False,True
ECO05287,False,False,False,False,True
ECO05290,False,False,False,False,True
ECO05291,False,False,False,False,True
ECO05292,False,False,False,False,True
ECO05293,False,True,False,False,True
ECO05298,False,False,False,False,True
ECO05299,False,False,False,False,True
ECO05300,False,False,False,False,True
ECO05301,False,False,False,False,True
ECO05302,False,False,False,False,True
ECO05304,False,False,False,False,True
ECO05305,False,False,False,False,True
ECO05306,False,False,False,False,True
ECO05308,False,False,False,False,True
ECO05310,False,False,False,False,True
ECO05312,False,True,False,False,True
ECO05314,False,False,False,False,True
ECO05315,False,False,False,False,True
ECO05316,False,False,False,False,True
ECO05319,False,False,False,False,True
ECO05320,False,True,False,False,True
ECO05321,False,False,False,False,True
ECO05323,False,False,False,False,True
ECO05325,False,False,False,False,True
ECO05327,False,False,False,False,True
ECO05331,False,False,False,False,True
ECO05333,False,False,False,False,True
ECO05335,False,False,False,False,True
ECO05336,False,False,False,False,True
ECO05338,False,False,False,False,True
ECO05339,False,False,False,False,True
ECO05340,False,False,False,False,True
ECO05341,False,False,False,False,True
ECO05343,False,False,False,False,True
ECO05344,False,False,False,False,True
ECO05346,False,True,False,False,True
ECO05348,False,False,False,True,True
ECO05353,False,False,False,False,True
ECO05354,False,False,False,False,True
ECO05355,False,False,False,False,True
ECO05356,False,False,False,False,True
ECO05358,False,False,True,True,False
ECO05359,True,False,False,False,True
ECO05360,False,False,False,False,True
ECO05365,False,False,False,False,True
ECO05368,False,False,False,False,True
ECO05372,False,False,False,True,True
ECO05374,True,False,False,False,True
ECO05375,False,False,False,False,True
ECO05378,False,True,False,False,True
ECO05380,False,False,False,True,True
ECO05381,False,False,False,False,True
ECO05382,False,False,False,False,True
ECO05383,False,False,False,False,True
ECO05384,False,False,False,False,True
ECO05385,False,False,False,True,True
ECO05386,False,False,False,False,True
ECO05388,False,False,False,False,True
ECO05389,False,False,False,False,True
ECO05390,False,False,False,False,True
ECO05391,False,False,False,False,True
ECO05392,False,False,False,False,True
ECO05394,False,False,False,False,True
ECO05399,False,False,False,False,True
ECO05400,False,False,False,False,True
ECO05401,False,False,False,False,True
ECO05402,False,False,False,False,True
ECO05403,False,False,False,False,True
ECO05404,False,False,False,False,True
ECO05406,False,False,False,False,True
ECO05407,False,False,False,False,True
ECO05408,False,False,False,False,True
ECO05411,False,False,False,False,True
ECO05414,False,False,False,False,True
ECO05415,False,False,False,False,True
ECO05417,False,False,False,True,True
ECO05419,False,False,False,False,True
ECO05420,False,False,False,False,True
ECO05425,False,False,False,False,True
ECO05426,False,False,False,False,True
ECO05428,False,False,False,True,True
ECO05429,False,False,False,False,True
ECO05430,False,False,False,False,True
ECO05431,False,True,False,False,True
ECO05433,False,False,False,False,True
ECO05434,False,True,False,False,True
ECO05436,False,False,False,False,True
ECO05438,False,False,False,False,True
ECO05440,False,False,False,False,True
ECO05442,False,False,False,False,True
ECO05445,False,False,False,False,True
ECO05448,False,False,False,False,True
ECO05452,False,False,False,True,True
ECO05453,False,False,False,True,True
ECO05455,False,False,False,False,True
ECO05457,False,False,False,False,True
ECO05458,False,False,False,False,True
ECO05459,False,False,False,True,True
ECO05461,False,False,True,True,False
ECO05464,False,False,False,True,True
ECO05465,False,False,False,False,True
ECO05466,False,False,True,True,False
ECO05468,False,False,False,True,True
ECO05469,False,False,False,False,True
ECO05470,False,False,False,True,True
ECO05471,False,False,False,False,True
ECO05473,False,False,False,True,True
ECO05476,False,False,False,True,True
ECO05477,False,False,False,False,True
ECO05479,False,False,False,False,True
ECO05481,False,False,False,False,True
ECO05488,False,False,False,False,True
ECO05489,False,False,False,False,True
ECO05490,False,False,False,True,True
ECO05491,False,False,False,False,True
ECO05492,False,False,False,True,True
ECO05493,False,False,False,True,True
ECO05494,False,False,False,True,True
ECO05495,False,False,False,True,True
ECO05496,False,False,False,False,True
ECO05497,False,False,False,True,True
ECO05498,False,False,False,True,True
ECO05499,False,False,True,True,False
ECO05502,False,False,False,False,True
ECO05503,False,False,False,False,True
ECO05504,False,False,False,False,True
ECO05506,False,False,False,True,True
ECO05508,False,False,False,True,True
ECO05509,False,False,False,False,True
ECO05510,False,False,False,False,True
ECO05512,False,False,False,False,True
ECO05513,False,False,False,True,True
ECO05514,False,False,False,False,True
ECO05517,False,False,False,False,True
ECO05518,False,False,False,False,True
ECO05519,False,False,False,False,True
ECO05520,False,False,False,False,True
ECO05522,False,False,False,False,True
ECO05524,False,False,False,False,True
ECO05526,False,False,False,False,True
ECO05527,False,False,False,False,True
ECO05530,False,False,False,False,True
ECO05532,False,False,False,False,True
ECO05533,False,False,False,False,True
ECO05534,False,False,False,False,True
ECO05538,False,False,False,False,True
ECO05545,False,False,False,False,True
ECO05546,False,False,False,False,True
ECO05547,False,False,False,False,True
ECO05548,False,False,False,False,True
ECO05550,False,False,False,False,True
ECO05552,False,False,False,False,True
ECO05553,False,False,False,False,True
ECO05554,False,False,False,False,True
ECO05557,False,False,False,False,True
ECO05558,False,False,False,False,True
ECO05559,False,False,False,False,True
ECO05560,False,False,False,False,True
ECO05562,False,False,False,False,True
ECO05563,False,False,False,False,True
ECO05567,False,False,False,False,True
ECO05571,False,False,False,False,True
ECO05572,False,False,False,False,True
ECO05574,False,False,False,False,True
ECO05576,False,False,False,False,True
ECO05578,False,False,False,False,True
ECO05579,False,False,False,False,True
ECO05585,False,False,False,False,True
ECO05586,False,False,False,False,True
ECO05591,False,False,False,False,True
ECO05592,False,False,False,False,True
ECO05593,False,False,False,False,True
ECO05595,False,False,False,False,True
ECO05597,False,False,False,False,True
ECO05599,False,False,False,False,True
ECO05603,False,False,False,False,True
ECO05605,False,False,False,False,True
ECO05606,False,False,False,False,True
ECO05607,False,False,False,False,True
ECO05608,False,False,False,False,True
ECO05615,False,False,False,False,True
ECO05623,False,False,False,False,True
ECO05626,False,False,False,False,True
ECO05627,False,False,False,False,True
ECO05629,False,False,False,False,True
ECO05631,False,False,False,False,True
ECO05632,True,False,False,False,True
ECO05633,False,False,False,False,True
ECO05637,False,False,False,False,True
ECO05641,False,False,False,False,True
ECO05642,False,False,False,False,True
ECO05647,True,False,False,False,True
ECO05648,False,False,False,False,True
ECO05656,False,False,False,False,True
ECO05657,False,False,False,False,True
ECO05658,False,False,False,False,True
ECO05659,False,False,False,False,True
ECO05660,False,False,False,False,True
ECO05661,False,False,False,False,True
ECO05663,False,False,False,False,True
ECO05664,False,False,False,False,True
ECO05665,False,False,False,False,True
ECO05666,False,False,False,True,True
ECO05667,False,False,False,False,True
ECO05670,False,False,False,False,True
ECO05671,False,True,False,False,True
ECO05673,False,False,False,True,True
ECO05674,False,False,False,True,True
ECO05675,False,False,False,False,True
ECO05677,False,False,False,False,True
ECO05678,False,False,False,False,True
ECO05680,False,False,False,True,True
ECO05681,False,False,False,False,True
ECO05682,False,False,False,False,True
ECO05684,False,False,False,False,True
ECO05685,False,False,False,False,True
ECO05686,False,False,False,False,True
ECO05689,False,False,False,False,True
ECO05690,False,False,False,False,True
ECO05693,False,False,False,False,True
ECO05695,False,False,False,False,True
ECO05697,False,False,False,False,True
ECO05698,False,False,False,False,True
ECO05702,False,False,False,False,True
ECO05704,False,False,False,False,True
ECO05706,False,True,False,False,True
ECO05713,False,False,False,False,True
ECO05714,False,False,False,False,True
ECO05715,False,False,False,False,True
ECO05716,False,False,False,False,True
ECO05717,False,False,False,False,True
ECO05718,False,False,False,False,True
ECO05720,False,False,False,False,True
ECO05721,False,False,False,False,True
ECO05737,False,False,False,False,True
ECO05741,False,False,False,True,True
ECO05742,False,False,False,False,True
ECO05745,False,False,False,False,True
ECO05746,False,False,False,False,True
ECO05748,False,False,False,False,True
ECO05749,False,False,False,False,True
ECO05751,False,False,False,True,True
ECO05754,False,False,False,False,True
ECO05755,False,False,False,False,True
ECO05757,False,False,False,False,True
ECO05758,False,False,False,False,True
ECO05759,False,False,False,False,True
ECO05761,False,False,False,False,True
ECO05762,False,False,False,False,True
ECO05764,False,False,False,False,True
ECO05765,False,False,False,False,True
ECO05766,False,False,False,False,True
ECO05769,False,False,False,False,True
ECO05771,False,False,False,False,True
ECO05774,False,False,False,False,True
ECO05775,False,False,False,False,True
ECO05776,False,False,False,False,True
ECO05779,False,False,False,False,True
ECO05782,False,False,False,False,True
ECO05783,False,False,False,False,True
ECO05784,False,False,False,False,True
