name	ra	dec
ECO00215	225.617	14.9016
ECO00216	150.176	15.6058
ECO00217	230.268	15.2686
ECO00218	227.737	13.4462
ECO00219	206.255	15.9683
ECO00220	206.719	15.9693
ECO00221	231.053	11.6939
ECO00222	228.421	13.81
ECO00223	155.583	15.816
ECO00224	143.642	13.0057
ECO00225	164.85	9.1007
ECO00226	144.323	14.2492
ECO00227	162.467	8.7282
ECO00228	164.111	8.9122
ECO00229	209.795	10.2128
ECO00230	152.465	30.3211
ECO00231	169.745	22.8867
ECO00232	170.52	19.0503
ECO00233	142.951	-0.4084
ECO00234	143.697	32.1435
ECO00235	176.019	9.1652
ECO00236	147.277	44.0483
ECO00237	148.115	32.4694
ECO00238	149.37	45.2151
ECO00239	172.076	41.4438
ECO00240	176.479	17.1929
ECO00241	177.599	-0.528
ECO00242	191.433	47.1009
ECO00243	145.678	9.4561
ECO00244	195.397	28.1467
ECO00245	201.456	33.0651
ECO00246	202.36	0.9034
ECO00247	227.404	39.2653
ECO00248	210.154	36.0519
ECO00249	157.474	20.8016
ECO00250	136.341	21.6228
ECO00251	156.059	0.1476
ECO00252	194.436	34.8395
ECO00253	196.601	35.2286
ECO00254	217.833	34.6344
ECO00255	217.933	31.6903
ECO00256	161.343	1.9854
ECO00257	176.058	19.3365
ECO00258	186.461	1.443
ECO00259	213.788	49.3423
ECO00260	218.836	43.9717
ECO00261	137.231	22.813
ECO00262	210.88	9.2208
ECO00263	176.338	9.8024
ECO00264	179.172	23.8254
ECO00265	216.321	32.4488
ECO00266	197.092	-0.9604
ECO00267	189.98	-0.7997
ECO00268	202.486	-0.6136
ECO00269	165.71	-0.3643
ECO00270	159.659	-0.3449
ECO00271	190.076	-0.1851
ECO00272	190.273	-0.083
ECO00273	202.56	-0.0296
ECO00274	197.01	9.9565
ECO00275	160.687	0.149
ECO00276	152.71	0.2806
ECO00277	182.356	0.3082
ECO00278	182.904	0.3225
ECO00279	170.165	0.4574
ECO00280	177.097	10.4396
ECO00281	225.96	0.5654
ECO00282	181.667	1.334
ECO00283	187.903	1.3483
ECO00284	182.99	1.4892
ECO00285	165.906	10.9371
ECO00286	197.887	1.5255
ECO00287	180.679	1.5261
ECO00288	206.6	1.5788
ECO00289	192.911	1.6709
ECO00290	181.191	1.8039
ECO00291	180.967	1.8361
ECO00292	180.9	2.05
ECO00293	215.504	11.3806
ECO00294	180.153	2.1467
ECO00295	181.527	2.1921
ECO00296	197.421	2.2848
ECO00297	196.879	2.3271
ECO00298	204.342	2.3308
ECO00299	171.742	2.3331
ECO00300	171.575	2.5799
ECO00301	134.415	2.9877
ECO00302	146.901	3.2838
ECO00303	205.678	3.3021
ECO00304	208.052	3.655
ECO00305	235.893	3.7461
ECO00306	168.512	17.1604
ECO00307	133.884	17.4782
ECO00308	130.646	17.8756
ECO00309	137.848	18.0433
ECO00310	143.124	18.2687
ECO00311	131.43	18.2734
ECO00312	195.275	11.5064
ECO00313	142.803	18.5911
ECO00314	133.317	18.6512
ECO00315	154.635	18.8967
ECO00316	170.915	19.2752
ECO00317	132.462	19.2995
ECO00318	145.288	19.6455
ECO00319	237.346	20.0484
ECO00320	154.498	21.5909
ECO00321	149.384	21.8819
ECO00322	145.475	11.6544
ECO00323	137.219	21.9249
ECO00324	156.797	22.3732
ECO00325	222.481	22.5436
ECO00326	221.447	22.7347
ECO00327	166.975	22.8751
ECO00328	156.807	23.0312
ECO00329	221.387	23.2975
ECO00330	228.182	23.3503
ECO00331	176.847	23.3661
ECO00332	219.028	13.1054
ECO00333	176.898	23.9183
ECO00334	140.412	28.1475
ECO00335	195.791	28.4896
ECO00336	140.587	28.5728
ECO00337	196.154	29.1467
ECO00338	188.409	29.4506
ECO00339	170.629	13.2673
ECO00340	213.652	29.7143
ECO00341	217.4	29.9873
ECO00342	148.189	30.0333
ECO00343	138.551	30.0571
ECO00344	179.857	30.2145
ECO00345	204.923	30.284
ECO00346	161.495	30.2905
ECO00347	217.06	30.7159
ECO00348	198.93	30.7535
ECO00349	199.52	31.0964
ECO00350	141.911	11.6208
ECO00351	167.623	13.7662
ECO00352	151.052	31.2543
ECO00353	201.566	31.4298
ECO00354	144.088	31.5054
ECO00355	144.098	31.569
ECO00356	145.131	31.8858
ECO00357	220.91	32.3341
ECO00358	163.539	32.4494
ECO00359	132.35	32.5984
ECO00360	183.626	14.2535
ECO00361	202.457	33.0265
ECO00362	194.557	33.1807
ECO00363	146.408	33.247
ECO00364	214.456	33.5551
ECO00365	139.988	33.68
ECO00366	190.685	34.104
ECO00367	139.798	34.4528
ECO00368	197.927	34.5612
ECO00369	171.122	34.5806
ECO00370	209.942	34.8476
ECO00371	160.227	34.8929
ECO00372	146.918	34.947
ECO00373	146.795	35.6306
ECO00374	176.056	35.9619
ECO00375	145.316	35.9753
ECO00376	218.916	36.2621
ECO00377	218.999	36.5832
ECO00378	180.224	15.2511
ECO00379	195.219	37.0653
ECO00380	149.055	37.0745
ECO00381	219.886	37.3426
ECO00382	132.612	37.968
ECO00383	147.318	38.3554
ECO00384	207.66	38.5093
ECO00385	210.377	38.5157
ECO00386	201.489	38.597
