galname,defstarform,composite,defseyf,defliner,ambigagn,sftoagn,agntosf,defagn,sftoagn1,sftoagn2
ECO04287,True,False,False,False,False,False,False,False,False,False
ECO04288,True,False,False,False,False,False,False,False,False,False
ECO04289,True,False,False,False,False,False,False,False,False,False
ECO04290,False,True,False,False,False,False,False,False,False,False
ECO04296,False,True,False,False,False,False,False,False,False,False
ECO04298,True,False,False,False,False,False,False,False,False,False
ECO04304,True,False,False,False,False,False,False,False,False,False
ECO04309,False,True,False,False,False,False,False,False,False,False
ECO04314,False,False,False,True,False,False,False,True,False,False
ECO04315,False,True,False,False,False,False,False,False,False,False
ECO04317,True,False,False,False,False,False,False,False,False,False
ECO04322,True,False,False,False,False,False,False,False,False,False
ECO04323,True,False,False,False,False,False,False,False,False,False
ECO04325,True,False,False,False,False,False,False,False,False,False
ECO04334,True,False,False,False,False,False,False,False,False,False
ECO04336,False,True,False,False,False,False,False,False,False,False
ECO04337,True,False,False,False,False,False,False,False,False,False
ECO04341,True,False,False,False,False,False,False,False,False,False
ECO04342,True,False,False,False,False,False,False,False,False,False
ECO04344,False,True,False,False,False,False,False,False,False,False
ECO04349,True,False,False,False,False,False,False,False,False,False
ECO04350,True,False,False,False,False,False,False,False,False,False
ECO04358,False,True,False,False,False,False,False,False,False,False
ECO04362,True,False,False,False,False,False,False,False,False,False
ECO04363,True,False,False,False,False,False,False,False,False,False
ECO04365,False,True,False,False,False,False,False,False,False,False
ECO04366,True,False,False,False,False,False,False,False,False,False
ECO04368,False,True,False,False,False,False,False,False,False,False
ECO04373,True,False,False,False,False,False,False,False,False,False
ECO04377,False,False,False,False,False,False,True,False,False,False
ECO04380,True,False,False,False,False,False,False,False,False,False
ECO04382,True,False,False,False,False,False,False,False,False,False
ECO04383,True,False,False,False,False,False,False,False,False,False
ECO04384,True,False,False,False,False,False,False,False,False,False
ECO04386,False,True,False,False,False,False,False,False,False,False
ECO04387,True,False,False,False,False,False,False,False,False,False
ECO04389,True,False,False,False,False,False,False,False,False,False
ECO04391,True,False,False,False,False,False,False,False,False,False
ECO04398,True,False,False,False,False,False,False,False,False,False
ECO04404,True,False,False,False,False,False,False,False,False,False
ECO04405,False,False,False,True,False,False,False,True,False,False
ECO04408,False,False,False,True,False,False,False,True,False,False
ECO04409,True,False,False,False,False,False,False,False,False,False
ECO04410,True,False,False,False,False,False,False,False,False,False
ECO04412,True,False,False,False,False,False,False,False,False,False
ECO04417,False,True,False,False,False,False,False,False,False,False
ECO04425,True,False,False,False,False,False,False,False,False,False
ECO04426,True,False,False,False,False,False,False,False,False,False
ECO04429,True,False,False,False,False,False,False,False,False,False
ECO04430,True,False,False,False,False,False,False,False,False,False
ECO04432,True,False,False,False,False,False,False,False,False,False
ECO04433,True,False,False,False,False,False,False,False,False,False
ECO04436,True,False,False,False,False,False,False,False,False,False
ECO04437,True,False,False,False,False,False,False,False,False,False
ECO04439,True,False,False,False,False,False,False,False,False,False
ECO04442,False,False,False,True,False,False,False,True,False,False
ECO04443,True,False,False,False,False,False,False,False,False,False
ECO04448,True,False,False,False,False,False,False,False,False,False
ECO04450,True,False,False,False,False,False,False,False,False,False
ECO04452,True,False,False,False,False,False,False,False,False,False
ECO04456,True,False,False,False,False,False,False,False,False,False
ECO04457,True,False,False,False,False,False,False,False,False,False
ECO04460,True,False,False,False,False,False,False,False,False,False
ECO04461,True,False,False,False,False,False,False,False,False,False
ECO04464,False,False,True,False,False,False,False,True,False,False
ECO04466,False,True,False,False,False,False,False,False,False,False
ECO04469,True,False,False,False,False,False,False,False,False,False
ECO04474,True,False,False,False,False,False,False,False,False,False
ECO04476,False,False,False,False,True,False,False,True,False,False
ECO04477,False,False,False,True,False,False,False,True,False,False
ECO04484,True,False,False,False,False,False,False,False,False,False
ECO04485,True,False,False,False,False,False,False,False,False,False
ECO04488,True,False,False,False,False,False,False,False,False,False
ECO04493,False,False,True,False,False,False,False,True,False,False
ECO04494,True,False,False,False,False,False,False,False,False,False
ECO04501,True,False,False,False,False,False,False,False,False,False
ECO04504,True,False,False,False,False,False,False,False,False,False
ECO04505,True,False,False,False,False,False,False,False,False,False
ECO04506,True,False,False,False,False,False,False,False,False,False
ECO04508,True,False,False,False,False,False,False,False,False,False
ECO04512,True,False,False,False,False,False,False,False,False,False
ECO04519,True,False,False,False,False,False,False,False,False,False
ECO04521,True,False,False,False,False,False,False,False,False,False
ECO04522,True,False,False,False,False,False,False,False,False,False
ECO04527,True,False,False,False,False,False,False,False,False,False
ECO04531,False,True,False,False,False,False,False,False,False,False
ECO04535,True,False,False,False,False,False,False,False,False,False
ECO04536,True,False,False,False,False,False,False,False,False,False
ECO04540,True,False,False,False,False,False,False,False,False,False
ECO04544,True,False,False,False,False,False,False,False,False,False
ECO04549,True,False,False,False,False,False,False,False,False,False
ECO04553,True,False,False,False,False,False,False,False,False,False
ECO04556,True,False,False,False,False,False,False,False,False,False
ECO04557,True,False,False,False,False,False,False,False,False,False
ECO04560,False,False,True,False,False,False,False,True,False,False
ECO04562,False,True,False,False,False,False,False,False,False,False
ECO04563,True,False,False,False,False,False,False,False,False,False
ECO04565,False,False,False,True,False,False,False,True,False,False
ECO04568,True,False,False,False,False,False,False,False,False,False
ECO04572,True,False,False,False,False,False,False,False,False,False
ECO04573,True,False,False,False,False,False,False,False,False,False
ECO04576,True,False,False,False,False,False,False,False,False,False
ECO04581,True,False,False,False,False,False,False,False,False,False
ECO04587,True,False,False,False,False,False,False,False,False,False
ECO04593,True,False,False,False,False,False,False,False,False,False
ECO04597,False,True,False,False,False,False,False,False,False,False
ECO04598,True,False,False,False,False,False,False,False,False,False
ECO04601,True,False,False,False,False,False,False,False,False,False
ECO04602,False,True,False,False,False,False,False,False,False,False
ECO04604,True,False,False,False,False,False,False,False,False,False
ECO04605,True,False,False,False,False,False,False,False,False,False
ECO04609,True,False,False,False,False,False,False,False,False,False
ECO04610,True,False,False,False,False,False,False,False,False,False
ECO04611,True,False,False,False,False,False,False,False,False,False
ECO04614,True,False,False,False,False,False,False,False,False,False
ECO04616,True,False,False,False,False,False,False,False,False,False
ECO04618,True,False,False,False,False,False,False,False,False,False
ECO04619,True,False,False,False,False,False,False,False,False,False
ECO04621,True,False,False,False,False,False,False,False,False,False
ECO04635,True,False,False,False,False,False,False,False,False,False
ECO04641,False,True,False,False,False,False,False,False,False,False
ECO04650,True,False,False,False,False,False,False,False,False,False
ECO04652,False,True,False,False,False,False,False,False,False,False
ECO04653,True,False,False,False,False,False,False,False,False,False
ECO04654,True,False,False,False,False,False,False,False,False,False
ECO04655,True,False,False,False,False,False,False,False,False,False
ECO04656,True,False,False,False,False,False,False,False,False,False
ECO04659,True,False,False,False,False,False,False,False,False,False
ECO04661,False,True,False,False,False,False,False,False,False,False
ECO04663,True,False,False,False,False,False,False,False,False,False
ECO04665,True,False,False,False,False,False,False,False,False,False
ECO04668,True,False,False,False,False,False,False,False,False,False
ECO04674,True,False,False,False,False,False,False,False,False,False
ECO04675,False,False,True,False,False,False,False,True,False,False
ECO04678,False,True,False,False,False,False,False,False,False,False
ECO04684,True,False,False,False,False,False,False,False,False,False
ECO04687,True,False,False,False,False,False,False,False,False,False
ECO04688,True,False,False,False,False,False,False,False,False,False
ECO04689,True,False,False,False,False,False,False,False,False,False
ECO04691,True,False,False,False,False,False,False,False,False,False
ECO04693,True,False,False,False,False,False,False,False,False,False
ECO04698,True,False,False,False,False,False,False,False,False,False
ECO04702,True,False,False,False,False,False,False,False,False,False
ECO04706,True,False,False,False,False,False,False,False,False,False
ECO04707,True,False,False,False,False,False,False,False,False,False
ECO04711,True,False,False,False,False,False,False,False,False,False
ECO04712,True,False,False,False,False,False,False,False,False,False
ECO04713,True,False,False,False,False,False,False,False,False,False
ECO04715,True,False,False,False,False,False,False,False,False,False
ECO04716,False,True,False,False,False,False,False,False,False,False
ECO04721,True,False,False,False,False,False,False,False,False,False
ECO04723,True,False,False,False,False,False,False,False,False,False
ECO04725,True,False,False,False,False,False,False,False,False,False
ECO04727,False,False,False,True,False,False,False,True,False,False
ECO04729,False,True,False,False,False,False,False,False,False,False
ECO04731,True,False,False,False,False,False,False,False,False,False
ECO04732,True,False,False,False,False,False,False,False,False,False
ECO04734,False,True,False,False,False,False,False,False,False,False
ECO04736,True,False,False,False,False,False,False,False,False,False
ECO04737,True,False,False,False,False,False,False,False,False,False
ECO04738,True,False,False,False,False,False,False,False,False,False
ECO04743,True,False,False,False,False,False,False,False,False,False
ECO04744,True,False,False,False,False,False,False,False,False,False
ECO04748,True,False,False,False,False,False,False,False,False,False
ECO04749,True,False,False,False,False,False,False,False,False,False
ECO04751,False,True,False,False,False,False,False,False,False,False
ECO04752,True,False,False,False,False,False,False,False,False,False
ECO04755,False,False,False,True,False,False,False,True,False,False
ECO04756,True,False,False,False,False,False,False,False,False,False
ECO04757,True,False,False,False,False,False,False,False,False,False
ECO04766,False,False,False,True,False,False,False,True,False,False
ECO04768,True,False,False,False,False,False,False,False,False,False
ECO04771,True,False,False,False,False,False,False,False,False,False
ECO04772,True,False,False,False,False,False,False,False,False,False
ECO04773,False,False,False,True,False,False,False,True,False,False
ECO04775,True,False,False,False,False,False,False,False,False,False
ECO04776,False,False,True,False,False,False,False,True,False,False
ECO04778,True,False,False,False,False,False,False,False,False,False
ECO04784,True,False,False,False,False,False,False,False,False,False
ECO04785,True,False,False,False,False,False,False,False,False,False
ECO04788,True,False,False,False,False,False,False,False,False,False
ECO04789,True,False,False,False,False,False,False,False,False,False
ECO04793,True,False,False,False,False,False,False,False,False,False
ECO04795,True,False,False,False,False,False,False,False,False,False
ECO04800,False,False,False,True,False,False,False,True,False,False
ECO04803,True,False,False,False,False,False,False,False,False,False
ECO04804,True,False,False,False,False,False,False,False,False,False
ECO04806,True,False,False,False,False,False,False,False,False,False
ECO04808,True,False,False,False,False,False,False,False,False,False
ECO04809,False,True,False,False,False,False,False,False,False,False
ECO04813,True,False,False,False,False,False,False,False,False,False
ECO04815,True,False,False,False,False,False,False,False,False,False
ECO04817,False,True,False,False,False,False,False,False,False,False
ECO04820,True,False,False,False,False,False,False,False,False,False
ECO04829,False,True,False,False,False,False,False,False,False,False
ECO04830,False,False,False,False,True,False,False,True,False,False
ECO04833,True,False,False,False,False,False,False,False,False,False
ECO04836,True,False,False,False,False,False,False,False,False,False
ECO04838,True,False,False,False,False,False,False,False,False,False
ECO04839,True,False,False,False,False,False,False,False,False,False
ECO04846,True,False,False,False,False,False,False,False,False,False
ECO04848,True,False,False,False,False,False,False,False,False,False
ECO04851,True,False,False,False,False,False,False,False,False,False
ECO04852,True,False,False,False,False,False,False,False,False,False
ECO04853,True,False,False,False,False,False,False,False,False,False
ECO04854,True,False,False,False,False,False,False,False,False,False
ECO04858,True,False,False,False,False,False,False,False,False,False
ECO04869,False,True,False,False,False,False,False,False,False,False
ECO04872,True,False,False,False,False,False,False,False,False,False
ECO04873,True,False,False,False,False,False,False,False,False,False
ECO04877,True,False,False,False,False,False,False,False,False,False
ECO04880,True,False,False,False,False,False,False,False,False,False
ECO04883,True,False,False,False,False,False,False,False,False,False
ECO04884,True,False,False,False,False,False,False,False,False,False
ECO04885,True,False,False,False,False,False,False,False,False,False
ECO04888,False,True,False,False,False,False,False,False,False,False
ECO04889,False,False,False,True,False,False,False,True,False,False
ECO04890,True,False,False,False,False,False,False,False,False,False
ECO04892,True,False,False,False,False,False,False,False,False,False
ECO04896,False,False,False,True,False,False,False,True,False,False
ECO04898,True,False,False,False,False,False,False,False,False,False
ECO04900,True,False,False,False,False,False,False,False,False,False
ECO04902,True,False,False,False,False,False,False,False,False,False
ECO04903,True,False,False,False,False,False,False,False,False,False
ECO04904,False,True,False,False,False,False,False,False,False,False
ECO04907,True,False,False,False,False,False,False,False,False,False
ECO04911,False,True,False,False,False,False,False,False,False,False
ECO04915,True,False,False,False,False,False,False,False,False,False
ECO04916,False,True,False,False,False,False,False,False,False,False
ECO04917,True,False,False,False,False,False,False,False,False,False
ECO04918,True,False,False,False,False,False,False,False,False,False
ECO04922,False,False,False,True,False,False,False,True,False,False
ECO04923,True,False,False,False,False,False,False,False,False,False
ECO04924,True,False,False,False,False,False,False,False,False,False
ECO04925,True,False,False,False,False,False,False,False,False,False
ECO04926,True,False,False,False,False,False,False,False,False,False
ECO04927,True,False,False,False,False,False,False,False,False,False
ECO04928,True,False,False,False,False,False,False,False,False,False
ECO04930,True,False,False,False,False,False,False,False,False,False
ECO04932,False,True,False,False,False,False,False,False,False,False
ECO04933,True,False,False,False,False,False,False,False,False,False
ECO04936,True,False,False,False,False,False,False,False,False,False
ECO04939,False,True,False,False,False,False,False,False,False,False
ECO04942,True,False,False,False,False,False,False,False,False,False
ECO04943,False,True,False,False,False,False,False,False,False,False
ECO04944,True,False,False,False,False,False,False,False,False,False
ECO04945,True,False,False,False,False,False,False,False,False,False
ECO04947,True,False,False,False,False,False,False,False,False,False
ECO04950,True,False,False,False,False,False,False,False,False,False
ECO04951,True,False,False,False,False,False,False,False,False,False
ECO04952,True,False,False,False,False,False,False,False,False,False
ECO04961,False,True,False,False,False,False,False,False,False,False
ECO04965,False,False,True,False,False,False,False,True,False,False
ECO04966,True,False,False,False,False,False,False,False,False,False
ECO04970,False,False,False,False,True,False,False,True,False,False
ECO04971,True,False,False,False,False,False,False,False,False,False
ECO04974,True,False,False,False,False,False,False,False,False,False
ECO04981,True,False,False,False,False,False,False,False,False,False
ECO04982,True,False,False,False,False,False,False,False,False,False
ECO04983,False,False,False,True,False,False,False,True,False,False
ECO04984,True,False,False,False,False,False,False,False,False,False
ECO04985,True,False,False,False,False,False,False,False,False,False
ECO04990,True,False,False,False,False,False,False,False,False,False
ECO04993,True,False,False,False,False,False,False,False,False,False
ECO04995,True,False,False,False,False,False,False,False,False,False
ECO04996,True,False,False,False,False,False,False,False,False,False
ECO04997,True,False,False,False,False,False,False,False,False,False
ECO04998,False,False,False,True,False,False,False,True,False,False
ECO05001,False,True,False,False,False,False,False,False,False,False
ECO05003,False,True,False,False,False,False,False,False,False,False
ECO05004,True,False,False,False,False,False,False,False,False,False
ECO05006,False,True,False,False,False,False,False,False,False,False
ECO05010,False,False,False,False,False,True,False,False,False,True
ECO05013,True,False,False,False,False,False,False,False,False,False
ECO05014,False,True,False,False,False,False,False,False,False,False
ECO05015,False,True,False,False,False,False,False,False,False,False
ECO05016,True,False,False,False,False,False,False,False,False,False
ECO05020,True,False,False,False,False,False,False,False,False,False
ECO05024,True,False,False,False,False,False,False,False,False,False
ECO05028,False,True,False,False,False,False,False,False,False,False
ECO05031,True,False,False,False,False,False,False,False,False,False
ECO05035,True,False,False,False,False,False,False,False,False,False
ECO05038,True,False,False,False,False,False,False,False,False,False
ECO05039,True,False,False,False,False,False,False,False,False,False
ECO05040,True,False,False,False,False,False,False,False,False,False
ECO05041,True,False,False,False,False,False,False,False,False,False
ECO05042,True,False,False,False,False,False,False,False,False,False
ECO05045,True,False,False,False,False,False,False,False,False,False
ECO05047,True,False,False,False,False,False,False,False,False,False
ECO05053,True,False,False,False,False,False,False,False,False,False
ECO05054,False,False,False,False,False,False,True,False,False,False
ECO05057,True,False,False,False,False,False,False,False,False,False
ECO05060,True,False,False,False,False,False,False,False,False,False
ECO05061,True,False,False,False,False,False,False,False,False,False
ECO05068,True,False,False,False,False,False,False,False,False,False
ECO05069,False,False,False,False,False,True,False,False,False,True
ECO05070,True,False,False,False,False,False,False,False,False,False
ECO05075,True,False,False,False,False,False,False,False,False,False
ECO05080,True,False,False,False,False,False,False,False,False,False
ECO05086,True,False,False,False,False,False,False,False,False,False
ECO05090,True,False,False,False,False,False,False,False,False,False
ECO05093,True,False,False,False,False,False,False,False,False,False
ECO05096,True,False,False,False,False,False,False,False,False,False
ECO05099,False,True,False,False,False,False,False,False,False,False
ECO05100,True,False,False,False,False,False,False,False,False,False
ECO05103,True,False,False,False,False,False,False,False,False,False
ECO05104,True,False,False,False,False,False,False,False,False,False
ECO05106,False,False,False,False,False,True,False,False,False,True
ECO05108,True,False,False,False,False,False,False,False,False,False
ECO05114,True,False,False,False,False,False,False,False,False,False
ECO05115,True,False,False,False,False,False,False,False,False,False
ECO05118,True,False,False,False,False,False,False,False,False,False
ECO05120,True,False,False,False,False,False,False,False,False,False
ECO05121,True,False,False,False,False,False,False,False,False,False
ECO05122,True,False,False,False,False,False,False,False,False,False
ECO05128,False,False,False,False,False,True,False,False,False,True
ECO05130,True,False,False,False,False,False,False,False,False,False
ECO05134,True,False,False,False,False,False,False,False,False,False
ECO05138,True,False,False,False,False,False,False,False,False,False
ECO05143,False,False,False,True,False,False,False,True,False,False
ECO05144,True,False,False,False,False,False,False,False,False,False
ECO05149,True,False,False,False,False,False,False,False,False,False
ECO05150,True,False,False,False,False,False,False,False,False,False
ECO05151,True,False,False,False,False,False,False,False,False,False
ECO05153,True,False,False,False,False,False,False,False,False,False
ECO05158,True,False,False,False,False,False,False,False,False,False
ECO05163,True,False,False,False,False,False,False,False,False,False
ECO05166,True,False,False,False,False,False,False,False,False,False
ECO05171,False,False,False,False,False,False,True,False,False,False
ECO05173,True,False,False,False,False,False,False,False,False,False
ECO05175,False,False,False,True,False,False,False,True,False,False
ECO05180,True,False,False,False,False,False,False,False,False,False
ECO05189,True,False,False,False,False,False,False,False,False,False
ECO05191,True,False,False,False,False,False,False,False,False,False
ECO05193,False,False,False,False,False,True,False,False,False,True
ECO05194,True,False,False,False,False,False,False,False,False,False
ECO05199,True,False,False,False,False,False,False,False,False,False
ECO05207,True,False,False,False,False,False,False,False,False,False
ECO05209,True,False,False,False,False,False,False,False,False,False
ECO05211,True,False,False,False,False,False,False,False,False,False
ECO05215,True,False,False,False,False,False,False,False,False,False
ECO05217,True,False,False,False,False,False,False,False,False,False
ECO05218,True,False,False,False,False,False,False,False,False,False
ECO05220,True,False,False,False,False,False,False,False,False,False
ECO05224,True,False,False,False,False,False,False,False,False,False
ECO05225,True,False,False,False,False,False,False,False,False,False
ECO05228,False,True,False,False,False,False,False,False,False,False
ECO05229,False,True,False,False,False,False,False,False,False,False
ECO05232,True,False,False,False,False,False,False,False,False,False
ECO05235,True,False,False,False,False,False,False,False,False,False
ECO05240,True,False,False,False,False,False,False,False,False,False
ECO05243,True,False,False,False,False,False,False,False,False,False
ECO05249,True,False,False,False,False,False,False,False,False,False
ECO05253,False,True,False,False,False,False,False,False,False,False
ECO05257,True,False,False,False,False,False,False,False,False,False
ECO05271,False,False,False,False,False,True,False,False,True,True
ECO05275,False,True,False,False,False,False,False,False,False,False
ECO05277,True,False,False,False,False,False,False,False,False,False
ECO05279,True,False,False,False,False,False,False,False,False,False
ECO05280,True,False,False,False,False,False,False,False,False,False
ECO05283,True,False,False,False,False,False,False,False,False,False
ECO05286,False,False,False,False,False,True,False,False,True,True
ECO05290,True,False,False,False,False,False,False,False,False,False
ECO05292,True,False,False,False,False,False,False,False,False,False
ECO05293,False,False,False,False,False,True,False,False,True,False
ECO05298,True,False,False,False,False,False,False,False,False,False
ECO05299,True,False,False,False,False,False,False,False,False,False
ECO05300,True,False,False,False,False,False,False,False,False,False
ECO05301,True,False,False,False,False,False,False,False,False,False
ECO05302,True,False,False,False,False,False,False,False,False,False
ECO05304,True,False,False,False,False,False,False,False,False,False
ECO05306,True,False,False,False,False,False,False,False,False,False
ECO05308,True,False,False,False,False,False,False,False,False,False
ECO05310,True,False,False,False,False,False,False,False,False,False
ECO05312,False,False,False,False,False,True,False,False,True,True
ECO05314,True,False,False,False,False,False,False,False,False,False
ECO05315,True,False,False,False,False,False,False,False,False,False
ECO05316,True,False,False,False,False,False,False,False,False,False
ECO05319,True,False,False,False,False,False,False,False,False,False
ECO05320,False,False,False,False,False,True,False,False,True,True
ECO05321,True,False,False,False,False,False,False,False,False,False
ECO05323,True,False,False,False,False,False,False,False,False,False
ECO05325,True,False,False,False,False,False,False,False,False,False
ECO05327,True,False,False,False,False,False,False,False,False,False
ECO05331,True,False,False,False,False,False,False,False,False,False
ECO05333,True,False,False,False,False,False,False,False,False,False
ECO05336,True,False,False,False,False,False,False,False,False,False
ECO05341,True,False,False,False,False,False,False,False,False,False
ECO05343,True,False,False,False,False,False,False,False,False,False
ECO05344,True,False,False,False,False,False,False,False,False,False
ECO05346,False,False,False,False,False,True,False,False,False,True
ECO05348,True,False,False,False,False,False,False,False,False,False
ECO05355,True,False,False,False,False,False,False,False,False,False
ECO05358,False,True,False,False,False,False,False,False,False,False
ECO05359,True,False,False,False,False,False,False,False,False,False
ECO05360,True,False,False,False,False,False,False,False,False,False
ECO05362,True,False,False,False,False,False,False,False,False,False
ECO05365,True,False,False,False,False,False,False,False,False,False
ECO05368,True,False,False,False,False,False,False,False,False,False
ECO05372,False,True,False,False,False,False,False,False,False,False
ECO05374,False,False,False,True,False,False,False,True,False,False
ECO05378,False,False,False,False,False,True,False,False,True,True
ECO05380,True,False,False,False,False,False,False,False,False,False
ECO05381,True,False,False,False,False,False,False,False,False,False
ECO05382,True,False,False,False,False,False,False,False,False,False
ECO05383,True,False,False,False,False,False,False,False,False,False
ECO05385,False,True,False,False,False,False,False,False,False,False
ECO05386,True,False,False,False,False,False,False,False,False,False
ECO05388,True,False,False,False,False,False,False,False,False,False
ECO05389,True,False,False,False,False,False,False,False,False,False
ECO05390,True,False,False,False,False,False,False,False,False,False
ECO05391,True,False,False,False,False,False,False,False,False,False
ECO05392,True,False,False,False,False,False,False,False,False,False
ECO05394,True,False,False,False,False,False,False,False,False,False
ECO05399,True,False,False,False,False,False,False,False,False,False
ECO05400,True,False,False,False,False,False,False,False,False,False
ECO05401,True,False,False,False,False,False,False,False,False,False
ECO05402,True,False,False,False,False,False,False,False,False,False
ECO05403,True,False,False,False,False,False,False,False,False,False
ECO05406,True,False,False,False,False,False,False,False,False,False
ECO05407,True,False,False,False,False,False,False,False,False,False
ECO05408,True,False,False,False,False,False,False,False,False,False
ECO05410,False,True,False,False,False,False,False,False,False,False
ECO05411,True,False,False,False,False,False,False,False,False,False
ECO05412,False,False,False,True,False,False,False,True,False,False
ECO05414,True,False,False,False,False,False,False,False,False,False
ECO05417,True,False,False,False,False,False,False,False,False,False
ECO05419,True,False,False,False,False,False,False,False,False,False
ECO05420,True,False,False,False,False,False,False,False,False,False
ECO05425,True,False,False,False,False,False,False,False,False,False
ECO05426,True,False,False,False,False,False,False,False,False,False
ECO05428,False,True,False,False,False,False,False,False,False,False
ECO05429,True,False,False,False,False,False,False,False,False,False
ECO05430,True,False,False,False,False,False,False,False,False,False
ECO05431,False,False,False,False,False,True,False,False,True,False
ECO05434,False,False,False,False,False,True,False,False,False,True
ECO05438,True,False,False,False,False,False,False,False,False,False
ECO05440,True,False,False,False,False,False,False,False,False,False
ECO05442,True,False,False,False,False,False,False,False,False,False
ECO05444,False,False,True,False,False,False,False,True,False,False
ECO05445,True,False,False,False,False,False,False,False,False,False
ECO05448,True,False,False,False,False,False,False,False,False,False
ECO05451,False,True,False,False,False,False,False,False,False,False
ECO05452,True,False,False,False,False,False,False,False,False,False
ECO05453,True,False,False,False,False,False,False,False,False,False
ECO05455,True,False,False,False,False,False,False,False,False,False
ECO05457,True,False,False,False,False,False,False,False,False,False
ECO05458,True,False,False,False,False,False,False,False,False,False
ECO05459,False,True,False,False,False,False,False,False,False,False
ECO05460,False,True,False,False,False,False,False,False,False,False
ECO05461,False,True,False,False,False,False,False,False,False,False
ECO05464,True,False,False,False,False,False,False,False,False,False
ECO05468,True,False,False,False,False,False,False,False,False,False
ECO05470,False,True,False,False,False,False,False,False,False,False
ECO05471,True,False,False,False,False,False,False,False,False,False
ECO05473,False,True,False,False,False,False,False,False,False,False
ECO05476,False,True,False,False,False,False,False,False,False,False
ECO05477,True,False,False,False,False,False,False,False,False,False
ECO05479,True,False,False,False,False,False,False,False,False,False
ECO05481,True,False,False,False,False,False,False,False,False,False
ECO05488,True,False,False,False,False,False,False,False,False,False
ECO05490,True,False,False,False,False,False,False,False,False,False
ECO05492,True,False,False,False,False,False,False,False,False,False
ECO05493,True,False,False,False,False,False,False,False,False,False
ECO05494,True,False,False,False,False,False,False,False,False,False
ECO05495,False,True,False,False,False,False,False,False,False,False
ECO05496,True,False,False,False,False,False,False,False,False,False
ECO05497,False,True,False,False,False,False,False,False,False,False
ECO05498,False,True,False,False,False,False,False,False,False,False
ECO05499,False,True,False,False,False,False,False,False,False,False
ECO05502,True,False,False,False,False,False,False,False,False,False
ECO05503,True,False,False,False,False,False,False,False,False,False
ECO05504,True,False,False,False,False,False,False,False,False,False
ECO05506,True,False,False,False,False,False,False,False,False,False
ECO05508,False,True,False,False,False,False,False,False,False,False
ECO05509,True,False,False,False,False,False,False,False,False,False
ECO05510,True,False,False,False,False,False,False,False,False,False
ECO05512,True,False,False,False,False,False,False,False,False,False
ECO05513,False,True,False,False,False,False,False,False,False,False
ECO05514,True,False,False,False,False,False,False,False,False,False
ECO05515,False,False,False,False,True,False,False,True,False,False
ECO05517,True,False,False,False,False,False,False,False,False,False
ECO05518,True,False,False,False,False,False,False,False,False,False
ECO05519,True,False,False,False,False,False,False,False,False,False
ECO05520,True,False,False,False,False,False,False,False,False,False
ECO05522,True,False,False,False,False,False,False,False,False,False
ECO05524,True,False,False,False,False,False,False,False,False,False
ECO05526,True,False,False,False,False,False,False,False,False,False
ECO05530,True,False,False,False,False,False,False,False,False,False
ECO05532,True,False,False,False,False,False,False,False,False,False
ECO05533,True,False,False,False,False,False,False,False,False,False
ECO05534,True,False,False,False,False,False,False,False,False,False
ECO05538,True,False,False,False,False,False,False,False,False,False
ECO05545,True,False,False,False,False,False,False,False,False,False
ECO05546,True,False,False,False,False,False,False,False,False,False
ECO05547,True,False,False,False,False,False,False,False,False,False
ECO05548,True,False,False,False,False,False,False,False,False,False
ECO05550,True,False,False,False,False,False,False,False,False,False
ECO05552,True,False,False,False,False,False,False,False,False,False
ECO05553,True,False,False,False,False,False,False,False,False,False
ECO05554,True,False,False,False,False,False,False,False,False,False
ECO05558,True,False,False,False,False,False,False,False,False,False
ECO05559,True,False,False,False,False,False,False,False,False,False
ECO05562,True,False,False,False,False,False,False,False,False,False
ECO05563,True,False,False,False,False,False,False,False,False,False
ECO05567,True,False,False,False,False,False,False,False,False,False
ECO05571,True,False,False,False,False,False,False,False,False,False
ECO05572,True,False,False,False,False,False,False,False,False,False
ECO05574,True,False,False,False,False,False,False,False,False,False
ECO05578,True,False,False,False,False,False,False,False,False,False
ECO05579,True,False,False,False,False,False,False,False,False,False
ECO05585,True,False,False,False,False,False,False,False,False,False
ECO05586,True,False,False,False,False,False,False,False,False,False
ECO05587,False,False,True,False,False,False,False,True,False,False
ECO05592,True,False,False,False,False,False,False,False,False,False
ECO05593,True,False,False,False,False,False,False,False,False,False
ECO05595,True,False,False,False,False,False,False,False,False,False
ECO05597,True,False,False,False,False,False,False,False,False,False
ECO05599,True,False,False,False,False,False,False,False,False,False
ECO05603,True,False,False,False,False,False,False,False,False,False
ECO05605,True,False,False,False,False,False,False,False,False,False
ECO05606,True,False,False,False,False,False,False,False,False,False
ECO05608,True,False,False,False,False,False,False,False,False,False
ECO05615,True,False,False,False,False,False,False,False,False,False
ECO05623,True,False,False,False,False,False,False,False,False,False
ECO05626,True,False,False,False,False,False,False,False,False,False
ECO05627,True,False,False,False,False,False,False,False,False,False
ECO05629,True,False,False,False,False,False,False,False,False,False
ECO05631,True,False,False,False,False,False,False,False,False,False
ECO05632,True,False,False,False,False,False,False,False,False,False
ECO05633,True,False,False,False,False,False,False,False,False,False
ECO05635,False,True,False,False,False,False,False,False,False,False
ECO05637,True,False,False,False,False,False,False,False,False,False
ECO05642,True,False,False,False,False,False,False,False,False,False
ECO05647,False,False,False,True,False,False,False,True,False,False
ECO05648,True,False,False,False,False,False,False,False,False,False
