galname,defstarform,composite,defseyf,defliner,ambigagn,sftoagn,agntosf,defagn,sftoagn1,sftoagn2
ECO06617,True,False,False,False,False,False,False,False,False,False
ECO06618,True,False,False,False,False,False,False,False,False,False
ECO06619,True,False,False,False,False,False,False,False,False,False
ECO06620,False,True,False,False,False,False,False,False,False,False
ECO06622,True,False,False,False,False,False,False,False,False,False
ECO06623,True,False,False,False,False,False,False,False,False,False
ECO06624,True,False,False,False,False,False,False,False,False,False
ECO06625,True,False,False,False,False,False,False,False,False,False
ECO06626,True,False,False,False,False,False,False,False,False,False
ECO06630,True,False,False,False,False,False,False,False,False,False
ECO06634,True,False,False,False,False,False,False,False,False,False
ECO06635,True,False,False,False,False,False,False,False,False,False
ECO06636,True,False,False,False,False,False,False,False,False,False
ECO06642,True,False,False,False,False,False,False,False,False,False
ECO06645,True,False,False,False,False,False,False,False,False,False
ECO06647,True,False,False,False,False,False,False,False,False,False
ECO06649,True,False,False,False,False,False,False,False,False,False
ECO06651,True,False,False,False,False,False,False,False,False,False
ECO06652,True,False,False,False,False,False,False,False,False,False
ECO06654,True,False,False,False,False,False,False,False,False,False
ECO06664,True,False,False,False,False,False,False,False,False,False
ECO06674,True,False,False,False,False,False,False,False,False,False
ECO06683,True,False,False,False,False,False,False,False,False,False
ECO06695,True,False,False,False,False,False,False,False,False,False
ECO06699,True,False,False,False,False,False,False,False,False,False
ECO06700,True,False,False,False,False,False,False,False,False,False
ECO06703,True,False,False,False,False,False,False,False,False,False
ECO06705,True,False,False,False,False,False,False,False,False,False
ECO06706,True,False,False,False,False,False,False,False,False,False
ECO06707,True,False,False,False,False,False,False,False,False,False
ECO06709,False,True,False,False,False,False,False,False,False,False
ECO06710,True,False,False,False,False,False,False,False,False,False
ECO06712,True,False,False,False,False,False,False,False,False,False
ECO06714,True,False,False,False,False,False,False,False,False,False
ECO06716,True,False,False,False,False,False,False,False,False,False
ECO06720,True,False,False,False,False,False,False,False,False,False
ECO06723,True,False,False,False,False,False,False,False,False,False
ECO06724,True,False,False,False,False,False,False,False,False,False
ECO06725,True,False,False,False,False,False,False,False,False,False
ECO06726,True,False,False,False,False,False,False,False,False,False
ECO06727,True,False,False,False,False,False,False,False,False,False
ECO06728,True,False,False,False,False,False,False,False,False,False
ECO06730,True,False,False,False,False,False,False,False,False,False
ECO06731,True,False,False,False,False,False,False,False,False,False
ECO06733,False,True,False,False,False,False,False,False,False,False
ECO06737,True,False,False,False,False,False,False,False,False,False
ECO06741,False,True,False,False,False,False,False,False,False,False
ECO06742,True,False,False,False,False,False,False,False,False,False
ECO06743,True,False,False,False,False,False,False,False,False,False
ECO06745,True,False,False,False,False,False,False,False,False,False
ECO06748,True,False,False,False,False,False,False,False,False,False
ECO06750,True,False,False,False,False,False,False,False,False,False
ECO06753,True,False,False,False,False,False,False,False,False,False
ECO06754,True,False,False,False,False,False,False,False,False,False
ECO06756,True,False,False,False,False,False,False,False,False,False
ECO06757,True,False,False,False,False,False,False,False,False,False
ECO06762,True,False,False,False,False,False,False,False,False,False
ECO06763,True,False,False,False,False,False,False,False,False,False
ECO06765,True,False,False,False,False,False,False,False,False,False
ECO06774,False,False,False,False,False,True,False,False,False,True
ECO06777,True,False,False,False,False,False,False,False,False,False
ECO06778,True,False,False,False,False,False,False,False,False,False
ECO06787,True,False,False,False,False,False,False,False,False,False
ECO06789,True,False,False,False,False,False,False,False,False,False
ECO06790,True,False,False,False,False,False,False,False,False,False
ECO06791,True,False,False,False,False,False,False,False,False,False
ECO06793,True,False,False,False,False,False,False,False,False,False
ECO06798,True,False,False,False,False,False,False,False,False,False
ECO06799,True,False,False,False,False,False,False,False,False,False
ECO06800,True,False,False,False,False,False,False,False,False,False
ECO06801,True,False,False,False,False,False,False,False,False,False
ECO06804,True,False,False,False,False,False,False,False,False,False
ECO06805,True,False,False,False,False,False,False,False,False,False
ECO06806,False,False,False,False,False,True,False,False,True,False
ECO06812,True,False,False,False,False,False,False,False,False,False
ECO06816,True,False,False,False,False,False,False,False,False,False
ECO06819,True,False,False,False,False,False,False,False,False,False
ECO06827,False,False,True,False,False,False,False,True,False,False
ECO06844,True,False,False,False,False,False,False,False,False,False
ECO06846,True,False,False,False,False,False,False,False,False,False
ECO06847,True,False,False,False,False,False,False,False,False,False
ECO06849,True,False,False,False,False,False,False,False,False,False
ECO06851,False,True,False,False,False,False,False,False,False,False
ECO06862,True,False,False,False,False,False,False,False,False,False
ECO06865,False,True,False,False,False,False,False,False,False,False
ECO06879,True,False,False,False,False,False,False,False,False,False
ECO06880,True,False,False,False,False,False,False,False,False,False
ECO06881,False,True,False,False,False,False,False,False,False,False
ECO06883,True,False,False,False,False,False,False,False,False,False
ECO06885,True,False,False,False,False,False,False,False,False,False
ECO06886,False,True,False,False,False,False,False,False,False,False
ECO06892,True,False,False,False,False,False,False,False,False,False
ECO06893,True,False,False,False,False,False,False,False,False,False
ECO06894,True,False,False,False,False,False,False,False,False,False
ECO06895,True,False,False,False,False,False,False,False,False,False
ECO06901,True,False,False,False,False,False,False,False,False,False
ECO06902,True,False,False,False,False,False,False,False,False,False
ECO06903,True,False,False,False,False,False,False,False,False,False
ECO06917,True,False,False,False,False,False,False,False,False,False
ECO06928,True,False,False,False,False,False,False,False,False,False
ECO06938,True,False,False,False,False,False,False,False,False,False
ECO06954,True,False,False,False,False,False,False,False,False,False
ECO06955,False,True,False,False,False,False,False,False,False,False
ECO06956,True,False,False,False,False,False,False,False,False,False
ECO06958,True,False,False,False,False,False,False,False,False,False
ECO06961,True,False,False,False,False,False,False,False,False,False
ECO06962,True,False,False,False,False,False,False,False,False,False
ECO06964,True,False,False,False,False,False,False,False,False,False
ECO06966,True,False,False,False,False,False,False,False,False,False
ECO06971,True,False,False,False,False,False,False,False,False,False
ECO06976,True,False,False,False,False,False,False,False,False,False
ECO06977,True,False,False,False,False,False,False,False,False,False
ECO06978,True,False,False,False,False,False,False,False,False,False
ECO06982,True,False,False,False,False,False,False,False,False,False
ECO06983,True,False,False,False,False,False,False,False,False,False
ECO06986,True,False,False,False,False,False,False,False,False,False
ECO06987,True,False,False,False,False,False,False,False,False,False
ECO06989,True,False,False,False,False,False,False,False,False,False
ECO06991,True,False,False,False,False,False,False,False,False,False
ECO06996,True,False,False,False,False,False,False,False,False,False
ECO07002,True,False,False,False,False,False,False,False,False,False
ECO07007,True,False,False,False,False,False,False,False,False,False
ECO07008,True,False,False,False,False,False,False,False,False,False
ECO07009,True,False,False,False,False,False,False,False,False,False
ECO07018,False,True,False,False,False,False,False,False,False,False
ECO07019,False,False,False,False,False,True,False,False,True,False
ECO07020,False,True,False,False,False,False,False,False,False,False
ECO07024,False,True,False,False,False,False,False,False,False,False
ECO07025,True,False,False,False,False,False,False,False,False,False
ECO07029,True,False,False,False,False,False,False,False,False,False
ECO07030,False,True,False,False,False,False,False,False,False,False
ECO07037,True,False,False,False,False,False,False,False,False,False
ECO07039,True,False,False,False,False,False,False,False,False,False
ECO07041,True,False,False,False,False,False,False,False,False,False
ECO07069,True,False,False,False,False,False,False,False,False,False
ECO07075,True,False,False,False,False,False,False,False,False,False
ECO07078,False,False,False,False,False,True,False,False,True,True
ECO07083,True,False,False,False,False,False,False,False,False,False
ECO07085,True,False,False,False,False,False,False,False,False,False
ECO07089,True,False,False,False,False,False,False,False,False,False
ECO07091,True,False,False,False,False,False,False,False,False,False
ECO07092,True,False,False,False,False,False,False,False,False,False
ECO07093,True,False,False,False,False,False,False,False,False,False
ECO07094,False,True,False,False,False,False,False,False,False,False
ECO07100,True,False,False,False,False,False,False,False,False,False
ECO07101,True,False,False,False,False,False,False,False,False,False
ECO07102,False,False,True,False,False,False,False,True,False,False
ECO07104,True,False,False,False,False,False,False,False,False,False
ECO07105,True,False,False,False,False,False,False,False,False,False
ECO07106,True,False,False,False,False,False,False,False,False,False
ECO07108,True,False,False,False,False,False,False,False,False,False
ECO07112,True,False,False,False,False,False,False,False,False,False
ECO07117,True,False,False,False,False,False,False,False,False,False
ECO07118,True,False,False,False,False,False,False,False,False,False
ECO07119,True,False,False,False,False,False,False,False,False,False
ECO07123,True,False,False,False,False,False,False,False,False,False
ECO07124,True,False,False,False,False,False,False,False,False,False
ECO07130,True,False,False,False,False,False,False,False,False,False
ECO07139,False,False,True,False,False,False,False,True,False,False
ECO07141,True,False,False,False,False,False,False,False,False,False
ECO07143,False,False,False,True,False,False,False,True,False,False
ECO07145,True,False,False,False,False,False,False,False,False,False
ECO07146,False,True,False,False,False,False,False,False,False,False
ECO07147,True,False,False,False,False,False,False,False,False,False
ECO07157,True,False,False,False,False,False,False,False,False,False
ECO07159,True,False,False,False,False,False,False,False,False,False
ECO07162,True,False,False,False,False,False,False,False,False,False
ECO07166,True,False,False,False,False,False,False,False,False,False
ECO07172,True,False,False,False,False,False,False,False,False,False
ECO07173,True,False,False,False,False,False,False,False,False,False
ECO07175,False,False,False,False,False,True,False,False,False,True
ECO07178,True,False,False,False,False,False,False,False,False,False
ECO07183,True,False,False,False,False,False,False,False,False,False
ECO07184,True,False,False,False,False,False,False,False,False,False
ECO07189,True,False,False,False,False,False,False,False,False,False
ECO07193,False,False,False,False,False,True,False,False,False,True
ECO07194,True,False,False,False,False,False,False,False,False,False
ECO07198,False,False,False,False,False,True,False,False,True,True
ECO07199,False,False,False,True,False,False,False,True,False,False
ECO07202,True,False,False,False,False,False,False,False,False,False
ECO07204,True,False,False,False,False,False,False,False,False,False
ECO07208,True,False,False,False,False,False,False,False,False,False
ECO07210,False,False,False,True,False,False,False,True,False,False
ECO07219,True,False,False,False,False,False,False,False,False,False
ECO07223,False,True,False,False,False,False,False,False,False,False
ECO07233,True,False,False,False,False,False,False,False,False,False
ECO07235,False,False,False,False,False,True,False,False,False,True
ECO07241,True,False,False,False,False,False,False,False,False,False
ECO07247,True,False,False,False,False,False,False,False,False,False
ECO07250,True,False,False,False,False,False,False,False,False,False
ECO07252,True,False,False,False,False,False,False,False,False,False
ECO07254,False,True,False,False,False,False,False,False,False,False
ECO07262,False,False,False,False,False,True,False,False,False,True
ECO07263,True,False,False,False,False,False,False,False,False,False
ECO07267,True,False,False,False,False,False,False,False,False,False
ECO07270,True,False,False,False,False,False,False,False,False,False
ECO07272,True,False,False,False,False,False,False,False,False,False
ECO07279,True,False,False,False,False,False,False,False,False,False
ECO07280,True,False,False,False,False,False,False,False,False,False
ECO07284,True,False,False,False,False,False,False,False,False,False
ECO07294,True,False,False,False,False,False,False,False,False,False
ECO07299,True,False,False,False,False,False,False,False,False,False
ECO07308,True,False,False,False,False,False,False,False,False,False
ECO07310,True,False,False,False,False,False,False,False,False,False
ECO07316,True,False,False,False,False,False,False,False,False,False
ECO07317,True,False,False,False,False,False,False,False,False,False
ECO07326,True,False,False,False,False,False,False,False,False,False
ECO07331,True,False,False,False,False,False,False,False,False,False
ECO07332,True,False,False,False,False,False,False,False,False,False
ECO07337,True,False,False,False,False,False,False,False,False,False
ECO07341,True,False,False,False,False,False,False,False,False,False
ECO07343,True,False,False,False,False,False,False,False,False,False
ECO07346,True,False,False,False,False,False,False,False,False,False
ECO07348,True,False,False,False,False,False,False,False,False,False
ECO07351,True,False,False,False,False,False,False,False,False,False
ECO07352,True,False,False,False,False,False,False,False,False,False
ECO07354,True,False,False,False,False,False,False,False,False,False
ECO07355,True,False,False,False,False,False,False,False,False,False
ECO07364,True,False,False,False,False,False,False,False,False,False
ECO07365,True,False,False,False,False,False,False,False,False,False
ECO07373,True,False,False,False,False,False,False,False,False,False
ECO07374,True,False,False,False,False,False,False,False,False,False
ECO07381,True,False,False,False,False,False,False,False,False,False
ECO07386,True,False,False,False,False,False,False,False,False,False
ECO07409,True,False,False,False,False,False,False,False,False,False
ECO07415,True,False,False,False,False,False,False,False,False,False
ECO07416,True,False,False,False,False,False,False,False,False,False
ECO07417,False,False,False,True,False,False,False,True,False,False
ECO07421,True,False,False,False,False,False,False,False,False,False
ECO07430,True,False,False,False,False,False,False,False,False,False
ECO07432,True,False,False,False,False,False,False,False,False,False
ECO07435,True,False,False,False,False,False,False,False,False,False
ECO07436,True,False,False,False,False,False,False,False,False,False
ECO07439,False,True,False,False,False,False,False,False,False,False
ECO07440,True,False,False,False,False,False,False,False,False,False
ECO07443,True,False,False,False,False,False,False,False,False,False
ECO07445,False,False,False,False,False,True,False,False,False,True
ECO07452,True,False,False,False,False,False,False,False,False,False
ECO07453,True,False,False,False,False,False,False,False,False,False
ECO07457,True,False,False,False,False,False,False,False,False,False
ECO07458,True,False,False,False,False,False,False,False,False,False
ECO07459,True,False,False,False,False,False,False,False,False,False
ECO07460,True,False,False,False,False,False,False,False,False,False
ECO07462,True,False,False,False,False,False,False,False,False,False
ECO07464,True,False,False,False,False,False,False,False,False,False
ECO07465,True,False,False,False,False,False,False,False,False,False
ECO07466,True,False,False,False,False,False,False,False,False,False
ECO07467,True,False,False,False,False,False,False,False,False,False
ECO07470,True,False,False,False,False,False,False,False,False,False
ECO07471,True,False,False,False,False,False,False,False,False,False
ECO07476,False,False,False,False,False,True,False,False,False,True
ECO07478,False,False,False,False,False,True,False,False,True,True
ECO07479,True,False,False,False,False,False,False,False,False,False
ECO07480,True,False,False,False,False,False,False,False,False,False
ECO07482,True,False,False,False,False,False,False,False,False,False
ECO07483,True,False,False,False,False,False,False,False,False,False
ECO07485,True,False,False,False,False,False,False,False,False,False
ECO07488,True,False,False,False,False,False,False,False,False,False
ECO07489,True,False,False,False,False,False,False,False,False,False
ECO07493,True,False,False,False,False,False,False,False,False,False
ECO07495,True,False,False,False,False,False,False,False,False,False
ECO07497,True,False,False,False,False,False,False,False,False,False
ECO07499,True,False,False,False,False,False,False,False,False,False
ECO07504,False,False,False,False,False,True,False,False,True,True
ECO07506,True,False,False,False,False,False,False,False,False,False
ECO07510,True,False,False,False,False,False,False,False,False,False
ECO07512,True,False,False,False,False,False,False,False,False,False
ECO07515,True,False,False,False,False,False,False,False,False,False
ECO07517,True,False,False,False,False,False,False,False,False,False
ECO07518,True,False,False,False,False,False,False,False,False,False
ECO07519,True,False,False,False,False,False,False,False,False,False
ECO07524,True,False,False,False,False,False,False,False,False,False
ECO07527,True,False,False,False,False,False,False,False,False,False
ECO07531,True,False,False,False,False,False,False,False,False,False
ECO07532,True,False,False,False,False,False,False,False,False,False
ECO07537,True,False,False,False,False,False,False,False,False,False
ECO07538,True,False,False,False,False,False,False,False,False,False
ECO07543,True,False,False,False,False,False,False,False,False,False
ECO07546,True,False,False,False,False,False,False,False,False,False
ECO07548,True,False,False,False,False,False,False,False,False,False
ECO07551,True,False,False,False,False,False,False,False,False,False
ECO07553,True,False,False,False,False,False,False,False,False,False
ECO07554,True,False,False,False,False,False,False,False,False,False
ECO07556,True,False,False,False,False,False,False,False,False,False
ECO07559,True,False,False,False,False,False,False,False,False,False
ECO07568,True,False,False,False,False,False,False,False,False,False
ECO07569,True,False,False,False,False,False,False,False,False,False
ECO07570,False,False,False,False,False,False,True,False,False,False
ECO07576,True,False,False,False,False,False,False,False,False,False
ECO07577,True,False,False,False,False,False,False,False,False,False
ECO07578,True,False,False,False,False,False,False,False,False,False
ECO07579,True,False,False,False,False,False,False,False,False,False
ECO07583,True,False,False,False,False,False,False,False,False,False
ECO07585,False,False,False,False,False,False,True,False,False,False
ECO07587,True,False,False,False,False,False,False,False,False,False
ECO07589,True,False,False,False,False,False,False,False,False,False
ECO07590,True,False,False,False,False,False,False,False,False,False
ECO07595,True,False,False,False,False,False,False,False,False,False
ECO07596,True,False,False,False,False,False,False,False,False,False
ECO07597,True,False,False,False,False,False,False,False,False,False
ECO07600,True,False,False,False,False,False,False,False,False,False
ECO07603,False,False,False,True,False,False,False,True,False,False
ECO07605,False,False,False,False,False,True,False,False,False,True
ECO07609,True,False,False,False,False,False,False,False,False,False
ECO07611,False,False,False,False,False,True,False,False,False,True
ECO07615,True,False,False,False,False,False,False,False,False,False
ECO07617,True,False,False,False,False,False,False,False,False,False
ECO07622,True,False,False,False,False,False,False,False,False,False
ECO07623,True,False,False,False,False,False,False,False,False,False
ECO07624,False,False,False,False,False,True,False,False,False,True
ECO07625,True,False,False,False,False,False,False,False,False,False
ECO07626,True,False,False,False,False,False,False,False,False,False
ECO07627,True,False,False,False,False,False,False,False,False,False
ECO07628,True,False,False,False,False,False,False,False,False,False
ECO07630,True,False,False,False,False,False,False,False,False,False
ECO07634,True,False,False,False,False,False,False,False,False,False
ECO07636,False,True,False,False,False,False,False,False,False,False
ECO07639,True,False,False,False,False,False,False,False,False,False
ECO07641,True,False,False,False,False,False,False,False,False,False
ECO07642,True,False,False,False,False,False,False,False,False,False
ECO07645,True,False,False,False,False,False,False,False,False,False
ECO07647,True,False,False,False,False,False,False,False,False,False
ECO07648,True,False,False,False,False,False,False,False,False,False
ECO07649,True,False,False,False,False,False,False,False,False,False
ECO07651,False,True,False,False,False,False,False,False,False,False
ECO07654,False,True,False,False,False,False,False,False,False,False
ECO07657,True,False,False,False,False,False,False,False,False,False
ECO07660,True,False,False,False,False,False,False,False,False,False
ECO07661,True,False,False,False,False,False,False,False,False,False
ECO07662,True,False,False,False,False,False,False,False,False,False
ECO07664,True,False,False,False,False,False,False,False,False,False
ECO07666,True,False,False,False,False,False,False,False,False,False
ECO07670,True,False,False,False,False,False,False,False,False,False
ECO07676,False,False,False,False,False,True,False,False,False,True
ECO07677,True,False,False,False,False,False,False,False,False,False
ECO07680,False,False,False,False,False,True,False,False,False,True
ECO07685,True,False,False,False,False,False,False,False,False,False
ECO07689,True,False,False,False,False,False,False,False,False,False
ECO07695,True,False,False,False,False,False,False,False,False,False
ECO07697,True,False,False,False,False,False,False,False,False,False
ECO07700,True,False,False,False,False,False,False,False,False,False
ECO07701,False,False,False,False,False,True,False,False,False,True
ECO07705,True,False,False,False,False,False,False,False,False,False
ECO07707,True,False,False,False,False,False,False,False,False,False
ECO07710,True,False,False,False,False,False,False,False,False,False
ECO07712,True,False,False,False,False,False,False,False,False,False
ECO07719,True,False,False,False,False,False,False,False,False,False
ECO07729,True,False,False,False,False,False,False,False,False,False
ECO07736,True,False,False,False,False,False,False,False,False,False
ECO07739,True,False,False,False,False,False,False,False,False,False
ECO07740,True,False,False,False,False,False,False,False,False,False
ECO07742,True,False,False,False,False,False,False,False,False,False
ECO07744,False,True,False,False,False,False,False,False,False,False
ECO07751,True,False,False,False,False,False,False,False,False,False
ECO07755,True,False,False,False,False,False,False,False,False,False
ECO07758,True,False,False,False,False,False,False,False,False,False
ECO07763,True,False,False,False,False,False,False,False,False,False
ECO07765,True,False,False,False,False,False,False,False,False,False
ECO07767,True,False,False,False,False,False,False,False,False,False
ECO07774,True,False,False,False,False,False,False,False,False,False
ECO07775,True,False,False,False,False,False,False,False,False,False
ECO07779,True,False,False,False,False,False,False,False,False,False
ECO07782,True,False,False,False,False,False,False,False,False,False
ECO07785,True,False,False,False,False,False,False,False,False,False
ECO07787,True,False,False,False,False,False,False,False,False,False
ECO07789,False,False,False,False,False,True,False,False,False,True
ECO07791,True,False,False,False,False,False,False,False,False,False
ECO07793,True,False,False,False,False,False,False,False,False,False
ECO07794,False,False,False,False,False,True,False,False,True,False
ECO07796,True,False,False,False,False,False,False,False,False,False
ECO07797,True,False,False,False,False,False,False,False,False,False
ECO07802,False,False,False,False,False,False,True,False,False,False
ECO07803,True,False,False,False,False,False,False,False,False,False
ECO07805,True,False,False,False,False,False,False,False,False,False
ECO07806,True,False,False,False,False,False,False,False,False,False
ECO07807,True,False,False,False,False,False,False,False,False,False
ECO07808,False,False,False,False,False,True,False,False,False,True
ECO07809,True,False,False,False,False,False,False,False,False,False
ECO07815,True,False,False,False,False,False,False,False,False,False
ECO07816,True,False,False,False,False,False,False,False,False,False
ECO07818,True,False,False,False,False,False,False,False,False,False
ECO07820,True,False,False,False,False,False,False,False,False,False
ECO07826,True,False,False,False,False,False,False,False,False,False
ECO07830,False,False,False,False,False,True,False,False,False,True
ECO07832,True,False,False,False,False,False,False,False,False,False
ECO07837,True,False,False,False,False,False,False,False,False,False
ECO07839,False,True,False,False,False,False,False,False,False,False
ECO07840,True,False,False,False,False,False,False,False,False,False
ECO07842,True,False,False,False,False,False,False,False,False,False
ECO07845,True,False,False,False,False,False,False,False,False,False
ECO07846,True,False,False,False,False,False,False,False,False,False
ECO07850,True,False,False,False,False,False,False,False,False,False
ECO07854,True,False,False,False,False,False,False,False,False,False
ECO07855,True,False,False,False,False,False,False,False,False,False
ECO07856,True,False,False,False,False,False,False,False,False,False
ECO07857,True,False,False,False,False,False,False,False,False,False
ECO07859,True,False,False,False,False,False,False,False,False,False
ECO07862,True,False,False,False,False,False,False,False,False,False
ECO07865,True,False,False,False,False,False,False,False,False,False
ECO07869,False,False,False,True,False,False,False,True,False,False
ECO07872,True,False,False,False,False,False,False,False,False,False
ECO07874,True,False,False,False,False,False,False,False,False,False
ECO07875,True,False,False,False,False,False,False,False,False,False
ECO07878,True,False,False,False,False,False,False,False,False,False
ECO07881,True,False,False,False,False,False,False,False,False,False
ECO07883,True,False,False,False,False,False,False,False,False,False
ECO07887,True,False,False,False,False,False,False,False,False,False
ECO07896,True,False,False,False,False,False,False,False,False,False
ECO07907,True,False,False,False,False,False,False,False,False,False
ECO07910,True,False,False,False,False,False,False,False,False,False
ECO07912,True,False,False,False,False,False,False,False,False,False
ECO07913,False,False,True,False,False,False,False,True,False,False
ECO07915,True,False,False,False,False,False,False,False,False,False
ECO07917,True,False,False,False,False,False,False,False,False,False
ECO07918,False,True,False,False,False,False,False,False,False,False
ECO07919,True,False,False,False,False,False,False,False,False,False
ECO07926,True,False,False,False,False,False,False,False,False,False
ECO07932,True,False,False,False,False,False,False,False,False,False
ECO07933,True,False,False,False,False,False,False,False,False,False
ECO07935,False,True,False,False,False,False,False,False,False,False
ECO07939,True,False,False,False,False,False,False,False,False,False
ECO07940,False,False,True,False,False,False,False,True,False,False
ECO07946,True,False,False,False,False,False,False,False,False,False
ECO07948,True,False,False,False,False,False,False,False,False,False
ECO07953,True,False,False,False,False,False,False,False,False,False
ECO07955,True,False,False,False,False,False,False,False,False,False
ECO07959,True,False,False,False,False,False,False,False,False,False
ECO07960,True,False,False,False,False,False,False,False,False,False
ECO07961,True,False,False,False,False,False,False,False,False,False
ECO07964,True,False,False,False,False,False,False,False,False,False
ECO07965,True,False,False,False,False,False,False,False,False,False
ECO07967,True,False,False,False,False,False,False,False,False,False
ECO07969,True,False,False,False,False,False,False,False,False,False
ECO07970,False,False,False,False,False,True,False,False,True,True
ECO07973,False,False,False,False,False,True,False,False,True,True
ECO07976,True,False,False,False,False,False,False,False,False,False
ECO07977,True,False,False,False,False,False,False,False,False,False
ECO07983,True,False,False,False,False,False,False,False,False,False
ECO07986,True,False,False,False,False,False,False,False,False,False
ECO07988,True,False,False,False,False,False,False,False,False,False
ECO07990,True,False,False,False,False,False,False,False,False,False
ECO07993,True,False,False,False,False,False,False,False,False,False
ECO07994,True,False,False,False,False,False,False,False,False,False
ECO08001,True,False,False,False,False,False,False,False,False,False
ECO08003,True,False,False,False,False,False,False,False,False,False
ECO08004,True,False,False,False,False,False,False,False,False,False
ECO08006,True,False,False,False,False,False,False,False,False,False
ECO08008,True,False,False,False,False,False,False,False,False,False
ECO08010,True,False,False,False,False,False,False,False,False,False
ECO08011,True,False,False,False,False,False,False,False,False,False
ECO08013,True,False,False,False,False,False,False,False,False,False
ECO08024,True,False,False,False,False,False,False,False,False,False
ECO08026,True,False,False,False,False,False,False,False,False,False
ECO08029,True,False,False,False,False,False,False,False,False,False
ECO08044,True,False,False,False,False,False,False,False,False,False
ECO08047,True,False,False,False,False,False,False,False,False,False
ECO08053,True,False,False,False,False,False,False,False,False,False
ECO08057,True,False,False,False,False,False,False,False,False,False
ECO08060,True,False,False,False,False,False,False,False,False,False
ECO08064,True,False,False,False,False,False,False,False,False,False
ECO08069,True,False,False,False,False,False,False,False,False,False
ECO08070,True,False,False,False,False,False,False,False,False,False
ECO08071,True,False,False,False,False,False,False,False,False,False
ECO08074,True,False,False,False,False,False,False,False,False,False
ECO08076,True,False,False,False,False,False,False,False,False,False
ECO08079,False,False,False,False,False,True,False,False,False,True
ECO08082,True,False,False,False,False,False,False,False,False,False
ECO08088,True,False,False,False,False,False,False,False,False,False
ECO08089,True,False,False,False,False,False,False,False,False,False
ECO08091,False,True,False,False,False,False,False,False,False,False
ECO08092,True,False,False,False,False,False,False,False,False,False
ECO08096,True,False,False,False,False,False,False,False,False,False
ECO08101,True,False,False,False,False,False,False,False,False,False
ECO08102,True,False,False,False,False,False,False,False,False,False
ECO08107,True,False,False,False,False,False,False,False,False,False
ECO08110,True,False,False,False,False,False,False,False,False,False
ECO08111,True,False,False,False,False,False,False,False,False,False
ECO08121,True,False,False,False,False,False,False,False,False,False
ECO08123,True,False,False,False,False,False,False,False,False,False
ECO08124,True,False,False,False,False,False,False,False,False,False
ECO08127,True,False,False,False,False,False,False,False,False,False
ECO08132,True,False,False,False,False,False,False,False,False,False
ECO08135,True,False,False,False,False,False,False,False,False,False
ECO08136,True,False,False,False,False,False,False,False,False,False
ECO08138,True,False,False,False,False,False,False,False,False,False
ECO08141,True,False,False,False,False,False,False,False,False,False
ECO08146,True,False,False,False,False,False,False,False,False,False
ECO08147,True,False,False,False,False,False,False,False,False,False
ECO08148,True,False,False,False,False,False,False,False,False,False
ECO08149,True,False,False,False,False,False,False,False,False,False
ECO08150,True,False,False,False,False,False,False,False,False,False
ECO08158,True,False,False,False,False,False,False,False,False,False
ECO08168,False,True,False,False,False,False,False,False,False,False
ECO08171,True,False,False,False,False,False,False,False,False,False
ECO08179,True,False,False,False,False,False,False,False,False,False
ECO08184,True,False,False,False,False,False,False,False,False,False
ECO08187,False,True,False,False,False,False,False,False,False,False
ECO08189,False,True,False,False,False,False,False,False,False,False
ECO08191,True,False,False,False,False,False,False,False,False,False
ECO08192,True,False,False,False,False,False,False,False,False,False
ECO08198,False,True,False,False,False,False,False,False,False,False
ECO08200,True,False,False,False,False,False,False,False,False,False
ECO08202,False,True,False,False,False,False,False,False,False,False
ECO08212,False,True,False,False,False,False,False,False,False,False
ECO08220,True,False,False,False,False,False,False,False,False,False
ECO08223,True,False,False,False,False,False,False,False,False,False
ECO08225,True,False,False,False,False,False,False,False,False,False
ECO08229,True,False,False,False,False,False,False,False,False,False
ECO08230,True,False,False,False,False,False,False,False,False,False
ECO08231,True,False,False,False,False,False,False,False,False,False
ECO08239,True,False,False,False,False,False,False,False,False,False
ECO08243,True,False,False,False,False,False,False,False,False,False
ECO08245,True,False,False,False,False,False,False,False,False,False
ECO08246,True,False,False,False,False,False,False,False,False,False
ECO08249,False,True,False,False,False,False,False,False,False,False
ECO08253,False,True,False,False,False,False,False,False,False,False
ECO08256,True,False,False,False,False,False,False,False,False,False
ECO08258,True,False,False,False,False,False,False,False,False,False
ECO08260,True,False,False,False,False,False,False,False,False,False
ECO08261,True,False,False,False,False,False,False,False,False,False
ECO08264,True,False,False,False,False,False,False,False,False,False
ECO08266,False,False,True,False,False,False,False,True,False,False
ECO08271,True,False,False,False,False,False,False,False,False,False
ECO08272,True,False,False,False,False,False,False,False,False,False
ECO08274,False,True,False,False,False,False,False,False,False,False
ECO08279,True,False,False,False,False,False,False,False,False,False
ECO08280,True,False,False,False,False,False,False,False,False,False
ECO08281,True,False,False,False,False,False,False,False,False,False
ECO08284,True,False,False,False,False,False,False,False,False,False
ECO08290,False,False,False,False,False,True,False,False,False,True
ECO08298,True,False,False,False,False,False,False,False,False,False
ECO08299,True,False,False,False,False,False,False,False,False,False
ECO08301,True,False,False,False,False,False,False,False,False,False
ECO08303,True,False,False,False,False,False,False,False,False,False
ECO08305,True,False,False,False,False,False,False,False,False,False
ECO08309,False,True,False,False,False,False,False,False,False,False
