#ID SDSSID RA DEG z Plate MJD Fiber nspec
 3258 J093701.05+010543.8 144.25437      1.0954984    0.0505084   476 52314 523 1
 3259 J093702.41+260008.8 144.26003     26.002457     0.298253   2294 54524 590 1
 3260 J093702.66+424830.0 144.26107     42.80834      0.13063     940 52670 374 1
 3261 J093702.86+682408.3 144.26192     68.40231      0.294573   1878 54474 523 1
 3262 J093703.03+361537.2 144.26262     36.26033      0.179761   1275 52996   4 1
 3263 J093706.83+384830.9 144.27846     38.808582     0.250574   1215 52725 182 1
 3264 J093707.70+541126.6 144.2821      54.190725     0.300888    555 52266   5 1
 3265 J093708.51+012544.0 144.28547      1.4288814    0.332036    477 52026 212 1
 3266 J093712.34+500852.1 144.3014      50.147811     0.275701    901 52641 515 1
 3267 J093723.38+082813.0 144.34743      8.4702788    0.287693   1196 52733 603 1
 3268 J093724.18+053317.2 144.35076      5.5547695    0.27359     992 52644 637 1
 3269 J093728.13+653829.7 144.36722     65.64157      0.293291   1788 54468 370 1
 3270 J093728.58+324548.4 144.36909     32.763443     0.127211   1943 53386 466 1
 3271 J093728.77+291021.0 144.36986     29.172507     0.123997   1942 53415 206 1
 3272 J093730.32+260232.1 144.37635     26.042256     0.162212   2294 54524 636 2
 3273 J093732.35+474631.9 144.3848      47.775532     0.279544    834 52316 488 1
 3274 J093734.96+531300.1 144.39566     53.216688     0.243186    768 52281 485 2
 3275 J093735.00+102220.4 144.39583     10.372335     0.271434   1304 52993 512 1
 3276 J093741.14+564628.3 144.42142     56.774533     0.137859    556 51991 390 1
 3277 J093743.36+204445.0 144.43067     20.745842     0.347786   2292 53713 131 1
 3278 J093743.80+102138.8 144.43249     10.360789     0.251029   1304 52993 513 1
 3279 J093744.36+183713.5 144.43483     18.620419     0.284349   2361 53762 136 1
 3280 J093744.46+075741.8 144.43526      7.9616036    0.21292    1196 52733 629 1
 3281 J093749.86+585522.7 144.45776     58.922961     0.132313    453 51915 310 1
 3282 J093752.44+503634.8 144.4685      50.609668     0.241199    901 52641 456 1
 3283 J093753.79+065248.3 144.47412      6.8800804    0.107884   1196 52733   6 1
 3284 J093755.85+332349.8 144.48272     33.397167     0.193843   1943 53386 434 1
 3285 J093756.19+104808.2 144.48412     10.80229      0.275351   1741 53052  26 1
 3286 J093757.36+515609.9 144.489       51.936073     0.341533    768 52281 201 1
 3287 J093759.17+161737.5 144.49655     16.293749     0.200705   2581 54085 340 1
 3288 J093809.17+661826.1 144.53821     66.307255     0.120033   1878 54474  92 1
 3289 J093811.95+045356.5 144.54979      4.8990373    0.162357    993 52710 281 1
 3290 J093812.26+074340.1 144.5511       7.7277918    0.0218645  1196 52733 639 1
 3291 J093812.55+323928.0 144.55231     32.65777      0.233896   1943 53386 488 1
 3292 J093814.81+020023.4 144.56171      2.0065093    0.174126    477 52026 193 1
 3293 J093827.38+241409.7 144.6141      24.236023     0.221193   2296 53735 426 1
 3294 J093829.39+034826.7 144.62245      3.8074096    0.119208    569 52264 634 1
 3295 J093831.55+423738.2 144.63145     42.627267     0.201692    940 52670 481 1
 3296 J093836.00+383613.4 144.64999     38.603711     0.151078   1215 52725 114 1
 3297 J093837.86+373739.6 144.65776     37.627668     0.188199   1275 52996 616 1
 3298 J093838.93+412133.3 144.6622      41.359237     0.256655    940 52670  96 1
 3299 J093839.89+062745.8 144.66622      6.4627087    0.231113    993 52710 371 1
 3300 J093843.19+585629.5 144.67996     58.941525     0.195942    452 51911 569 1
 3301 J093843.21+605207.9 144.68004     60.868859     0.1674      486 51910 265 1
 3302 J093844.46+005715.8 144.68524      0.95438376   0.170387    476 52314 570 1
 3303 J093845.50+400003.8 144.68959     40.001044     0.299573   1215 52725 463 1
 3304 J093845.60+005926.8 144.68998      0.99076401   0.171651    476 52314 567 1
 3305 J093846.41+202507.8 144.69336     20.418836     0.204741   2292 53713  90 1
 3306 J093846.50+283615.2 144.69374     28.60423      0.12851    1944 53385 472 1
 3307 J093847.17+592853.3 144.69655     59.481486     0.204021    453 51915 387 1
 3308 J093848.25+093637.8 144.70106      9.6105117    0.283567   1304 52993 537 1
 3309 J093848.99+245149.4 144.70412     24.863728     0.149398   2296 53735 377 1
 3310 J093852.08+445659.1 144.71698     44.949752     0.169254   1202 52672 198 1
 3311 J093853.51+265637.2 144.72296     26.943668     0.246733   2297 53738 398 1
 3312 J093901.82+084816.8 144.75757      8.8046784    0.136008   1304 52993  65 1
 3313 J093903.25+550400.5 144.76355     55.066792     0.188686    555 52266 621 1
 3314 J093913.54+171050.2 144.80643     17.180622     0.250762   2369 53733 179 1
 3315 J093913.89+585032.9 144.80788     58.842479     0.134159    452 51911 564 1
 3316 J093915.08+512124.2 144.81283     51.356725     0.251291    901 52641 562 1
 3317 J093922.90+370944.0 144.84542     37.16222      0.185886   1275 52996 637 1
 3318 J093926.34+051931.4 144.85975      5.325383     0.26231     993 52710 259 1
 3319 J093927.06+001617.2 144.86275      0.27144284   0.150358    476 52314 545 1
 3320 J093931.85+544909.3 144.88269     54.819239     0.292502    555 52266  33 1
 3321 J093939.70+375705.8 144.91541     37.95162      0.231291   1276 53035 280 1
 3322 J093942.63+324651.2 144.92764     32.780887     0.137483   1943 53386 531 1
 3323 J093943.75+560230.4 144.93229     56.041789     0.116828    556 51991 472 1
 3324 J093944.88+243430.6 144.93698     24.575171     0.0846855  2296 53735 467 1
 3325 J093945.89-002922.3 144.9412      -0.48952748   0.167769    476 52314  64 1
 3326 J093946.86+143606.7 144.94526     14.601865     0.190373   2580 54092 562 1
 3327 J093948.88-000010.2 144.95366     -0.0028285017 0.223396    476 52314 599 1
 3328 J093950.79+093331.2 144.96162      9.5586622    0.228879   1305 52757 312 1
 3329 J093951.31+141109.7 144.9638      14.186023     0.257483   2580 54092 579 1
 3330 J093953.56+112625.2 144.97317     11.440328     0.337043   1742 53053 266 1
 3331 J093957.48+120706.6 144.98952     12.118508     0.216536   1742 53053 397 1
 3332 J093958.35+024011.6 144.99313      2.6698979    0.240802    477 52026 449 1
 3333 J093959.99+231016.1 144.99996     23.17114      0.289994   2296 53735 213 1
 3334 J094004.48+122037.7 145.01867     12.343808     0.147357   2580 54092  44 1
 3335 J094006.25+041352.9 145.02605      4.2313729    0.191854    569 52264 603 1
 3336 J094007.21+000909.9 145.03004      0.15273638   0.150789    476 52314 590 1
 3337 J094014.02+303903.0 145.0584      30.650822     0.348833   1942 53415 520 1
 3338 J094020.90+030951.3 145.08709      3.1642418    0.349343    569 52264  21 1
 3339 J094021.05+525929.7 145.08769     52.991596     0.298973    768 52281 511 1
 3340 J094021.25+021024.4 145.08854      2.17345      0.21886     477 52026 494 1
 3341 J094028.33+043146.1 145.11806      4.5294671    0.346095    570 52266 378 1
 3342 J094031.86-002843.3 145.13277     -0.47869489   0.153205    476 52314  70 1
 3343 J094053.93+071521.0 145.22472      7.2558455    0.260913   1234 52724 280 1
 3344 J094057.20+032401.2 145.23833      3.4003375    0.0607413   570 52266 263 1
 3345 J094057.55+211315.0 145.23978     21.220822     0.119399   2292 53713 105 1
 3346 J094058.74+420855.6 145.24476     42.148767     0.245628    940 52670 148 1
 3347 J094107.62+110148.0 145.28175     11.030008     0.251031   1742 53053 249 1
 3348 J094109.86+081404.5 145.2911       8.2345767    0.125434   1234 52724 368 1
 3349 J094118.22+582824.3 145.3259      58.473417     0.279368    452 51911 583 1
 3350 J094120.29+522303.8 145.33454     52.384392     0.340495   2404 53764 152 1
 3351 J094122.05+132938.2 145.34189     13.493943     0.190864   2580 54092 599 1
 3352 J094124.11+082143.7 145.35044      8.3621518    0.240615   1234 52724 388 1
 3353 J094124.31+222223.2 145.35128     22.373109     0.169696   2292 53713 576 1
 3354 J094127.13+064111.6 145.36303      6.6865653    0.348024    993 52710 408 1
 3355 J094129.03+492644.3 145.37097     49.445649     0.0596995   901 52641  66 1
 3356 J094134.50+353511.2 145.39376     35.586442     0.309817   1594 52992 537 1
 3357 J094140.37+363544.4 145.4182      36.595665     0.30128    1276 53035 282 1
 3358 J094142.66+134005.6 145.42774     13.668234     0.251945   2580 54092 587 1
 3359 J094144.82+575123.7 145.43677     57.856579     0.158515    452 51911  80 1
 3360 J094145.82+414641.2 145.4409      41.778119     0.210869    940 52670 102 1
 3361 J094147.25+103852.8 145.44689     10.647997     0.117442   1305 52757 323 1
 3362 J094149.84+611158.8 145.45767     61.199666     0.123326    486 51910 178 1
 3363 J094151.65-010352.1 145.46519     -1.0644753    0.33976     266 51630 252 1
 3364 J094153.42+163621.0 145.47258     16.605835     0.0512681  2581 54085 415 1
 3365 J094157.02+023626.9 145.4876       2.6074769    0.146611    477 52026 531 1
 3366 J094157.57+170306.0 145.48986     17.051665     0.16175    2369 53733 105 1
 3367 J094200.20+025958.2 145.50082      2.9995135    0.347445    570 52266 213 1
 3368 J094204.79+234106.9 145.51997     23.685263     0.0213503  2296 53735 168 1
 3369 J094214.58+595940.3 145.56073     59.994533     0.0751179   453 51915 372 1
 3370 J094214.90+130721.9 145.56208     13.122756     0.247356   2580 54092  34 1
 3371 J094215.13+090015.8 145.56304      9.0044021    0.212663   1305 52757 281 1
 3372 J094223.44+300428.1 145.59768     30.07446      0.116357   1942 53415  75 1
 3373 J094226.38+373359.4 145.6099      37.5665       0.339048   1276 53035 181 1
 3374 J094227.73+250800.4 145.61555     25.133434     0.279573   2296 53735 537 1
 3375 J094229.34+000204.5 145.62226      0.034593059  0.0630783   266 51630 227 1
 3376 J094230.71+274116.2 145.62796     27.687825     0.276479   1944 53385 106 1
 3377 J094231.55+483719.9 145.63146     48.622188     0.102928   1005 52703 360 1
 3378 J094233.25+093837.7 145.63855      9.6438055    0.205291   1305 52757 271 1
 3379 J094237.09+085859.3 145.65453      8.9831473    0.176376   1305 52757 256 1
 3380 J094238.56+090630.4 145.66068      9.1084511    0.2173     1305 52757 255 1
 3381 J094240.92+480017.4 145.6705      48.004828     0.196879    834 52316 617 1
 3382 J094241.04+491856.6 145.67099     49.315733     0.206922    901 52641  73 1
 3383 J094245.45+412643.1 145.68937     41.445299     0.121536    940 52670  20 1
 3384 J094246.71+502459.8 145.69461     50.416621     0.186602    902 52409 292 1
 3385 J094248.08+334609.7 145.70032     33.769372     0.249197   1945 53387 359 1
 3386 J094248.75-000240.3 145.70313     -0.044517399  0.0976066   476 52314 637 1
 3387 J094249.41+593206.5 145.70588     59.535127     0.236892    453 51915 479 1
 3388 J094252.56+122443.7 145.71898     12.412132     0.129941   1742 53053 404 1
 3389 J094254.05+345133.2 145.72522     34.859214     0.277475   1594 52992 157 1
 3390 J094256.06+113536.2 145.73357     11.593398     0.11973    1742 53053 176 1
 3391 J094258.56+083810.1 145.74398      8.6361487    0.134124   1234 52724 390 1
 3392 J094303.08+331934.6 145.76284     33.326265     0.0781023  1943 53386 624 1
 3393 J094303.91+184646.2 145.76628     18.779513     0.220733   2369 53733 528 1
 3394 J094303.98+362224.8 145.76658     36.373557     0.340348   1595 52999 345 1
 3395 J094305.15+280536.1 145.77147     28.093372     0.266742   1944 53385 120 1
 3396 J094305.89+535048.5 145.77456     53.8468       0.318131    768 52281 572 1
 3397 J094307.31+035322.7 145.78045      3.8896491    0.260765    570 52266 492 1
 3398 J094307.47+523403.2 145.78112     52.567562     0.349339    768 52281 108 1
 3399 J094310.12+604559.1 145.79218     60.766425     0.074279    486 51910  59 1
 3400 J094320.51+210302.3 145.83547     21.050651     0.15537    2292 53713  20 1
 3401 J094321.34+261154.6 145.83892     26.198507     0.274312   2297 53738 148 1
 3402 J094321.97+042412.1 145.84156      4.4033594    0.246789    570 52266 454 1
 3403 J094322.29+401556.4 145.84288     40.265655     0.15295    1215 52725 632 1
 3404 J094326.34+260938.8 145.85973     26.160774     0.133672   2297 53738 147 1
 3405 J094326.72+091050.0 145.86134      9.1805686    0.23505    1305 52757 227 1
 3406 J094328.74+524811.6 145.86975     52.803211     0.0471305   768 52281 111 1
 3407 J094334.18+533440.4 145.89241     53.577888     0.0852927   769 54530 298 2
 3408 J094334.68+055703.8 145.89451      5.9510439    0.347045    993 52710 520 1
 3409 J094335.61-004322.1 145.89838     -0.72280608   0.271496    266 51630 125 1
 3410 J094339.08+091733.7 145.91284      9.2927048    0.233603   1305 52757 226 1
 3411 J094342.07+000255.7 145.9253       0.04879248   0.2886      266 51630 200 1
 3412 J094342.22+355024.1 145.92591     35.840014     0.253204   1595 52999 311 1
 3413 J094347.28+404240.0 145.94702     40.711118     0.185191   1215 52725 622 1
 3414 J094349.62+560024.6 145.95673     56.00683      0.196444    556 51991 536 1
 3415 J094350.92+610256.0 145.96217     61.048875     0.340984    486 51910 154 1
 3416 J094354.84+061812.6 145.97852      6.3035028    0.333126    993 52710 515 1
 3417 J094354.86+155817.7 145.9786      15.971585     0.246451   2581 54085 599 1
 3418 J094358.07+420802.9 145.99196     42.134139     0.234493    940 52670  76 1
 3419 J094359.08+304537.5 145.99617     30.760403     0.264059   1946 53432 293 1
 3420 J094359.16+373843.0 145.99649     37.645283     0.117884   1276 53035 173 1
 3421 J094400.35+285226.9 146.00147     28.874149     0.103514   1947 53431 307 1
 3422 J094402.52+573209.1 146.01049     57.535859     0.184709    557 52253 398 1
 3423 J094407.00+321444.6 146.02916     32.245723     0.16734    1943 53386   8 1
 3424 J094410.80+380613.9 146.04498     38.103872     0.320891   1276 53035 493 1
 3425 J094411.02+481950.8 146.04591     48.33078      0.21381    1005 52703 276 1
 3426 J094411.95+502656.6 146.0498      50.449063     0.0761857   901 52641 614 1
 3427 J094415.78+001101.2 146.06576      0.18365913   0.126705    266 51630 494 1
 3428 J094418.77+405407.5 146.0782      40.902071     0.349876   1216 52709 394 1
 3429 J094422.14+103739.8 146.09225     10.627728     0.24099    1305 52757 404 1
 3430 J094423.45+260904.8 146.0977      26.151332     0.25506    2297 53738 151 1
 3431 J094427.71+465322.9 146.11545     46.889681     0.163601    834 52316  27 1
 3432 J094428.00+360837.1 146.11665     36.143638     0.227769   1594 52992 605 1
 3433 J094438.01+311445.0 146.15839     31.245823     0.241223   1946 53432 263 1
 3434 J094439.89+034940.2 146.1662       3.8278205    0.155406    570 52266 517 1
 3435 J094440.56+443556.7 146.16899     44.599089     0.224279   1202 52672 107 1
 3436 J094444.90+034400.7 146.18709      3.7335345    0.339532    570 52266 160 1
 3437 J094446.43+150018.5 146.19347     15.005133     0.185978   2581 54085  77 1
 3438 J094446.62+315809.2 146.19423     31.969215     0.140237   1946 53432 390 1
 3439 J094448.06+043918.8 146.20027      4.6552163    0.323743    570 52266 530 1
 3440 J094451.57+562037.8 146.21489     56.343835     0.138441    556 51991 530 1
 3441 J094452.83+524606.8 146.22013     52.76855      0.164003    768 52281  73 1
 3442 J094456.07+054643.0 146.23364      5.7786034    0.212864    993 52710  75 1
 3443 J094458.98+311458.1 146.24577     31.249464     0.220837   1946 53432 277 1
 3444 J094459.88+063653.5 146.24951      6.6148586    0.142665    993 52710 579 1
 3445 J094506.66+321635.6 146.27774     32.27656      0.245151   1943 53386  18 1
 3446 J094510.03-001534.1 146.2918      -0.25947359   0.325544    266 51630 161 1
 3447 J094510.49+390107.9 146.29372     39.018868     0.146135   1276 53035 448 1
 3448 J094517.69+215236.6 146.32371     21.876828     0.284962   2295 53734 267 1
 3449 J094517.79+562234.0 146.32411     56.376107     0.171874    556 51991 580 1
 3450 J094519.23+023135.6 146.33012      2.5265686    0.129814    477 52026 618 1
 3451 J094521.23+124913.0 146.33844     12.820284     0.137758   1742 53053 529 1
 3452 J094521.36+231421.9 146.33898     23.239424     0.067532   2296 53735  14 1
 3453 J094524.13+291308.2 146.35053     29.218945     0.268575   1947 53431 389 1
 3454 J094525.90+352103.6 146.35792     35.351        0.207622   1594 52992 629 1
 3455 J094528.36+201539.6 146.36818     20.260995     0.167587   2362 53759 435 1
 3456 J094529.37+093610.4 146.37237      9.6028969    0.0133002  1305 52757 179 1
