#name     Ra     Dec
ECO02385 173.138 22.116  
ECO02846 173.138 20.401  
ECO12020 173.138 14.201  
ECO01051 173.145 14.189  
ECO00731 173.147 20.069  
ECO02716 173.154 18.208  
ECO02455 173.173 20.439  
ECO11307 173.189 -0.741  
ECO02466 173.196 20.038  
ECO07693 173.202  5.507  
ECO07806 173.210  8.723  
ECO02488 173.218  5.727  
ECO02477 173.219 43.515  
ECO07284 173.222  0.568  
ECO02497 173.250  6.716  
ECO08438 173.263 24.404  
ECO09729 173.267 43.483  
ECO01712 173.273 24.686  
ECO02681 173.274 17.351  
ECO08454 173.282 24.653  
ECO02508 173.316 24.447  
ECO05670 173.320 43.796  
ECO05671 173.320 49.285  
ECO02530 173.340  0.799  
ECO02519 173.351 32.603  
ECO05672 173.355 34.072  
ECO11793 173.356  9.983  
ECO02224 173.358 24.873  
ECO02207 173.361 24.054  
ECO02709 173.363 17.419  
ECO02541 173.376 33.508  
ECO05109 173.381 12.137  
ECO08447 173.394 24.534  
ECO11933 173.405  7.634  
ECO05674 173.412 24.684  
ECO01373 173.422 15.136  
ECO05673 173.425 21.865  
ECO02552 173.425 23.413  
ECO09928 173.426 48.319  
ECO02575 173.432 17.396  
ECO02564 173.434 32.633  
ECO02586 173.436 21.380  
ECO02446 173.447 24.317  
ECO05106 173.453 12.626  
ECO02342 173.458 21.422  
ECO08856 173.478 28.623  
ECO11627 173.480 19.360  
ECO12333 173.500  6.951  
ECO10964 173.502  5.073  
ECO10178 173.516  2.973  
ECO11845 173.532 36.683  
ECO08852 173.539 28.595  
ECO02597 173.549 12.512  
ECO10781 173.572  3.841  
ECO01713 173.574 22.928  
ECO05675 173.576 15.596  
ECO02608 173.589 15.660  
ECO01313 173.597 15.667  
ECO02346 173.612 21.352  
ECO05676 173.644 18.682  
ECO00388 173.661 15.622  
ECO09693 173.689 42.965  
ECO10575 173.691 28.716  
ECO01374 173.692 32.232  
ECO00936 173.701 21.644  
ECO02619 173.710 25.530  
ECO05677 173.723 20.488  
ECO10690 173.724 44.005  
ECO11846 173.730 16.116  
ECO06947 173.738 -0.754  
ECO02630 173.750 15.685  
ECO01714 173.755 23.295  
ECO02300 173.766 22.515  
ECO07021 173.768 20.635  
ECO02641 173.771  2.551  
ECO10114 173.781  4.221  
ECO05678 173.784 17.779  
ECO11847 173.785 15.958  
ECO08274 173.785 21.229  
ECO00741 173.796 20.514  
ECO01314 173.807  1.673  
ECO10458 173.813 12.854  
ECO08088 173.816 15.324  
