#name     Ra     Dec
ECO04701 216.902 41.258  
ECO09227 216.904 34.522  
ECO09600 216.905 40.407  
ECO00874 216.915 32.140  
ECO04696 216.917  6.042  
ECO02659 216.927 13.907  
ECO06513 216.934 13.442  
ECO06512 216.940 -0.603  
ECO04703 216.940 34.209  
ECO04699 216.957 11.561  
ECO10677 216.960 25.876  
ECO04700 216.962 25.838  
ECO08838 216.962 28.512  
ECO12018 216.963 33.187  
ECO10356 216.967 40.630  
ECO07930 216.976 11.487  
ECO01154 216.984 25.962  
ECO07230 216.987  0.023  
ECO09146 216.989 33.289  
ECO07162 216.995 25.866  
ECO06710 217.000 27.239  
ECO08535 217.001 25.545  
ECO11558 217.015 38.807  
ECO07160 217.021 25.831  
ECO11804 217.025 33.818  
ECO04705 217.030 25.869  
ECO08650 217.036 26.683  
ECO04706 217.042 26.936  
ECO06514 217.053 25.830  
ECO04707 217.056 25.948  
ECO09507 217.057 38.732  
ECO00347 217.060 30.716  
ECO08927 217.068 29.732  
ECO04708 217.068 25.849  
ECO04704 217.085 -0.204  
ECO00875 217.095 33.256  
ECO04710 217.098 33.254  
ECO12590 217.103 17.958  
ECO04711 217.103 32.394  
ECO04709 217.107 17.924  
ECO07962 217.118 12.389  
ECO07161 217.124 25.860  
ECO04712 217.128 27.266  
ECO00876 217.129 25.793  
ECO04714 217.132 27.409  
ECO10678 217.140 42.040  
ECO08718 217.144 27.336  
ECO06515 217.150 25.709  
ECO04719 217.154 38.999  
ECO04715 217.163 30.635  
ECO00877 217.165 30.455  
ECO04716 217.189 28.964  
ECO04720 217.194 30.413  
ECO06516 217.195 27.251  
ECO08026 217.197 13.821  
ECO04718 217.206 26.032  
ECO08761 217.220 27.834  
ECO10679 217.232 25.738  
ECO12608 217.235 17.695  
ECO04721 217.238 25.554  
ECO04717 217.243 13.862  
ECO04722 217.248 23.192  
ECO04723 217.251 35.944  
ECO06711 217.283 27.446  
ECO11882 217.283 32.910  
ECO04729 217.285 41.831  
ECO11883 217.291 31.799  
ECO02646 217.295 13.981  
ECO04725 217.299 30.077  
ECO04726 217.306 30.026  
ECO06517 217.310 44.699  
ECO04727 217.320 28.822  
ECO04728 217.325 30.832  
ECO09027 217.326 31.368  
ECO00542 217.344 27.510  
ECO09340 217.357 36.288  
ECO04733 217.386 38.670  
ECO00879 217.393 40.891  
ECO01019 217.394 49.638  
ECO00341 217.400 29.987  
ECO04731 217.401 26.064  
ECO00397 217.411 41.963  
ECO00682 217.413 16.281  
ECO00880 217.441 41.866  
ECO04730 217.443 11.767  
ECO12505 217.457 19.651  
ECO04732 217.461 13.800  
ECO01020 217.462 44.448  
ECO02036 217.465 19.160  
ECO08529 217.491 25.506  
ECO09337 217.491 36.274  
ECO08576 217.494 25.902  
ECO12613 217.504 16.818  
ECO08473 217.510 24.885  
ECO12615 217.528 16.723  
ECO08961 217.531 30.235  
ECO00881 217.540 31.216  
ECO04734 217.546 23.026  
ECO04736 217.547 27.532  
ECO07938 217.551 11.631  
ECO11812 217.576 21.747  
ECO04737 217.584 23.062  
ECO01626 217.588 33.327  
ECO09224 217.590 34.386  
ECO11229 217.591 25.913  
ECO08546 217.596 25.603  
ECO04741 217.606 35.321  
ECO08353 217.624 22.906  
ECO04738 217.636 14.023  
ECO04740 217.640 25.514  
ECO04739 217.650 11.877  
ECO04743 217.682 29.181  
ECO04742 217.712 13.969  
ECO07163 217.718  6.036  
ECO07278 217.723  0.463  
ECO10061 217.727 25.675  
ECO06518 217.728 40.714  
ECO04744 217.753 25.490  
ECO11911 217.756  5.980  
ECO06519 217.765 35.521  
ECO04745 217.776 25.355  
ECO11335 217.783 28.323  
ECO04747 217.788 27.237  
ECO12089 217.813 32.768  
ECO00254 217.833 34.634  
ECO08442 217.843 24.513  
ECO04749 217.855 33.231  
ECO04748 217.857 30.787  
ECO04750 217.866 39.259  
ECO00882 217.892 25.341  
ECO10876 217.928 38.916  
ECO00255 217.933 31.690  
ECO10680 217.945 26.274  
ECO06520 217.990 36.303  
ECO04751 218.004 36.305  
ECO00883 218.036 25.859  
ECO06521 218.063 26.326  
ECO06523 218.069 40.462  
ECO00885 218.075 31.508  
ECO04752 218.115 27.427  
ECO04753 218.126 26.186  
ECO08000 218.134 13.365  
ECO06524 218.136  5.671  
ECO08501 218.139 25.265  
ECO08595 218.146 26.192  
ECO07960 218.159 12.319  
ECO04754 218.160 31.670  
ECO04755 218.166 36.302  
ECO09998 218.167 40.954  
ECO11600 218.186 28.901  
ECO09553 218.191 39.360  
ECO09609 218.192 40.717  
ECO11650 218.208 22.761  
ECO09326 218.227 36.032  
ECO11463 218.234 46.332  
ECO08552 218.287 25.641  
ECO12545 218.287 19.596  
ECO06796 218.296 25.962  
ECO04756 218.311 13.842  
ECO04758 218.319 41.651  
ECO09627 218.333 41.266  
ECO00886 218.333 25.050  
ECO11450 218.335 40.550  
ECO06525 218.336 26.208  
ECO09645 218.342 41.673  
ECO09590 218.350 40.169  
ECO10681 218.360 25.655  
ECO02037 218.390 18.350  
ECO06526 218.390 40.805  
ECO08947 218.397 29.976  
ECO09963 218.458 29.569  
ECO09615 218.482 41.028  
ECO06527 218.489  5.584  
ECO11915 218.508  5.552  
ECO04759 218.517  3.747  
ECO08341 218.528 22.728  
ECO10541 218.533 34.326  
ECO04760 218.553 25.468  
ECO12153 218.571 27.285  
ECO00887 218.580 25.882  
ECO02201 218.619 21.949  
ECO11230 218.624 26.142  
ECO06528 218.632 19.742  
ECO00888 218.644 36.288  
ECO08424 218.655 24.143  
ECO04761 218.690  0.889  
ECO02891 218.710 22.219  
ECO04762 218.720 40.748  
ECO10542 218.766 41.393  
ECO09631 218.770 41.285  
ECO08550 218.778 25.631  
ECO02202 218.808 21.994  
ECO04763 218.821 22.963  
ECO00260 218.836 43.972  
ECO04765 218.891 36.819  
ECO04764 218.892 22.733  
ECO09758 218.908 43.994  
ECO00376 218.916 36.262  
ECO01627 218.917  5.724  
ECO10945 218.947  3.833  
ECO09074 218.955 31.982  
ECO04766 218.959 36.543  
ECO11958 218.970  5.313  
ECO04769 218.982 36.719  
ECO07685 218.990  5.308  
ECO00377 218.999 36.583  
ECO09570 219.010 39.704  
ECO04770 219.011 36.503  
ECO02194 219.015 21.846  
ECO02195 219.018 21.818  
ECO00332 219.028 13.105  
ECO04768 219.038 21.794  
ECO02196 219.052 21.864  
ECO00889 219.083 36.590  
ECO10877 219.131 44.421  
ECO04772 219.133 41.686  
ECO00468 219.136 41.422  
ECO06529 219.161 41.079  
ECO06530 219.167 41.160  
ECO04771 219.175  2.386  
ECO04773 219.178 39.944  
ECO12446 219.186 21.073  
ECO01161 219.200 27.636  
ECO10200 219.213  4.609  
ECO08378 219.219 23.426  
ECO07565 219.238  3.519  
ECO04774 219.238 41.828  
ECO11723 219.272 24.978  
ECO06531 219.295 39.654  
ECO04777 219.306 43.696  
ECO04775 219.312 38.455  
ECO00890 219.322  8.038  
ECO11682 219.335 18.249  
ECO04776 219.342 36.568  
ECO10878 219.370 40.761  
ECO01628 219.403 13.318  
ECO10193 219.404  3.722  
ECO10197 219.409  3.946  
ECO00891 219.430 45.186  
ECO12213 219.449 22.962  
ECO11892 219.449 21.359  
ECO09454 219.470 37.933  
ECO11973 219.475  6.039  
ECO06533 219.495 41.342  
ECO08976 219.498 30.515  
ECO09325 219.503 36.023  
ECO06534 219.527 37.010  
ECO06535 219.531 36.457  
ECO08444 219.550 24.525  
ECO04779 219.568 40.457  
ECO10879 219.585 39.393  
ECO00673 219.628 18.030  
ECO06536 219.695  7.617  
ECO04783 219.705 41.007  
ECO04781 219.708 30.442  
ECO04780 219.730 20.506  
ECO01629 219.736 31.657  
ECO09430 219.741 37.581  
ECO09632 219.745 41.298  
ECO06537 219.788 38.264  
ECO04782 219.803 15.877  
ECO01630 219.857  3.054  
ECO09042 219.886 31.583  
ECO00381 219.886 37.343  
ECO07490 219.894  2.651  
ECO04784 219.905 24.539  
ECO10205 219.915  5.102  
ECO11677 219.939 23.397  
ECO06538 219.951 41.047  
ECO08356 219.965 22.939  
ECO04787 219.967 42.742  
ECO11259 219.970 22.629  
ECO00892 219.973 25.969  
ECO11396 219.995 24.351  
ECO04788 220.024 31.501  
ECO07587 220.028  3.873  
ECO04791 220.039 42.779  
ECO04785 220.052 18.943  
ECO07549 220.054  3.344  
ECO01631 220.076  3.544  
ECO04786 220.099  6.307  
ECO10194 220.107  3.733  
ECO10013 220.109 38.695  
ECO12623 220.110 14.460  
ECO06539 220.123  3.433  
ECO07550 220.133  3.356  
ECO00197 220.141 14.476  
ECO12154 220.141 27.550  
ECO10187 220.154  3.465  
ECO04792 220.156 31.375  
ECO01632 220.159  3.356  
ECO02595 220.161 15.810  
ECO04794 220.163 38.638  
ECO10002 220.175 40.661  
ECO04793 220.231 14.333  
ECO06879 220.242 41.635  
ECO01092 220.263  0.621  
ECO04796 220.321 44.479  
ECO09583 220.335 40.047  
ECO10182 220.373  3.195  
ECO04798 220.384 44.513  
ECO04797 220.387 38.851  
ECO11333 220.395 29.231  
ECO08900 220.405 29.270  
ECO00400 220.415 42.005  
ECO04795 220.429  5.953  
ECO02039 220.514 15.644  
ECO06540 220.526 41.652  
ECO10183 220.589  3.271  
ECO04799 220.593 22.333  
ECO00893 220.595 37.461  
ECO04802 220.620 41.842  
ECO06541 220.633 42.476  
ECO04800 220.639 28.726  
ECO10543 220.641 41.829  
ECO06542 220.641 37.452  
ECO08999 220.647 30.958  
ECO01634 220.658 33.649  
ECO00399 220.691 42.003  
ECO12542 220.719 18.620  
ECO06544 220.760 41.511  
ECO09474 220.795 38.346  
ECO00894 220.796 44.996  
ECO00895 220.801 12.195  
ECO06545 220.853 28.301  
ECO09686 220.880 42.713  
ECO00357 220.910 32.334  
ECO04803 220.924 23.019  
ECO12532 220.938 18.205  
ECO08339 220.946 22.704  
ECO08895 221.014 29.215  
ECO11749 221.062 22.748  
ECO04804 221.087 28.551  
ECO06546 221.094 40.792  
ECO09646 221.106 41.861  
ECO12008 221.122  5.176  
ECO11231 221.127  9.098  
ECO06547 221.148 37.482  
ECO11660 221.153 16.525  
ECO09612 221.156 40.812  
ECO00638 221.191 28.171  
ECO12506 221.193 18.762  
ECO06712 221.197  7.354  
ECO06548 221.199 40.820  
ECO09611 221.200 40.786  
ECO04806 221.233 49.714  
ECO06549 221.245 40.875  
ECO00387 221.257 38.664  
ECO01072 221.283 49.099  
ECO04805 221.291  9.275  
ECO06550 221.309 38.729  
ECO04807 221.332 38.732  
ECO10682 221.361  9.281  
ECO01205 221.362  7.628  
ECO00329 221.387 23.298  
ECO12178 221.387 25.685  
ECO07836 221.416  9.418  
ECO00326 221.447 22.735  
ECO09460 221.597 38.034  
ECO00999 221.641 25.703  
ECO04808 221.663 21.061  
ECO09245 221.697 34.819  
ECO09735 221.734 43.532  
ECO06551 221.789 24.836  
ECO00390 221.820 38.888  
ECO04809 221.835 23.950  
ECO01635 221.837  0.011  
ECO12518 221.851 17.673  
ECO04810 221.926 18.502  
ECO02040 221.964 17.394  
ECO08905 221.978 29.325  
ECO02041 221.993  8.321  
ECO12475 221.996 17.403  
ECO11750 222.040 14.134  
ECO06552 222.107 41.639  
ECO04811 222.113 31.791  
ECO04815 222.255 42.464  
ECO04813 222.260 21.331  
ECO04814 222.275 22.198  
